max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1    99465   106263   115336   115745   116049   116313   946122   946246   946438   946557   946670   946791   946920   947048   947204   947487   947618   947763   947903   948050   948206   948779   948911   949048   949202   973339   973479   973587   973721  1005366  1005500  1005616  1006996  1007123  1007266  1007390  1007543  1007662  1007912  1008033  1042107  1055680  1055813  1055964  1056172  1056286  1056401  1056537  1056692  1056861  1057030  1057458  1057607  1057719  1057828  1057936  1058052  1058167  1058280  1058407  1058560  1059083  1059708  1059829  1061129  1062062  1062166  1062294  1062403  1062564  1062675  1062780  1062909  1063057  1065071  1069545  1069650  1070958  1071116  1071257  1071772  1071900  1072922  1073103  1073629  1073769  1073878  1073984  1074191  1074382  1074633  1074760  1074879  1075005  1075126  1075270  1075412  1075621  1075743  1075858  1075993  1076103  1076225  1076384  1076512  1076638  1076750  1077710  1077865  1077969  1078080  1078195  1078353  1079080  1079201  1079443  1079556  1079680  1080768  1081236  1081379  1081666  1082030  1082149  1082288  1082413  1082821  1083100  1083218  1083370  1084557  1084827  1100259  1100369  1100485  1100602  1100748  1100880  1100991  1101097  1101203  1102061  1102524  1102630  1102846  1102964  1103450  1113869  1113980  1114102  1114226  1114352  1114483  1114620  1114753  1114867  1115064  1115172  1115351  1115507  1115645  1115786  1115944  1116242  1116382  1117033  1117314  1117880  1118715  1118848  1124889  1125001  1126846  1126980  1127096  1127524  1127640  1128129  1128275  1128418  1129207  1129597  1129709  1129830  1130075  1130355  1130465  1130648  1130791  1130915  1131029  1131133  1131241  1131345  1132102  1132564  1132708  1133025, 1   125036   125370   125607   772576   957135   957337   957454   957576   957700   957869   957997   958129   958284   958401   958567   958841   959428   959550   960046   960186   961090   961285  1022405  1023268  1038886  1039012  1039153, 114982   945884   973007  1005175  1006737  1041869  1055405  1089960  1100064  1113606, 116350   949244   973751  1005598  1008147  1042189  1084883  1090124  1103490  1133033, 119738  1110306, 120830  1111548, 121883   124185   956745   979954   980380   980716  1022008  1022848  1036477  1038556, 122147   125617   961444   980291   980515   981284  1022417  1023454  1036495  1039295, 950102, 950107, 950113, 1110307, 1110309, 1110460  1110461, 1111550, L, 1113610, 1113613, 1133042, 0, 0, 0, 0, 0, 1133096, 1133106, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1134249  1134412  1144546  1144652  1144779  1144910  1145030  1145170  1145405  1145540  1145647  1145903  1146012  1147079  1147199  1147324  1147429  1147568  1147693  1148701  1149924  1150040  1150155  1151042  1151649  1152087  1152948  1153067  1153171  1153588, 1137051, 1134119  1144356  1159337, 1134418  1153528, 1157284, 1157728, 1136594, 1137014, 1134419, 1134420, 1134422, 1157289, 1157297, 1157448  1157454, 1157734, L, 1159351, , , 1, 0, 0, 0, 1, 1159419, 1159428, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1159409, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1159602  1159718  1159867  1159989  1160120  1160249  1160356  1160464  1160608  1162072  1162225  1167457  1167563  1167668  1167820  1167939  1168046  1168401  1169127  1188268  1188372  1188484  1188604, 1176797  1177041  1177954  1199916  1200099, 1167288  1168561  1169046  1188058  1207058, 1162264  1168340  1168578  1169058  1188588, 1203622, 1204929, 1175441  1176535  1176918  1199399, 1175689  1176873  1178000  1200071, 1162266, 1162268, 1162270, 1203630, 1203638, 1203789  1203796, 1204937, L, 1207074, , , 1, 0, 0, 0, 1, 1207156, 1207165, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1207144, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1207351  1207473  1207646  1207824  1207931  1208038  1208158  1208846  1208952  1209385  1209496  1209726  1209831  1209978  1211355  1211503  1211609  1212003, , 1231029, 1212058, 1220864  1224403  1225191  1225830  1226078  1226473, 1221529  1224463  1225712  1225950  1226370  1228302, , , 1212060, 1212063, 1212066, 1220867, 1220871, 1221022  1221026, 1221533, L, 1231041, , , 1, 0, 0, 0, 1, 1231106, 1231113, L4:R0, 25.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1231095, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1231277  1231395  1231502  1231721  1232235  1232405  1245364  1246366  1246504  1250193  1250330  1250449  1250560  1250755  1251106  1254413  1254556  1254883  1256284  1256413  1256522  1256785  1256937  1260858  1262754  1266067  1266180  1280958  1281086, 1238501  1270113  1270245  1277733, 1245192  1246135  1250021  1250555  1250733  1262915  1265753  1280723  1294704, 1232523  1245458  1246519  1250540  1250717  1250795  1262949  1266209  1281404, 1288262  1288485  1289603  1289789  1290092  1290209  1290467  1290520  1291199  1291466, 1288459  1289567  1289655  1290067  1290191  1290242  1290502  1290809  1291273  1291555, 1238173  1238938  1269632  1273610  1277413, 1238568  1239158  1270258  1273774  1277698, 1232524, 1232526, 1232527, 1288271, 1288282, 1288433  1288442, 1288469, L, 1294874, , , 1, 0, 0, 0, 1, 1294887, 1294889, L5:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1294883, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1294972  1295088  1295239  1295354  1295597  1302249  1303654  1304081  1304193  1304724  1304835  1304943  1305051  1305794  1375154  1375308  1381014  1381151  1381882  1419768  1419881  1420026  1420148  1422821, 1393155  1397893, 1302094  1374867  1380629  1381701  1419616  1422577  1433287, 1295409  1306013  1375275  1381113  1382003  1420187  1422809, 1425704  1427572  1427785  1428782  1429308, 1427531  1427644  1428678  1428864  1429577, 1318408  1361503  1392401  1392443  1397678  1398141, 1318730  1361654  1392421  1393135  1397980  1398158, 1295410, 1295411, 1295413, 1425713, 1425722, 1425873  1425882, 1427540, L, 1433309, , , 1, 0, 0, 0, 1, 1433413, 1433425, L6:R0, 16.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1433399, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1433672, 1453539  1453640  1453740  1453878  1454161  1454260  1454559, 1467369, 1433708, 1462560  1464477, 1464395  1464710, 1453069, 1454556, 1434127, 1434128, 1434129, 1462562, 1462566, 1462716  1462719, 1464398, L, 1467376, , , 1, 0, 0, 0, 1, 1467420, 1467425, L7:R0, 14.29, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1467412, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1467617  1514324  1514475  1514578  1515338  1518771  1518906, 1530440  1530798, 1514082  1515106  1518693  1631682, 1467664  1514639  1515334  1518989, 1628981, 1629672, 1529816  1592172  1606699  1621886  1622944, 1531503  1592366  1607293  1622171  1623500, 1467944, 1467945, 1467947, 1628985, 1628991, 1629142  1629147, 1629677, L, 1631693, , , 1, 0, 0, 0, 1, 1631756, 1631763, L8:R0, 12.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1631746, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1631913  1632032  1643859  1644007  1644130  1644688  1644833  1644954  1645273  1645391  1645511  1646685  1646809  1647812  1648130, , 1643675  1669378, 1632125  1648260, 1662232, 1662403, , , 1632306, 1632307, 1632308, 1662235, 1662239, 1662390  1662394, 1662407, L, 1669386, , , 1, 0, 0, 0, 1, 1669433, 1669439, L9:R0, 11.11, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1669426, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1669617  1669747  1671902  1672018  1691866  1691982  1692091  1692512  1694175  1715776, 1676129  1676539  1678367  1678476  1679203  1680665  1680823  1681762  1682513  1682642  1682775, 1671014  1671459  1671773  1691768  1715683, 1669779  1671118  1671615  1671985  1692229, 1711559  1712544, 1712512  1712652, 1674326  1675478  1675784  1685669  1702430  1702872  1703645  1703773, 1674578  1675714  1682848  1685941  1702674  1702974  1703723  1703950, 1669993, 1669994, 1669995, 1711566, 1711576, 1711726  1711733, 1712520, L, 1715700, , , 1, 0, 0, 0, 1, 1715800, 1715810, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1715786, 
