max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_well_all_on_ts, L_well_all_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1692092  1692215  1695320  1695428  1695533  1700587  1700699, 1684270, 1708467, 1709786, 1685180  1685727  1711815, 1685046  1685286  1685975, 1685047, 1685048, 1685049, 1708470, 1708473, 1708624  1708627, 1709789, R, 1711822, , , 1, 0, 0, 0, 1, 1711865, 1711872, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1711858, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1717827  1717961  1718075  1718960  1719078  1719189, 1712018  1712449  1712604, 1715127, 1715293, 1725845, 1713060, 1713061, 1713062, 1713063, 1715128, 1715131, 1715282  1715284, 1715295, R, 1725851, , , 1, 0, 0, 0, 1, 1725889, 1725894, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1725882, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1726103  1726906  1727021  1727614, 1729387  1733745, 1732937  1733870, 1736684, 1727668, 1727669, 1727670, 1727672, 1729388, 1729391, 1729542  1729544, 1732939, R, 1736690, , , 1, 0, 0, 0, 1, 1736726, 1736731, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1736719, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1755167  1755276  1755404  1755518  1755660  1755782  1755895  1756026  1756147  1756262  1756383  1756504  1756647  1756759  1756899  1757015  1758179  1758320  1758428  1758652  1758838  1758964, 1736920, 1739481  1744120  1752471, 1743919  1750898  1752629, 1737747, 1737634  1737932, 1737635, 1737636, 1737637, 1739482, 1739485, 1739636  1739638, 1743921, , , , , 1, 1, 0, 0, 0, 1758981, 1758988, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1758971, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1759904  1760034  1760143  1760367  1760632  1760751  1760870  1761002  1763969  1764146  1764300  1764432  1764576  1764798  1764952  1765787  1766033  1766231  1766614  1766719  1767263  1767380  1767498  1768558  1768714  1769767  1769907  1770024  1770131  1770896  1771027  1771157  1771750  1771877  1771982  1772088  1772334  1772463  1773571  1773680  1773808  1774234  1776354  1776729  1776894  1777357  1777461  1778036  1778293  1778402  1778514  1778952  1780642  1780751  1780855  1781396  1781578  1781684  1781791  1782456  1782626  1783128  1783232  1783370  1783507  1788474  1788610, , 1791739, 1792652, 1794482, , 1759471, 1759471, 1759472, 1791749, 1791758, 1791909  1791919, 1792661, R, 1794501, , , 1, 0, 0, 0, 1, 1794598, 1794611, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1794585, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1794793, 1798492, 1799934, 1796431  1802128, 1795324  1796482, 1795324, 1795325, 1795328, 1798493, 1798496, 1798647  1798649, 1799937, R, 1802133, , , 1, 0, 0, 0, 1, 1802166, 1802170, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1802160, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1809108  1809213  1809332, 1802460  1802656, 1816509, 1817445, 1803478  1819572, 1803465  1803809, 1803466, 1803467, 1803468, 1816511, 1816514, 1816665  1816667, 1817448, R, 1819578, , , 1, 0, 0, 0, 1, 1819615, 1819620, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1819608, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1860770  1860881  1861010  1861144  1861253  1861410  1871832  1871940  1872229  1872610, 1819823  1842789, 1858432, 1858809, 1829790  1842177  1851948  1853698, 1820634  1829996  1842957  1852198  1853955, 1820634, 1820636, 1820637, 1858434, 1858438, 1858589  1858592, 1858812, , , , , 1, 1, 0, 0, 0, 1873857, 1873863, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1873849, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1875131, 1876099, 1878464, , 1874341, 1874342, 1874342, 1875132, 1875134, 1875286  1875287, 1876101, R, 1878468, , , 1, 0, 0, 0, 1, 1878495, 1878499, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1878490, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1889773  1889883, 1878716  1882904  1883667, 1886639  1886888  1893578  1896813  1897218  1897444, 1886806  1887679  1896780  1897185  1897345  1898404, 1881880  1882774, 1880244  1882433  1883699, 1880244, 1880245, 1880247, 1886641, 1886644, 1886795  1886797, 1886809, , , , , 1, 1, 0, 0, 0, 1901857, 1901863, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1901848, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1923354  1923462  1926303, 1905892  1906922  1908774  1909087  1909639  1932078  1933527  1933644  1933786  1933960  1934173  1936658  1936930, 1939784, 1942191, 1905615  1906520  1931841  1935258  1945436, 1906429  1909699  1934400  1937046, 1902418, 1902419, 1902420, 1939788, 1939793, 1939944  1939948, 1942196, R, 1945446, , , 1, 0, 0, 0, 1, 1945502, 1945508, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1945493, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1952306  1952412  1953373  1953605, 1945681, 1958191  1959313, 1958356  1960420, 1962404, 1947074, 1947075, 1947076, 1947077, 1958192, 1958195, 1958346  1958348, 1958359, R, 1962411, , , 1, 0, 0, 0, 1, 1962447, 1962452, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1962440, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1969839, 1972013, 1975869, 1963955, 1963955, 1963956, 1963957, 1969840, 1969842, 1969993  1969994, 1972015, R, 1975873, , , 1, 0, 0, 0, 1, 1975902, 1975906, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1975896, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1981546  1981690  1981874  1981990  1982132  1998346  1998498  1998664  2035720  2035830  2036043, 1976159, 2028544  2030332, 2028713  2031290, 1977194, 1977153  1977219, 1977154, 1977155, 1977156, 2028546, 2028550, 2028701  2028704, 2028717, , , , , 1, 1, 0, 0, 0, 2043757, 2043763, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 2043750, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2065700  2065826  2065952, , 2062510, 2063560, 2071617, , 2044220, 2044220, 2044221, 2062511, 2062513, 2062664  2062665, 2063562, R, 2071621, , , 1, 0, 0, 0, 1, 2071652, 2071656, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2071646, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2095091  2095295  2098775  2098930  2103059  2103197  2104143  2107579  2108439  2108567  2108674  2108830  2110595  2110708  2110820  2111252  2111377  2111820  2112455  2112581  2112704  2113316  2113479  2113591  2114634  2114747  2115791  2115899  2120161  2120291  2120498  2121008  2121122  2121274  2123148  2123276  2123406  2123595  2124688  2124811  2124949  2125104  2125995  2126198  2126304  2126412  2126580  2126698  2126902  2127016  2127260  2128518  2139556  2139671  2139807  2140199  2141520  2141640  2141850  2142001  2145940  2146073  2147141  2147252  2147368  2148844  2148986  2149094  2149199  2149315  2149440  2149557  2149683  2149831  2149986  2150115  2150265  2150376  2151025  2151174  2151284  2151456  2151605  2151766  2152903  2153127  2153423  2153593  2153704  2155624  2155731  2156747  2156859  2157198  2157360  2157482  2157614  2157764  2158663  2158779  2159190  2161591  2161996  2163197  2163521  2166796  2169096  2169242  2169660  2169769  2169874  2170038  2170990  2171223  2171432  2184024  2184232  2185665, , 2222776, 2222956, 2072462  2072888  2075955  2076187  2213727  2218275  2226351, 2072392  2072832  2072977  2076166  2076288  2214304  2218824, 2072392, 2072393, 2072394, 2222781, 2222788, 2222939  2222944, 2222962, R, 2226363, , , 1, 0, 0, 0, 1, 2226427, 2226435, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2226417, 2126852  2139518  2139587  2140107, 2126916  2139572  2139823  2140215, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2235697  2235809, 2226605  2226777  2308151  2308303  2759762  2761190  2761702  2770692  2770831  2770965  2771089  2771232  2771361  2771644  2780414  2811621  2827462  2829918  2831268  2832223  2833610  2833712  2833916  2834098, 2851101, 2853052, 2255449  2299114  2302125  2307835  2750828  2753490  2759258  2759987  2760870  2770511  2778468  2779778  2788873  2804651  2811233  2826465  2826622  2827270  2828450  2837252  2838395  2840671  2856407, 2228010  2255525  2299535  2302778  2308434  2751592  2753961  2759965  2760081  2761724  2771625  2778775  2780535  2789121  2804998  2811360  2826496  2827103  2827591  2837236  2838257  2838417  2840829, 2228011, 2228012, 2228013, 2851112, 2851124, 2851275  2851286, 2853065, R, 2856432, , , 1, 0, 0, 0, 1, 2856697, 2856698, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2856694, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2913728  2913910  2914050, 2856793  2864378  2870414  2877873  2892963, 2908541, 2909461, 2857447  2863955  2877680  2892656, 2857328  2857540  2864512  2877996  2893147, 2857328, 2857329, 2857331, 2908544, 2908548, 2908699  2908702, 2909466, L, 2913898, , 2914066, 0, 0, 0, 0, 0, 2914098, 2914104, L1:R9, 10.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2913890, 2914061, 2913904
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2914295  2914401  2914527  2914635  2914778  2914884  2915135  2915283  2915528  2915635  2915741  2915868  2916011  2916146  2916254  2916395  2916536  2922186  2922302  2922434  2922628  2922748  2922892  2923008  2923142  2923249  2927546  2927710  2927858  2928100  2928207  2928644  2928752  2928876  2929010  2931284  2931388  2931509  2932236  2932341  2932455  2932592  2933053  2933237  2933988  2934103  2934874  2934993  2935540  2935666  2935785  2937861  2939173  2939318  2940007  2940138  2940265  2940394  2941024  2941137  2941597  2941710  2942485  2942599  2942706  2943144  2943264  2943386  2943563  2943701  2943849  2943958  2945529  2945663  2945789  2946069  2946957  2947069  2947189  2947349  2948103  2948211  2950241  2950389  2950841  2951007  2951732  2951907  2952260  2952615  2956496  2956609  2956769  2957151  2957286  2957727  2957831  2958614  2958784  2958888  2959040  2959156  2959276  2959478  2962359  2962520  2962626  2963075  2963187  2963468  2965401  2965545  2965972  2969147  2969273  2969803  2969909  2971110  2971289  2971461  2971575  2972654  2973058  2973162  2973285  2973395  2973535  2976842  2976994  2977151  2977317  2977422  2978250  2978386  2978580  2978688  2978864  2979218  2979344  2979453  2980727  2982288  2982441  2982610  2982736  2982852  2985300  2985463  2985613  2985744  2987209  2987360  2987717  2987924  2988050  2988162  2988280  2988384  2988566  2990474  2990623  2990773  2990897  2991092  2991283  2993294  2993462  2993850  2996801  2998343  2999862  2999971  3004154  3004282  3004607  3004772  3004895  3007408  3012264  3012432  3012891  3013012  3013265  3015179  3015288  3015404  3015526  3015699  3015870  3016009  3016136  3018463  3018590  3019096  3019270  3019392  3019507  3019637  3019755  3019881  3019989  3020138  3020821  3020967  3021106  3028247  3028405  3033211  3037244  3037378  3037711  3037841  3042596  3042702  3042807  3042955  3043092  3043328  3046109  3046257  3046407  3046529  3048731  3048839  3048991  3049104  3049278  3049477  3052391  3052509  3052745  3052875  3054801  3054909  3055113  3055221  3057878  3058035  3058175  3058303  3058421  3058530  3063662  3063882  3064064  3064224  3064331  3065034  3065556  3065677  3065784  3066129  3066242  3066391  3067083  3067241  3067768  3067872  3068110  3068214  3068354  3068473  3068590  3069588  3069987  3070113  3071511  3071671  3071806  3071970  3072101  3072231  3077500  3077653  3077969  3078084  3078191  3079588  3079863  3080026  3080206  3080332  3080454  3080566  3084453  3084598  3084906  3085053  3085409  3085545  3085659  3086819  3086926  3087044  3087192  3087392  3087502  3087661  3088590  3088776  3088886  3089104  3089247  3089358  3089989  3090100  3090204  3090762  3094299  3094470  3094746  3095081  3095275  3096734  3096929  3097363  3097495  3099484  3099622  3099736  3099912  3101085  3101197  3101417  3101557  3101664  3101771  3102250  3102357  3102962  3103098  3103230  3103913  3113543  3113697  3113877  3114044  3114389  3115911  3123996  3124221  3124327  3124432  3124656  3124785  3136330  3138490  3138599  3138729  3138875  3139448  3139588  3139767  3140100  3140216  3140323  3140450  3140977  3141082  3141733  3143414  3151318  3151484  3151858  3151977  3152084  3152201  3152316  3152429  3152997  3154527  3154707  3155220  3165859  3165992  3166096  3166379  3166498  3167800  3168117  3168227  3168363  3168788  3175733  3175925  3176155  3203440  3203549  3203671  3203784  3203892  3204038  3204600  3204703  3206510, 3191824  3191970  3215660  3216424  3216638  3216760  3216866  3216975  3217112  3217230  3217354  3217488  3217623  3217760  3217909  3220330  3220451  3220777  3220915  3221109  3221266  3222911  3223065  3223218  3223348  3223914  3224027  3224183  3224589  3225374  3225556  3225717  3226556  3226758  3226919  3227338  3227456  3228209  3228326, 3211813, 3213321, 3191249  3199535  3215421, 3192043  3199604  3228682, 2914781, 2914783, 2914784, 3211815, 3211817, 3211968  3211970, 3213323, R, 3215426, 3215430, 3228689, 0, 0, 0, 0, 0, 3228737, 3228747, L1:R9, 20.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 2915055  2915218  2915435  2915546  2928745  2928788  2931196  2931438  2932148  2932361  2932499  2932958  2933968  2934781  2934908  2935450  2935702  2937766  2939114  2939227, 2915141  2915292  2915537  2915641  2928764  2928889  2931397  2931524  2932245  2932471  2932608  2933063  2934119  2934890  2935004  2935684  2935804  2937881  2939192  2939246, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
