max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_well_all_on_ts, L_well_all_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1222493, 1224216, 1224381, 1222136  1226691, 1221935  1222647, 1222114, 1222115, 1222116, 1224217, 1224220, 1224371  1224373, 1224383, R, 1226696, , , 1, 0, 0, 0, 1, 1226729, 1226733, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1226723, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1239083  1239209  1239360  1239471, 1226910  1230756  1230862  1231041  1231177  1231287, 1235381, 1236579, 1230508  1244229, 1227499  1231398, 1227534, 1227535, 1227536, 1235383, 1235386, 1235537  1235539, 1236582, R, 1244236, , , 1, 0, 0, 0, 1, 1244278, 1244284, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1244271, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1244450  1244730, 1248417  1248664, 1248610  1248804, 1250866, 1245453, 1245453, 1245455, 1245456, 1248418, 1248421, 1248571  1248573, 1248612, R, 1250871, , , 1, 0, 0, 0, 1, 1250906, 1250910, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1250898, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1251090  1252118, 1255194, 1256332, 1252627  1257936, 1252167  1252996, 1252168, 1252169, 1252170, 1255195, 1255198, 1255349  1255351, 1256334, R, 1257942, , , 1, 0, 0, 0, 1, 1257975, 1257980, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1257969, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1258244, 1261101, 1261513, 1263623, 1259068, 1259068, 1259069, 1259071, 1261102, 1261104, 1261255  1261256, 1261515, R, 1263627, , , 1, 0, 0, 0, 1, 1263656, 1263661, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1263650, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1268990  1269107  1269218, 1263855  1263976, 1266428  1272565, 1266594  1272870, 1264572  1275765, 1264534  1264625, 1264535, 1264536, 1264537, 1266429, 1266433, 1266584  1266586, 1266596, R, 1275771, , , 1, 0, 0, 0, 1, 1275812, 1275817, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1275805, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1276033  1276846  1276974  1277602  1277718  1277893  1279469  1279579  1282400  1283052  1283182  1283421  1283525  1283985  1284083  1284187  1284672  1284812  1285399  1285504  1285848  1286019  1286187  1286411  1286863  1287530  1287789  1288093  1289127  1289225  1289789  1290077  1290680  1290807  1291625  1291843  1291984  1306200  1306306  1306455  1306591, 1329455, 1330718, 1281952  1306041  1312789  1332542, 1279585  1292347  1306545  1313295, 1279586, 1279588, 1279590, 1329462, 1329470, 1329620  1329628, 1330725, R, 1332557, , , 1, 0, 0, 0, 1, 1332638, 1332648, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1332627, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1339228  1339340, 1332824  1333332  1333450  1333587, 1335776  1342120  1344636  1345046, 1337373  1344585  1344691  1345575, 1347508, 1333786, 1333787, 1333788, 1333790, 1335777, 1335780, 1335931  1335933, 1337375, R, 1347515, , , 1, 0, 0, 0, 1, 1347561, 1347566, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1347553, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1354134  1354265  1354369  1357908  1358105  1358241  1358347  1358457  1358727  1358874  1358986  1359090  1359199  1359318  1360525  1360629  1360766  1360989  1361102  1361247  1362853  1363005  1363145  1363418  1364583  1364702  1366589  1366705  1367063  1367493  1367598  1368741  1368862  1368986  1369240  1369358  1369504  1369610  1371719  1371919  1372067  1372191  1372355  1372469  1372579  1373332  1373437  1373658  1374317  1374464  1374611  1374766  1374917  1375941  1376048  1376153  1376295  1378083  1385216  1385483  1385605  1385715  1385820  1386177  1386281  1387483  1387590  1388442  1389006  1389113  1389688  1390112  1390547  1390715  1391494  1395898  1396004  1396142  1396279  1396387, 1347899, 1398876, 1399701, 1401899, 1348424, 1348448, 1348449, 1348450, 1398886, 1398898, 1399049  1399060, 1399712, R, 1401922, , , 1, 0, 0, 0, 1, 1402036, 1402049, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1402020, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1407441  1407546  1407667  1419484  1419640  1419757  1419869  1419992, 1402229, 1404537  1412261, 1405742  1415977, , 1402893, 1403123, 1403124, 1403125, 1404538, 1404540, 1404691  1404693, 1405744, , , , , 1, 1, 0, 0, 0, 1420779, 1420784, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1420772, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1428101  1428217  1428328, , 1423164  1437603, 1424576  1437913, , , 1421730, 1421730, 1421731, 1423165, 1423167, 1423318  1423319, 1424578, , , , , 1, 1, 0, 0, 0, 1439605, 1439609, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1439599, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1446878  1447016, 1439973, 1443559  1449862, 1445106  1450389, 1439671  1440606  1440999  1452612, 1440579  1440900  1441035, 1440580, 1440581, 1440582, 1443561, 1443564, 1443715  1443717, 1445109, R, 1452619, , , 1, 0, 0, 0, 1, 1452662, 1452667, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1452654, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1452895  1453020  1453578  1453794  1454446  1454951  1455452  1455631  1455863  1458375  1458536  1459577  1459701  1459853  1460093  1460379  1460511  1461106  1461246  1461779  1462263, 1465153, 1467463, 1457858  1459435  1462785  1462952  1469427, 1455822  1458672  1462319  1462890  1462978, 1455823, 1455825, 1455827, 1465158, 1465164, 1465314  1465319, 1467469, R, 1469438, , , 1, 0, 0, 0, 1, 1469502, 1469509, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1469492, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1476134  1476245  1476365  1476502  1476997  1478369  1478476  1478811  1479262, 1469731  1469846  1470522  1470882  1471011  1471473, 1520016, 1520925, 1493520  1495060  1495371  1505375  1506000  1508403  1513574  1522746, 1471689  1493716  1495318  1495525  1505550  1506091  1508617  1513910, 1471690, 1471692, 1471693, 1520021, 1520027, 1520178  1520183, 1520931, R, 1522758, , , 1, 0, 0, 0, 1, 1522824, 1522832, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1522813, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1533200  1533306  1533441  1533779, 1523038, 1528725  1530944  1535555, 1530657  1531138  1535942, 1538017, 1523563, 1524003, 1524004, 1524005, 1528726, 1528728, 1528879  1528881, 1530659, R, 1538024, , , 1, 0, 0, 0, 1, 1538064, 1538070, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1538057, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1538279  1539776  1539966  1540098  1540269  1540445  1540630  1543354, 1546961  1547370, 1547238  1547544, 1539187  1542980  1549429, 1539140  1540730  1543345, 1539140, 1539141, 1539142, 1546963, 1546968, 1547119  1547122, 1547241, R, 1549437, , , 1, 0, 0, 0, 1, 1549484, 1549490, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1549475, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1549667  1549936  1550082  1551513  1551633  1551820, 1554757  1557272, 1556593  1557425, 1550628  1551224  1559392, 1550618  1550767  1551825, 1550619, 1550620, 1550621, 1554759, 1554763, 1554914  1554917, 1556596, R, 1559399, , , 1, 0, 0, 0, 1, 1559444, 1559449, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1559436, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1567195  1567345  1567663  1567769  1567883  1568068  1568702  1570632  1570753  1571503  1571615  1571736  1573969  1574089  1574210  1574328  1574761  1574908  1575015  1575149  1576909  1577027  1577137  1577815  1577928, 1559632, 1562871, 1563826, , 1560510, 1560587, 1560588, 1560589, 1562872, 1562874, 1563025  1563027, 1563828, , , , , 1, 1, 0, 0, 0, 1578875, 1578883, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 1578867, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1579677  1579783  1579909  1580356  1580467  1580625  1581844  1585138  1585260  1585411  1585541  1585687  1585804  1585943  1586915  1587063  1587268  1587438  1587587  1587691  1587795  1588585  1588704  1588812  1588938  1589043  1589410  1589595  1589711  1590756  1593622  1593762  1593871  1593980  1594096  1594209  1594375  1595624  1595728  1595859  1596255  1596691  1596835  1597020  1597519  1597628  1597754  1599210  1599319  1599483  1599972  1600094  1600205  1600852  1600961  1601604  1602020, , 1605165, 1606154, 1608092, , 1579987, 1579988, 1579990, 1605172, 1605181, 1605332  1605341, 1606162, R, 1608110, , , 1, 0, 0, 0, 1, 1608197, 1608207, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1608183, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1608380, 1619674, 1620548, 1613764  1622394, 1608775  1614047, 1609662, 1609663, 1609664, 1619675, 1619678, 1619829  1619831, 1620550, R, 1622400, , , 1, 0, 0, 0, 1, 1622432, 1622436, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1622426, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1622661  1624024, 1625612, 1627118, 1629255, 1624058, 1624059, 1624060, 1624061, 1625613, 1625616, 1625766  1625768, 1627120, R, 1629259, , , 1, 0, 0, 0, 1, 1629291, 1629295, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1629284, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1629522  1630453  1630604, 1632485, 1632970, 1635220, 1630621, 1630622, 1630623, 1630624, 1632486, 1632489, 1632640  1632642, 1632972, R, 1635225, , , 1, 0, 0, 0, 1, 1635257, 1635261, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1635251, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1640875  1641000  1641116  1641385  1642470  1642601  1642984  1643122  1643411  1643555  1643670  1643776  1643898  1644045  1644639  1644792  1644898  1645007  1645265  1645398, 1635424, 1638375  1647516, 1639058  1647874, 1636255  1649857, 1636207  1636310, 1636207, 1636208, 1636210, 1638376, 1638379, 1638530  1638532, 1639060, R, 1649867, , , 1, 0, 0, 0, 1, 1649925, 1649932, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1649915, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1650221  1651045, 1655141, 1655564, 1650725  1657758, 1650422  1651633, 1651634, 1651635, 1651637, 1655142, 1655145, 1655296  1655298, 1655566, R, 1657763, , , 1, 0, 0, 0, 1, 1657797, 1657802, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1657791, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1658033, 1665262, 1666024, 1662720  1668659, 1658615  1662932, 1659297, 1659298, 1659299, 1665263, 1665266, 1665417  1665419, 1666026, R, 1668664, , , 1, 0, 0, 0, 1, 1668697, 1668701, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1668690, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1674436  1674559  1674689  1674872  1675018  1675157, 1668886, 1680683, 1682148, 1684006, 1669482, 1670237, 1670238, 1670239, 1680685, 1680688, 1680839  1680841, 1682151, R, 1684012, , , 1, 0, 0, 0, 1, 1684048, 1684054, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1684041, , , 
