max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   245735   246412   248889   249293   255484   256201   256375   256845   257191  1393775  1393887  1394015  1394158  1394280  1394395  1394549  1394675  1394788  1394907  1395035  1395689  1397265  1402489  1417149  1417309  1417427  1417648  1417782  1417895  1418018  1418130  1418243  1418357  1418472  1419151  1419262  1419376  1419509, 1   271844  1241231  1411504  1411621  1413619  1413751  1432190  1432299  1432452  1432621  1432735  1432847  1432965  1433081  1433207  1433334  1433462  1436991  1437136  1437272  1437426  1437586  1438026  1438157  1438312  1438472  1438626  1439463  1439607  1439779  1439906  1440029  1440970  1441942  1442076  1442382  1442726  1443499, 255049   255673  1393553  1416799, 255478   257169  1402473  1419524, 265453   270796  1411054  1431851, 265533   271830  1413687  1443655, 267540  1424564, 268505  1424757, 1369966, 1369969, 1369973, 1424572, 1424582, 1424733  1424742, 1424766, R, 1431870, 1431880, 1443656, 0, 0, 0, 0, 0, 1443663, 1443665, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1450474  1450660  1450867  1450988  1451100  1456104  1456222  1456334  1456477  1456589  1456719  1456835  1456969  1457095  1457219  1457331  1457446  1457589  1458016  1460861  1460998  1461509  1462793  1462964  1463090  1463268  1463410  1463579  1463690  1464192  1464309  1464438  1465786  1465935  1466052  1466578  1466698, 1443717, 1450349  1456001, 1451114  1467330, 1447347, 1447734, 1453857, 1454024, 1444752, 1444753, 1444754, 1453859, 1453862, 1454013  1454016, 1454027, L, 1456007, , 1467337, 0, 0, 0, 0, 0, 1467385, 1467395, L1:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1456011, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1467515  1480041  1480262  1480491  1504171  1504319  1504434  1504555  1504785  1504915  1505026  1539609  1539816  1540023  1540137  1540253  1547499  1547610  1547734  1548192  1548493  1548612  1629240  1629385  1629546  1629673  1694987  1695129  1695341  1695459  1695731  1695994  1696352  1696495  1696617  1696771  1696916  1697035  1697540  1698406  1698529, 1472487  1473178  1488204  1488416  1488542  1565042  1565278  1565549  1565925  1566180  1566490  1566708  1566840  1567431  1567554  1568012  1568558  1568952  1569059  1569255  1569380  1569571  1569965  1570073  1570811  1570922  1571516  1571628  1571773  1571917  1574236  1577415  1578255  1578924  1579458  1579706  1579856  1580019  1580158  1580536  1580693  1581400  1581904  1582664  1582887  1588617  1588880  1590106  1590318  1590443  1590585  1590721  1591363  1591553  1591767  1591910  1593199  1594593  1595410  1596337  1596816  1596946  1597162  1597292  1597437  1597767  1597893  1598365  1598531  1599022  1599313  1599431  1600186  1600708  1601418  1601654  1601943  1602069  1602187  1602504  1602624  1602782  1603751  1603880  1604008  1604978  1605122  1605767  1605917  1606191  1606793  1607844  1608597  1608709  1608847  1609831  1610606  1610784  1610898  1611632  1611747  1611888  1612042  1612872  1613074  1614094  1614230  1614726  1614898  1616061  1616261  1616444  1616632  1618078  1618703  1620050  1620158  1620914  1621677  1622199  1623090  1623211  1623321  1623563  1623707  1631554  1632605  1632715  1632868  1633037  1633290  1633515  1633635  1633748  1633869  1634804  1634920  1635135  1635250  1635473  1635637  1635792  1636248  1636957  1637076  1637273  1637380  1637512  1637878  1638898  1639017  1639451  1639598  1640637  1641183  1641363  1641536  1642051  1642247  1642964  1643185  1644941  1646200  1647021  1647556  1647673  1648262  1648458  1648717  1648831  1649148  1649358  1649646  1651728  1651886  1652026  1652328  1652971  1653111  1653374  1653999  1654230  1654916  1655411  1655561  1655689  1656044  1656163  1656323  1657348  1657497  1658796  1658942  1659342  1659721  1660381  1661207  1661419  1661728  1662379  1662520  1662663  1662801  1663887  1664175  1665395  1665533  1665641  1665960  1666093  1666328  1666778  1666948  1667138  1667709  1667843  1668303  1668411  1668567  1668732  1668857  1669852  1669966  1670183  1670301  1670769  1671003  1671511  1671685  1671802  1671963  1672828  1673114  1673352  1673711  1674603  1674803  1675476  1675669  1676061  1676194  1676821  1679070  1679191  1679500  1680049  1680402  1680921  1681079  1681217  1683232  1683360  1683513  1684891  1685114  1685227  1687832  1688986  1689107  1690129  1690319  1700919  1701032  1701758  1702616  1702812, 1479809  1503890  1539372  1547222  1629131  1694724  1696803  1698282  1716594, 1480424  1505004  1540222  1548553  1629850  1696698  1696959  1698682, 1472309  1487832  1492465  1564849  1586811  1588458  1588731  1593872  1601000  1601091  1601651  1607524  1610404  1615820  1615879  1619020  1619066  1619660  1621870  1622867  1623872  1631336  1638461  1638646  1638700  1643943  1644429  1644564  1646650  1646818  1651005  1660439  1660589  1674386  1677755  1677818  1678380  1687576  1700634, 1473232  1488529  1492987  1583559  1587614  1588686  1593531  1600985  1601065  1601582  1607025  1610076  1615554  1615839  1619004  1619038  1619146  1621767  1622240  1623816  1623945  1638424  1638511  1638669  1643901  1643969  1644452  1646604  1646777  1649741  1660411  1660496  1673647  1676807  1677794  1677831  1685241  1690265  1702757, 1713019, 1713801, 1467950, 1467950, 1467951, 1713032, 1713046, 1713197  1713210, 1713814, L, 1716595, , , 1, 0, 0, 0, 1, 1716611, 1716613, L2:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1716605
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1716852  1717009  1717860  1717993  1718564  1718705  1718820  1718931  1719066  1719330  1719525  1719774  1719907  1720018  1720435  1720556  1720684  1720888  1721632  1721797  1721926  1722038  1722152  1722266  1722864  1722991  1723107  1723222  1723395  1756467  1756591  1764686  1764825  1764950  1765070  1765200  1765312  1765524  1765665  1766150  1766266  1766389  1770039  1770188  1770931  1771051  1771255  1771425  1771715  1771846  1772000  1773561  1774133  1774273  1774420  1774588  1774701  1774904  1775017  1776188  1776314  1776428  1776572  1776692  1776804  1777363  1777689  1777855  1777984  1778156  1778284  1778397  1778682  1778847  1778976  1779500, 1726626  1726828  1727023  1727165  1727387  1727516  1727624  1728352  1728470  1728598  1729088  1729218  1729567  1730376  1730522  1731079  1731205  1731405  1731535  1733002  1733242  1733379  1733939  1734066  1734184  1734987  1735099  1735286  1735606  1736451  1736993  1737133  1737265  1737853  1737999  1738136  1738460  1738820  1739061  1739823  1743016  1743223  1743368  1743501  1743621  1744019  1744211  1744361  1744693  1745110  1745223  1746485  1746644, 1717692  1756240  1764434, 1717080  1723175  1756701  1779542, 1726431  1738611  1738864  1739839  1742333, 1738509  1738780  1739773  1739855  1746675, 1762579, 1763013, 1717479, 1717480, 1717481, 1762592, 1762607, 1762757  1762926, 1763014, L, 1764436, , 1779548, 0, 0, 0, 0, 0, 1779592, 1779600, L3:R1, 75.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1764439, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1779705  1781872  1782359  1782479  1782754  1782884  1783007  1798608  1798727  1798840  1798969  1799086  1799236  1799426  1799568  1800585  1804414  1804550  1805086  1805228  1805386  1805565  1805680  1805800  1807597  1808207  1808326  1808460  1808612  1808744  1808899  1809572  1809698  1810313, , 1781628  1798447, 1782958  1810355, , , 1784722, 1785238, 1780242, 1780243, 1780244, 1784724, 1784727, 1784878  1784880, 1785241, L, 1798453, , 1810361, 0, 0, 0, 0, 0, 1810405, 1810412, L4:R1, 80.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1798457, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1810518  1813764  1813891  1814064  1819931  1820138  1820264  1820387  1831890  1832103  1832218  1832384  1843224  1843359  1843567  1843741  1844013  1844713  1844867  1845216  1845392  1845517, 1821929  1822328  1823381  1867393, 1813590  1819742  1831699  1831744  1843040  1885586, 1814119  1820318  1831733  1832430  1845437, 1817751  1821729  1841211  1866777, 1818381  1823498  1841589  1867572, 1880199, 1880796, 1810865, 1810866, 1810866, 1880206, 1880213, 1880364  1880371, 1880803, L, 1885601, , , 1, 0, 0, 0, 1, 1885683, 1885692, L5:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1885671
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1885892  1886014  1886152  1895298  1895462  1895977  1896173  1896399  1897325  1909202  1909325  1909451  1910141  1919603  1919749  1919889  1920004  1920120  1920232  1920384  1920523  1920651  1921025  1921675  1927080  1927461  1927580  1927773  1927920  1928433  1928555  1928712  1929161  1929284  1929409  1930597  1930735  1930846  1931623  1932048  1932160  1932272, 1888663  1888928  1889062  1889677  1889908  1890470  1890812  1892170  1892627  1893124  1893323, 1895020  1895452  1896045  1909030  1919407, 1886099  1895436  1895477  1897274  1909457  1932323, 1888428  1891872  1907131, 1890738  1893573  1907442, 1916665, 1917368, 1886410, 1886412, 1886413, 1916672, 1916679, 1916830  1916836, 1917375, L, 1919421, , 1932335, 0, 0, 0, 0, 0, 1932404, 1932417, L6:R1, 71.43, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1919429, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1932582  1940657  1940784  1942131  1942256, 1937349  1937461  1937730  1944071  1944309, 1940455  1941987  1958441, 1940885  1942247, 1937055  1943806, 1937727  1944296, 1948609  1949077  1954525, 1948780  1949273  1955329, 1933081, 1933082, 1933083, 1948612, 1948617, 1948767  1948771, 1948784, L, 1958452, , , 1, 0, 0, 0, 1, 1958508, 1958515, L7:R1, 62.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1958499
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1958677  1958838  1959020  1959489  1959613  1959786  1959936  1960760  1963635  1963859  1963990  1975791  1975916  1976048  1990244  1990386  1990514  1990675  1991349  1991479  2002829  2002946  2003066  2016112  2016248  2016373  2016491  2025254  2025376  2025490  2048516  2048630, 1969714, 1960635  1963548  1963863  1975621  1990031  2002554  2015973  2025072  2048362  2061329, 1959873  1960674  1963809  1963912  1976029  1991497  2003054  2016442  2025583  2048760, 1968802  1970470  1970617  1971724, 1970337  1970533  1970638  1971922, 2052347  2053650, 2052595  2057934, 1959874, 1959876, 1959877, 2052357, 2052367, 2052518  2052528, 2052605, L, 2061350, , , 1, 0, 0, 0, 1, 2061456, 2061468, L8:R1, 55.56, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2061441
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2061725  2061865  2061992  2062202  2062321  2062433  2062548  2062660  2064111  2064224  2064339  2069771  2069896  2109993  2110146  2110720  2127385, 2085798  2087585  2089255  2089477  2089604  2090059  2091926  2092081  2092209  2092332  2093510  2093621  2094193  2094705  2102083  2102377  2102550  2104101  2104683  2105416  2105743  2105921  2106057  2107496, 2069538  2109810  2127258, 2064320  2069847  2110682, 2085620  2101316  2103323  2107531, 2094831  2102682  2107510  2107623, 2116592, 2117444, 2064321, 2064324, 2064326, 2116599, 2116609, 2116760  2116768, 2117452, L, 2127276, , , 1, 0, 0, 0, 1, 2127364, 2127375, L9:R1, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2127351
