max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   120303   120930   121115   121263   135826   136027   136275   136495   136739   136926   137232   137419   137852   138040   138202  5712444  5712645  5712796  5712932  5713061  5713207  5713644  5713772  5714014  5715129  5715368  5715494  5969092  5969308  5969482  5969607  5969734  5969863  5969997  5970131  5970276  5970386  5970522  5970670  5970817  5971081, 1   148734  5713879  5719910  5784285  5926031  5926141  5926253  5926424  5926537  5926662  5926792  5926916  5927021  5927124  5927231  5949247  5949349  5949465  5949589  5949729  5949867  5950001  5950139  5950275  5950417  5950560  5950705  5950856  5951010  5951160  5951313  5951471  5951624  5951796  5951961  5952113  5952267  5952491  5952598  5952735  5952888  5985060  5985164  5985285  5985415  5985617  5985736  5985854  5985974  5986099  5986228  5986361  5986499  5986709  5986812  5986922  5987053  5987259  5987374  5987488  5987641  5987785  5987932  5988114, 135546  5968804, 138224  5970835, 142539  5982795, 143306, 147710  5925709  5948950  5961867  5984893, 148752  5927288  5952833  5962022  5988179, 5917507, 5917512, 5917518, 5982808, 5982822, 5982973  5982987, 5983020, R, 5984894, 5984895, 5988184, 0, 0, 0, 0, 0, 5988208, 5988213, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5994279  5994490  5999018  6020069, 5988277  6006257  6006363  6006467  6006613  6006832  6006942  6007050  6007152  6007276  6007415  6007546  6007679  6007806  6008354  6008470  6008635  6008738  6008842  6008963  6009102  6017794  6017913, 5994069  6014168  6019744, 5994409  6014204  6020199, 6022587, 6023006, 6006083  6009106  6009150  6017636  6029779, 6009078  6009117  6009161  6017980, 5989266, 5989267, 5989268, 6022593, 6022601, 6022751  6022758, 6023013, R, 6029794, , , 1, 0, 0, 0, 1, 6029871, 6029880, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6029859, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6067644  6067823  6126920, 6030010  6030308  6030518  6031150  6049468  6049646  6049751  6049903  6050066  6050195  6050329  6050460  6050599  6050729  6050867  6051006  6051144  6051363  6051470  6051588  6051736  6051924  6052043  6052193  6052416  6052533  6052655  6052809  6052960  6053123  6053270  6053425  6053572  6053715  6053871  6054022  6054175  6054395  6054522  6054652  6054803  6054960  6055127  6055288  6055451  6055605  6055761  6055890  6056273  6056403  6056512  6056934  6057064  6057226  6057390  6057554  6057723  6072746  6072850  6072960  6073067  6073227  6073353  6073460  6078777  6083184  6110837  6121047, 6067424  6125691, 6067797  6125882, 6132330  6132564, 6132543  6132794, 6049210  6060626  6061924  6072409  6078589  6080586  6083094  6092428  6092462  6110611  6120901  6121425  6134005, 6031082  6057842  6060641  6061938  6073542  6078746  6080669  6083111  6092445  6092480  6110792  6121188  6121445, 6031083, 6031084, 6031085, 6132331, 6132333, 6132483  6132484, 6132544, R, 6134009, , , 1, 0, 0, 0, 1, 6134039, 6134043, L0:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6134033, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6134731  6134929  6135047  6135202  6135404  6150355  6150705  6150820  6150963  6151071  6151292, , , 6173465, 6173792, 6134570  6150197  6150553  6175252, 6134344  6135349  6150495  6151354, 6135350, 6135352, 6135353, 6173468, 6173473, 6173624  6173628, 6173796, R, 6175261, , , 1, 0, 0, 0, 1, 6175310, 6175316, L0:R4, 25.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6175301, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6178185  6178292  6178442, 6175685  6175825  6175935  6176049, 6177982, 6178467, 6203019  6203838, 6203352  6204475, 6201356  6205841, 6176084  6201450, 6176085, 6176087, 6176089, 6203021, 6203025, 6203176  6203180, 6203355, R, 6205849, , , 1, 0, 0, 0, 1, 6205894, 6205900, L0:R5, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6205886, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6302433  6302540  6302652  6302765  6303107  6303214  6303343  6303714  6303833  6304822  6305085  6305398  6305528  6305916  6306211  6306706  6306964, 6206105  6239463  6271482  6271728  6272008  6272118  6272269  6272398  6272501  6272667  6272796  6272899  6273103  6273239  6273379  6273522  6273673  6273884  6274037  6274181  6274332  6274449  6274581  6274739  6275233  6275342  6275575  6275711  6276132  6276250  6276366  6276511  6276656  6276801  6276953  6277106  6277260  6277372  6277875  6278040  6278177  6278414  6278541  6278856  6278975  6279078  6279265  6279416  6279568  6279718  6279876  6280135  6280506  6280625  6280793  6280940  6281093  6281232  6281445  6281579  6281886  6281994  6282104  6282261  6282415  6282575  6282738  6283440  6283588  6283712  6283845  6283948  6284106  6284255  6284392  6284796  6284944  6285079  6285194  6285352  6285457  6285709  6285826  6285940  6286063  6308534  6308637  6308757  6308864  6309002  6309151  6309382  6309492  6309670  6309785  6309898  6310044  6310387  6310578, 6302259  6316541  6316605  6316786, 6306751  6316578  6316618  6316978, 6322686, 6323185, 6239197  6241341  6271192  6308294  6324187, 6206370  6239584  6241496  6286020  6310611, 6206570, 6206571, 6206572, 6322691, 6322696, 6322847  6322851, 6323190, R, 6324197, , , 1, 0, 0, 0, 1, 6324252, 6324259, L0:R6, 16.67, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6324243, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6342674, 6324482  6324586  6324710  6324823  6324975  6325107  6325421  6325527  6325661  6325764  6325877  6326032  6326138  6326352  6326594  6326754  6326909  6327032  6327168  6327337  6327440  6327791  6327899  6328009  6328171  6328312  6328421  6328862  6329016  6329350  6329491  6329628  6329770  6330024  6330461  6330592  6330706  6330845  6331419  6331553  6331899  6332008  6332115  6332505  6332614  6332824  6332925  6335687  6335808  6336034  6336150  6336272  6336419  6336522  6336651  6336813  6337062  6337200  6337484  6337874  6337991, , , 6343803, 6343998, 6335476  6345900, 6332999  6338040, 6333005, 6333011, 6333018, 6343812, 6343822, 6343973  6343983, 6344007, R, 6345919, , , 1, 0, 0, 0, 1, 6346015, 6346028, L0:R7, 14.29, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6346002, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6386151  6386297  6386528  6386947  6387057  6387166  6387272  6387496  6387610  6387946  6388076  6416979  6417093  6417200  6417395  6455145  6455250  6455364  6455492  6455616  6455739  6455862  6455987  6456133  6456250  6456367  6456472  6456634  6456778  6456914  6457031  6457147  6457398  6457567  6457738  6457999  6458125  6458244  6458391  6458706  6459215  6459325  6459444  6461926  6469213  6481267  6481400  6481713  6481822  6481929  6482035  6482152, 6346269  6346393  6346513  6346690  6346934  6347086  6347363  6347476  6347582  6347713  6347867  6347989  6348350  6348452  6348584  6349022  6349130  6349234  6350418  6367975  6368615  6368741  6369014  6369129  6369240  6369390  6369536  6369863  6369981  6370125  6370309  6374154  6374543  6375583  6375708  6375895  6376001  6376106  6376231  6376390  6376538  6376648  6376953  6377081  6377227  6377359  6377539  6377663  6377811  6377957  6476482  6476620  6476937  6477061, 6386045  6454824  6461847  6469022  6481168  6481603, 6388142  6459457  6461976  6469289  6481338  6482249, 6503304, 6503484, 6367724  6368429  6368812  6373984  6374291  6375373  6378466  6475805  6476363  6511198, 6350352  6368312  6368713  6370303  6374272  6374572  6378112  6378573  6475848  6477058, 6350354, 6350357, 6350360, 6503309, 6503315, 6503466  6503472, 6503490, R, 6511210, , , 1, 0, 0, 0, 1, 6511276, 6511284, L0:R8, 12.50, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6511265, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6515121  6515252, 6511422  6511529  6511653  6511794  6511942  6512134  6512236  6512615  6512743  6512866, 6514975, 6515272, 6542113, 6542431, 6533285  6543533, 6512806  6533560, 6512807, 6512809, 6512812, 6542116, 6542120, 6542271  6542274, 6542435, R, 6543541, , , 1, 0, 0, 0, 1, 6543588, 6543594, L0:R9, 11.11, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6543580, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6552756  6552896  6553482, 6543884  6544016  6544132  6544366  6545634  6545758  6545883  6546020  6546211  6546315  6546456  6546576  6546707  6547169  6547340  6547442  6547674  6548430  6548540  6548681, 6552515, 6553439, 6573560, 6574503, 6545465  6578458, 6544394  6548810, 6544395, 6544396, 6544398, 6573564, 6573571, 6573722  6573727, 6574509, R, 6578469, , , 1, 0, 0, 0, 1, 6578528, 6578535, L0:R10, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6578519, 
