max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1    79493    79606    79736    80018    80319    89956    90075    90470    90577   100553   988447   988578  1086485  1086624  1086755  1086870  1086983  1087101  1087229  1087352  1087470  1087582  1087690  1087797  1087908  1088022  1088139  1088264  1088384  1088509  1088666  1088804  1088936  1089068  1089201  1089344  1089471  1089609  1089761  1089925  1090048  1090157  1090281  1090385  1090513  1090624  1090731  1090834  1090939  1091052  1091193  1091351  1091459  1091856  1091963  1092074  1092214  1092319  1092426  1092535  1094715  1094824  1094936  1095051  1095199  1129005  1129111  1129227  1129336  1129442  1129574  1129693  1129804  1135294  1135432  1135540  1135656  1135765  1135873  1135997  1136105  1136210  1136329  1136446  1136556  1136691  1136809  1136937  1137063  1137204  1137320  1137459  1137595  1137717  1137831  1137937  1138257  1138367  1138515  1138659  1138766  1138873  1139015  1139151  1139304  1139423  1139543, 1   104391   104529   105674  1035347  1035499  1035802  1035920  1036040  1036144  1036265  1036375  1036490  1036615  1036730  1036859  1036984  1037105  1037202  1037321  1037463  1037623  1037763  1037895  1038004  1038544  1038698  1038817  1048872  1048998  1049124  1049260  1068047  1068187  1068321, 87563  1086401  1091727  1094531  1094571  1128725  1129483  1135074, 90582  1091693  1092510  1094560  1095177  1129438  1129841  1139569, 96812  1133003, 97886  1133184, 102984   103547  1035172  1038066  1048451  1067394  1121368, 103430   105700  1038031  1038760  1049218  1068280  1121812, 1038040, 1038047, 1038053, 1133008, 1133015, 1133166  1133171, 1133190, L, 1135086, 1135092, 1139579, 0, 0, 0, 0, 0, 1139646, 1139657, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1159831  1159940  1160081  1160186  1160295  1160402  1181780  1181887  1182003  1182131  1182263  1208798  1209397  1242799  1242914  1243020  1243130  1243269  1243377  1243499  1243634  1243754  1243889  1244023  1244155  1244264  1244369  1244509  1299595  1299805  1299940  1300051  1300185  1300387  1300549  1300677  1300790  1300931  1301045  1301157  1301264  1301382  1302191  1302309  1302428  1343924  1344039  1344183  1375702  1375859  1376025  1376138  1376250  1376536  1421725  1421856  1421976  1422093  1422273  1422394  1422766  1422901  1423015  1423138  1423244  1423354  1433488  1433661  1433800  1433930  1434048  1434153  1434281  1434398  1434516  1434632  1434748  1434871  1435005  1435139  1435264  1435392  1435528  1435691  1435827  1435962  1436098  1436242  1436376  1436492  1436634  1437831  1437975  1438132  1438534  1438675  1438789  1438902  1439069  1439191  1439318  1440910  1441046  1441241  1441391  1441800  1441940  1442428  1442543  1442653  1442775  1442904  1443143  1443322  1443467  1443616  1443765  1443937  1444070  1444229  1444392  1444505  1444619  1444726  1444838  1444960  1445138, 1240409  1240687  1305194, 1159616  1159714  1181578  1208994  1242659  1299356  1300560  1302095  1343805  1375456  1421496  1433350, 1159633  1160392  1182274  1209402  1244723  1300478  1301431  1302470  1344247  1376253  1423364  1446152, 1429750  1429996  1430745, 1429926  1430421  1430950, 1148962  1149553  1149739  1150665  1198123  1198245  1226402  1239986  1240059  1266867  1304770  1348875  1349082  1369014, 1149463  1149602  1150621  1150696  1198222  1199241  1226485  1240043  1240782  1267408  1305491  1348908  1349208  1369407, 1141417, 1141419, 1141420, 1429754, 1429760, 1429911  1429915, 1429932, L, 1433362, 1433368, 1446165, 0, 0, 0, 0, 0, 1446338, 1446340, L2:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1446495  1446710  1446937  1447066  1447174  1447391  1447920  1448074  1448355  1448504  1448621  1448726  1448872  1448991  1449149  1449305  1449447  1449569  1449707  1449812  1453349  1453458  1453608  1453722  1455342  1456307  1457146  1457265  1459685  1459803  1459920  1460031  1460142  1460308  1460417  1460544  1460664  1486116  1486240  1486365  1486486  1486597  1486702  1486958  1487091  1487214  1487349  1487469  1487604  1487827  1487932  1488056  1488194  1488384  1488517  1501907  1502020  1502144  1502259  1502387  1502851  1502977  1503092  1503204  1503580  1503737  1503862  1503981  1504171  1504381  1504825  1504949  1505303  1505427  1505546  1505723  1506103  1506250  1506392  1506608  1506838  1506954  1507095  1507426  1508405  1508510  1508774  1511034  1511211  1511369  1511498  1511844  1511977  1513601  1513777  1513889  1514110  1515113  1516037  1516177  1516420  1516708  1516831  1517371  1517511  1517960  1518244  1519453  1519808  1519997  1520216  1520385  1520581  1520772  1520878  1521903  1524105  1524209  1524315  1524481  1524606  1524898  1525057  1529798  1529994  1534197  1534388  1534514  1534621  1535065  1535857  1536633  1548836  1548961  1549067  1550029  1550196  1550318  1550446  1550853  1551629  1551745  1551863  1551985  1552099  1552205  1552527  1555007  1555185  1563087  1563258  1563377  1563612  1576440  1576723  1576872  1577023  1577978  1581827  1585335  1585570  1585705  1585821  1585967  1586072  1586177  1586289  1586405  1586515  1586620  1586725  1586830  1586940  1587055  1587160  1587268  1587382  1587487  1587595  1587720  1587824  1587933  1588039  1588177  1588300  1588428  1588556  1588689  1588829  1588967  1589148  1589553  1590129  1590269  1590740  1590874  1591023  1591156  1591283  1591449  1591625  1591791  1591940  1592097  1592248  1593332  1593499  1593609  1593721  1593846  1593953  1594100  1594234  1594378  1594529  1594702  1594839  1594992  1595108  1595222  1595332  1595499  1595618  1595761  1595918  1596039  1596168  1596408  1596563  1596723  1596831  1596967  1597113  1597280  1597431  1597595  1597755  1597895  1598083  1600072  1600362  1600547  1600714  1601032  1601165  1609472  1609618  1609752  1609863  1609974  1610114  1610233  1610354  1612549  1612800  1613155  1613263  1613502  1613632  1616619  1619205  1619405  1619510  1619640  1619761  1620462  1620589  1620711  1620829  1620935  1621061  1621227  1621340  1621453  1621572  1621794  1647540  1647739  1647863  1647994  1648140  1649273  1649443  1649723  1649843  1650049  1668150  1668276  1669312  1669444  1669576  1669698  1669878  1669985  1670217  1670326, 1575417  1575521  1629038  1629166  1629291  1629414  1629659  1629770  1629885  1630003  1630127  1630249  1630377  1630500  1630631  1630768  1631068  1631238  1631470  1631862  1631996  1632132  1632272  1632409  1632707  1633242  1633469  1633612  1634453  1634565  1634715  1634879  1635059  1635208  1635377  1635507  1635617  1635808  1636301  1638641  1678681  1678953  1679074  1679190  1679305  1679415  1679525  1679645  1679772  1679896  1680041  1680143  1680312  1681121  1681278  1681419  1681537  1681991  1682739  1682859  1683013  1683332  1683774  1683909  1684045  1684620  1684727  1684969  1685154  1685319, 1446359  1446523  1453286  1454345  1454390  1458325  1459459  1485927  1501640  1504157  1504655  1508202  1509593  1509803  1509952  1510746  1510791  1512238  1512398  1514009  1515935  1517849  1518308  1519817  1522739  1523694  1529293  1529759  1548587  1549579  1550379  1551498  1552366  1554659  1555709  1555790  1555816  1556318  1557107  1562496  1562601  1562749  1566136  1566262  1566507  1566704  1585441  1596491  1599929  1601576  1609279  1612565  1613334  1619086  1620384  1647466  1649155  1649959  1669130, 1446467  1449817  1453833  1454370  1454584  1459390  1460636  1488464  1504128  1504288  1507412  1508940  1509651  1509862  1510650  1510775  1512140  1512320  1513156  1514455  1517769  1517883  1519236  1522127  1523325  1525163  1529326  1529778  1548982  1550328  1550411  1552131  1552520  1554817  1555726  1555801  1555916  1556329  1557120  1562582  1562655  1563438  1566168  1566444  1566623  1567827  1596413  1598107  1601050  1601799  1610262  1613254  1613737  1619964  1621533  1648329  1649916  1650027  1670717, 1676205, 1676402, 1465699  1467336  1498754  1498859  1628766  1637280  1637980  1638255  1652839  1678144, 1467305  1467486  1498793  1499545  1636700  1637369  1638110  1638622  1653286  1685607, 1449820, 1449824, 1449828, 1676214, 1676225, 1676376  1676386, 1676412, R, 1678166, , 1685608, 0, 0, 0, 0, 0, 1685620, 1685623, L2:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1678177, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1695305  1695423  1695533  1695642  1695751  1696397  1696574  1696806  1707506  1707672  1707787  1707907  1708022  1708161  1740861  1740974  1741107  1741251  1741360  1741469  1750968  1751079  1751201  1751448  1752017  1769466  1769578  1769683  1769800  1769923  1770133  1770301  1770438  1770553  1770658  1770788  1770902  1771023  1771147  1771252  1774116  1774619  1775621  1776023  1776335  1776441  1776829  1776956  1777074  1777399  1777691  1777802  1778077  1778193  1778418  1778525  1778651  1778793  1778902  1779011  1779120  1781069  1781201  1781351  1781488  1781594  1781781  1781917  1782068  1782172  1782283  1807951  1808065  1808197  1808305  1808471  1809209  1809350  1809529  1809637  1809779  1809905  1853568  1853677  1853789  1853899  1854012  1854123  1854246  1854357  1854758  1854873  1879447  1879572  1879706  1902530  1902650  1902799  1903067  1903271  1918729  1918848  1919354  1919467  1919626  1919733  1919918  1920027  1920194  1920354  1920615  1920794  1939554  1939664  2020185  2020300  2020410  2020515  2022877  2024553  2024690  2024804  2024912  2025074  2025556  2025686  2025825  2025949  2026088  2026200  2026323  2026448  2026568  2026688  2026799  2026933  2027042  2027160, 1705058  1724685  1724991  1725485  1788517  1788732  1814537  1814666  1883085  1910544  1944085  2036990  2037110  2037220  2037326  2037433  2037538  2037649  2037765  2037886  2038019  2038149  2038273  2038405  2038540  2038716  2038989  2039142  2039327  2039470  2039577  2039975  2040143  2040299  2040426  2040724  2040835  2040971  2041100  2041249  2041558  2041659  2041866  2042003  2042309  2042456  2042606, 1694961  1696194  1707408  1740733  1750546  1769244  1773953  1774552  1775158  1775566  1777222  1778814  1780837  1807713  1807748  1808572  1808630  1853325  1854563  1879147  1902326  1903329  1918499  1920529  1939366  2020114  2024637  2025459, 1695753  1696480  1708288  1741374  1751950  1771174  1774493  1774665  1775548  1776943  1778799  1778844  1782449  1807737  1808477  1808594  1809717  1854301  1854796  1879732  1903309  1903505  1920333  1920907  1939703  2020626  2024968  2027591, 2030356  2030915  2031166, 2030882  2031038  2032369, 1688060  1691278  1704734  1717480  1724294  1731757  1732023  1732114  1759898  1759973  1787776  1788079  1813357  1814070  1814197  1814254  1825751  1882344  1884636  1909818  1909976  1916227  1943211  1943602  1962264  2007752  2036260, 1688485  1691791  1705482  1718072  1725477  1732011  1732047  1732160  1759939  1760480  1787862  1789006  1814016  1814157  1814227  1814816  1826114  1883347  1884928  1909954  1911725  1916580  1943442  1944231  1962697  2008117  2043353, 1686507, 1686508, 1686509, 2030365, 2030376, 2030527  2030537, 2030893, R, 2036283, , 2043356, 0, 0, 0, 0, 0, 2043376, 2043380, L2:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2036295, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2055480  2055584  2055707  2055852  2055968  2056192  2075446  2075568  2075686  2075856  2075966  2076255  2076422  2076773  2076892  2077123  2077236  2077390  2079787  2079891  2080082  2080190  2085145  2085291  2085437  2085541  2085708  2085897  2086154  2086547  2086746  2086903  2111049  2111185  2111408  2111529  2111661  2111789  2111926  2112032  2112152  2112259  2125437  2125553  2125682  2125850  2125985  2126095  2126202  2126379  2170582  2170812  2170931  2171058  2171171  2171296  2171511  2171882  2172032  2172238  2172428  2172920  2175363  2175478  2175610  2175740  2175911, 2045121  2064413  2142821  2143159  2182652  2182787  2182899  2183008  2183113  2183226  2183347  2183474  2183593  2183717  2183845  2184007  2184137  2184239  2184424  2184555  2184686  2184827  2184978  2185119  2185407  2185560  2185693  2185823  2186051  2186390  2186502  2186860  2186970  2187131  2187275  2187400  2187825  2188277  2188661  2189048  2189149, 2055287  2055369  2075234  2079560  2084893  2084989  2086476  2109654  2110995  2125220  2125921  2170409  2175180, 2055306  2056202  2077359  2080413  2084973  2086070  2086825  2109669  2112365  2125830  2126359  2172899  2175908, 2179158, 2179456, 2043837  2044822  2051997  2064060  2090097  2115645  2142301  2165105  2181987, 2044203  2046004  2052857  2064894  2090949  2116367  2143393  2166059  2189627, 2044203, 2044205, 2044206, 2179161, 2179165, 2179316  2179319, 2179460, R, 2181995, , 2189635, 0, 0, 0, 0, 0, 2189691, 2189702, L2:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2181999, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2194756  2194892  2195048  2195251  2195397  2195535  2195647  2195796  2199567  2199794  2200112  2200434  2200642  2200764  2200984  2201103  2213533  2213650  2213761  2213896  2214114  2214335  2214470  2214598  2215438  2215612  2215719  2215832  2215942  2216068  2216244  2216381  2216519  2216735  2217042  2217230  2217578  2223043  2224205  2224315  2237938  2238046  2238149  2238258  2238397  2238560, 2240860, 2194603  2199214  2199953  2213349  2215331  2223912  2237246  2237540  2237668  2252116, 2195774  2199828  2201030  2214823  2217470  2224659  2237296  2237554  2238551  2252319, 2248171, 2248482, 2190916  2208657  2240494, 2191574  2209588  2241613, 2190440, 2190441, 2190442, 2248181, 2248193, 2248344  2248354, 2248494, L, 2252139, 2252151, 2252332, 0, 0, 0, 0, 0, 2252405, 2252419, L3:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2252692  2252831  2252989  2253102  2253217  2253352  2253459  2253566  2253677  2253797  2253920  2254068  2254195  2254325  2254458  2254588  2256510  2256632  2257057  2257222  2257742  2258856  2258980  2259135  2259302  2259569  2259681  2259787  2259901  2260015  2260122  2260231  2260335  2260441  2260568  2260721  2261754  2261862  2262027  2262133  2262306  2262469  2262640  2262779  2262890  2262996  2263137  2264440  2264591  2264698  2264813  2264958  2265131  2265309  2265439  2268675  2268788  2268931  2269057  2269165  2271952  2272297  2272429  2272549  2272656  2272770  2272875  2272984  2273193  2273328, 2279955  2280340  2280579  2280903  2284704  2334739, 2252602  2268413  2268780  2271798, 2265474  2268689  2269173  2273273, 2322026  2345116, 2322051  2345276, 2279540  2282909  2284495  2285121  2334166  2335196, 2280872  2284475  2284551  2285668  2335062  2335401, 2265481, 2265488, 2265495, 2322038, 2345117, 2345268  2345269, 2322064, , , , , 1, 1, 0, 0, 0, 2345294, 2345296, L3:R3, 100.00, 000(1)1, 000(1)1, , 204, no_go, 2345289
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2366319  2366441  2366555  2366665  2366778  2366895  2367020  2367149  2367280  2367413  2367548  2367695  2367837  2367977  2368123  2368276  2368423  2369234  2369395  2370182  2370357  2370519  2370689  2370860  2371347  2371495  2371643  2371812  2372509  2372709  2372909  2373050  2373200, , , 2352306  2352548, 2352470  2352643, 2365526, 2373713, 2346087, 2346088, 2346089, 2352307, 2352309, 2352460  2352461, 2352472, R, 2365530, , 2373720, 0, 0, 0, 0, 0, 2373763, 2373771, L3:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2365533, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2382474  2382663  2382800  2383147  2397974  2398128  2398236  2398345  2398471  2398586  2398802  2398934  2407194  2407302  2407412  2407519  2407698  2407804  2407926  2408046  2408164  2408320  2423719  2423828  2423938  2424060  2424165  2424269  2424385  2424494  2424601  2424726  2424857  2425582  2425697  2425885  2426180  2426943  2427116  2427287  2442592  2442733  2442860  2442980  2443124  2443403  2443524  2443641  2443753  2443968  2444072  2511683  2511895  2512006  2512132  2512240  2512352  2512574  2512694  2512996  2528686  2528805  2528917  2529038  2529146  2529263  2529373  2529481  2529586  2529700  2529811  2529925  2530046  2530173  2530304  2530423  2530546  2530684  2530812  2531319  2531463  2531597  2532236  2532358  2533289  2533439  2533562  2533721  2533847  2534004  2534167  2534315  2534501  2534649  2534815  2535442  2535606  2535746  2535883  2535991  2536127  2536257  2536411  2536536  2536641  2536806  2536910  2537032  2537164  2537282  2537394  2537501  2537790  2537919  2538046  2538405  2538518  2538631, 2380625  2387083  2387226  2388600  2389109  2410959  2419041  2419369  2433687  2433829  2448116  2505096  2505353  2506338  2516946, 2382396  2397956  2406916  2423562  2425508  2442163  2511562  2512744  2528477, 2383093  2399262  2408246  2424692  2427272  2444154  2512727  2512782  2538649, 2523532, 2523707, 2376538  2377406  2386762  2410618  2418625  2420283  2420882  2420940  2433047  2434295  2447616  2496678  2502858  2504406  2516629, 2377354  2377430  2389816  2411969  2419574  2420711  2420916  2421487  2434276  2434490  2448328  2497701  2504298  2507352  2517170, 2374425, 2374426, 2374427, 2523536, 2523541, 2523692  2523696, 2523712, L, 2528487, 2528493, 2538661, 0, 0, 0, 0, 0, 2538739, 2538753, L4:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2539910  2540022  2540727  2540844  2540966  2541126  2561642  2561767  2561890  2561997  2562190  2580416  2580530  2580640  2580751  2580861  2581246  2581437  2590630  2590747  2590855  2590965  2591073  2591194  2591310  2591473  2591578  2591897  2592062  2592194  2592342  2592494  2592642  2592757  2592871  2593114  2593224  2593367  2606621  2606733  2606861  2606988  2615418  2615545  2615655  2615764  2615899  2616040  2616174  2616368  2616487  2616592  2616700  2617084  2617364  2617504  2617706  2627610  2627717  2627826  2627934  2638922  2653630  2653736  2653845  2653976  2654087  2654201  2654334  2663216  2663337  2663448  2663579  2663689  2663823  2664134  2664254  2664363  2664480  2674206  2674322  2674453  2674561  2674666  2701247  2701360  2701465  2701581  2701742  2717009  2717140  2717258  2718573  2718826  2719010  2719141  2719280  2723049  2723207  2723312  2750454  2750586  2750754  2753595  2756347  2756468  2845600  2845706  2845813  2845919  2846038  2846150  2873598  2873715  2873826  2873932  2874054  2888366  2888476  2899918  2900048  2900157  2900263  2931274  2950514  2950628  2950770  2950922  2951042  2951235  2951486  2951617  2951755  2951862  2951974  2952109  2952217  3016387  3016512  3016620  3016784  3017110  3017238  3017350  3017455  3053858  3053979  3054086  3054953  3055106  3055353  3055591  3055727  3055906  3060008  3060134  3060251, 2595678  2596096  2603669  2603778  2624820  2625037  2642117  2656382  2656556  2677884  2686963  2709688  2710068  2955638  2955862  2955978  3007620  3008410  3046137  3046254  3062946  3063061, 2539398  2539815  2545212  2545341  2545433  2545542  2561408  2580214  2580985  2590559  2606449  2607022  2615252  2627414  2638478  2653448  2663040  2674008  2701137  2701662  2716880  2718243  2723032  2750263  2756519  2777878  2845339  2868658  2873434  2888120  2899352  2899710  2950282  2951335  3016134  3053757  3054938  3059838  3072256, 2539474  2541120  2545249  2545374  2545470  2546108  2562366  2580943  2581417  2593458  2607005  2607093  2617995  2628019  2639083  2654545  2664493  2674713  2701640  2701696  2717196  2719249  2723062  2750819  2756724  2777977  2846102  2868730  2874066  2888545  2899375  2900247  2951226  2952256  3017498  3054083  3056319  3060261  3072440, 3064366  3065618  3067261, 3064546  3065874  3069836, 2556289  2576188  2585755  2595272  2599505  2603151  2624474  2641665  2642688  2656146  2677307  2685557  2691043  2694607  2698404  2704850  2708872  2720638  2741349  2821219  2843267  2843586  2871239  2892151  2955214  2956724  3007332  3009518  3045580  3062679  3063393, 2557819  2577027  2587401  2596415  2600224  2604058  2625396  2642551  2642789  2657049  2677894  2687399  2691774  2695418  2698935  2705524  2710204  2721286  2741918  2821681  2843573  2843665  2871585  2892274  2956705  2956854  3009433  3009878  3046276  3063317  3063539, 2539643, 2539644, 2539646, 3064371, 3064377, 3064528  3064534, 3064552, L, 3072269, 3072277, 3072447, 0, 0, 0, 0, 0, 3072494, 3072502, L5:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
