max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1    77155    77484    77691    77817    78026    78404    87737    87884    88064    88597    88717    88925   911169   911282   911471   912007   912272  1053933  1054051  1054281  1054393  1054505  1054633  1054764  1054894  1055034  1055165  1055278  1055393  1055544  1055689  1055823  1055963  1056091  1056233  1056364  1056497  1056638  1056778  1056915  1057116  1057247  1057403  1057714  1057839  1057982  1058159  1058466  1058616  1058753  1058922  1059079  1059196  1059309  1059428  1059606  1059742  1059856  1060033  1060175  1060308  1060427  1065763  1065893  1066020  1066131  1066262  1066374  1066488  1170315  1170447  1170584  1170792  1170926  1171107  1171235  1171384  1171502  1171883  1171995  1172136  1172251  1172756  1172880  1173026  1173149  1173274  1173419  1173531  1173656  1173796  1173944  1174082  1174653  1174854  1175058  1175175  1175289  1175424  1175549  1175688  1175805  1175921  1176295  1176578  1177388  1177799  1177913  1178028  1178167  1178323  1178463  1178612  1178755  1178889  1179005  1179182  1179362  1179840  1179979  1180094  1180220  1180335  1180488  1180663  1183523  1183643  1183847  1183998  1184164  1184280  1184408  1184525  1184657  1184836  1185094  1185260  1185418  1185545  1185656  1185814  1185936  1186051  1186251  1186410  1186531  1186648  1186775  1206275  1206404  1206525  1206642  1206829  1206989  1207138  1223410  1286674  1286807  1287464  1287711  1287908  1289999  1290142  1290256  1290472  1292553  1292676  1292902  1293014  1293136  1293297  1293826  1294268  1294400  1294517  1294629  1294750  1294874  1294990  1295113  1295574  1295815  1295952  1296081  1296220  1297201  1297863  1298020  1298132  1298477  1298589  1298771  1298913  1299069  1299484  1334140  1334281  1334439  1334571  1334771  1334890  1335049  1335165  1335470  1335599  1336303  1336556  1387017  1392694  1392871  1392992  1393105  1393228  1393346  1393457  1393576  1393713  1393837  1393961  1394082  1394206  1394344  1394479  1394610  1394741  1394875  1395010  1395146  1395284  1395422  1395576  1395714  1395856  1396177  1396291  1396427  1396567  1396956  1398345  1398499  1398919  1399600  1399733  1399843  1400489  1400622  1400798  1400912  1401026  1401138  1401309  1402172  1402324  1402828  1402971  1403100  1403277  1403443  1403610  1403784  1403923  1404056  1404250  1404365  1404506  1404625  1404816  1404936  1405096  1405250  1405370  1405486  1405608  1405721  1406613  1406780  1406925  1407051  1407238  1407368  1407486  1407653  1407928  1408046  1408462  1408628  1408752  1409041  1409164  1409284  1409433  1409597  1409947  1410076  1410215  1410387  1410624  1445182  1445323  1445455  1445679  1445979  1446090  1446203  1446315  1446689  1446823  1446961  1447097  1447208  1447595  1447713  1447831  1448503  1448614  1448749  1448873  1448992  1450150  1450268  1450406  1450553  1450702  1450813  1452133  1452274  1452398  1452875  1452988  1453202  1480891  1481488  1481611  1481737  1503564  1505779  1505899  1506015, 1    98176  1011412  1011545  1011679  1011816  1011974  1012119  1012250  1012852  1068192  1068523  1068976  1069229  1069474  1069621  1104457  1104601  1104744  1104863  1105251  1105503  1105735  1106011  1106147  1106298  1106423  1106570  1106734  1107469  1107822  1107942  1108867  1109021  1109192  1109334  1110081  1110248  1111199  1112211  1112424  1112573  1112794  1112962  1113146  1113417  1113577  1156805  1157051  1157488  1157718  1157856  1157997  1158116  1158498  1158712  1158853  1159072  1159181  1159322  1159474  1159582  1160356  1160476  1160916  1161134  1161278  1161431  1161592  1161754  1162125  1162290  1162408  1162633  1201339  1201576  1250834  1250956  1251165  1251825  1251969  1252099  1252405  1252546  1252670  1252900  1253957  1254259  1254480  1254607  1254766  1254925  1255793  1256330  1256464  1256608  1256758  1256946  1257598  1258143  1258995  1259186  1259514  1259953  1260096  1266980  1267329  1271219  1275760  1277483  1277654  1277828  1278007  1278131  1278310  1279331  1279523  1280160  1280346  1280763  1280972  1283013  1283401  1283587  1283738  1284108  1284308  1317150  1319816  1320194  1320487  1320701  1320846  1320968  1321222  1321364  1321577  1321723  1321895  1322396  1322540  1322699  1323175  1324282  1324422  1324750  1324881  1325010  1325136  1325318  1325646  1326082  1326241  1326412  1326733  1413720  1413829  1414037  1414602  1414765  1415008  1415751  1415861  1429424  1429728  1429897  1431056  1431495  1431627  1431773  1432325  1432735  1433521  1433937  1434329  1434501  1435137  1435450  1435619  1435768  1435963  1436242  1436517  1438259  1438486  1438784  1439220  1439415  1439637  1439809  1440048  1440224  1440338  1440494  1440983  1468367  1469006  1469127  1469252  1469411  1469931  1470062  1470210  1470546  1472243  1472400  1473248  1473664  1473806  1473957  1475705  1476033  1476518  1476660  1477445  1477579  1501613  1521244  1521543  1521668  1521797  1521923  1522051  1522404  1522533  1523889  1523998  1526659  1528750  1528935  1529086  1529575  1529738  1530120  1530285  1530404  1530553  1530759  1531083  1531229  1531674  1531830  1532068  1532592  1532738  1534668  1534801  1534952  1535513  1535700  1536061  1536339  1536987, 86076    86470  1053651  1065295  1065500  1170147  1176249  1176409  1206115  1223185  1286510  1289875  1292723  1333986  1392451  1445041  1480711  1480763  1503371  1503440, 86390    88927  1060412  1065335  1066433  1176114  1176335  1186801  1207068  1223434  1287647  1290413  1299454  1336357  1410600  1453169  1480745  1481758  1503421  1503831, 92486  1016965  1017072  1509463  1510865  1516044  1517450, 93301  1017043  1017442  1509626  1514699  1516096  1518003, 97866  1010347  1067743  1103919  1107264  1156043  1201051  1250580  1279116  1282653  1315444  1315677  1316040  1319184  1330546  1413200  1413336  1432413  1439850  1443247  1467964  1500745  1520391, 98166  1012998  1069540  1107252  1113535  1162612  1201665  1279096  1281148  1284342  1315656  1315916  1319046  1327003  1330914  1413272  1432313  1439780  1441262  1443553  1477892  1501626  1537275, 1029197, 1029203, 1029210, 1509464, 1509466, 1509617  1509618, 1509628, R, 1520397, 1520401, 1537284, 0, 0, 0, 0, 0, 1537334, 1537343, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1568395  1568549  1568662  1568788  1568991  1569527  1569852  1569969  1570083  1570223  1570678  1570846  1588980  1589099, 1555953  1556060  1556529  1556660  1556799  1556943  1557196  1557331  1557676  1596222  1596342  1596542  1596732  1596917  1597536  1597662  1597870  1598010  1598150  1598576  1598700  1605167  1605296  1605954  1606282  1606797  1606961  1607330  1607441  1607599  1607768  1607942  1608120  1608297  1608473  1609117  1609375  1612461  1613114, 1568232  1588815, 1570670  1589080, 1595336, 1595513, 1555672  1595925, 1557938  1613105, 1539494, 1539495, 1539495, 1595340, 1595346, 1595497  1595502, 1595518, R, 1595936, 1595942, 1613124, 0, 0, 0, 0, 0, 1613185, 1613196, L0:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1644167  1644303  1644546  1645204  1645326  1645647  1645794  1645910  1647491  1647606  1647742  1647978  1648103  1648235  1648358  1648681  1648795  1649227  1649339  1649764  1649906  1650023  1650307  1650457  1650586  1650750  1650863  1651179  1651300  1651810  1651957, 1613442  1613574  1613935  1614851  1615413  1616161  1616350  1616538  1617316  1617433  1617579  1618432  1618819  1619569  1619719  1620081  1620660  1620786  1620942  1621463  1621694  1621840  1622011  1622205  1622516  1622644  1622856  1623217  1624729  1624887  1625290  1626097  1626715  1626838  1628335  1628674  1628835  1629639  1634741  1635176  1635772  1636016  1636153  1636796  1636919  1637415  1638025  1638142  1638653  1638831  1639521  1639733  1640058  1663323  1663547  1663767  1663907  1664459  1664579  1664691  1665275  1665400  1665532  1665710  1666259  1671704  1671843  1672012  1672179  1673539  1673704  1674285  1674912  1675105  1675634  1675797  1675972  1676144  1676336  1676706  1676866  1677041  1677204  1677335  1678008  1678451  1678562  1678799  1679145  1679292  1679470  1679663  1679775  1680081  1680292  1680640, 1643993  1645503  1647374, 1645305  1645878  1651912, 1653490, 1653701, 1613347  1625074  1634475  1662337, 1625049  1629576  1640032  1680787, 1625053, 1625057, 1625062, 1653502, 1653517, 1653668  1653682, 1653714, R, 1662338, 1662339, 1680793, 0, 0, 0, 0, 0, 1680832, 1680840, L0:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1705465  1705631  1705761  1745266  1745408  1746125  1746242  1746362  1746516  1746931  1747052  1747173  1747328  1747477  1747613  1747888  1748007  1748213  1748367  1748616  1748865  1748994  1749342  1749464  1796889  1797005  1797136  1797362  1797555  1797680  1797799  1797935  1798269  1798388  1798499, 1681391  1681507  1681823  1682160  1682282  1682393  1682594  1682756  1683089  1683908  1684139  1690266  1690393  1690531  1690734  1690891  1691957  1692088  1710224  1710908  1711133  1711718  1712008  1712752  1712913  1738939  1739088  1739230  1739369  1739510  1739663  1740456  1741252  1741380  1741554  1741706  1741980  1742783  1742895  1743077  1743192  1773852  1774400  1774654  1789787  1790640  1791095  1791227  1791369  1791539  1791662  1791967  1792092  1792704  1792857  1793027  1793483  1805333  1805775  1805898  1806017  1806135  1806662  1806788  1806906  1812929  1814114  1814276  1815344  1815511  1815702  1815861  1816050  1816346  1816506  1816624  1818920  1819514  1819747  1820139  1820553  1820703  1820853  1821233  1821387  1821558  1821741  1821903  1822039  1822537  1823088  1823246  1823572  1823718  1823944, 1705220  1745116  1796696, 1705679  1749506  1798796, 1801122, 1801360, 1681156  1683703  1683734  1684135  1689315  1709939  1737967  1773469  1789449  1804837, 1683683  1683714  1684126  1684152  1692155  1712866  1743164  1774755  1793743  1823990, 1683684, 1683687, 1683689, 1801124, 1801128, 1801278  1801281, 1801363, R, 1804845, 1804848, 1823998, 0, 0, 0, 0, 0, 1824052, 1824061, L0:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1842642  1842818  1843204  1869365  1869537  1869725  1869847  1870025  1870168  1870279  1870419  1870579  1870751  1870894  1871033  1871143  1871524  1871905  1872120  1872342  1872472  1872620  1872848  1919609  1919855  1919989  1920209  1920462  1920581  1920871  1920991  1921122, 1824667  1824897  1825116  1825326  1825562  1825681  1826021  1846301  1846697  1846830  1846963  1847110  1847975  1888892  1889122  1889253  1891636  1891798  1892471  1892591  1892992  1893110  1894051  1898286  1898661  1899041  1899339  1899512  1899665  1900499  1900723  1900862  1901197  1929416  1929879  1930109  1930510  1930641  1930759  1930882  1931015  1933114  1933776  1933926  1934786  1944269  1944808  1944976  1947170  1947560  1947688  1947843  1948022  1949317  1949947  1950129  1951476  1952662  1953260  1953419  1954681  1955717  1956311  1956673  1957521  1957647  1958767  1958919  1959156  1959629  1959865  1960436  1960559  1960707  1960818  1961865  1962293, 1842348  1869133  1919383, 1843201  1872799  1921052, 1925613  1927872, 1927720  1927926, 1824373  1825114  1826711  1845891  1848366  1887618  1897917  1929060, 1825084  1826339  1827178  1848343  1848413  1894338  1901142  1962305, 1825085, 1825086, 1825087, 1925624, 1925638, 1925789  1925801, 1927733, R, 1929086, 1929100, 1962310, 0, 0, 0, 0, 0, 1962347, 1962353, L0:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1964661  1965036  1965719  1972137  1973279  1975625  1976133  1985083  1985212  1985594  1985719  1985844  1985969  1990755  1991369  1991521  1992213  1992366  1992513  1992739  1992870  1992990  1993822  1994005  1994126  1997816  1998531  1999728  1999873  2000027  2000248  2001043  2001155  2001299  2001955  2002823  2003443  2003589  2003695  2003876  2004277  2004408  2004685  2005392  2005514  2006265  2006525, , , 1978583  1980930  1982722, 1978752  1982684  1982882, 1964346  1971640  1975164  1984289, 1966149  1973254  1976658  2006581, 1963029, 1963030, 1963030, 1978586, 1978589, 1978740  1978743, 1978755, R, 1984299, 1984303, 2006590, 0, 0, 0, 0, 0, 2006651, 2006662, L0:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2018240  2018390  2018991  2019109  2019469  2020216  2020353  2020477  2020597  2020753  2020888  2052431  2052559  2052690  2052831  2052944  2053076  2053191  2053307  2053463  2087450  2087575  2087690  2087802  2087934  2088074  2088237  2097686  2097831  2097957  2098085  2098257  2098388  2098593  2098723  2098849  2098960  2099149  2099268  2099381  2099640  2099752  2100140  2100784  2100901  2101411  2101925  2102053  2102315  2102432  2102726  2102872  2103190  2103306  2103416  2103636  2103751  2104012  2104607  2104725  2104967  2105078  2106374  2106499  2106627  2106934  2107415  2108216, 2009517  2009999  2010461  2010571  2014396  2025935  2026455  2026626  2027484  2027992  2029187  2029328  2029462  2029934  2030087  2030531  2058361  2058933  2059129  2059273  2059594  2064036  2064377  2114820  2115232  2115346  2115471  2115610  2115723  2115860  2116774  2122181  2122329  2123126  2125335  2125527  2125707  2126261  2126375  2126635  2127157  2127636  2127809  2128728  2128871  2129410  2129584  2129794  2129932  2130398  2130674  2131045  2131303, 2018145  2051642  2087171  2097409  2097509, 2020876  2053830  2088224  2097492  2108204, 2112720, 2113414, 2009261  2011836  2012820  2025618  2058048  2063755  2114423, 2011663  2012142  2012832  2030778  2059994  2064721  2131397, 2007283, 2007284, 2007285, 2112722, 2112726, 2112875  2112877, 2113417, R, 2114429, 2114433, 2131404, 0, 0, 0, 0, 0, 2131448, 2131457, L0:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2154595  2154735  2154934  2155069  2155706  2155824  2155945  2156078  2156332  2156448  2156561  2156712  2156836  2157106  2157221  2157342  2157497  2157790  2159039  2159184  2159387  2159892  2160004  2160118  2160250  2160401  2161168  2180038  2180189  2180511  2180625  2193284  2193482  2193598  2193713  2213326  2213547  2213686  2213950  2214096  2214407  2214932  2215207  2287873  2287992  2288235  2288491  2288729  2288867  2309399  2309551  2309757  2368985  2369103  2369224  2369340  2369472  2369586  2369856  2369974  2385299  2385449  2385637  2386366  2386515  2386685, 2131565  2134028  2134704  2141160  2141275  2141509  2151902  2175429  2175737  2176067  2176419  2177032  2177150  2177581  2185318  2185443  2185719  2189229  2189341  2189841  2208174  2208299  2208913  2209048  2209198  2209353  2209494  2209952  2210154  2210724  2219531  2219655  2219964  2264576  2265324  2265444  2266558  2269329  2269607  2293229  2294998  2295324  2295436  2296583  2296719  2296848  2296958  2297212  2297797  2306447  2306562  2306793  2331420  2331527  2331658  2331899  2382147  2382799  2397056  2397425  2397552  2397693  2398062  2398997  2399121  2399252  2403095  2403264  2403422  2404246  2404428  2404920  2405059  2405582  2405720  2406414  2412443  2412632  2414692  2416123  2416794  2417145  2417382  2419914  2420070  2420426  2421197  2421664  2421784, 2154404  2154442  2161293  2179871  2193053  2213389  2287651  2309210  2368832  2385116, 2154427  2161224  2161482  2180765  2193641  2215231  2288871  2309724  2369912  2386633, 2391384  2391901, 2391587  2394230, 2132265  2140796  2150027  2175019  2185112  2189048  2207273  2207968  2219181  2264250  2268980  2292946  2293234  2293532  2294767  2306248  2330874  2381842  2396524, 2134782  2141824  2151917  2177644  2186267  2189857  2207341  2211086  2220368  2267035  2269764  2293178  2293380  2293702  2298109  2307230  2332630  2382958  2421909, 2132124, 2132125, 2132126, 2391395, 2391407, 2391558  2391570, 2391600, R, 2396550, 2396563, 2421912, 0, 0, 0, 0, 0, 2421938, 2421943, L0:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2442109  2442304  2442464  2442602  2442720  2442845  2442956  2443071  2443209  2482691  2482813  2482929  2483048  2483183  2483301  2483609  2484567  2484851  2485147  2485282  2485594  2485726, 2427755  2427862  2427978  2428566  2428861  2429532  2429708  2431141  2431394  2434521  2437511  2488576  2488941  2489111  2490341  2490982  2491470  2492092  2492791  2492904  2493036  2493377  2496355  2496618  2496756  2498241  2498771  2508489  2509199  2509419  2509562  2509685  2509820  2517052  2517866  2522406  2525888  2526546  2527655  2528681  2528839  2529159  2529788  2530028  2531505  2532308  2532838  2533060, 2442038  2482408  2482628, 2443201  2482518  2485702, 2506043, 2506468, 2427514  2430946  2432050  2434162  2436884  2488160  2488233  2496039  2497963  2508094, 2430638  2431387  2432348  2434719  2438002  2488193  2493537  2497177  2498848  2533644, 2422726, 2422727, 2422727, 2506053, 2506065, 2506215  2506226, 2506479, R, 2508118, 2508129, 2533645, 0, 0, 0, 0, 0, 2533656, 2533659, L0:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2558628  2558752  2558878  2559021  2559132  2559264  2559702  2559843  2559961  2727548  2727662  2727808  2728202  2728376  2728692  2728902  2729632  2729791  2730137  2730621  2730758  2731045  2738546  2739185  2739330  2739488  2740101  2740296  2740645  2740806  2740938  2741050  2741347  2741465, 2535620  2535727  2544409  2544612  2545123  2545540  2545661  2545835  2546104  2546309  2554982  2555097  2676818  2676944  2677495  2677739  2696208  2697246  2733559  2733774  2733917  2734072  2734197  2734420  2749988  2750284  2751129  2771988  2772521  2772642  2772791  2773288  2774484  2788545  2789348  2789488  2790092  2790263  2791763  2793230  2794285  2794466  2794593  2794792  2794908  2795017, 2558391  2727358  2738271, 2559948  2730995  2741514, 2763589  2765077  2765387  2765941  2769428  2769863, 2764964  2765192  2765455  2767221  2769734  2770508, 2535108  2536127  2544063  2554539  2659218  2659915  2676393  2695740  2732878  2749698  2771706, 2536049  2536285  2546313  2555908  2659530  2659979  2678302  2697222  2734714  2751465  2795299, 2534217, 2534217, 2534218, 2763601, 2763615, 2763766  2763779, 2764978, R, 2771710, 2771713, 2795304, 0, 0, 0, 0, 0, 2795336, 2795341, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2812642  2812760  2812952  2813073  2847570  2847718  2847864  2848013  2848221  2848375  2848489  2848605  2848722  2848902  2849054  2849179  2850936  2851098  2851274  2851731  2851883  2852026  2852716  2853235  2853361  2853480  2853592  2853720  2853842  2854194  2854326  2854602  2854735  2854872  2854995  2855119  2855613  2856497  2856637  2856763  2856873  2857065  2857192  2857318  2857433  2857664  2857790  2857902, 2809723  2810214  2810360  2810777  2835211  2835695  2836428, 2812528  2847426, 2813109  2857986, 2838818  2840691, 2840615  2840983, 2798264  2801412  2809319  2834490, 2798882  2801581  2810977  2836450, 2795953, 2795954, 2795954, 2838822, 2838827, 2838978  2838982, 2840621, L, 2847436, , 2857996, 0, 0, 0, 0, 0, 2858064, 2858077, L1:R9, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2847442
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2858240, 2862219  2862326  2862438  2863002  2881740  2882286  2882415  2882711  2883058  2883186  2883739  2883859  2883990  2890641  2892184  2893962  2895025  2895549  2895980  2896188  2898199  2898529  2900297  2901130, , , 2876405, 2879757, 2861891  2867813  2867956  2870120  2881293, 2863331  2867880  2870067  2870670  2901267, 2858714, 2858715, 2858716, 2876408, 2876411, 2876562  2876565, 2879760, R, 2881300, 2881305, 2901273, 0, 0, 0, 0, 0, 2901316, 2901324, L1:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
