max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6536186  6536291  6536403  6536719  6536848  6536988  6537131  6537334  6537449  6537567  6552508  6552662  6552783  6552976  6553078  6553182  6553449  6553550  6553655  6553781  6553946  6554050  6554201  6554371  6554647  6554756, 6555703, 6556288, 6535939  6551913  6552105  6554413, 6537602  6551993  6554345  6554732, 6522540  6522701  6528686  6558104, 6522568  6524417  6530116  6568873, 6522294, 6522295, 6522296, 6555709, 6555716, 6555867  6555873, 6556295, L, 6558118, 6558127, 6568882, 0, 0, 0, 0, 0, 6568931, 6568940, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6585915  6586021  6586213  6586316  6586624  6586821  6586941  6587069  6587194  6587327  6587454  6587581  6587731  6587874  6588014  6588132  6588279  6588412  6588531  6588642  6588752  6588973  6589514  6589663  6589797  6589899  6590045  6590226  6590369  6590521  6590795  6590899  6591072  6591187  6591641  6591745  6592202  6592320  6592537  6593006  6593214  6593341  6593448  6593618  6593810  6593957  6594149  6594536  6594646  6594752, 6581871, 6582307, 6585649, 6594797, 6571071  6572170  6579895, 6571941  6572192  6581047, 6569574, 6569575, 6569576, 6581873, 6581876, 6582027  6582029, 6582310, R, 6585655, , 6594806, 0, 0, 0, 0, 0, 6594865, 6594875, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6585658
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6595494  6595677  6595790  6595896  6596043  6596145  6596261  6597597  6597854  6598078  6598198  6598443  6598585  6598716  6598873  6599009  6599374  6599754  6605606  6605758  6605863  6606071  6606184  6606316  6606435  6606562  6606685  6606812  6606938  6607065  6607233  6607483  6607982  6608117  6608396  6608539  6608698  6608848  6609330  6609524  6609632  6609736  6610114  6610228  6610410  6610525  6610667  6610818  6611116  6611428  6611543  6611656  6611808  6611929  6612070  6612229  6612368  6612701, 6603748, 6604326, 6595263  6597222  6597703  6605301, 6596222  6597274  6599892  6612721, , , 6596224, 6596226, 6596228, 6603752, 6603757, 6603908  6603912, 6604332, R, 6605312, , 6612731, 0, 0, 0, 0, 0, 6612795, 6612806, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6605317
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6614511  6614627  6615202  6615336  6615656  6615800  6615902  6616180  6616303  6618315  6618428  6618554  6618796, 6619737, 6620264, 6614255  6614822  6618085, 6614555  6616339  6618880, 6622345, 6629815, 6613346, 6613347, 6613348, 6619740, 6619745, 6619896  6619900, 6620268, L, 6622354, 6622359, 6629820, 0, 0, 0, 0, 0, 6629852, 6629858, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6646256  6646359  6646467  6646622  6646723  6646832  6646935  6647084  6647199  6647374  6647496  6647616  6647741  6647865  6648020  6648150  6648286  6648397  6648504  6648747  6648858  6649081  6649441  6649830  6649956  6650086  6650190  6650335  6650536  6650810  6651240, 6643659, 6644097, 6645974, 6651461, 6631562  6632015  6632578  6637645  6639056  6640733, 6631962  6632032  6634982  6637780  6640417  6642048, 6630496, 6630497, 6630498, 6643662, 6643666, 6643817  6643820, 6644101, R, 6645981, , 6651469, 0, 0, 0, 0, 0, 6651521, 6651530, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6645986
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6651653  6652072  6652226  6652392  6652498  6653701  6653807  6653971  6654142  6654247  6654366  6654512  6654625  6654779  6656649  6656788  6665265  6665515  6665618  6665781  6666398, 6667039, 6667453, 6651810  6653579  6656424  6664994, 6652636  6654730  6656905  6666484, 6660898  6668342, 6662421  6675652, 6652637, 6652639, 6652640, 6667044, 6667051, 6667202  6667207, 6667459, L, 6668354, 6668360, 6675658, 0, 0, 0, 0, 0, 6675700, 6675708, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6687978  6688088  6688205  6688311  6688475  6690434  6690572  6700531  6700641  6701017  6701204  6712805  6712912  6713031  6713150  6713512  6713636  6713752  6713875  6714000  6714140  6714266  6714392  6714537  6714675  6715621  6715736  6715890  6716422  6716537  6716640  6716743  6716883  6717031  6717184  6717501  6718450  6719404  6719519  6719644  6719906  6720016  6720131  6720285  6720436  6721018  6721145  6721601  6721746  6721927, 6708444  6710463, 6710426  6710931, 6687484  6689987  6690582  6700184  6712556, 6688545  6690532  6690681  6701238  6721971, 6676135  6680116  6695075  6698135  6705738, 6677834  6680557  6696436  6699075  6706873, 6677834, 6677836, 6677837, 6708449, 6708455, 6708606  6708612, 6710432, R, 6712569, , 6721982, 0, 0, 0, 0, 0, 6722055, 6722067, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6712577
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6722241  6722948  6723078  6723233  6723337  6723489  6725176  6725311  6725413  6725549  6725660  6725906  6727065  6756171  6756297  6756403  6756527  6776510  6776614  6776732  6776865  6777048  6777190  6781875  6781982  6782100  6782286, 6784646, 6785197, 6722685  6724695  6724789  6726876  6755709  6776226  6781593, 6723473  6724776  6725868  6727152  6756546  6777178  6782233, 6740442  6758615  6760206  6786809, 6741793  6760177  6760255  6796073, 6723474, 6723476, 6723477, 6784653, 6784661, 6784812  6784820, 6785205, L, 6786826, 6786835, 6796083, 0, 0, 0, 0, 0, 6796138, 6796148, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6815907  6816036  6816156  6816361  6817705, 6824230, 6824410, 6815392  6817400, 6816455  6817966, 6796560  6798533  6800489  6800532  6801410  6803521  6805796  6808622  6821179  6827088, 6796598  6799916  6800520  6800569  6803399  6803611  6806620  6809404  6821644  6837738, 6797062, 6797063, 6797064, 6824236, 6824242, 6824393  6824398, 6824416, L, 6827101, 6827108, 6837744, 0, 0, 0, 0, 0, 6837787, 6837795, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6846862  6847060  6847202  6847716  6847827  6848477  6848594  6848699  6848899  6849084  6849525  6849633  6849842  6850116  6850277  6850422  6850570  6851316  6851419  6852491  6852594  6852705  6853172  6853312  6853724  6872809  6873060  6873336  6873465  6873658  6873830  6873961  6874083  6874212  6874340  6874468  6874594  6874747  6874906  6875043  6875640  6875800  6875931  6876092  6876219  6876375  6876507  6876655  6876815  6877236  6877375  6877499  6877630  6877732  6877930  6878039  6878173  6878292  6878401  6878542  6879932  6880069  6880180  6880289  6880391  6880644, 6870460, 6871034, 6846522  6851164  6852343  6853054  6872504, 6850614  6851460  6852839  6853200  6880830, 6839307  6840520  6842555  6844089  6857155  6866576  6867920, 6839699  6841550  6842831  6844790  6860157  6867261  6869164, 6838550, 6838551, 6838551, 6870467, 6870476, 6870626  6870634, 6871043, R, 6872520, , 6880830, 0, 0, 0, 0, 0, 6880836, 6880838, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6872529
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6880856  6882982  6883106  6883224  6883405  6883549  6884532  6884860  6884967  6885080  6885182  6885495  6885619  6885771  6898498  6898623  6898777  6898893  6899014  6899380  6899507  6899631  6899757  6899890  6900001  6900135  6900301  6900434  6900710  6901452  6901698  6901848  6902012  6902184  6902331  6903741  6903887  6903991  6904107  6904255  6904628  6904807  6904918  6905129  6905828  6905936  6906068  6906171  6906328, 6896116, 6896552, 6882827  6884329  6898225, 6883606  6885795  6906348, 6893897, 6895062, 6881632, 6881633, 6881634, 6896119, 6896124, 6896275  6896279, 6896557, R, 6898234, , 6906357, 0, 0, 0, 0, 0, 6906415, 6906425, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6898239
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6906711  6906901  6908139  6908366  6908480  6908606  6908936  6910445  6910578  6912245  6912361  6912480  6912583  6912740  6912842  6913152, 6913975, 6914599, 6906572  6907881  6910294  6912001, 6906860  6909057  6910614  6913344, 6917451, 6925747, 6907485, 6907486, 6907488, 6913979, 6913984, 6914135  6914139, 6914605, L, 6917462, 6917468, 6925752, 0, 0, 0, 0, 0, 6925789, 6925796, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6935067  6935221  6935664, 6936967, 6937259, 6934787, 6935677, 6925891  6927845  6929248  6929732  6931976  6938429, 6926123  6928462  6929632  6929759  6932647  6941086, 6926616, 6926617, 6926618, 6936970, 6936974, 6937125  6937128, 6937263, L, 6938437, 6938442, 6941091, 0, 0, 0, 0, 0, 6941122, 6941128, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6955752  6955869  6955975  6956139  6956254  6957836  6957946  6958120  6958223  6958389  6958647  6958773  6968061  6968190  6968349  6968785  6968929, 6969952, 6970240, 6955405  6957657  6967810, 6956473  6958738  6968955, 6941373  6941995  6942127  6942271  6942722  6945695  6947385  6948231  6950769  6950940  6952657  6960218  6963228  6971542, 6941440  6942053  6942175  6942289  6945662  6947162  6947992  6949112  6950782  6951811  6953303  6961393  6964115  6981334, 6941936, 6941937, 6941938, 6969960, 6969969, 6970120  6970128, 6970249, L, 6971560, 6971571, 6981343, 0, 0, 0, 0, 0, 6981404, 6981415, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6989905  6990986  6991213  6991331  6991486  6991725  6991865  6992268  6992534  7001977  7002550  7002663  7002805  7003279  7003392  7003494  7003627  7003737  7003867  7004906  7005012  7018770  7018874  7019008  7019187  7033918  7034167  7034293  7034674  7056672  7057056  7057162  7057285  7057514  7057622  7057751  7057870  7057996  7058119  7058243  7058372  7058518  7058665  7058800  7058941  7059095  7059352  7059464  7059641  7060406  7060529  7060656  7060875  7060978  7061127  7061897  7062010, 7054247, 7054665, 6989400  6990743  7001958  7004747  7018543  7033510  7033579  7056339, 6989855  6992635  7003804  7005077  7019200  7033540  7034772  7062084, 6981568  6984487  6995832  6999304  7021752  7036937  7048259  7048551  7050298  7051475  7052144, 6982308  6985363  6997160  7000596  7022589  7038633  7048397  7050276  7050362  7051491  7053094, 6982375, 6982376, 6982377, 7054258, 7054269, 7054420  7054431, 7054676, R, 7056362, , 7062086, 0, 0, 0, 0, 0, 7062099, 7062103, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 7056373
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 7062138  7063717  7064119  7065326  7082702  7082961  7115054  7115342  7115520  7115629  7138154  7138266  7138460, 7153646, 7154375, 7063380  7065062  7082431  7083667  7114966  7137885  7150287, 7064121  7065356  7082948  7084111  7115661  7138425  7150604, 7079590  7112122  7135165  7141208  7156497, 7080698  7112870  7136049  7141651  7162116, 7062992, 7062993, 7062994, 7153652, 7153659, 7153810  7153816, 7154382, L, 7156511, 7156518, 7162123, 0, 0, 0, 0, 0, 7162171, 7162180, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 7173132  7173266  7174236  7174344  7174480  7175413  7175553  7175753  7175870  7182417  7182560  7182713  7182835  7183198  7183310  7183507  7183627  7183765  7183899  7184467  7184612  7185290  7185397  7185707  7185814  7185922  7186050  7186525  7186641  7186775  7186918  7187065, 7180003, 7180527, 7172823  7174000  7175266  7182104, 7173225  7174501  7175825  7187443, 7164184  7164468  7165675  7166111  7167362  7169611  7177578, 7164375  7165326  7166018  7166940  7167918  7170658  7178330, 7162681, 7162681, 7162682, 7180008, 7180014, 7180165  7180170, 7180533, R, 7182116, , 7187452, 0, 0, 0, 0, 0, 7187512, 7187523, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 7182124
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
