max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   275144   275266   275384   292433   292678  2512974  2513088  2513720  2514168  2514376  2518464  2542700  2717791  2717915  2718063  2718182  2718330  2718454  2718680  2718833  2718952  2719073  2719194  2719316  2719436  2719597  2719729  2719862  2719990  2721639  2721803  2721914  2722037  2722173  2722288  2723684  2723803  2724299  2725336  2725458  2768717  2768840  2768991  2769118  2769368, 1   284281   284997  2730711  2730835  2730967  2731091  2731255  2731394  2731523  2731677  2732410  2732564  2732846  2733088  2737128  2737447  2740508  2741018  2741149  2741328  2766028  2794869  2794997  2795126  2795236  2795348  2795461  2795596  2795711  2795825  2798812  2798971  2799414  2799548  2799697  2800349  2800509  2802623  2802784  2802962  2803176  2803398  2803514  2803653  2803792  2804122, 282735  2730158  2741622  2765601  2783607  2793949, 285500  2741424  2741705  2766104  2783787  2804303, 288839  2786289  2787562, 289861  2786587  2788066, 291647  2717331  2768447  2772624, 292789  2725328  2769303  2772822, 2764265, 2764275, 2764284, 2786301, 2786314, 2786465  2786478, 2786599, R, 2793975, 2794145, 2804306, 0, 0, 0, 0, 0, 2804331, 2804336, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 2809939, , 2805772  2806718  2808717, 2806022  2807040  2808798, , , 2805379, 2805379, 2805380, 2805773, 2805775, 2805926  2805927, 2806024, R, 2809945, , , 1, 0, 0, 0, 1, 2809978, 2809984, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2809972, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2818293  2818449  2818631  2818748  2820241  2820414  2842011  2842210  2842343  2842465  2842619  2842737  2842856  2842976  2843089  2843202  2843315  2843451  2843587  2843714  2843828  2843968  2847281  2848270  2848391  2848527  2848683  2848808  2848948  2849103  2849230, 2810281  2810558  2810809, 2828392, 2810761  2828584, 2837072  2837652  2838913  2840133, 2837244  2838203  2839172  2840382, 2818138  2820015  2841749, 2818894  2820391  2849331, 2810761, 2810763, 2810764, 2837075, 2837080, 2837231  2837234, 2837249, L, 2841759, , 2849339, 0, 0, 0, 0, 0, 2849394, 2849404, L1:R2, 66.67, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2841765
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2850010  2850123  2854721  2854844  2854959  2868036  2868161  2868274  2868385  2868553  2868760, 2860907  2861233  2861599, 2860399  2864109  2866216, 2861638  2864220  2866404, 2869622  2871020  2872690  2873531, 2870077  2871459  2872921  2874612, 2849875  2854237  2855256  2867801  2877890, 2850081  2855066  2855279  2868785, 2850082, 2850083, 2850084, 2869627, 2869633, 2869784  2869789, 2870082, L, 2877904, , , 1, 0, 0, 0, 1, 2877977, 2877985, L2:R2, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2877966, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2878127  2878248  2884929  2917055  2917174  2917390  2921259  2921419  2921669  2921787  2921954  2922138  2922283  2922449  2922595  2922748  2922891  2923012  2923123  2923257  2923807  2925019  2925140  2925260  2925380  2931540  2931663  2931787  2931907  2932150  2932282  2946446  2946558  2946714  2946846  2946966  2947077  2947188  2947300  2947429  2947543  2947661  2947775  2947907  2948030  2948282  2948408  2948539  2949914  2950048  2950195  2950309  2951267  2951432  2951590  2951710  2951836  2952027  2952143  2952312, 2894454  2894894  2895011  2895158  2895841  2895993  2896267  2896615  2896736  2897144  2897281  2897414  2897594  2897955  2898421  2898649  2898818  2898985  2899122  2899251  2899392  2899530  2899689  2899824  2899964  2900319  2900687  2900951  2901145  2901537  2901650  2901793  2901935  2902066  2902294  2902521  2902878  2902994  2903138  2903388  2903784  2903907  2904026  2904171  2904308  2904900  2905184  2905330  2905626  2907036, 2882649  2887552  2893712  2906785  2908859  2908937, 2882839  2887821  2905604  2907250  2908907  2909033, 2933931  2935197  2935953, 2934400  2935467  2936502, 2884708  2916737  2921525  2924977  2931251  2946004, 2878199  2884984  2917347  2923915  2925284  2932092  2952350, 2878519, 2878520, 2878521, 2933932, 2933934, 2934085  2934086, 2934402, L, 2946010, , 2952356, 0, 0, 0, 0, 0, 2952399, 2952408, L3:R2, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2946014
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2963361  2963479  2963593  2963726  2963850  2964086  2964198  2964416  2964547  2964806  2964919  2965038  2966587  2967029  2967163  2967531  2967667  2967788  2968357  2968492  2968603  2968786  2968913  2969051  2969278, 2956432  2956731  2956924  2959260  2959477  2959686  2959896, 2955948  2958598  2960441, 2957052  2960131  2960455, 2961922, 2962091, 2963139, 2969408, 2953060, 2953060, 2953061, 2961924, 2961928, 2962079  2962082, 2962094, L, 2963146, , 2969415, 0, 0, 0, 0, 0, 2969461, 2969469, L4:R2, 66.67, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2963151
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2969580  2972684  2972797  2972914  2973060, , , , 2975269  2975527, 2975435  2975803, 2972401  2977659, 2973224, 2970001, 2970002, 2970003, 2975271, 2975275, 2975424  2975426, 2975437, L, 2977666, , , 1, 0, 0, 0, 1, 2977704, 2977710, L5:R2, 57.14, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2977697, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2978049  2978201  2978496  2978610  2984910, , 2992416, , 2986347  2987777  2989187  2990118, 2986514  2988374  2989558  2991338, 2984668, 2978932  2984859, 2978933, 2978934, 2978936, 2986349, 2986352, 2986503  2986505, 2986517, R, 2992424, , , 1, 0, 0, 0, 1, 2992472, 2992478, L5:R3, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2992463, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3012873  3012992  3013127  3014596  3014707  3014828  3017403  3029472  3029586  3029795  3029935  3031148  3031553  3032145  3059975  3060237  3061008  3061194  3061306  3061417  3061537  3061651  3061778  3062158  3062552  3062663  3062775  3062898  3063043  3063237  3063411  3063647  3063762, 3021999  3065530  3065663  3067282  3067397  3068546  3068878  3069007  3069157, 2994508  2995250  2995576  3021527  3065069  3066679  3067854  3067937  3068198, 2992935  2995189  2995408  2997069  3022365  3065649  3067802  3067895  3067996  3069353, 3070357  3085557, 3070831, 3012545  3014492  3017080  3029326  3030931  3031700  3031993  3059486  3060551  3060879  3062390, 3013103  3014891  3017427  3029898  3031573  3031855  3032177  3060342  3060755  3061899  3063823, 2993026, 2993027, 2993028, 3070369, 3070384, 3070534  3070547, 3070844, , , , , 1, 1, 0, 0, 0, 3085855, 3085857, L5:R3, 50.00, 000(1)1, 000(1)1, 204, no_go, 3085851, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3098383  3098535  3101005  3101120  3101233  3101377  3101970  3102090  3102201  3102390  3102509  3102667  3109360  3109862  3110039  3110191  3110307, , 3111526, 3111892, 3113895, 3086759  3114312, 3097984  3100817  3101837  3109619  3115469, 3098599  3101379  3102774  3110257, 3086760, 3086760, 3086761, 3113901, 3113906, 3114057  3114062, 3114317, L, 3115481, , , 1, 0, 0, 0, 1, 3115542, 3115550, L6:R3, 44.44, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3115533, 
