max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   245396   245568   245673   245779   246001   246159   246311   246449   246579   246696   256982   257944   258102   258288   258436   258646   258854   259052   894971   989335  1012907  1013013  1013123  1013234  1013355  1013495  1013627  1013749  1013875  1013993  1014182  1014311  1014434  1014563  1014693  1014930  1015040  1015150  1015293  1015403  1015518  1053905  1054022  1054159  1054294  1054456  1054835  1054940  1055218  1056203  1056324  1056748  1056858  1056974  1057090  1057215  1057339  1057477  1057582  1057855  1068894  1069022  1069126  1069306  1069417  1069531  1069688  1069879  1070051  1070170  1070294  1070437  1070548  1070695  1070868  1071001  1071127  1071596  1072449  1072694  1072856  1072958  1073060  1073177  1073540  1073653  1073785  1111913  1112029  1112208  1112387  1112616  1112734  1112877  1113018  1113334  1113446  1114786  1114914  1115044  1115179  1115305  1115439  1115555  1116145  1120097  1120924  1121027  1121170  1121335  1123538  1126904  1154448  1154561  1154841  1154948  1155069  1155179  1155338  1155490  1155595  1155700  1155807  1155931  1156202  1156324  1156434  1156543  1156653  1156775  1157028  1157156  1157443  1157590  1157741  1157868  1158225  1158489  1158678  1158821  1158946  1159049  1159179  1159331  1159447  1159568  1159677  1159824  1159993  1160098  1160244  1160370  1160698  1160831  1160993  1161125  1161245  1161379  1161485  1161626  1161996  1162124  1162259  1162421  1162591  1163583  1164520  1164982  1165091  1165251  1165357  1165482  1165601  1165718  1165840  1166158  1166289  1166392  1166498  1166644  1166756  1166906  1167049  1167213  1168406  1168652  1168993  1169153  1169315  1169454  1169575  1169755  1169862  1170321  1170494  1170705  1170821  1171844  1171978  1172159  1172298  1172447  1172593  1172753  1172908  1173074  1173227  1173339  1173463  1173843  1174061  1174204  1174390  1174516  1174641  1174746  1174886  1175286  1175430  1175963  1176199  1176647  1176770  1176891  1177033  1177180  1177316  1191940  1192074  1192195  1192307  1192444  1192550  1192695  1192830  1192981  1193107  1193217  1193342  1193484  1193616  1194149  1194293  1194396  1194512  1194706  1194858  1194994  1195124  1195253  1195533  1195660  1195810  1195999  1196109  1196218  1196369  1196517  1196791  1197112  1197257  1197779  1197912  1198051  1198158  1198272  1198433  1198644  1198765  1198986  1199145  1199751  1199865  1199987  1200896  1201008  1202833  1225070  1225173  1225376  1225481  1225661  1225791  1226002  1226242  1226452  1233713  1233822  1233931  1234051  1234167  1234342  1234447  1234643  1234782  1234890  1235172  1235284  1235388  1253405  1253513  1253740, 1, 256541  1012593  1053651  1053719  1058782  1068688  1071267  1071333  1072032  1072398  1072581  1111529  1119674  1119698  1119771  1120978  1121114  1122007  1123407  1126700  1154299  1166163  1171717  1177204  1191714  1224890  1233553  1253119, 259094  1015478  1053706  1057826  1058896  1071194  1071287  1071426  1072194  1072456  1073762  1116118  1119686  1119739  1119784  1121034  1121219  1123055  1123606  1126992  1166149  1170862  1177145  1177366  1200944  1226400  1235316  1253728, 262593  1256316, 263326  1256524, 1003055  1030071  1046768  1092643  1096344  1104674  1130432  1130557  1144619  1181659  1183219  1183258  1183832  1186164  1187205  1188323  1191077  1214464  1214861  1214921  1267388, 1006034  1033096  1047510  1095303  1097731  1105071  1130447  1139188  1147947  1182149  1183237  1183276  1186068  1186535  1187423  1188496  1191166  1214781  1214904  1215016  1275625, 1006038, 1006042, 1006046, 1256328, 1256342, 1256492  1256505, 1256537, R, 1267389, 1267390, 1275626, 0, 0, 0, 0, 0, 1275636, 1275638, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1299537  1299670  1299812  1299976  1300103  1300211  1300370  1300488  1300691  1300815  1300953  1302746  1327024  1327182  1327321  1354749  1354868  1354979  1355150  1355266  1355440  1355554  1355656  1355814  1366012  1402192  1402294  1402407  1402545  1444274  1444465  1444613  1449588  1449823  1450020  1450121  1450307  1450417  1450571  1450680  1466752  1466881  1553760  1553882  1576830  1576936  1577106  1577213  1577321  1583113  1583840  1591145  1622424  1622643  1627761  1627863  1627984  1665195  1665420  1665711  1665822  1665926  1666033  1666321  1666426  1666585  1667121  1667262  1667400  1667517  1667948  1668082  1668207  1668368  1668487  1668658  1668791  1668893  1669013  1669131  1669621  1669738  1670013  1670216, , 1299388  1302341  1302713  1326841  1354493  1365768  1402093  1405615  1443958  1449486  1453621  1466540  1470958  1553360  1553477  1576609  1590888  1591634  1622116  1622301  1627353  1664938  1700658, 1300906  1302351  1304364  1327315  1355862  1366030  1402608  1405883  1444575  1450592  1453730  1466796  1471133  1553398  1553875  1577416  1591237  1591737  1622228  1622617  1628045  1670140  1700796, 1708612, 1708794, 1276042  1280105  1282643  1293516  1306027  1307445  1310163  1316947  1332167  1346586  1368034  1373677  1380839  1383955  1385755  1399684  1431496  1436419  1463941  1464133  1474035  1475466  1475901  1479043  1479374  1486914  1505495  1516098  1522267  1558126  1558253  1558407  1568460  1571088  1594703  1604070  1616698  1674033  1679197  1679891  1680106  1697809  1717297, 1280091  1280453  1283316  1293952  1306550  1309529  1310202  1316974  1346320  1348793  1368160  1375504  1381942  1385582  1386597  1399854  1433186  1437053  1464099  1464435  1475440  1475546  1475938  1479349  1479425  1491529  1505626  1516186  1522577  1558199  1558288  1562632  1569898  1571123  1594867  1606709  1620220  1674542  1679492  1680061  1682051  1698100  1729616, 1280091, 1280093, 1280094, 1708617, 1708624, 1708775  1708782, 1708800, R, 1717310, 1717318, 1729623, 0, 0, 0, 0, 0, 1729669, 1729677, L0:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
