max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1    50247    55149   352106   352214   352628   352751   352856   353393   353536   353652   353758   353862   354064   355026   355550   355666   382546   386853  1852174  1852494  1852601  1852713  1995500  1995603  1995708  1995817  1995923  1996026  1996134  1996239  1996350  1996464  1996575  1996695  1996815  1996939  1997064  1997238  1997373  1997498  1997632  1997768  1998126  1998236  1998343  1998484  1998945  1999144  1999275  1999477  1999745  1999881  2000027  2000165  2000507  2000668  2021409, 1   40126   66058   94354  133004, 49899   382163  1995304  2020822  2021114, 55141   386847  2000660  2020951  2021274, 58105   389553  2005391  2032723, 63172   393775  2015581  2042894, 2000829, 2000838, 2000847, 2029870, 2029880, 2029891, 2030042  2030053, 2030343, 2030354, R, 2032746, 2032758, 2042906, 0, 0, 0, 0, 0, 2042980, 2042993, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2043180  2072919, 2043264, 2044732, 2044733, 2044735, 2059251, 2059252, 2059255, 2059405  2059407, 2059924, 2059926, R, 2072923, , , 1, 0, 0, 0, 1, 2072953, 2072957, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2072947, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2089421  2089531  2089632  2089754  2089867  2090050  2090158  2090268  2090389  2090509  2090633  2090758  2090881  2091010  2091141  2091281  2091428  2091560  2091704  2091821  2093350  2093627  2093731  2093847  2093949  2094060  2094161  2094315  2094459  2097887  2098001  2098124  2098226  2098343  2098453  2098557  2098677  2098835  2098942  2099163  2101369  2101494  2101630  2101818  2101934  2102046  2102212  2102336  2103570  2103717  2103876  2104010  2104136  2104243  2104346  2104479  2105487  2105597  2105710  2105820  2105934  2106042  2106150  2106307  2106443  2106592  2106721  2106850  2106964  2107676  2107886  2107994  2108886  2108988  2109114  2109255, , 2089175, 2109345, 2073083, 2073058  2073423, 2073449, 2073450, 2073451, 2086270, 2086272, 2086275, 2086426  2086428, 2086630, 2086632, L, 2089180, , 2109357, 0, 0, 0, 0, 0, 2109429, 2109443, L1:R2, 66.67, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2089183
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2109619  2110095  2110265  2110390  2110622  2110726  2110884  2112003  2112144  2119982  2120342, , 2109625  2112067  2119664, 2110937  2112380  2120402, 2130046  2145870, 2131282  2155857, 2110938, 2110940, 2110942, 2143273, 2143277, 2143282, 2143433  2143437, 2143744, 2143748, R, 2145880, 2145885, 2155863, 0, 0, 0, 0, 0, 2155895, 2155901, L1:R3, 75.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2159898  2160041  2160304  2160506  2160677  2160827  2161127  2161394  2161513  2161794  2161899  2162003  2162118  2173805  2174028  2174140  2174258  2174361  2174496  2174607  2174721  2174833  2174965  2175100  2175226  2175361  2175463  2176608  2176721  2176834  2176965  2177079  2177196  2177334  2177438  2177542  2177686  2177818  2177959  2178106  2183234  2183448  2183550  2183691  2183820  2183944  2184065  2185847  2185965  2186144  2186302  2186432  2186576  2186712  2186854  2186969  2187084  2187259  2187400  2187518  2187638  2187746  2187879  2188293  2188427  2188556  2189930  2190072, , 2159610  2159860  2173505, 2159794  2162131  2190158, 2156593, 2156623, 2156505, 2156506, 2156507, 2170660  2171004, 2170663, 2170669, 2170819  2170823, 2170832  2171511, 2170836, L, 2173514, , 2190170, 0, 0, 0, 0, 0, 2190242, 2190256, L2:R3, 80.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2173520
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2205536  2205675  2205791  2205895  2205996  2206111  2206246  2206349  2206454  2206583  2206714  2206843  2206971  2207107  2207246  2207381  2211631  2211952  2212066  2212183  2212289  2212391  2212496  2212597  2212705  2212851  2213000  2214474  2214584  2214745  2214848  2214956  2215075  2215183  2215343  2216421  2216525  2216628  2216736  2216873  2217007  2217171  2217513  2217705  2217812  2217955  2218056  2218168  2218316  2218433  2218543  2218679  2218795  2218948  2219098  2219236  2219367  2219520  2220230  2220448  2220556, , 2205293, 2220645, 2197961  2198084, 2197983  2198618, 2190980, 2190981, 2190982, 2202589, 2202591, 2202593, 2202744  2202746, 2203182, 2203184, L, 2205298, , 2220655, 0, 0, 0, 0, 0, 2220719, 2220730, L3:R3, 83.33, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2205301
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2226727, 2226892, 2221440, 2221441, 2221441, 2224309, 2224310, 2224312, 2224463  2224464, 2224779, 2224781, R, 2226731, 2226734, 2226894, 0, 0, 0, 0, 0, 2226912, 2226916, L3:R4, 85.71, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2320715  2321099  2354728  2354930  2355103  2374890  2375006  2375137, , 2320466  2320650  2321022  2354471  2354657  2374679, 2320601  2321003  2321242  2354564  2355307  2375081, 2226966  2239867  2240465  2304211  2308104  2381162, 2239826  2239897  2240674  2304621  2308215, 2239826, 2239828, 2239830, 2378626, 2378631, 2378638, 2378788  2378795, 2379251, 2379257, R, 2381175, , , 1, 0, 0, 0, 1, 2381243, 2381251, L3:R5, 75.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2381233, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2385202, , 2384898  2385125  2404246, 2385028  2385582, 2381398  2397058  2397248  2397752, 2381366  2381687  2397126  2397686  2397965, 2381881, 2381882, 2381883, 2401598, 2401601, 2401605, 2401756  2401759, 2402124, 2402128, L, 2404254, , , 1, 0, 0, 0, 1, 2404301, 2404307, L4:R5, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2404293, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2404558  2404898, , 2404544  2404874  2411872, 2404390  2404714  2405561, , , 2405562, 2405564, 2405566, 2408237  2408812, 2408239, 2408242, 2408393  2408395, 2408404  2409643, 2408408, L, 2411879, , , 1, 0, 0, 0, 1, 2411918, 2411923, L5:R5, 60.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2411911, 
