max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 6297992, , 6293615  6295152, 6294864  6295249, 6288196, 6288197, 6288198, 6293616, 6293618, 6293769  6293770, 6294866, R, 6297996, , , 1, 0, 0, 0, 1, 6298027, 6298031, L1:R9, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 6298020
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6298303  6298451, , , , 6302127, 6312796  6313446  6314073  6314780  6314873  6316497  6316697  6319370  6319744  6319969  6320104  6326339, 6312963  6314050  6314094  6314861  6316418  6316652  6319310  6319709  6319958  6320081  6322743, 6302128, 6302129, 6302130, 6312797, 6312800, 6312951  6312953, 6312965, , , , , 1, 1, 0, 0, 0, 6328022, 6328029, L1:R9, 40.00, 000(1)1, 000(1)1, , 204, no_go, 6328011
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , 6328288  6328583  6328942  6329069  6329509  6329952  6330232  6330687  6333363  6337125  6337553  6338461  6338753  6339132  6339212  6341593  6342793, 6328205  6328359  6328870  6329031  6329278  6329682  6329990  6330634  6333156  6333415  6337489  6337917  6338729  6338969  6339173  6340205  6341882  6342842, 6328552, 6328553, 6328554, 6328584, 6328587, 6328738  6328740, 6328872, , , , , 1, 1, 0, 0, 0, 6343943, 6343952, L1:R9, 40.00, 000(1)1, 000(1)1, , 204, no_go, 6343931
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 6353898, , 6344587  6345128  6345428  6345606, 6345013  6345177  6345571  6346579, 6344551, 6344551, 6344552, 6344588, 6344590, 6344741  6344742, 6345015, R, 6353904, , , 1, 0, 0, 0, 1, 6353941, 6353946, L0:R10, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 6353934
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6401275  6442963  6443082  6443420  6443578  6444356  6444474  6444649  6445409, 6474039, 6500478, 6370783  6400874  6401164  6402837  6427528  6442352  6442691  6446071, 6354357  6370995  6401144  6401306  6402873  6428140  6442578  6445845  6446277, 6465953  6467714, 6466748  6468840, 6354509, 6354510, 6354511, 6465958, 6465964, 6466115  6466120, 6466753, L, 6474051, 6474058, 6500485, 0, 0, 0, 0, 0, 6500528, 6500536, L1:R9, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6574146  6574261  6574685  6595027  6595228  6595769  6595894  6595995  6596099  6596205  6596308  6596427  6596546  6596668  6596837  6607134  6607243  6607887  6608006  6608110  6608581  6611715  6612214  6612744  6612861  6612976  6613084  6613220  6613457  6613614  6613837  6614402  6614666  6615106  6615218  6615321  6615435  6615561  6615724  6616496  6616638  6616740  6617273  6617426  6618164  6618347  6618475  6618737  6618851  6619567  6619746  6619881  6620056  6621223  6621339  6621486  6621614  6621821  6621973  6622496  6623156  6623564  6623924  6624102  6624310, 6502841  6504543  6517471  6531359  6534716  6536430  6541606  6552466  6552541  6569594, 6504512  6515778  6527769  6531679  6534939  6538368  6541892  6552516  6556221  6570153, 6573760  6578745  6594503, 6574858  6578869  6624317, 6589563  6590504, 6589760  6591144, 6501171, 6501171, 6501172, 6589569, 6589575, 6589726  6589732, 6589766, R, 6594516, , 6624318, 0, 0, 0, 0, 0, 6624328, 6624330, L1:R9, 30.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 6594524, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6624538  6624654  6626363  6626482  6626585  6626715  6627788  6638274  6638402  6638580  6638770  6657426  6657753  6659356  6668162  6668293  6668554  6668685  6668888  6669804  6669984  6684489  6684680  6685732  6685857  6728497  6728640  6729197  6729374  6737808  6737966  6738138  6738313  6738417, , , 6624362  6624419  6635350  6636978  6637546  6637914  6656995  6660538  6660653  6663944  6667805  6681841  6683638  6684348  6688283  6688350  6728020  6728163  6737496  6757460, 6624385  6627771  6636886  6637527  6637848  6638705  6659501  6660614  6663550  6667570  6670068  6682119  6683852  6685046  6688300  6690106  6728097  6729623  6738618, 6747427, 6748485, 6627773, 6627775, 6627777, 6747439, 6747451, 6747602  6747614, 6748497, R, 6757485, , , 1, 0, 0, 0, 1, 6757760, 6757761, L1:R9, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 6757588
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6757780  6757901  6758063  6789899  6790064, 6762186  6762338  6762711  6763165  6763860  6765584  6768354  6812391, 6762284  6762582  6762768  6763731  6763874  6765908  6769940  6842218, 6757984  6789662, 6757949  6758012  6790305, 6807663, 6808388, 6758474, 6758476, 6758478, 6807667, 6807673, 6807824  6807829, 6808393, L, 6812402, 6812408, 6842224, 0, 0, 0, 0, 0, 6842264, 6842271, L2:R8, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6873272  6873389  6897081  6897554  6897975  6928259  6928442  6928570  6928701  6928813  6928922  6929030  6929160  6929275  6929397  6929517  6929636  6929774  6938087  6939220  6939382  6942447  6942587  6942696  6943048  6943170  6943592  6943804  6944342  6944447  6944584  6944744  6947750  6947880  6948045  6948197  6949747, 6855143  6863161  6883891  6883988  6886858  6891087  6902135  6902673  6904394  6904663  6911755  6911848  6913004, 6856665  6865281  6883976  6885269  6887103  6891437  6902662  6902686  6904647  6904687  6911810  6912971  6913210, 6872985  6881070  6881110  6896803  6907834  6927881, 6874471  6881091  6881481  6898226  6908230  6949804, 6920079  6924409, 6920800  6924605, 6842758, 6842758, 6842759, 6920086, 6920095, 6920245  6920253, 6920808, R, 6927898, , 6949817, 0, 0, 0, 0, 0, 6950028, 6950029, L2:R8, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 6927907, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6953014  6953135  6953295  6953605  6953736  6953871  6953975  6954240  6954712  6978022  6978191  6979146  6993187  6993320  6993454  7006481  7161860  7162000  7239804  7239979  7240174, 6969018  6972862  6982138  6983008  6983369  6985786  6987947  6996794  6997408  6998431  6999745  7000584  7001639  7010064  7138068  7138118  7146510  7146978  7147190  7155227  7155663  7156089  7157928  7228361  7234125  7244067  7244491  7245222, 6970464  6974095  6982957  6983191  6985738  6987769  6988184  6997280  6998333  6999718  7000316  7000856  7001905  7010439  7138103  7139188  7146961  7147053  7147616  7155643  7156050  7156337  7158848  7230408  7235624  7236011  7244467  7244609  7245412, 6952762  6963021  6965017  6977754  6992986  7006220  7161595  7239547  7240083  7253526, 6954758  6964914  6965406  6979636  6994307  7007583  7162090  7240060  7240147, 7248947, 7250140, 6950502, 6950502, 6950503, 7248949, 7248954, 7249105  7249108, 7250143, R, 7253533, , , 1, 0, 0, 0, 1, 7253576, 7253581, L2:R8, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 7253569
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 7253799  7253990, , , 7254393  7272009, 7253842  7254658, 7264717  7267737, 7265729  7267896, 7254379, 7254380, 7254381, 7264718, 7264721, 7264872  7264874, 7265731, R, 7272015, , , 1, 0, 0, 0, 1, 7272052, 7272057, L2:R8, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 7272045
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 7272262  7302182  7302456  7315033  7315161  7315272  7746548  7746668, 7278945  7280048  7285351  7291294  7296446  7297059  7432292  7434489  7484579  7504483  7505685  7506079  7506303  7519965  7522764  7705469  7708025  7713238  7719214  7730371  7732518  7732592  7737775  7739478  7739643  7751114  7753368  7753788  7782429  7782634  7783083  7783666, 7280003  7280196  7285968  7292467  7297021  7297497  7434453  7434738  7485820  7505668  7505999  7506244  7507079  7520670  7525408  7707620  7710161  7715381  7721693  7732264  7732539  7733158  7739445  7739552  7740529  7751926  7753428  7756449  7782457  7783060  7783488  7784730, 7300383  7301734  7314824  7315454  7337936  7338273  7746234  7793025, 7274229  7300543  7302707  7315283  7316825  7338164  7338809  7747545, 7787520, 7788931, 7274229, 7274230, 7274232, 7787521, 7787524, 7787675  7787677, 7788933, R, 7793030, , , 1, 0, 0, 0, 1, 7793064, 7793068, L2:R8, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 7793058
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
