max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   148157   148473   148733   149310   149721   152373   152559   152779   152900   153050   902803  1090243  1090370  1090497  1090620  1090756  1090869  1090987  1091109  1091226  1091349  1091472  1091989  1092129  1092274  1092559  1092696  1092834  1092960  1093087  1093388  1093582  1093819  1113683  1113795  1113921  1114107  1114364  1114505  1114618  1114759  1117041  1117316  1142182  1142396  1142525  1142675  1142803  1142914  1143048  1143163  1143915  1144028  1144162  1144272  1144399  1144558  1177739  1227937  1228066  1228184  1228370  1228650  1228790  1229251  1229449  1229562  1229701  1229821  1229968  1230436  1230763  1230955  1231072  1231212  1231382  1231502  1231612  1231724  1231837  1232054  1232668  1232787  1232900  1233018  1233143  1233688  1233822  1233934  1234180  1235425  1235584  1236685  1236824  1236967  1259401  1259518  1259635  1270090  1270258  1270380  1270502  1298487  1298611  1298735  1298906  1299038  1299416  1299569  1299703  1314882  1315054  1321243  1321378  1321518  1321682  1321818  1371895  1372025  1372263  1372664  1383630  1383764  1384041  1384242  1384910  1385023  1385193  1385304  1385420  1385552  1385674  1385835  1386802  1386929  1387122  1387308  1387429  1387639  1387752  1387882  1387993  1388181  1388436  1388558  1388784  1388931  1389078  1389234  1389363  1390238  1390632  1390963  1391114  1391968  1392105  1393103  1393225  1393353  1393630  1394644  1394769  1394893  1395037  1395330  1441855  1442026  1442153  1442290  1442427  1442545  1442678  1442826  1442947  1444970  1445221  1445348  1452844  1452989  1453122  1453253  1453413  1453550  1453724  1453851  1453972  1454100  1454234  1454352  1454465  1454589  1454710  1454842  1454965  1455153  1455271  1455407  1455538  1459269  1459410  1459523  1460089  1460234  1460383  1460519  1460672  1461883  1462075  1462189  1462725  1462988  1463116  1463426  1463572  1463718  1463864  1464756  1464898  1465057  1465211  1465335  1466669  1466803  1491992  1492180  1492501  1492627  1492771  1493249  1493360  1493476  1493623  1499173  1499308  1500584  1500701  1500816  1500933  1501451  1501584  1501728  1501851  1501977  1502255  1502371  1502490  1502610  1502748  1502864  1502983  1503114  1503299, 1   162174   162565   162758   903961   904076  1080291  1080429  1080600  1080721  1080839  1080952  1081081  1081195  1081303  1081418  1081540  1081651  1081769  1081890  1082007  1082127  1082245  1082374  1082503  1082630  1082760  1082901  1083032  1083187  1085362  1085515  1085798  1086012  1086174  1086425  1086594  1086749  1086903  1087179  1100534  1100845  1188402  1188653  1188774  1188986  1189195  1189327  1189465  1189744  1190108  1190265  1190394  1190532  1190657  1190930  1191050  1191189  1191299  1191726  1191838  1191969  1192867  1192977  1193405  1193692  1193844  1193993  1194120  1194311  1195815  1195936  1196876  1197300  1197519  1198310  1198553  1198716  1198877  1199005  1199141  1199541  1209319  1209895  1211476  1211974  1212409  1242176  1242789  1242925  1243058  1243482  1243597  1243736  1243892  1244125  1261217  1261335  1262053  1262937  1263076  1287720  1289660  1324789  1324901  1325740  1325990  1327152  1381555  1427895  1428092  1429983  1430191  1430995  1431104  1431729  1431843  1432442  1433415  1433591  1434136  1434777  1434886  1435049  1435206  1435331  1435713  1435832  1435952  1436530  1436914  1437036  1438033  1438865  1439031  1439266  1440308  1440483  1469143  1469378  1469496  1469628  1469748  1469872  1470002  1470129  1470258  1470396  1470533  1470742  1470851  1471130  1476441  1476647  1477183  1477406  1477560  1478571  1479389  1479613  1479725  1481621  1481757  1481939  1482491  1482643  1482797  1482932  1483159  1483857  1484086  1486774  1487076  1487239  1487447  1490956  1497858  1506758  1507093  1507214  1507331  1507444  1507562  1507673  1507795  1507919  1508036  1508160  1508288  1508481  1508606  1508945  1509072  1510159  1510764  1512185  1512312  1512543  1512954  1513064  1513246  1513496  1513637  1513778  1514668  1515484  1515626  1515772  1515932  1516451  1517901, 151767  1090033  1093168  1113540  1141947  1143736  1144388  1177493  1227747  1235250  1236513  1236611  1259214  1269990  1298301  1314727  1321064  1371684  1383404  1385046  1386757  1388132  1388269  1392924  1441625  1444755  1452631  1463985  1464479  1466477  1491883  1498987  1500468  1501308  1502170  1502243, 153128  1093076  1093867  1117292  1143137  1144350  1144554  1177883  1234197  1235661  1236567  1236999  1259709  1270523  1299795  1315035  1321897  1372687  1384265  1385811  1388004  1388242  1392119  1395311  1442939  1445169  1463907   146402  1465372  1466782  1493766  1499325  1500854  1502005  1502226  1503312, 155620  1140250  1140518  1178563  1306000  1322601  1365315  1370996  1504780, 156350  1140325  1141078  1178920  1306217  1322870  1365485  1371232  1504966, 161453   161635  1079360  1079696  1100220  1122380  1138842  1138948  1168492  1181034  1187868  1208963  1241596  1260917  1263667  1287419  1288116  1289428  1291020  1291754  1293208  1293763  1307370  1324544  1325476  1355860  1360945  1361817  1362031  1362383  1363251  1363440  1381280  1425715  1427535  1437859  1439635  1468623  1483630  1486519  1488270  1488993  1497481  1506448, 161613   162774  1079586  1087471  1100939  1122756  1138910  1139282  1168643  1181415  1199564  1213030  1244104  1263091  1263748  1287917  1288962  1289558  1291435  1293042  1293314  1293878  1308741  1324969  1326099  1356051  1361020  1361956  1362144  1362497  1363364  1363581  1381569  1425828  1437061  1439249  1440879  1483154  1484057  1487531  1488552  1489016  1497880  1518644, 1441172, 1441178, 1441184, 1504781, 1504782, 1504933, 1504967, R, 1506451, 1506453, 1518649, 0, 0, 0, 0, 0, 1518687, 1518693, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1524487  1524619  1524794  1524925, 1518787  1519110  1521257  1523320  1530646  1530908  1531032  1531156  1531287  1531406  1531535  1531869  1532380  1538145  1538319  1539050  1539296  1539491  1540840  1540984  1541604  1541821  1541985  1542122  1542404  1542619  1543537  1543686  1543916, 1524242, 1524908, 1527016  1527546  1527828, 1527182  1527636  1528102, 1518793  1521007  1530172, 1519042  1521438  1544314, 1520336, 1520337, 1520339, 1527019, 1527022, 1527173, 1527185, R, 1530180, 1530185, 1544322, 0, 0, 0, 0, 0, 1544370, 1544378, L0:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1562931  1563062  1563206  1563320  1563621  1563736  1563852  1564002  1564114  1564315  1564450  1564938  1565412  1565526  1565656  1565798  1565919  1566325  1585018  1585140  1585313  1585426  1585607  1585722  1585837  1585956  1586098  1586214  1586327  1586445  1586598  1586734  1587948  1588082  1588405  1588574, 1545097  1545223  1546820  1547358  1548901  1549054  1549273  1550279  1550532  1551574  1552008  1559285  1559482  1559775  1568947  1569745  1569907  1571535  1572413  1572556  1572771  1574728  1575601  1575739  1577695  1578424  1578547  1578674  1578843, 1562744  1564310  1564832  1565261  1565378  1584824, 1564282  1564341  1564897  1565280  1566343   158882, 1582679  1584046, 1582864  1584089, 1544505  1547986  1552616  1559017  1568751, 1547621  1552149  1552818  1559741  1579415, 1547622, 1547623, 1547625, 1582688, 1582698, 1582849, 1582873, L, 1584844, , 1588835, 0, 0, 0, 0, 0, 1589009, 1589011, L1:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1584856
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1589120  1589312  1589429  1589947  1590062  1591261  1591384  1591542  1591657  1591784  1591896  1594042  1594153  1594317  1594596  1604878  1605003  1605183  1605302  1605426  1605543  1605683  1605798  1605910  1606032  1606157  1606308  1606517  1606652  1608415  1608550  1608674  1608879  1609331  1609465  1609580  1609907, 1596247  1596947  1597616  1598434  1598560  1598687, 1589030  1593867  1604720, 1591724  1594546  1609927, 1602251  1602541  1603856, 1602422  1602642  1603887, 1596073  1600256, 1598665  1600266, 1591725, 1591727, 1591729, 1602255, 1602262, 1602411, 1602427, L, 1604732, , 1609936, 0, 0, 0, 0, 0, 1609993, 1610003, L2:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1604739
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1610144  1611517  1611790  1611916  1612143  1612264  1612446  1613747  1613873  1625512  1625627  1625740  1625895  1626041  1626165  1626290  1626402  1626523  1626650  1626771  1626899  1627017  1627143  1627974, 1615700  1616500  1617715, 1611662  1625372, 1613760  1628207, 1618677, 1618844, 1615211  1617306, 1616567  1617650, 1610586, 1610587, 1610588, 1618680, 1618684, 1618835, 1618848, L, 1625380, , 1628213, 0, 0, 0, 0, 0, 1628253, 1628260, L3:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1625384
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1628375  1628532  1628656  1628772  1629076  1629193  1629307  1629432  1629582  1629706  1630024  1630433  1630546  1630657  1631068  1631927  1632092  1632270  1632619  1632742  1633234  1633347  1633769  1633988  1648528  1648716  1649037  1649200  1649342  1652192  1652318  1652429  1652551, 1636510  1637671  1638324  1639571  1640312  1640597  1646180  1646425  1650458  1650830  1657757  1657968  1658077  1658293  1658406  1658517  1658639  1658759  1658887  1659083  1662296  1662772  1663019  1663796  1665299  1665912  1666046  1666715  1668215  1668421  1668826  1669238  1669452  1670159  1670267  1670798  1670955  1672638  1672854, 1628366  1632414  1648386  1651807  1652089, 1632232  1633970  1649286  1651956  1652517, 1654770, 1654953, 1635678  1639808  1645479  1649928  1657425, 1639761  1640569  1646395  1650960  1672964, 1632234, 1632237, 1632240, 1654778, 1654788, 1654939, 1654963, R, 1657444, 1657454, 1673134, 0, 0, 0, 0, 0, 1673140, 1673141, L3:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1676899  1677021  1677179  1677290  1677524  1677667  1677794  1677954  1678100  1678353  1695253  1695377  1695555  1695735  1695889  1696435  1696802  1697786  1697903  1698620  1698740  1698850, 1673815  1674606  1679793  1679908  1680204  1680449  1689631  1690022  1690187  1691583  1692260  1692469  1693340  1693503  1693638  1694073  1704635  1704806  1705022  1705132  1705251  1705367  1705505  1705634  1705891  1710181  1710317  1710503  1710624  1710740  1711336  1711480  1711616  1712114  1712347  1713417  1713559  1713695  1714537  1714685  1717064  1717208  1717646  1717784, 1676696  1695102, 1678298  1698816, 1700334  1700962  1701194  1701338  1701725, 1700795  1701180  1701263  1701488  1701975, 1673163  1679542  1687031  1689292  1693667  1704239, 1674577  1680481  1687547  1693611  1694050  1718001, 1674578, 1674579, 1674580, 1700341, 1700349, 1700500, 1700803, R, 1704258, 1704267, 1718001, 0, 0, 0, 0, 0, 1718007, 1718009, L3:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1731803  1732004  1732148  1732267  1732388  1732505  1732653  1733544  1733729  1738688  1738813  1738977  1739099  1739209  1739328  1739599  1739742  1740222  1740795  1740947  1741083  1741236  1741593  1741780  1741917  1742086  1742219  1742750  1742884  1743033  1743143  1752777  1752923  1753034, 1718426  1720360  1722076  1722553  1745075  1745195  1745312  1745496  1745730  1746239  1746350  1747064  1747181  1747512  1759559  1759679  1759867  1760082  1760193  1760305  1760451  1760581  1760691  1760989  1761112  1763975  1764102, 1731563  1733395  1733596  1738383  1738528  1752557, 1732682  1733579  1733656  1738474  1742992  1753061, 1757913, 1758100, 1718041  1718161  1719843  1721359  1744427  1749336  1759161, 1718138  1718401  1720279  1722506  1747471  1749570  1764432, 1718518, 1718520, 1718521, 1757923, 1757933, 1758084, 1758110, R, 1759182, 1759194, 1764445, 0, 0, 0, 0, 0, 1764631, 1764632, L3:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1782736  1782868  1783013  1783126  1783286  1783400  1783526  1784165  1784281  1784399  1784512  1784695, 1764953  1765123  1765229  1765832  1765959  1766671  1766863  1767004  1767163  1768707  1768851  1769764  1769907  1770544  1771328  1771721  1772751  1773457  1773576  1773726  1777401  1778483  1778658  1779004  1779204  1779704  1788386  1788529  1788723  1788831  1788945  1789061  1789172  1789452  1789609  1790002  1790144  1790280  1793716, 1782556  1784113, 1783574  1784563, 1785987, 1787037, 1764644  1771947  1772760  1777213  1788011, 1771920  1771960  1773736  1779660  1794044, 1771922, 1771925, 1771928, 1785994, 1786001, 1786152, 1787044, R, 1788026, 1788035, 1794055, 0, 0, 0, 0, 0, 1794115, 1794126, L3:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1806124  1806247  1806461  1806605, 1795654  1795899  1796349  1796531  1796828  1796934  1797143  1797834  1799226  1799340  1799925  1800731  1800856  1801090  1801712  1802081  1802373  1804456  1805039  1808237  1808434  1808555  1808666  1808781  1808898  1809018  1809162  1809289  1813352  1813480  1813748  1813947  1814682  1814844, 1805920, 1806417, 1807166, 1807338, 1794783  1798646  1804205  1807930, 1798017  1802309  1805086  1815038, 1794769, 1794770, 1794771, 1807170, 1807176, 1807327, 1807343, R, 1807941, 1807947, 1815046, 0, 0, 0, 0, 0, 1815095, 1815104, L3:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 
