max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_well_all_on_ts, L_well_all_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1509908  1510015  1510123  1510257  1510383  1510560  1510667  1510785  1510897  1511009  1511130  1511260  1511393  1511883  1512019  1512426  1512547  1512703  1512840  1513162  1513267  1513421  1513575  1514074  1514835  1514980  1515140  1515299  1515448  1515606  1516386  1516525  1516674  1516809  1516922  1517034  1517390  1517502  1517652  1517796  1518638  1518786  1518957  1519064  1525445  1525555  1525686  1525806  1525939  1526076  1526183  1526418  1526564  1526675  1526804  1526955  1527083  1527227  1536330  1536538  1536707  1537216  1537320  1537426  1537540  1547594  1547703  1547916  1548205  1548333  1548461  1548573  1548700  1548851  1548987  1549289  1633571  1633805  1634010  1634123  1634456  1634599  1634718  1671525  1671666  1671803  1671937  1672061  1672198  1672341  1680637  1680748  1680879  1681044  1681150  1681255  1681367  1681481  1681599  1681722  1681887  1682020  1682148  1682291  1682455  1682560  1682684  1682834  1683178  1683610  1683711  1683847  1684321  1684433  1684592  1684709  1684838  1684969  1685107  1685220  1685325  1685660  1685950  1686100  1686225  1686499, 1519005, 1519011, 1519017, 1509914  1525051  1536130  1547279  1547933  1633352  1633440  1671178  1680426, 1518999  1527210  1537551  1547872  1549263  1633383  1634732  1672440  1686517, 1673489  1675858  1679685  1679805, 1673493, 1673499, 1673650  1673654, 1675640  1675997  1679759  1680030, 1675645, , , 0, 0, 0, 0, 0, , 1686595, 1686608, L2:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1531478  1532072  1533285  1534199  1552812  1552913  1559431  1629842  1636062  1636373, 1531546  1532976  1533402  1534343  1552894  1557418  1559450  1630019  1636268  1637158, R, 1680438, 1680445, 1686528, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1691177  1691348  1691556  1691682, 1687374, 1687375, 1687376, 1686778  1687470  1690929, 1686876  1688031  1691649, 1692553, 1692555, 1692559, 1692710  1692713, 1692815, 1692818, , , 0, 0, 0, 0, 0, , 1700713, 1700719, L3:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1693927, 1700684, L, 1693935, , 1700688, 1693939
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1707656  1707757  1707934  1708054  1708160  1708267  1708380  1708496  1708639  1708772  1709905  1710025  1710186  1710352  1710518  1710623  1710759  1711189  1711774  1711884  1711991  1712184  1712289  1712435  1712542  1712731  1712893  1713011  1713147  1713603  1713713  1713819, 1701261, 1701261, 1701262, 1707318, 1713947, 1705839, 1705840, 1705843, 1705994  1705996, 1706122, 1706124, , , 0, 0, 0, 0, 0, , 1713997, 1714005, L3:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1702592  1705236, 1704646  1705604, R, 1707323, 1707326, 1713954, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1716237  1716343  1716469  1716631  1716745  1716909  1717203  1717402  1717544  1717786  1717888  1717995, 1714657, 1714658, 1714659, 1715755  1715944  1717065  1717630, 1715765  1716955  1717601  1717948, 1719964, 1719968, 1719972, 1720123  1720127, 1720177, 1720181, , , 0, 0, 0, 0, 0, , 1730523, 1730529, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1721925, 1730484, L, 1721934, , 1730489, 1721939
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1731125, 1731126, 1731127, , , 1735968  1736320, 1735971, 1735976, 1736127  1736131, 1736142  1736797, 1736146, , , 0, 0, 0, 0, 0, , 1737075, 1737081, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1730618  1731141  1731291  1734130  1734165  1734513  1734749  1734917, 1730740  1731154  1731461  1734150  1734248  1734529  1734767  1737036, L, 1736154, , 1737041, 1736159
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1738429  1738720  1738823  1738925  1739081  1753741  1754266  1754368  1754552  1754655  1754769  1764926  1765056  1765226  1773768  1773884  1773996  1774171  1774275  1774384  1774493  1774606  1774721  1774838  1774960  1775089  1775295  1775427  1775581  1775868  1776011  1776114  1776226  1776385  1776533  1776712  1777047  1777525  1777676  1777839  1777953  1778088  1778240  1778378  1778539  1778708  1778872  1779176  1779383  1779505, 1737697, 1737698, 1737699, 1738199  1753318  1754088  1764494  1764762  1773530, 1739192  1753686  1754895  1764736  1765363  1779563, 1770863  1771077  1771166, 1770869, 1770877, 1771028  1771036, 1771049  1771144  1772186, 1771056, , , 0, 0, 0, 0, 0, , 1779786, 1779787, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1741575  1751228  1751683  1752009  1757431  1757499  1767547, 1749355  1751494  1751750  1752037  1757441  1759109  1770095, R, 1773546, 1773556, 1779576, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1779796  1780032  1780135  1780256  1780399  1780528  1780634  1780739  1783644  1783747  1783902  1784018  1784134  1784282  1784385  1784612  1792548  1792830  1793001, 1780722, 1780724, 1780726, 1779802  1783281  1783310  1792273, 1780721  1783301  1784575  1792960, 1793551, 1793556, 1793564, 1793715  1793721, 1794327, 1794334, , , 0, 0, 0, 0, 0, , 1801610, 1801619, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1786644  1787294  1789621  1789733  1795478, 1787042  1788793  1789701  1789854  1801557, L, 1795492, , 1801564, 1795500
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1804722  1804902  1805009  1805123  1805233  1805398  1805562  1806988  1807136  1807244  1823624  1823729  1823850  1823965  1824284  1840106  1840208  1840313  1840419  1840596  1840842  1851222  1851335  1851439  1851593  1851696  1851804  1851911  1852022  1852138  1852254  1852376  1852504  1852669  1852977  1853132  1853358  1853501  1853637  1853767  1853876  1854957  1855075  1855186  1855335  1855437  1855544  1855663  1855798  1856149  1856545  1856663  1856848  1857044  1857155  1857272  1857414  1857584  1857835  1857981  1858242  1858368  1858517  1858627  1858734  1858914, 1802096, 1802097, 1802098, 1804367  1806673  1817033  1823138  1824353  1839989  1850974, 1805565  1807403  1817545  1824341  1824373  1840905  1858992, 1849780, 1849788, 1849798, 1849949  1849957, 1850166, 1850175, , , 0, 0, 0, 0, 0, , 1859005, 1859008, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1801738  1809847  1819872  1819977  1820045  1821615  1842766  1847710, 1802030  1811178  1819945  1820016  1820316  1822209  1844736  1848341, R, 1850993, 1851002, 1858993, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1861590  1861698  1861966  1862123  1862238  1862470  1862664, 1860709, 1860711, 1860712, 1859045  1860721  1861384, 1860709  1860960  1862626, 1863488  1863726  1863851, 1863490, 1863495, 1863646  1863649, 1863694  1863793  1864382, 1863697, , , 0, 0, 0, 0, 0, , 1872021, 1872028, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1866038, 1871984, L, 1866047, , 1871989, 1866053
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1876370  1876490  1876821  1876967  1877074  1877234, 1873261, 1873263, 1873264, 1875973, 1877284, 1877755, 1877758, 1877762, 1877914  1877917, 1877927, 1877931, , , 0, 0, 0, 0, 0, , 1887166, 1887173, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1872575  1874438  1874717  1874736  1878890, 1873260  1874641  1874725  1874744  1887131, L, 1878899, , 1887136, 1878904
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1891905  1892209  1892332  1892441  1892574  1905760  1905870, 1887880, 1887881, 1887882, 1891533  1905461, 1892600  1906212, 1907032, 1907036, 1907042, 1907192  1907197, 1907207, 1907212, , , 0, 0, 0, 0, 0, , 1915744, 1915751, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1887256  1889160  1889665  1890282  1890316  1903057  1908066, 1887621  1889344  1890172  1890290  1890328  1903677  1915700, L, 1908076, , 1915706, 1908083
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1921105  1921218, 1916516, 1916517, 1916518, 1920800, 1921473, 1922276, 1922278, 1922281, 1922431  1922433, 1922441, 1922443, , , 0, 0, 0, 0, 0, , 1929687, 1929691, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1918279  1923364, 1919294  1929660, L, 1923370, , 1929663, 1923373
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1934823  1934929  1935038  1935146  1935254  1935367  1935483  1935601  1935719  1935852  1936347  1937552  1937654  1937780  1937934  1938062  1938172  1938318  1938456  1938722  1938893  1939014  1939271  1939377  1939515  1939681  1939871, 1931952, 1931953, 1931954, 1934523, 1940009, 1933439, 1933441, 1933443, 1933594  1933596, 1933604, 1933606, , , 0, 0, 0, 0, 0, , 1940055, 1940063, L7:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1930351  1932690, 1931951  1932826, R, 1934528, 1934531, 1940015, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1940160  1940968  1941076  1941199  1941328  1941476  1946477  1946583, 1941461, 1941463, 1941464, 1940821, 1941460, 1945402, 1945404, 1945408, 1945559  1945562, 1945571, 1945574, , , 0, 0, 0, 0, 0, , 1955967, 1955973, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1943206  1944840  1948239, 1944645  1945362  1955934, L, 1948247, , 1955938, 1948251
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1962295  1962403  1962506  1962645  1962788  1962907  1963333  1963440  1963797  1963955  1964074  1964349  1964474  1964582  1983266  1983459  1983754  1983858  1984010  1989004  1989136  1992758  1992867  1992988  1993334  1993460  1993563  1993666  1993772  1993879  1993991  1994102  1994206  1994325  1994450  1994605  1994738  1994887  1995057  1995189  1995296  1995415  1995542  1995696  1995850  1996032  1996176  1996316  1996455  1996576  1996753  1997005  1997208  1997341  1997444  1997772, 1956473, 1956474, 1956474, 1961993  1977608  1983000  1988630  1993013, 1964562  1977675  1983986  1989238  1997758, 1991806, 1991813, 1991822, 1991973  1991981, 1992074, 1992082, , , 0, 0, 0, 0, 0, , 1997984, 1997986, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1958875  1966584  1966672  1979420  1980380  1990092  1990219  1991330  1991382, 1959539  1966603  1967999  1979983  1981253  1990133  1991244  1991354  1991400, R, 1993031, 1993041, 1997785, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2003319  2003715  2003871  2003974  2004160  2004324  2004463  2004568  2004816  2004955  2005108, 1998523, 1998524, 1998524, 2003376, 2005067, 2005538, 2005541, 2005545, 2005696  2005701, 2007496, 2007500, , , 0, 0, 0, 0, 0, , 2014074, 2014080, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1999926  2001111  2008425, 2000992  2001137  2014038, L, 2008434, , 2014042, 2008439
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2018537  2018648  2018762  2018911  2019017  2019127  2019240  2019351  2019464  2019587  2019755  2020067  2020216  2020504  2020650  2020772  2020899  2021020  2021138  2021846  2022416  2022595  2022712  2022869  2023174  2023282  2023457  2023592  2023752  2024075, 2015067, 2015068, 2015069, 2018238, 2024236, 2017379, 2017380, 2017383, 2017534  2017536, 2017544, 2017546, , , 0, 0, 0, 0, 0, , 2024285, 2024292, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2014675  2015435, 2014948  2015817, R, 2018243, 2018247, 2024242, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2024396  2025824  2025934  2026043  2026157  2042602  2042806  2042969  2043167  2043299  2043468  2051384  2051535  2051678  2051831, 2026110, 2026111, 2026113, 2025376  2042346  2050665, 2026109  2043416  2051896, 2052798, 2052803, 2052811, 2052961  2052967, 2053502, 2053508, , , 0, 0, 0, 0, 0, , 2060548, 2060556, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2027767  2044907  2045021  2048422  2048972  2054296, 2029359  2044933  2046203  2048942  2049023  2060498, L, 2054309, , 2060504, 2054316
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2064133  2064236  2064340  2064528  2064633  2064864  2064969  2065146  2065300  2084959  2085066  2085228  2085333  2085638  2090143  2090320  2090498  2090605  2090708  2090815  2090917  2091024  2091135  2091247  2091370  2091519  2091661  2092122  2092556  2092668  2092810  2092923  2093152  2093291  2093733  2093871  2094035  2094179  2094324  2094466  2094669  2094817  2095155  2095302  2095407  2095539  2096069  2096208  2096364  2096518  2096669  2096805  2096910  2097013  2097127  2097257  2097402, 2062201, 2062202, 2062203, 2063830  2084675  2090098, 2065271  2085633  2097560, 2088799, 2088805, 2088812, 2088962  2088968, 2089173, 2089179, , , 0, 0, 0, 0, 0, , 2097650, 2097664, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2061286  2077615  2081526  2081831  2083006  2087013  2087121  2087800, 2062200  2078213  2081535  2082799  2083493  2087044  2087723  2087811, R, 2090111, 2090118, 2097573, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2098042, 2098782, 2098783, 2098785, 2097836  2098202, 2098159  2098362, 2100204  2100607, 2100207, 2100209, 2100360  2100362, 2100435  2100931, 2100437, , , 0, 0, 0, 0, 0, , 2110294, 2110299, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2103362, 2110266, L, 2103369, , 2110269, 2103373
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2114613  2114734  2114979  2115083  2115190  2115461  2121787  2121894  2122002  2122117  2122230  2122340  2122448  2122560  2122678  2122798  2123000  2123135  2123272  2123567  2123669  2123802  2124487  2124775  2126206  2126356  2126524  2126637  2126742  2126853  2127005  2127161  2127354  2127463  2127565, 2110870, 2110871, 2110871, 2114305  2121487, 2115441  2127591, 2119063, 2119067, 2119072, 2119223  2119227, 2119486, 2119490, , , 0, 0, 0, 0, 0, , 2127654, 2127663, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2111134  2111266  2112028  2117259  2117461, 2111141  2111744  2112361  2117344  2118034, R, 2121496, 2121502, 2127600, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2134060  2134236  2134342  2134444  2134554  2134664  2134776  2134897  2135059  2135522  2136112  2136416  2136536  2136716  2136872  2137187  2137421  2137632  2137787  2137956  2138114  2138271  2138429  2138773  2138882  2139013  2139200  2139396  2139578  2139893  2140054  2140213  2140369  2140530  2141298  2141969  2142095  2142234  2142335  2142442  2142638  2142859  2143035  2143321  2143460  2143611  2143822  2143963  2144111  2144239  2144397  2144803  2144943  2145094  2145198  2145325, 2128768, 2128769, 2128770, 2127799  2133770, 2127839  2145335, 2131981, 2131982, 2131985, 2132136  2132138, 2132515, 2132517, , , 0, 0, 0, 0, 0, , 2145406, 2145416, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2130295, 2131078, R, 2133775, 2133778, 2145345, 
