max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1  1051234  1051346  1051459  1167676  1168329  1168529  1250976  1251255  1252027  1253248  1254203  1254434  1254597  1254732  1254841  1254948  1255096  1255212  1255353  1255462  1255580  1255800  1255950  1256087  1256220  1256354  1256466  1256584  1256741  1256869  1257037  1257156  1257282  1257413  1257550  1257747  1257860  1257979  1258101  1258216  1258330  1258465  1258611  1258728  1258856  1258966  1259096  1259304  1259469  1299382  1299497  1299657  1374897  1375036  1375151  1375455  1375686  1375792  1375916  1376027  1376147  1376259  1376369  1376478  1376670  1376882  1377016  1377133  1378017  1378383  1378542  1409381  1409495  1409601  1409720  1409841  1410037  1410200  1410530  1411838  1413670  1413777  1413893  1414007  1414139  1414254  1414371  1414493  1414724  1414850  1414970  1415112  1415244  1415364  1415484  1415611  1415739  1415874  1416004  1416139  1416340  1416478  1417332  1417493  1417706  1417821  1417953  1418115  1418637  1418775  1418896  1419003  1419122  1419238  1419357  1419475  1419611  1419724  1419832  1419987  1420108  1420257  1420363  1420565  1420679  1420831  1421662  1421784  1423529  1423706  1473349  1473504  1528704  1528814  1529838  1531752  1547309  1627891  1628045  1642534  1642649  1642785  1643032  1643139  1643244  1645010  1645129  1645363  1646157  1646438  1646698  1646816  1647457  1648973  1649099  1649272  1649426  1649547  1649654  1649879  1649988  1650124  1650253  1650383  1650490  1650604  1650719  1650842  1650950  1651060  1651171  1651280  1651391  1651517  1651631  1651745  1651862  1652000  1652118  1652235  1652350  1652476  1652606  1652744  1652864  1652978  1653098  1653866  1654022  1654230  1654340  1654451  1654575  1654697  1654825  1655083  1655232  1655370  1655515  1655632  1655768  1655884  1655993  1656105  1656227  1656364  1656516  1656665  1656819  1657030  1686467  1686601  1686712  1686824  1687106  1710009  1710115  1710222  1710331  1710488  1710621  1710734  1710878  1733765  1735759  1735989  1736117  1736226  1736333  1736445  1736568  1736779  1736918  1737036  1737262  1737406  1737553  1737682  1737822  1737963  1738104  1738358  1738489  1738601  1738766  1738913  1739025  1739173  1739281  1739558  1739713  1739883  1740023  1740133  1740318  1741260  1741378  1741493  1741601, 1  1052684  1052791  1052893  1053095  1053218  1053376  1054910  1055037  1055790  1055893  1157912  1184124  1184252  1184400  1184797  1185735  1190114  1190634  1210820  1224557  1224675  1224786  1224889  1224992  1225105  1225214  1225336  1225457  1225562  1225680  1225826  1227532  1227793  1228342  1228623  1228883  1229122  1229308  1229426  1229541  1229660  1230377  1230490  1230593  1230817  1230924  1231079  1231206  1231310  1231703  1231842  1231976  1232104  1232308  1232453  1232562  1232871  1233014  1233170  1233333  1233478  1233602  1233779  1233901  1234037  1234179  1234320  1234481  1234725  1234839  1234956  1235059  1235166  1235272  1235379  1235483  1235700  1235825  1236759  1236894  1237145  1237309  1237413  1237675  1237794  1238029  1341885  1343832  1387597  1387715  1387843  1387978  1388224  1388432  1388554  1388676  1388822  1389075  1389191  1389293  1389488  1389670  1389792  1389918  1390050  1390247  1390504  1410497  1410605  1410707  1410813  1410925  1411043  1411794  1412873  1412990  1413114  1437536  1446412  1457846  1457947  1458053  1458319  1458426  1458529  1458640  1458757  1458864  1458974  1459085  1459200  1459313  1459423  1459561  1459678  1459779  1459934  1460055  1460175  1460293  1460415  1460526  1460663  1460774  1460962  1461117  1461232  1461448  1461607  1461738  1461918  1462051  1462161  1492425  1492619  1492748  1492859  1493003  1493105  1493306  1644172  1644293  1644402  1644537  1644643  1644749  1656811  1656918  1657039  1665154  1665267  1665372  1665476  1665589  1665798  1665914  1666039  1666147  1666258  1666378  1666491  1666637  1666830  1666966  1667088  1667195  1667331  1667463  1667586  1667708  1667887  1668130  1668263  1668388  1668575  1668682  1668822  1668954  1669089  1669234  1669377  1669527  1669671  1669822  1670076  1670225  1670490  1670595  1691400  1691681  1691865  1691977  1692081  1692186  1692292  1711266  1711373  1711631  1711765  1712952  1715917  1716098  1716540  1716668  1767979  1768113  1768224  1768360  1768485  1768598  1768700  1768820  1768963  1769077  1769204  1769332  1769459  1769715  1769852  1769995  1770135  1771334  1771441  1771673  1771896  1772067  1772183  1772313  1772423  1772830  1773079  1773281  1780673, 1165922  1167971  1168097  1168216  1248604  1249614  1250722  1251372  1252608  1252962  1253966  1254144  1298566  1298861  1354996  1355537  1372584  1374712  1378225  1412624  1416956  1421350  1422542  1423148  1425024  1473117  1473203  1528431  1529380  1590145  1592645  1649037  1649149  1653463  1686255  1730799  1735595  1741026  1817747, 1166141  1168054  1168173  1168470  1249423  1250347  1251290  1252549  1252713  1253804  1254102  1259559  1298797  1299718  1355162  1355777  1372968  1378123  1378545  1416935  1421086  1421799  1423136  1423773  1425107  1473185  1473638  1529021  1529796  1590206  1593180  1649084  1653411  1656992  1687128  1730954  1740270  1741706  1817928, 1184052  1184327  1224504  1224588  1224720  1236507  1339599  1341198  1341640  1387048  1457562  1491931  1580113  1589653  1665068  1691179  1692305  1692886  1715800  1716256  1767413  1767541  1770556  1779729  1779810  1780093  1780326  1781170  1790432, 1184118  1184405  1224563  1224666  1235896  1238041  1339672  1341260  1341702  1390597  1462231  1493389  1580345  1589714  1670782  1692256  1692364  1692922  1715811  1716629  1767507  1770411  1773233  1779761  1779853  1780302  1780662  1781195  1790616, 1194459  1346333  1618441  1814681, 1195149  1347559  1619950  1814904, 1634320, 1634332, 1634344, 1814686, 1814692, 1814843  1814848, 1814909, L, 1817759, 1817765, 1817934, 0, 0, 0, 0, 0, 1817976, 1817984, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1818189  1828201  1831923  1847129  1848961  1849095  1849220  1849327  1849435  1849549  1849702  1849829  1849972  1850096  1850225  1850335  1850442  1850553  1850667  1850881  1851015  1851149  1851280  1851464  1851577  1851686  1851794  1851953  1852063  1852177  1852283  1852390  1852502  1852649  1852760  1857611, , 1848911  1857410  1857794, 1852793  1857758  1857921, , , 1887086  1887414, 1887290  1888053, 1820343, 1820344, 1820345, 1887092, 1887099, 1887250  1887256, 1887297, , , , , 1, 1, 0, 0, 0, 1902363, 1902371, L1:R0, 100.00, 000(1)1, 000(1)1, 204, no_go, 1902352
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916065  1916190  1916367  1916484  1916600  1916785  1916895  1917002  1917285  1917505  1917641  1917892  1917999  1918113  1918390  1918501  1918635  1965181  1965310  1965416  1965646, 1950307  1950424  1950533  1950748  1950861  1964092  1964210  1969860, 1915890, 1918675, 1949814  1951090, 1951048  1951165, 1953395, 1955901, 1902835, 1902835, 1902836, 1953399, 1953405, 1953556  1953561, 1955906, , , , , 1, 1, 0, 0, 0, 1970962, 1970970, L1:R0, 100.00, 000(1)1, 000(1)1, 204, no_go, 1970953
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1990296  1990404  1990518  1990624  1990745  1990891  1991013  1991153  1991270  1991382  1991510  1991625  1991764  1991888  1992011  1992129  1992250  1992383  1992699  1992807  1992936  1993078  1993192  1993302  1993410  1993532  1993658  1993781  1993894  1994005  1994116  1994223  1994423  1994566  1994704  1994821  2003831  2004057  2058532  2058741  2059126  2059538  2081054  2081166  2081274, 2040171  2040461  2040582  2040716  2040842  2040968  2041086  2041206  2041420  2041546  2041667  2041793  2041919  2042059  2042190  2042316  2042466  2042595  2042721  2042849  2043118  2048106  2048225  2048431  2048548  2048664  2048781  2048914  2049028  2049162  2049278  2049511  2049620  2049788  2049965  2050087, 1990000  2003561  2058240  2058877  2059299  2080856  2143567  2143633, 1994841  2004051  2058827  2058896  2059507  2081392  2143622  2143685, 2039546  2039889  2047682  2047806  2050588  2053271, 2039578  2043679  2047782  2050121  2050605  2053289, 2152406  2164564, 2154363  2164809, 1971385, 1971386, 1971387, 2152408, 2152411, 2152561  2152563, 2154366, , , , , 1, 1, 0, 0, 0, 2169398, 2169403, L1:R0, 100.00, 000(1)1, 000(1)1, 204, no_go, 2169392
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2198609  2198795  2198936  2212276  2417945  2454242  2454382  2454495  2454600  2454801  2455800  2456230, 2193057  2193160  2193301  2193413  2193636  2193743  2294701  2351609  2351862  2436078  2436182, 2198209  2211836  2212194  2300327  2302917  2303029  2303725  2323239  2331217  2417590  2456104, 2198965  2211846  2212589  2300493  2302996  2303094  2303945  2323320  2331313  2418044  2456298, 2192580  2192745  2294093  2294281  2294901  2351155  2435724  2446482, 2192732  2194040  2294209  2294853  2295293  2351884  2436361  2451611, 2451750  2452104, 2451971  2452629, 2169884, 2169885, 2169886, 2451759, 2451769, 2451920  2451930, 2451980, L, 2456126, 2456137, 2456310, 0, 0, 0, 0, 0, 2456382, 2456394, L2:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2456565  2456838  2456970  2464776  2464898  2465003  2465120  2465239  2465374  2465546  2465668  2465780  2465950  2466067  2466192  2466426  2466650  2466786  2466910  2467047  2467177  2467336  2467485  2467594  2467714  2467867  2468130  2468288  2468430  2468576  2468722  2468884  2469042  2469174  2497280  2497419  2497550  2497656  2497785  2497897  2498095  2499032  2499151  2499353  2537760  2543052  2543176  2589131  2598125  2602934  2629182  2629295  2629423  2629569  2629726  2629842  2629962  2630083  2630203  2630350  2630468  2630586  2630705  2630824  2630949  2631073  2631191  2631317  2631428  2631560  2631801  2631940  2632145  2632382  2632500  2632697  2632903  2633043, , 2461673  2464307  2471656  2471858  2473960  2496966  2498662  2500021  2537618  2540113  2542859  2574288  2581012  2581811  2588823  2588888  2628711, 2463636  2469288  2471799  2472054  2474445  2498102  2498969  2500085  2537716  2540249  2543155  2574307  2581065  2581844  2588860  2589202  2633239, 2533284, 2533706, 2613871, 2614080, 2456973, 2456975, 2456976, 2613883, 2613897, 2614048  2614061, 2614093, L, 2628738, 2628909, 2633243, 0, 0, 0, 0, 0, 2633270, 2633275, L3:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
