max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2944756  2944889, 2940107  2942320  2942536  2942666  2942817  2946287  2949617  2949735  2949849  2949978  2950132  2950258  2950381  2950532  2950657  2950771  2950901  2951047  2951602  2958447  2958601, 2944592, 2944820, 2939991  2942017  2945834  2949290, 2940616  2942787  2946271  2958638, 2948125, 2948791, 2940617, 2940618, 2940619, 2948128, 2948132, 2948283  2948286, 2948795, , , 0, 0, 0, 0, 0, , 2958686, 2958693, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2949298, 2949303, 2958644, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2961109  2961242  2961404  2961944  2962133  2962264  2962815  2962960  2963294  2963411  2963888  2964035  2964786  2965291  2965440  2968147  2968268  2968387  2968537  2968659  2968785  2968910  2969052  2969610  2979655  2979799, , , 2958800  2960794  2967698, 2958855  2965499  2980048, 2966476, 2966648, 2959327, 2959328, 2959330, 2966479, 2966483, 2966634  2966639, 2966652, , , 0, 0, 0, 0, 0, , 2980093, 2980101, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2967707, 2967712, 2980054, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2981995  2982239  2982690  2983036  2983710  2983855  2984020  2986059  2986177  2986297  2986424  2986567  2986685  2986808  2986947  2987797  2991335  2991491  2991643  2991793, , , 2980203  2980282  2981661  2985568, 2980221  2980306  2983979  2991821, 2984592  2985012, 2984761  2985089, 2980780, 2980781, 2980782, 2984595, 2984598, 2984749  2984752, 2984764, , , 0, 0, 0, 0, 0, , 2991867, 2991874, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2985576, 2985580, 2991827, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2994723  2994834  2994985  2995349, 2997331  2997570  2998480  3002024  3003078  3003211  3003349  3003500  3003645  3003798  3004934  3005073  3007030  3007148  3007262  3007405  3007518  3007651  3007788  3012894  3013040, 2994475, 2995291, 2996994  3001552  3006620, 2998426  3005238  3013618, 2992522  3005824, 2993202  3005999, 2993203, 2993204, 2993205, 3005828, 3005833, 3005984  3005988, 3006004, , , 0, 0, 0, 0, 0, , 3013668, 3013675, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3006630, 3006636, 3013625, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3019148  3019349  3019468  3019932  3020098  3020242  3020837  3022771  3022893  3023014  3023137  3023279  3023409  3023555  3023678  3023814  3023951  3029801, , , 3018844  3022370, 3020818  3030160, 3021615, 3021786, 3014366, 3014367, 3014368, 3021617, 3021620, 3021771  3021773, 3021789, , , 0, 0, 0, 0, 0, , 3030197, 3030203, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3022376, 3022379, 3030165, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3037564  3037712  3038224, 3031903  3032027  3032270  3032449  3032578  3035783  3040486  3040602  3040718  3040838  3040983  3041102  3041221  3041340  3041484  3042310  3046027  3046173  3046321  3046630  3047380  3047839, 3037427, 3038237, 3031559  3033747  3035524  3040053, 3032529  3034641  3036070  3048083, 3038959, 3039446, 3030867, 3030868, 3030869, 3038962, 3038966, 3039117  3039121, 3039450, , , 0, 0, 0, 0, 0, , 3048133, 3048141, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3040061, 3040066, 3048090, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3050572  3050698  3050821  3050947  3051826  3051965  3063740  3063872, , , 3048347  3048489  3050132, 3048409  3048579  3063934, 3049405, 3049570, 3048899, 3048902, 3048903, 3049406, 3049409, 3049560  3049562, 3049572, , , 0, 0, 0, 0, 0, , 3063965, 3063970, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3050138, 3050141, 3063938, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3067636  3067766  3067926  3069782  3069907  3070034  3070223  3070355  3070567  3070699  3070832  3077325, , , 3065509  3066468  3069377, 3065792  3067903  3077395, 3068614, 3068781, 3064656, 3064656, 3064657, 3068616, 3068619, 3068770  3068772, 3068785, , , 0, 0, 0, 0, 0, , 3077429, 3077435, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3069384, 3069387, 3077399, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3077508  3079467  3079778  3079922  3080470  3082404  3082522  3082640  3082781  3082910  3083038  3083166  3083299  3083433  3085152  3085650  3086275  3086775  3086944  3087703  3087934  3088104  3088407  3088556, , , 3079046  3081981, 3080433  3088979, 3081038  3081413, 3081228  3081579, 3078188, 3078189, 3078190, 3081040, 3081043, 3081193  3081195, 3081230, , , 0, 0, 0, 0, 0, , 3089023, 3089030, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3081987, 3081991, 3088985, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3090821  3090945  3091611  3091758  3092261  3092397  3092745  3094587  3094705  3094828  3094947  3095087  3095210  3095334  3095460  3095598  3095883  3099281  3099413, , , 3090421  3092849  3094191, 3092814  3092917  3099615, 3089772  3093433, 3089869  3093692, 3089870, 3089871, 3089872, 3093436, 3093439, 3093590  3093593, 3093695, , , 0, 0, 0, 0, 0, , 3099658, 3099664, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3094198, 3094202, 3099621, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3101441, 3102964  3103113  3103518  3103718  3103871  3105352  3105569  3105690  3105812  3105961  3106093  3106219  3106357  3106782  3106922  3115252, 3101236, 3101534, 3102594  3105051, 3103967  3115312, 3104437, 3104614, 3100447, 3100448, 3100448, 3104439, 3104442, 3104593  3104596, 3104617, , , 0, 0, 0, 0, 0, , 3115350, 3115357, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3105057, 3105061, 3115317, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3117047  3117163  3117286  3117436  3117561  3117690  3117810  3117968  3118541  3120298  3120768  3125220  3125455  3125738, , , 3116609, 3125734, 3116160, 3116323, 3116156, 3116157, 3116158, 3116161, 3116163, 3116314  3116315, 3116325, , , 0, 0, 0, 0, 0, , 3125770, 3125775, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3116614, 3116616, 3125743, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3126711  3127465  3128529  3128714  3128875  3128996  3129711  3129948  3130288  3132335  3132456  3132876  3133000  3133136, , , 3126347  3128281  3131890, 3127404  3130663  3136865, 3131231, 3131400, 3127405, 3127407, 3127408, 3131234, 3131237, 3131388  3131391, 3131403, , , 0, 0, 0, 0, 0, , 3136901, 3136907, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3131897, 3131901, 3136869, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3142163  3201633  3201757  3201870  3201982  3202099  3202229  3202344  3202475  3202599  3202730  3202861  3203028  3203161  3206932  3207060  3207255  3207396, 3136983, 3179959  3201349, 3180150  3207504, , , 3197706  3199301, 3197871  3199541, 3137344, 3137345, 3137345, 3197707, 3197710, 3197861  3197863, 3197873, , , 0, 0, 0, 0, 0, , 3207544, 3207551, L1:R9, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3201355, , 3207509, 3201358
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3208289  3208427, , 3208129, 3208451, , , 3221324, 3221495, 3208017, 3208018, 3208018, 3221325, 3221328, 3221479  3221481, 3221497, 204, no_go, 1, 1, 0, 0, 0, 3236518, 3236524, 3236527, L1:R9, 100.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3236778  3236899  3237120  3237243  3237368  3237496  3237628  3237750  3240452  3240572  3240713  3240832  3240943, , 3236582  3240203, 3237815  3240977, , , 3241740  3242008  3245773, 3241911  3242070  3246838, 3237816, 3237818, 3237820, 3241743, 3241747, 3241898  3241901, 3241915, 204, no_go, 1, 1, 0, 0, 0, 3256952, 3256960, 3256966, L1:R9, 100.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3288612  3288787  3289272  3289429  3289769  3290250  3290383  3290501  3290617  3291489  3291625  3291746  3291868  3292066  3292200  3293088  3299266  3299383  3299519  3299645  3299778  3299907  3300027  3300204  3300617  3304888  3305032  3305165  3305279  3305393  3305534  3305649  3305834  3305969  3306144  3306515, , 3288438  3299017, 3293141  3306584, , , 3295041  3296301, 3295213  3296787, 3257799, 3257800, 3257801, 3295045, 3295049, 3295200  3295203, 3295218, , , 0, 0, 0, 0, 0, , 3306638, 3306646, L2:R8, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3299026, , 3306591, 3299031
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3306760  3307735  3312108  3312222  3312349  3312461  3312602  3312759  3313077  3313215  3319168  3319308  3319422  3319540  3319841  3319958  3320086  3321976, , 3307581  3311911, 3307995  3322846, , , 3310039, 3310456, 3307996, 3307997, 3307998, 3310040, 3310043, 3310194  3310196, 3310458, , , 0, 0, 0, 0, 0, , 3322883, 3322889, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3311916, , 3322851, 3311919
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3323025  3329778  3329950  3330097  3330317  3330430  3330576  3332330  3332448  3332566  3332690  3332873  3333728  3333846  3338965  3339087  3339203  3339356  3339474  3339612  3339741  3339898  3340495  3346649  3346809  3347732  3347849, , 3330064  3332180  3338760, 3330663  3333858  3347957, , , 3337218, 3337610, 3323342, 3323343, 3323344, 3337221, 3337225, 3337376  3337380, 3337614, , , 0, 0, 0, 0, 0, , 3348003, 3348011, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3338768, , 3347963, 3338773
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3348108  3348959  3349139  3349378  3349493  3349618  3350368  3350597  3350745  3350874  3351319  3351436  3351718  3351845  3357413  3357530  3357701  3357839  3357952  3358107  3365677  3365830  3365990  3367093  3367221  3367339  3367612, , 3348752  3357181, 3351760  3367671, , , 3353869  3356334, 3354038  3356415, 3351762, 3351764, 3351767, 3353872, 3353876, 3354026  3354029, 3354041, , , 0, 0, 0, 0, 0, , 3367718, 3367725, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3357189, , 3367677, 3357194
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3374302  3374433  3374550  3374744  3374859  3374995  3375650  3375797  3376002  3376117  3377032  3377200  3380224  3380354  3380477  3380627  3380750  3380893  3387263  3387395  3387539, , 3374116  3379885, 3377198  3387561, , , 3378121, 3378733, 3368868, 3368869, 3368870, 3378123, 3378127, 3378278  3378281, 3378736, , , 0, 0, 0, 0, 0, , 3387600, 3387607, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3379892, , 3387566, 3379896
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3432608  3432749  3432906  3460286  3460418  3460579  3472504, 3435466  3435589  3436480  3436588  3436723  3437712  3437840  3442673  3443388  3444732  3444958  3445283  3445407  3446464  3446605  3446746  3447380  3448593  3448989  3449815  3449986  3450747  3450893  3451047  3451503  3454465  3455015  3455142  3456056  3456223  3461636  3462032  3462777  3462891  3463051  3463986  3464312  3474109  3479016  3483824  3485005  3486543  3486654  3489926  3490475  3490708  3491215  3491376  3491495  3491650  3491907  3493293  3493556  3493734  3494233  3496010  3496156  3496309  3496798  3496937  3497117  3498766  3498911  3499134  3499410  3500590  3501221  3502068  3502285  3502497  3502748  3505103  3506331  3506813  3506993, 3432386  3460104  3472292, 3432934  3460626  3472476, 3434348  3447992  3448290  3452025  3452292  3453863  3461380  3464701  3464764  3464930  3473776  3474748  3478255  3483458  3484512  3485179  3485732  3489497  3490469  3493151  3494960  3499715  3499835  3499887  3500023  3500082  3500191  3500474  3503009  3503071  3504772  3505723  3509036, 3447806  3448006  3451887  3452048  3452376  3456432  3464684  3464743  3464839  3464976  3474306  3474772  3479366  3483803  3485094  3485197  3486674  3490292  3492267  3494493  3499666  3499813  3499870  3499985  3500035  3500148  3500287  3502987  3503027  3503179  3505125  3507019, 3508110, 3508305, 3388084, 3388085, 3388085, 3508119, 3508129, 3508280  3508289, 3508314, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 3509140, 3509155, 3509166, L6:R4, 90.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 3509055, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3509960  3512380  3512509  3512631  3524800, , , 3511957, 3510632  3525141, 3511262, 3511449, 3510633, 3510634, 3510635, 3511263, 3511265, 3511416  3511418, 3511451, , , 0, 0, 0, 0, 0, , 3525166, 3525171, L6:R4, 90.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 3511961, 3511964, 3525144, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 100, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3533889  3534011  3534167, 3527147  3527258  3527414  3527581  3527711  3527856  3528454  3529293, 3533720, 3534132, 3526711  3531494  3536338, 3529567  3531885, 3534657, 3534867, 3526390, 3526391, 3526391, 3534660, 3534664, 3534815  3534819, 3534871, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 3536386, 3536394, 3536400, L6:R4, 80.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 3536346, , , 
