max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1   162625   162861   163061   163407  1402669  1402849  1402981  1403109  1403229  1403378  1403501  1408160  1408266  1440746  1477950  1478136  1483462  1483589  1483717  1484684  1484791  1484901  1485087  1485255  1487912  1488024  1499616  1504841  1505026  1505137  1505268  1505386  1505506  1505618  1505733  1505852  1505965  1510879  1510994  1511107  1511209  1511335  1511452  1511572  1511688  1511797  1511982  1512126  1512263  1513984, 147112  1391692  1392922  1429111  1460529  1460657, 149376  1392836  1394495  1430046  1460641  1471391, 156317  1501871  1502397, 157671  1502072  1503010, 161184   161440   161830   163817   164226  1402315  1440403  1477634  1483043  1483198  1484400  1484567  1499464  1504492, 161297   161744   163504   164013   164335  1408201  1440834  1478121  1483127  1483672  1484550  1487961  1499649  1514007, 1395574, 1395578, 1395584, 1501881, 1501893, 1502044  1502055, 1502084, R, 1504516, 1504529, 1514009, 0, 0, 0, 0, 0, 1514024, 1514028, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1515051  1515190  1520197  1520464  1572649  1572907  1573011  1580356  1580785  1580910  1582261  1582374  1582489  1582607  1582983, 1534366  1553932  1554158, 1534922  1554067  1554629, 1585306, 1585998, 1514880  1519959  1572202  1572388  1580242  1580579  1581968  1582156  1587384, 1515171  1520435  1572310  1572954  1580414  1580890  1582108  1582940  1587492, 1515463, 1515464, 1515465, 1585312, 1585319, 1585470  1585476, 1586006, R, 1587398, , , 1, 0, 0, 0, 1, 1587474, 1587483, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1587463, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1587695  1587801  1587945  1617787  1617910  1618041  1620992  1621103, 1590295  1590415  1605340  1605522, 1590349  1590820  1605474  1606038, 1622105, 1622809, 1587622  1617556  1620763  1620909  1625178, 1587938  1617991  1620820  1621188  1625263, 1588028, 1588030, 1588031, 1622109, 1622115, 1622266  1622272, 1622814, R, 1625189, , , 1, 0, 0, 0, 1, 1625248, 1625255, L0:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1625238, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1625705  1625844  1625946  1627148  1675573  1680471  1680589, 1628706  1667339  1671007  1672185  1704567  1704627  1718386, 1629967  1667599  1671093  1673630  1704602  1704833  1719083, 1720926, 1721325, 1625391  1675326  1675491  1680228  1731958, 1627127  1675408  1675695  1680689  1732055, 1627128, 1627129, 1627131, 1720931, 1720938, 1721088  1721094, 1721331, R, 1731971, , , 1, 0, 0, 0, 1, 1732038, 1732046, L0:R4, 25.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1732028, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1732259  1732385, , , 1735801, 1735966, 1732171  1740493, 1732379, 1732501, 1732502, 1732504, 1735802, 1735805, 1735956  1735958, 1735968, R, 1740498, , , 1, 0, 0, 0, 1, 1740530, 1740535, L0:R5, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1740524, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1740683  1740874, 1749099, 1773759, 1744857, 1745433, , 1740947, 1740983, 1740984, 1740985, 1744858, 1744861, 1745011  1745013, 1745435, L, 1749104, , 1773762, 0, 0, 0, 0, 0, 1773782, 1773786, L1:R5, 33.33, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 1749106
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1782508  1782621, 1774264  1774519  1774783  1778044  1786856  1789333, 1774325  1774748  1775049  1778204  1789286  1789347, 1796168  1796409, 1796341  1796601, 1782291  1798035, 1782683  1798211, 1774261, 1774261, 1774262, 1796171, 1796176, 1796327  1796331, 1796345, R, 1798044, 1798050, 1798216, 0, 0, 0, 0, 0, 1798251, 1798258, L1:R6, 42.86, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1798343  1798500  1798676  1798789  1798903  1799027  1799151  1799269  1799473  1805839  1806440  1806542  1806799  1806953  1807101  1807205  1807324  1807454  1807556  1807679  1807849  1807964  1808095  1810288  1810490  1810752  1810868  1810972  1812955  1813160  1813381  1813637  1813776  1813895  1814004  1814118  1814226  1814343  1814497  1814617  1814733  1814909  1815069  1815463  1817784  1822163  1822416  1822643  1822748  1822888  1823547  1829565  1829679  1829782  1848895  1849085  1849211  1849338  1849574  1849974  1850086  1850232  1851580  1855378, 1832918  1833306  1834531, 1833168  1833491  1834973, 1859341, 1859796, 1798349  1821743  1822109  1823598  1829242  1848457  1848616  1848805  1849781  1855104  1855282  1862237, 1815440  1822075  1823528  1823620  1829817  1848512  1848740  1849678  1851553  1855255  1855366, 1815445, 1815451, 1815457, 1859354, 1859368, 1859518  1859531, 1859966, R, 1862238, , , 1, 0, 0, 0, 1, 1862255, 1862257, L1:R7, 37.50, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1862250, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1862317  1862545  1862654  1862846  1863017  1879698  1879843, 1864310  1864541  1876508  1876744, 1864495  1864910  1876716  1877110, 1881202  1882590  1883152  1884333  1884468  1884948, 1881375  1883114  1883794  1884449  1884503  1885387, 1879447  1890126, 1863064  1879912, 1863065, 1863066, 1863068, 1881205, 1881210, 1881361  1881365, 1881379, R, 1890139, , , 1, 0, 0, 0, 1, 1890206, 1890214, L1:R8, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1890196, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1890479  1890586  1890706, , , 1894688, 1895191, 1890494  1896712, 1890447  1890903  1896881, 1890904, 1890906, 1890907, 1894690, 1894693, 1894843  1894845, 1895193, R, 1896717, 1896721, 1896884, 0, 0, 0, 0, 0, 1896906, 1896911, L1:R9, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
