max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1    65515    65615    65727    65832    65952    66059    66171    66300    93556    93662   100877   105871  1475484  1475752  1475864  1475983  1476083  1561251  1561355  1561458  1561559  1561659  1561759  1561860  1561959  1562068  1562181  1562289  1562409  1562532  1562658  1562787  1562919  1563047  1563190  1563617  1563728  1563867  1564007  1564154  1564271  1564436  1565680  1565779  1565897  1566019  1586680  1586783  1586884  1586991  1587138  1587446  1587569  1587697  1587826  1590514  1590617  1590730  1591186  1591290  1591404  1591506  1591621  1591726  1592121  1592229  1592355  1592483  1592623  1592728  1593014  1593380  1593495  1593724  1593832  1594015  1597324  1597424, 1    67228    67333    67592    67695    67807    67910    68017    93560    93667    93779   108101   109412   116386  1477095, 100649  1561047  1565478  1586369, 105848  1564502  1565965  1598083, 109137, 116365, 1557553, 1557557, 1557562, 1581832  1582130  1582278  1582360  1582903  1583043  1583482  1583618, 1581841, 1581851, 1582002  1582011, 1582028  1582180  1582323  1582385  1582977  1583417  1583600  1583844, 1582039, L, 1586395, 1586408, 1598086, 0, 0, 0, 0, 0, 1598111, 1598116, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1598210  1598767  1598875  1599239  1599343  1599451  1600320  1661245  1661359  1661463  1661571  1661673  1661773  1661876  1662034  1662141  1662246  1662350  1662474  1662574  1663075  1663207  1663329  1663431  1663785  1664005  1664279  1664394  1664773, 1611695  1611801  1611914  1612045  1612211  1612341  1612463  1612588  1612715  1612843  1612973  1613101  1613239  1616164  1616690  1616796  1616933  1617037  1617668  1617787  1617927  1618063  1621067  1621190  1621963  1622102  1623119  1624761  1624867  1641923  1642203  1642312  1642693  1642801  1643168  1643279  1643614, 1598184  1661035  1665661  1685570, 1600270  1664716  1665702, 1611357  1623168  1624547  1641696, 1623062  1623179  1624843  1643556, 1600271, 1600273, 1600275, 1673913  1674276  1674395, 1673923, 1673935, 1674086  1674097, 1674114  1674377  1676771, 1674125, L, 1685596, , , 1, 0, 0, 0, 1, 1685836, 1685837, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1685832, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1685950  1686087  1686211  1686317  1686460  1686573  1686839  1687092  1687857  1687987  1688110  1713437  1713543  1713657  1713808  1721730  1751213  1751412  1751522  1751694  1752318  1752433  1753247  1753406  1755922, 1691564  1691679  1692021  1692157  1693219  1693415  1710898  1740813  1740924  1741040  1744977  1745286, 1687622  1713280  1721323  1721746  1750977  1751239  1779045, 1687028  1688080  1713787  1721335  1721784  1751090  1753458, 1691160  1691401  1691588  1691737  1693070  1701176  1711131  1740544  1740762  1744661, 1691248  1691560  1691608  1692145  1693372  1701266  1711411  1740687  1741100  1745222, 1687029, 1687031, 1687033, 1766554  1767241  1767812  1768289  1774305  1775239, 1766564, 1766577, 1766728  1766739, 1766894  1767370  1767848  1768604  1774550  1776058, 1766905, L, 1779214, , , 1, 0, 0, 0, 1, 1779228, 1779230, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1779224, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1779439  1779551  1781196  1781404  1782307  1782447  1782560  1782667  1783165  1783358, 1796135  1796331  1796782  1796898  1797587  1800694  1800911  1801515  1815487  1815648  1815831  1816035  1816143  1816264  1816386  1816505  1816623  1816754  1816894  1817236  1817378  1824867  1824974  1825105  1825258  1825662  1825774  1825884  1826071  1826379  1826492  1826608  1828593  1828715  1828877  1829058  1829410  1829663  1829770  1829934  1831000  1831132  1831286  1832221, 1779354  1780670, 1779316  1779391  1783337, 1793708  1793819  1793980  1794490  1795507  1800786  1815246, 1793796  1793898  1794054  1794827  1797199  1800808  1832329, 1779725, 1779726, 1779728, 1804665, 1804672, 1804678, 1804829  1804835, 1808429, 1808435, R, 1815260, , 1832340, 0, 0, 0, 0, 0, 1832412, 1832425, L3:R1, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 1815267
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1838290  1838409  1838512  1838919  1839132  1840115, 1833844  1833951  1834054  1834227  1834533  1873593, 1838106  1839733  1839769  1881478, 1839177  1839744  1840132, 1833663  1841891  1841982  1843022  1854481  1854643  1873332, 1834489  1841912  1842145  1843179  1854529  1854654  1873585, 1833084, 1833085, 1833085, 1876341  1876653  1876751  1877105  1878179, 1876346, 1876354, 1876505  1876511, 1876523  1876673  1877010  1877734  1878470, 1876529, L, 1881494, , , 1, 0, 0, 0, 1, 1881577, 1881586, L4:R1, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1881565, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1918759  1918862  1918968  1919113  1919226  1919346  1919471  1919589  1919719  1919851  1919978  1920937  1921060  1926238  1926392  1930765  1930877  1931042  1931180  1931292  1931655  1931860  1931967  1932114  1932236  1935982  1936111  1936592  1937046  1937148  1937252  1937356  1939113  1939215  1939500  1939834  1939942  1940353  1940484  1940586, 1894407, 1882539  1918382, 1881854  1882640  1941349, 1893905  1894203  1895607, 1894045  1894458  1895855, 1882294, 1882295, 1882296, 1904985  1912604  1912733, 1904987, 1904991, 1905142  1905145, 1905196  1912684  1914705, 1905199, L, 1918390, 1918395, 1941358, 0, 0, 0, 0, 0, 1941417, 1941429, L5:R1, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1941572  1942827  1942928  1943028  1943149  1944871  1945285, , 1942675  1944960, 1943127  1944973, 1960410, , 1942127, 1942128, 1942129, 1947517  1949011  1954820  1955996, 1947520, 1947524, 1947675  1947678, 1948482  1950489  1955221  1956574, 1948485, R, 1960419, , , 1, 0, 0, 0, 1, 1960469, 1960475, L5:R2, 42.86, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1960461, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1987067  2022006  2022146  2022279  2022386  2022922  2026746  2026873  2026993  2027144  2039888  2044033  2044176  2044836  2046279  2046580  2053880  2053987  2054147  2054512  2055101  2055205  2055359  2060694, 1960801  1961025  1992511  1992655  1992763  1992925  1993556  1993671  1993862  1994241  1994857  2063683  2063805  2063981  2064206  2064386  2085324  2085464  2085576  2085679  2085803  2085923  2086039  2086163  2086296  2086434  2099687  2099816  2099959  2100305  2100455  2100576  2100705  2100816  2100953  2101057  2101164  2103848  2105129  2105309  2105523  2107210  2107313  2107450  2108851, 1969268  1986814  1986851  1986974  2021752  2026578  2035211  2035473  2043748  2046124  2049646  2054002  2060541, 1969531  1986834  1986923  1987250  2022955  2027136  2035389  2035487  2044771  2046637  2049661  2055343  2060669, 1960701  1966511  1966603  1992174  1994070  2063377  2063704  2084968, 1960652  1961011  1966521  1966732  1993775  1994084  2063672  2064467  2108888, 1961012, 1961013, 1961015, 2080009  2081301, 2080021, 2080034, 2080185  2080197, 2081013  2081902, 2081027, R, 2084969, , 2108892, 0, 0, 0, 0, 0, 2108921, 2108928, L5:R3, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 2084970
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2123429, , , 2109006  2109428  2109549  2110930  2111122  2123188  2123324  2123571  2142349, 2109170  2109456  2109676  2111038  2111169  2123315  2123538  2123642, 2109677, 2109679, 2109681, 2130078, 2130081, 2130086, 2130237  2130241, 2133785, 2133789, R, 2142358, , , 1, 0, 0, 0, 1, 2142410, 2142416, L5:R4, 44.44, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 2142402, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2148073  2148209  2148318  2148473  2151161, 2142685  2142788  2142993  2169573  2169760  2169901  2170018  2170134  2170249  2170386  2170529  2170667  2170802  2180399  2180527  2180655  2180884  2181020  2181129  2181366  2181478  2181579  2182189, 2147825  2147926  2148117, 2147837  2148077  2148433, 2169224, 2143294  2182214, 2143295, 2143296, 2143297, 2165480, 2165483, 2165487, 2165638  2165641, 2166853, 2166857, R, 2169232, , 2182221, 0, 0, 0, 0, 0, 2182264, 2182273, L5:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 2169236
