max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, L_reward_ts, well_off_ts, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1  2215262  2216073  2303273  2303386  2304027  2304146  2304379  2304502  2304760  2304890  2305012  2305144  2305268  2305428  2305553  2305672  2305801  2305932  2306062  2306201  2306329  2306487  2306591  2306725  2306865  2306991  2307128  2307243  2307383  2307532  2307672  2307777  2307894  2308033  2308393  2336643  2336759  2336894  2337045  2337176  2337297  2337401  2337612  2361608  2361818  2361977  2362305  2362416  2362900, 2215997, 2215998, 2215999, 2302283  2302624  2302760  2310519  2336138  2336381  2361068  2361411  2362443, 2302332  2302751  2308419  2310550  2336179  2337573  2361083  2362355  2362460, 2323624  2324948, 2323687  2325372, 2367088  2367318  2367660  2370006  2373041, 2367098, 2367110, 2367261  2367272, 2367289  2367642  2369283  2372600  2374337, 2367300, 204, no_go, 1, 1, 0, 0, 0, 2382535, 2382538, 2382540, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 2383569, 2383570, 2383570, , , 2411697  2411734  2426996  2427066, 2411718  2419722  2427030  2428669, 2431118, 2431120, 2431123, 2431275  2431278, 2431989, 2431992, 204, no_go, 1, 1, 0, 0, 0, 2447017, 2447025, 2447029, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2447562  2447730  2447896  2448001  2448112  2448230  2448520  2464679  2464890  2534422  2534773, 2447336, 2447337, 2447339, 2447106  2447360  2448782  2464375  2464519  2530128  2530562  2534203, 2447272  2448722  2448798  2464463  2464834  2530386  2530658  2534713, 2451287  2487632  2522275  2522516, 2451377  2487838  2522361  2524122, 2547856  2548460  2551513, 2547862, 2547869, 2548020  2548026, 2548039  2550311  2551536, 2548046, 204, no_go, 1, 1, 0, 0, 0, 2563104, 2563116, 2563125, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2585651  2585805  2585962  2586074  2586232  2586556  2586658  2586765  2586901  2587040  2587180  2587318  2587432  2587578  2588138  2588321  2588445  2588551  2588923  2589077  2589182  2589501  2589630  2590094  2590233  2590382  2591268  2591436  2591731  2591860  2591970  2592126  2592276  2592416  2592566  2592736  2593139  2593290  2593715  2593886  2600513  2600624  2600909  2601709  2602353  2607273  2607681, 2563691, 2563692, 2563693, 2585512  2594137  2600399  2601203  2601545  2602039  2607283  2607412  2607604  2607826  2612063  2612263  2612374  2612476  2613404, 2594006  2594223  2600844  2601224  2601652  2602059  2607335  2607467  2607619  2611505  2612088  2612291  2612432  2612907  2613425, 2619239, 2630161, 2614345  2614612  2617505, 2614356, 2614369, 2614520  2614532, 2614550  2616535  2617849, 2614562, , , 0, 0, 0, 0, 0, , 2630336, 2630338, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2619266, 2619279, 2630330, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 2630803, 2630804, 2630804, , , 2631727  2635494  2635623  2638516, 2635467  2635578  2635633  2638998, 2659618  2659901  2660120, 2659620, 2659623, 2659774  2659777, 2659883  2659968  2660475, 2659886, 204, no_go, 1, 1, 0, 0, 0, 2674917, 2674924, 2674930, L1:R0, 100.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2688454  2688906  2696298  2696408  2696527  2696662  2697084  2697300  2697417  2697678  2697806  2697924  2698040  2698169  2698287  2698413  2698545  2698671  2698798  2698934  2699060  2699188  2699329  2699466  2699634  2700000  2700142  2700314  2700449  2700554  2700695  2700850  2700958  2701112  2701338  2701450  2701573  2701687  2701822  2701938  2702087  2702265  2702422  2702584  2702716  2703300  2703449  2703593  2703756  2704019  2704123  2704277  2704394  2704496  2704600  2704739  2704862  2704992  2705155  2705268  2705434  2705542  2705688  2706139  2706275  2706399  2706615  2706738  2707337  2707795  2707942  2708115  2708762  2708922  2709044  2709193  2709388  2709544  2709648  2709766  2709868  2710003  2710116  2710281, 2675218, 2675219, 2675220, 2695832, 2710294, , , 2693513  2693752, 2693514, 2693516, 2693667  2693668, 2693676  2693846, 2693678, , , 0, 0, 0, 0, 0, , 2710385, 2710555, L1:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2695837, , 2710306, 2695840
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2712027  2712205  2712341  2712444  2712720  2712825  2712929  2713085  2716354  2716483  2716601  2716748  2716858  2716988  2717138  2717250  2717351  2717666  2746894  2747061  2757727  2757882, 2711070, 2711071, 2711071, 2711792  2716100  2746575  2757571, 2713209  2717734  2747010  2758016, 2722607  2723602  2723726  2723855  2723972  2724096  2724213  2724342  2724462  2724584  2724713  2724848  2724971  2725106  2727096  2732068  2733205  2735910, 2723592  2723710  2723825  2723941  2724055  2724173  2724289  2724398  2724524  2724645  2724769  2724904  2725033  2725147  2731339  2732867  2734031  2736939, 2755471  2755697, 2755481, 2755492, 2755643  2755653, 2755670  2755748, 2755681, , , 0, 0, 0, 0, 0, , 2758105, 2758118, L1:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2757595, , 2758028, 2757606
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2758301  2758834  2759191  2759328  2759448  2759573  2759692  2759820  2759942  2760081  2760218  2760343  2760480  2760637  2760788  2760923  2761064  2761233  2761423  2761525  2761657  2761759  2761902  2762044  2762194  2762355  2762517  2762667  2762813  2762962  2763121  2763251  2763533  2763749  2763884  2764014  2764197  2764475  2764910  2765050  2765153  2765281  2765387  2765494  2765596  2765753  2765888  2766257  2766366  2766480  2766912  2767064  2767555  2767748  2767893  2768151  2769710  2769860  2770003  2770150  2770290  2770477  2770584  2773224  2773377  2773598  2773752  2774133  2774277  2774382  2774544  2774665  2774999  2775102  2775306  2775484  2775824  2775949  2776193  2776350  2777349  2796901  2797004  2797156  2797286  2797633  2797757  2797877  2797998  2798119  2798244  2798372  2798513  2798624  2798771  2798904  2799046  2799202  2799309  2799422  2799603  2799746  2799848  2799953  2800056  2800160  2800331  2800471  2800615  2800722  2800840  2800990  2801207  2801459  2801596  2801745  2801898  2802055  2802277  2802453, 2765929, 2765936, 2765943, 2758319  2758382  2765985  2767032  2767336  2768138  2769494  2772732  2772950  2773244  2776908  2777104  2796692, 2758359  2765923  2767019  2767179  2768120  2768239  2770527  2772824  2772967  2776495  2776928  2777273  2802466, 2784062  2784129, 2784099  2784854, 2794536, 2794539, 2794542, 2794692  2794694, 2794974, 2794977, , , 0, 0, 0, 0, 0, , 2802524, 2802533, L1:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2796697, , 2802473, 2796700
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2804013  2804122  2804230  2804371  2804477  2804617  2804757  2826497  2855412  2855561  2855663  2860920, 2803234, 2803235, 2803235, 2803881  2826059  2854087  2859413  2859492, 2804708  2826470  2855851  2859425  2859732, 2815922  2830369  2865650, 2816451  2830438  2865830, 2861899, 2861903, 2861910, 2862061  2862066, 2862519, 2862524, , , 0, 0, 0, 0, 0, , 2865876, 2865884, L2:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2865661, 2865668, 2865837, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2889768  2889951  2890065  2890246  2890389  2925245  2925348  2925510  2925718  2925842  2925976  2931777  2955194  2955635  2955744  2955866, 2875440, 2875441, 2875442, 2889486  2914154  2914252  2924907  2925064  2931486  2931631  2931768  2933050  2936271  2939448  2940164  2954986  2955384  2975998  2977924, 2890414  2914182  2914278  2925036  2926057  2931610  2931653  2931792  2933208  2936288  2939760  2940241  2955339  2955926  2976293  2977943, 2865986  2882347  2884767  2885922  2897256  2897315  2898327  2899587  2903684  2903904  2904616  2904897  2905007  2907654  2941379  2971601  2988496, 2875439  2882357  2885910  2886111  2897286  2897388  2898526  2903352  2903822  2904557  2904855  2904934  2905341  2908472  2941502  2972979  2989154, 2980708  2985168, 2980721, 2980736, 2980905  2980907, 2984494  2986663, 2984495, , , 0, 0, 0, 0, 0, , 2989171, 2989174, L3:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2988499, 2988502, 2989156, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 2995020, 2995022, 2995023, , , 2989627  2997410  2998030  2998144  3007672, 2995020  2998020  2998113  2998166  3007885, 3000883, 3000885, 3000888, 3001039  3001041, 3001316, 3001319, , , 0, 0, 0, 0, 0, , 3007913, 3007919, L4:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3007678, 3007682, 3007889, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3021796  3021949  3022054  3022157  3022424  3022583  3022770  3069777  3070048  3070254  3070524  3070718  3070826  3070959  3071118  3071480  3071584  3071709  3071890  3072122  3072247  3072401  3072678, 3013758, 3013761, 3013762, 3021376  3030305  3069495, 3022820  3030395  3072641, 3008046  3014379  3014433  3035918  3058276  3077470, 3013758  3014407  3014801  3036766  3060251  3084166, 3074142  3074556  3074623  3074727, 3074148, 3074155, 3074306  3074312, 3074397  3074596  3074637  3075804, 3074404, , , 0, 0, 0, 0, 0, , 3084230, 3084240, L5:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3077486, 3077495, 3084175, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3105019  3105469  3105625  3105731  3105833  3106280, 3084761, 3084762, 3084763, 3104971, 3106302, 3085056  3101334  3118785  3124962, 3086393  3102305  3119431  3127777, 3123364, 3123367, 3123372, 3123523  3123526, 3123557, 3123560, , , 0, 0, 0, 0, 0, , 3127811, 3127817, L6:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 3124970, 3124974, 3127781, 
