max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2273616  2273736  2273872  2273998, 2253828  2254516  2254872  2258802  2259156  2259466  2259791  2259909  2260058  2266445  2266654  2266881  2267097  2270302  2270563  2270757  2280064  2280469  2280595  2280713  2280832  2280984  2281376  2281646  2281754  2282099  2289187  2291142  2291316  2291481  2291632  2292255, 2273454, 2273977, 2246753  2247353  2253666  2255442  2256345  2258524  2259235  2260841  2260988  2262468  2262575  2262803  2266198  2267160  2269552  2269582  2269954  2279703, 2246881  2247536  2255386  2255486  2256996  2259126  2260535  2260909  2261064  2262490  2262766  2262878  2267031  2267245  2269569  2269603  2270721  2292573, 2247275, 2247276, 2247277, 2278367, 2278375, 2278385, 2278536, 2278551, 2278560, R, 2279723, , 2292585, 0, 0, 0, 0, 0, 2292659, 2292671, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2279732
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2298770  2298891  2299232  2308075  2308191  2308310  2308449  2319842  2319979  2320103, 2295527  2297535  2304798  2306322  2306438  2306580  2306738  2307001  2322406  2322520  2322632  2322751  2322870  2322994  2323113  2323537  2323671  2331123  2331287  2331396  2331549  2331700, 2298573  2307911  2319656, 2299241  2308367  2320146, 2292850  2294827  2297167  2304514  2305901  2317428  2322045, 2292880  2295668  2297781  2305473  2307075  2318329  2332177, 2293408, 2293409, 2293410, 2320985, 2320990, 2320997, 2321148, 2321222, 2321228, R, 2322059, , 2332185, 0, 0, 0, 0, 0, 2332239, 2332250, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2322066
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2336651  2336768  2336894  2339861  2366678  2366797  2366962  2367081  2367214  2367333  2367450  2385051  2385165  2385281  2385394  2411926, 2334871  2342794  2369694  2369873  2437259  2437560  2437778  2437903  2438029  2438153  2438699  2439359  2446868  2446982  2447248  2447544  2447928, 2336405  2339621  2366825  2384780  2403219  2404153  2404342  2411622, 2336928  2339910  2367439  2385461  2403405  2404296  2404380  2411875, 2334434  2342452  2361821  2363457  2363708  2369435  2372349  2391403  2405590  2423267  2431661  2436942, 2335470  2343376  2362045  2363613  2364551  2370226  2373016  2392077  2406098  2423593  2432157  2448015, 2332943, 2332944, 2332945, 2435525, 2435534, 2435545, 2435695, 2435716, 2435725, R, 2436962, , 2448026, 0, 0, 0, 0, 0, 2448100, 2448113, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2436972
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2456078  2456213  2456359  2456477  2456609  2465454  2465589, 2462044  2462407  2468344  2468467  2468590  2468714  2468843  2469141  2474352  2474460  2474609  2475107  2475265  2475448, 2455853  2464062  2465184, 2456643  2464404  2465528, 2448640  2461688  2463043  2467706, 2448892  2463014  2463117  2475544, 2448943, 2448944, 2448945, 2466451, 2466455, 2466459, 2466610, 2466646, 2466650, R, 2467716, , 2475550, 0, 0, 0, 0, 0, 2475591, 2475599, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2467721
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2479543  2479654, 2477794  2481379  2481671  2481795  2481917  2482048  2482210  2482349  2486497  2491951  2492152  2492323, 2479293, 2479628, 2477378  2481038, 2478216  2492444, 2476469, 2476470, 2476470, 2480094, 2480096, 2480098, 2480249, 2480257, 2480259, R, 2481043, , 2492448, 0, 0, 0, 0, 0, 2492478, 2492483, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2481046
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2498415  2498541  2498668  2498867  2499002  2499223  2499359  2503602  2503747  2503929, , , 2493181  2497736, 2493824  2504206, 2492938, 2492939, 2492940, 2495336, 2495337, 2495339, 2495490, 2495497, 2495499, R, 2497740, , 2504209, 0, 0, 0, 0, 0, 2504233, 2504239, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2497742
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2513927  2514043  2514157  2514323  2514438, 2506018  2516236  2524079  2524200  2524321  2524448  2524573  2533109  2533274  2533416, 2513750, 2514464, 2505530  2508065  2510051  2515357  2523415, 2506692  2508593  2510786  2516239  2533763, 2505246, 2505247, 2505247, 2522399, 2522402, 2522406, 2522557, 2522566, 2522570, R, 2523423, , 2533768, 0, 0, 0, 0, 0, 2533804, 2533810, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2523427
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2535102  2537678  2537871  2538584  2538798  2546070  2546403  2546528  2546650  2546803  2547323  2548023  2551112  2555911  2556076  2556247  2556448  2556566, , , 2534602  2537462  2540572  2545734, 2535087  2539024  2541221  2556705, 2535087, 2535089, 2535090, 2541689, 2541691, 2541696, 2541845, 2542585, 2542588, R, 2545740, , 2556710, 0, 0, 0, 0, 0, 2556744, 2556750, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2545744
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2557367  2557575  2564527  2564728  2568781  2571676  2574211  2576041  2576202  2576325  2576444  2576763  2576885  2577252  2580846  2580998  2581145  2581407  2581632, , , 2556989  2558487  2564155  2568272  2568292  2571172  2573681  2575612, 2557539  2559008  2564758  2568280  2568875  2571862  2574251  2581883, 2557618, 2557620, 2557621, 2574850, 2574854, 2574858, 2575009, 2575019, 2575023, R, 2575622, , 2581890, 0, 0, 0, 0, 0, 2581932, 2581940, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2575627
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2582045  2582943  2584569  2584769  2585219  2586860  2587120  2587832  2591531  2591708  2593520  2593816  2596287  2596402  2596523  2596641  2596764  2596918  2597163  2597565  2599811  2605609  2605755  2605908, , , 2582354  2582516  2584321  2586605  2588651  2591254  2593000  2594464  2595799, 2582497  2583105  2585363  2587943  2588777  2592150  2593902  2594516  2606248, 2583106, 2583108, 2583109, 2595031, 2595035, 2595041, 2595192, 2595203, 2595208, R, 2595810, , 2606256, 0, 0, 0, 0, 0, 2606303, 2606311, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2595816
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2609604  2614768  2617832  2618308  2621435  2621644  2621763  2621879  2622153  2622259  2623094  2627368  2627529  2627647  2627792  2627960  2628126  2628291  2628612  2628784  2628898  2631738  2632572  2632730  2632895, , , 2608967  2610492  2611905  2614424  2617208  2621030, 2609774  2610893  2612411  2615044  2618505  2633098, 2607396, 2607396, 2607397, 2620195, 2620198, 2620203, 2620352, 2620386, 2620389, R, 2621037, , 2633104, 0, 0, 0, 0, 0, 2633146, 2633154, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2621041
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2646806  2646922  2647046, 2643846  2649100  2654552  2654775  2654892  2655290  2655962  2656530  2659187  2660937  2661181, 2646623, 2647040, 2643560  2644200  2644267  2645225  2648640  2651003  2654075, 2644058  2644228  2644318  2645675  2649834  2651674  2661728, 2634050, 2634051, 2634051, 2653333, 2653336, 2653341, 2653492, 2653502, 2653506, R, 2654085, , 2661734, 0, 0, 0, 0, 0, 2661772, 2661779, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2654090
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2663503  2663611  2675034  2679320  2679490  2679611  2679728  2679849  2683833  2684895  2685037  2685246  2685606, , , 2663116  2672557  2674649  2676847  2678903, 2663668  2673170  2675322  2677712  2685733, 2662677, 2662677, 2662678, 2678306, 2678308, 2678312, 2678462, 2678470, 2678473, R, 2678909, , 2685739, 0, 0, 0, 0, 0, 2685770, 2685776, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2678914
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2685858  2686732  2686964  2690793  2690907  2691035  2691221  2691350  2700443, , , 2686445  2688340  2690337, 2686918  2689051  2700509, 2686919, 2686920, 2686921, 2689667, 2689669, 2689671, 2689822, 2689830, 2689832, R, 2690342, , 2700513, 0, 0, 0, 0, 0, 2700538, 2700544, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2690345
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2700609  2701204  2705788  2709966  2710201  2710324  2710445  2710569  2710693  2711656  2712729, , , 2700840  2703173  2705324  2706129  2706172  2706551  2707805  2709620, 2701287  2703806  2705894  2706146  2706195  2706705  2708255  2714979, 2701428, 2701429, 2701430, 2708964, 2708967, 2708972, 2709122, 2709132, 2709136, R, 2709628, , 2714984, 0, 0, 0, 0, 0, 2715021, 2715028, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2709634
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2771234  2771347  2771484  2771629  2771749  2787590  2787714  2787865  2787977  2788102  2788216  2788353  2798597  2798723  2798846  2798982  2799099  2802568  2802691  2802824  2802956  2803066  2803186  2803399  2803702  2813815  2813934  2814082  2814196  2814815  2814928  2815093  2819049  2819168  2819281  2819403  2819515  2819670  2819843  2819962  2820109  2820244  2823103  2823234  2823866  2823987, 2715120, 2771003  2772106  2787362  2798416  2802421  2813505  2814671  2818851, 2771734  2772195  2788402  2799095  2803607  2814137  2815072  2824674, , , 2715965, 2715966, 2715967, 2816850, 2816857, 2816865, 2817016, 2817500, 2817507, L, 2818867, 2818875, 2824683, 0, 0, 0, 0, 0, 2824743, 2824755, L1:R9, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2824906  2863772  2863890  2864034  2864153  2864266  2864872  2864991  2865105  2865236  2865359  2865494  2872359  2872505  2872636  2872782  2872954  2873066  2873182  2873379  2873519  2894063  2894182  2894320  2894457  2894594  2894764  2894881  2894993  2895174  2918616  2918732  2918847  2919001  2919159  2919366  2919491  2919633  2919793  2926134  2926244  2926394  2926532  2926660  2926786  2926905  2927025  2927174  2927572  2933801  2933944  2934145  2934301  2934439  2934590  2934717  2934891  2935018  2935215  2935325  2935471, , 2863489  2872185  2893694  2918400  2925927, 2865418  2873459  2895126  2919800  2935564, , , 2825903, 2825904, 2825905, 2921213, 2921220, 2921228, 2921378, 2921391, 2921398, L, 2925941, 2925949, 2935574, 0, 0, 0, 0, 0, 2935638, 2935650, L2:R8, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2939212  2939323  2939440  2939575  2939699  2939948  2940102  2940217  2940418  2946041  2946171  2946302  2946448  2946587  2946727  2946869  2947022  2947341  2949012  2949126  2949251  2962291  2962425  2962539  2962705  2962821  2963108  2963221  2963334  2972403  2972518  2972632  2972772  2972949  2973062  2973176  2973296  2973419  2973535  2973680  2974155  2974312  2974825  2975015  2975127  2975254  2975386  2975499  2975622  2977379  2977501  2977652  2977947  2982241  2982435  2982578  2982703  2982832  2982953  2983073  2983204  2983333  2983453  2983588  2983852  2984123  2991521  2992188  2992333  2992462  2992641  2992776  2992897, , 2938982  2945839  2948843  2962040  2972115  2972201  2974010  2974661  2977250  2982082, 2940490  2947258  2949437  2963234  2972130  2973735  2974266  2975591  2977912  2993216, , , 2936824, 2936824, 2936825, 2978547, 2978556, 2978568, 2978718, 2978734, 2978744, L, 2982103, 2982114, 2993216, 0, 0, 0, 0, 0, 2993222, 2993224, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2993242  2996861  2997084  2997258  2997392  2997537  2997655  2997808  2997920  2998032  2998154  2998351  3001849  3001969  3002081  3002198  3002404  3005159  3005270  3005386  3005513  3005630  3005763  3005875  3008531  3008647  3008791  3022740  3022888  3023039  3023176  3023330  3023462  3023724  3023858  3023969  3024083  3024218  3032771  3032888  3033000  3033165  3033380  3036703  3036824  3036942  3037062  3062363  3062484  3062746  3065549  3065670  3065782  3065942  3066314  3066438  3076376  3076532  3076858  3076971  3077701  3077902  3078026  3078758  3078871  3078982  3079102  3079237  3079357  3079865  3080553  3080677  3080844  3081005  3081159  3081407  3081521  3081632  3081766  3081886  3082005  3082160  3082272  3082385  3082504  3082620  3082791  3082910  3083344  3083456  3083685  3084262  3084392  3084795  3084916  3085058  3085178  3085446  3085558  3085709  3093909  3094033  3094163  3094278  3094390  3094507  3094619  3094730  3095072  3109237  3109380  3109493  3109618  3109731  3109868  3109988  3146545  3146677  3146859  3147055  3147197  3147334  3148394  3148514  3155018  3155135  3155251  3155415  3155536  3155673  3155811  3155950  3156169  3156297  3164165  3164282  3164399  3164527  3164670  3164817  3165009  3165231  3165457  3165632  3165977  3166092  3166215  3166327  3166908  3167064  3167227  3167381  3167552  3167706  3167817  3167930  3168075  3168243  3168516  3168634  3168762  3168876  3169055  3169172  3169296  3169439  3169569  3169750  3169950  3170250  3170364  3170484  3170651  3170821  3170965  3171077  3171190  3171322  3171500  3171703  3171838  3172008  3172154  3172358  3172497  3172610  3173090  3173322  3173677  3173795  3173955  3174124  3174240  3174596  3174710  3174820  3174940  3175470  3175645  3175927  3176098  3176255  3176370  3176489  3176622  3176739  3176908  3177042  3177163  3177341  3177508  3177990  3178354  3178474  3178632  3178978  3179090  3179472  3179664  3179802  3179948  3180481  3180668, , 2996628  3001622  3004971  3008214  3022489  3032517  3036450  3062119  3065270  3066152  3075953  3076779  3077766  3093330  3093740  3108963  3146307  3148182  3148625  3154784, 2998290  3002287  3005952  3008759  3024280  3033412  3037106  3062690  3066060  3066428  3076576  3076904  3085623  3093358  3095066  3109929  3147277  3148611  3148639  3180868, , , 2993710, 2993710, 2993711, 3149396, 3149405, 3149414, 3149564, 3149579, 3149587, L, 3154801, 3154811, 3180875, 0, 0, 0, 0, 0, 3180925, 3180934, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 
