max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_well_all_on_ts, L_well_all_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2747435  2747565  2747697  2747859, 2735171  2736856, 2734546, 2733721  2737170, 2733766, 2733767, 2733768, 2743791, 2743793, 2743795, 2743946  2743948, 2745096, 2745098, , , , , 1, 1, 0, 0, 0, 2760130, 2760134, L0:R10, 10.00, 000(1)1, 000(1)1, 204, no_go, 2760123, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2903255  2903510  2903709  2904359  2904848  2904972  2905081  2905233  2905362  2905469  2906048  2906156  2906313  2907029  2907197  2907304  2907409  2907552  2907673  2907795  2907911  2908015  2909919  2910052  2910164  2910288  2910399  2911292  2911406  2912296  2912651, 2922020, 2761887  2764721  2765048  2765165  2765298  2765407  2794603  2877607  2920785  2923203  2924303  2931038, 2762969  2764729  2765080  2765198  2765364  2765673  2794797  2877676  2921979  2923963  2924476  2931286, 2760726, 2760726, 2760727, 2953165, 2953178, 2953191, 2953341  2953354, 2953757, 2953771, L, 2953796, , 2953962, 0, 0, 0, 0, 0, 2954135, 2954137, L1:R9, 10.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2903172  2904844  2905012  2905195  2907869  2909861  2909986  2910024  2912579  2921963  2952785, 2903222  2904859  2905031  2905223  2907904  2909880  2910010  2910414  2912667  2922038  2953949, 2953809
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2991416  2991535  2991645  2991774  2991885  2992027  2992148  2992264  2992387  2992520  2992624  2992757  2992864  2993007  2993145  2993306  2995452  2995582  2995694  2995813  2995965  2996091  2997068  2997233  2997453  2997643  2997836  2999562  2999668  2999831  3006940  3007078  3007195  3007325  3007455  3007610  3009411  3009560  3012540  3012654  3012904  3013059  3013167  3013629  3013825  3013933  3014094  3014393  3014517  3014746  3014902  3015028  3015703  3015881  3016014  3016538  3016654  3016808  3016944  3017277  3017435  3017553  3017674  3018015  3018213  3018393  3018505  3018619  3018750  3019707  3019859  3019966  3020168  3020306  3020417  3020540  3020651  3020767  3020882  3021041  3021147  3021399  3021991  3022173  3022977  3023118  3023224  3023439  3023557  3023665  3023799  3025423  3025581  3025726  3025837  3025941  3026094  3026260  3027832  3027949  3028158  3028402  3028555  3028660  3028779  3032658  3032843  3033496  3033652  3033774  3033889  3034005  3034113  3034251  3034361  3034535  3034738  3034866  3034975  3035116  3035231  3035384  3035497  3036076  3036183  3036298  3037642  3037752  3037879  3038010  3038189  3041088  3041256  3041390  3041564  3041671  3041799  3041953  3042087  3042211  3043603  3044373  3044536  3044734  3044867  3045050  3045501  3046481  3046679  3047142  3047650  3048376  3048895  3049010  3049203  3049320  3049456  3049561  3049892  3050431  3050580  3050816  3050939  3051073  3051279  3051482  3051638  3052126  3052237  3052347  3052481  3052611  3057126  3058644  3058844  3058954  3059065  3059177  3059282  3059842  3059973  3060093  3060203  3060725  3060838  3060988  3061902  3062024  3062128  3063258  3063515  3063675  3063816  3064012  3064120  3064224  3064922  3067682  3067804  3068718  3068856  3068964  3069088  3069334  3069457  3069638  3070106  3070307  3070417  3071137  3072462  3072568  3072710  3074851  3074956  3075100  3075303  3077450  3077649  3077774  3077877  3077994  3080218  3080404  3080598  3080736  3080844  3081016  3081162  3081422  3081603  3082834  3083419  3083554  3085616  3085724  3085842  3086299  3086442  3086699, 2958362  2958500  2959151  2959249, 2957846  2960357, 2959556  2960452, 2954575, 2954575, 2954576, 3098209, 3098214, 3098220, 3098371  3098376, 3099206, 3099212, L, 3101410, , , 1, 0, 0, 0, 1, 3101472, 3101480, L2:R8, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3101463, 2954624  2957039  3006848  3006985  3007518  3009321  3009467  3012447  3016878  3017184  3017341  3017541  3017592  3017744  3017942  3018122  3018302  3018411  3018524  3019612  3019767  3020075  3020214  3020445  3020674  3020949  3021303  3021897  3022076  3022778  3023022  3023353  3023470  3023702  3025065  3025486  3025630  3025999  3026170  3027736  3027988  3028314  3052219  3059763  3059876  3060645  3061809  3061940  3063162  3063580  3063721  3064028  3064198  3064723  3067789  3068622  3068760  3071099  3074764  3075088  3075213  3077356  3077576  3077678  3077816  3077924  3079357  3079664  3079919  3080123  3080310  3080503  3080642  3080921  3081067  3081359  3081506  3081746  3081808  3082420  3085527  3086166  3086379  3086605  3101398, 2954641  2957430  3006952  3007085  3007624  3009425  3009575  3012663  3016962  3017295  3017448  3017573  3017694  3017920  3018022  3018219  3018401  3018513  3018760  3019716  3019976  3020179  3020427  3020663  3020889  3021160  3021412  3022016  3022187  3022992  3023132  3023455  3023680  3023816  3025440  3025598  3025959  3026106  3026279  3027968  3028165  3028666  3052292  3059859  3060221  3060738  3061920  3062147  3063428  3063682  3063822  3064126  3064233  3064932  3067814  3068728  3068971  3071143  3074931  3075107  3075311  3077398  3077601  3077718  3077888  3078010  3079486  3079740  3079993  3080235  3080422  3080616  3080863  3081035  3081182  3081430  3081609  3081793  3081860  3082436  3085622  3086261  3086452  3086669  3101488, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3101592  3101702  3101848  3102248  3102458  3102584  3102733  3103610  3103740  3103859  3104267  3104371  3104566  3104680  3105268  3105378  3106736  3106878  3106996  3107122  3107231  3107357  3107466  3107602  3107710  3107864  3107973  3108083  3109467  3109641  3109807  3109926  3110048  3111373  3111513  3111671  3111782  3171793  3199734  3199856  3200153  3201339  3202289  3202411, 3122953  3162564  3162683  3162842  3163210  3163483  3163593  3163752  3163857  3164087  3164388  3193749  3193882, 3122516  3162164  3183565  3193373  3219414, 3123155  3164715  3183660  3194091, 3102330, 3102331, 3102332, 3215769, 3215778, 3215788, 3215939  3215948, 3216591, 3216601, R, 3219433, , , 1, 0, 0, 0, 1, 3219532, 3219544, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 3219518, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3234039  3234308  3234466  3235256  3235362  3240095, , 3224392, 3220285  3224547, 3220523, 3220523, 3220524, 3229422, 3229423, 3229426, 3229577  3229579, 3232050, 3232052, , , , , 1, 1, 0, 0, 0, 3247084, 3247088, L2:R8, 10.00, 000(1)1, 000(1)1, 204, no_go, 3247077, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3265713  3272255  3289579  3289706  3289848, , 3250091  3255808  3276010, 3251256  3256054  3276538, 3247750, 3247751, 3247751, 3284870  3296806, 3284872, 3284875, 3285026  3285028, 3285390, 3285393, , , , , 1, 1, 0, 0, 0, 3300429, 3300434, L2:R8, 10.00, 000(1)1, 000(1)1, 204, no_go, 3300422, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3302870, , 3325259  3336288, 3325755, 3300864, 3300865, 3300866, 3332791, 3332792, 3332795, 3332946  3332948, 3300864  3333479, 3333481, R, 3336293, , , 1, 0, 0, 0, 1, 3336326, 3336330, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 3336320, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3343540  3343649, 3336517  3336723  3336827  3337020  3337658  3337809, 3356021, 3337918, 3337919, 3337921, 3337922, 3353682, 3353684, 3353688, 3353839  3353841, 3354293, 3354296, R, 3356027, , , 1, 0, 0, 0, 1, 3356064, 3356069, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 3356057, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3552388  3698009  3698121  3698234  3698342  3698504  3698611  3698726  3698856  3698985  3700379  3700487  3700614  3700758  3700919  3701050  3701214  3701369  3703283  3703389  3703499  3703613  3703717  3703891  3705234  3705339  3705485  3705598  3705735  3710091  3710327  3710457  3710619  3711719  3711844  3712018  3713911  3714069  3714173  3714280  3714819  3715027  3715187  3719821  3719927  3720047  3722383  3729350  3729465  3730192  3730312  3730420  3730563  3730668  3730788  3730939  3731045  3731170  3732318  3732438  3732544  3732675  3734207  3734345  3734460  3734599  3738217  3738365  3738487  3738632  3738767  3738901  3739187  3739413  3739585  3740242  3741465  3741601  3741742  3742736  3742860  3742992  3743152  3743513  3744110  3744216  3744333  3745831  3746085  3748850  3749217  3749753  3750041  3750416  3750533  3751038  3751285  3752435  3752539  3752724  3752834  3752945  3753072  3753180  3753295  3756635  3756754  3756904  3757017  3757427  3758099  3758209  3759632  3759817  3759969  3760385  3761452  3761556  3762892  3763005  3763206  3763309  3763414  3763558  3763670  3764200  3765308  3765424  3765554  3765660  3765781  3765943  3766076  3766311  3766419  3766560  3767209  3767317  3768188  3768322  3768431  3768546  3769214  3769332  3774913  3775087  3775214  3776016  3776126  3776270  3776374  3776499  3779412  3779558  3779728  3780679  3783457  3783562  3783670  3785080  3785187  3785310  3785452  3785564  3785707  3785865  3786683  3788994  3789130  3789236  3791076  3791200  3791362  3791470  3791575  3791739  3791904  3794192  3794355  3794478  3794608  3794721  3794869  3795372  3795548  3795685  3795895  3796026  3796145  3796604  3797485  3797600  3797740  3798242  3798349  3798482  3798730  3798847  3799013  3799171  3799299  3799404  3799520  3799652  3800323  3800467  3800576  3801881  3801998  3829321  3829601  3829760  3832487  3832623  3832736  3832852  3832979  3833163  3833294  3833432  3833549  3833726  3833837  3833946  3834063  3836702  3836808  3836916  3837048  3837166  3838770  3838901  3839071  3839269  3850838  3851941  3852049  3852158  3852283  3852406  3853832  3853949  3854061  3854167  3854276  3856075  3856186  3856294  3856413  3856519  3856891  3856996  3857114  3857257  3857361  3857480  3857598  3857748  3857864  3857972  3858098  3858246  3858400  3858930  3859050  3859193  3859303  3859934  3860121  3860425  3860531  3862156  3862289  3864404  3864532  3865345  3865464  3865583  3865693  3865826  3865951  3866326  3867082  3881861  3882002  3882401  3882518  3882634  3883177  3883375  3890104  3890213  3898864  3899084  3899194  3899315  3900463  3900594  3900705  3900810  3900947  3901063  3901181  3901298, 3356518  3356759  3357347  3648162  3648273  3670710, 3620734  3627340  3629922  3647723  3647909  3670404  3692709  3813511, 3357440  3620850  3628859  3630258  3647836  3648649  3670748  3692870  3814245, 3357441, 3357442, 3357443, 3894241, 3894253, 3894267, 3894418  3894431, 3895326, 3895340, , , , , 1, 1, 0, 0, 0, 3910363, 3910366, L2:R8, 10.00, 000(1)1, 000(1)1, 204, no_go, 3910358, 3865920  3866231, 3865968  3866257, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3927173  3927316  3927428, , 3910787  3914821, 3911495  3915010, 3911496, 3911497, 3911498, 3919511  3923715, 3919512, 3919515, 3919666  3919668, 3919763  3925343, 3919765, , , , , 1, 1, 0, 0, 0, 3934797, 3934802, L2:R8, 10.00, 000(1)1, 000(1)1, 204, no_go, 3934791, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3947469, 3945571  3947066  3948544  3957235, 3945822  3947452  3948649, 3935212, 3935213, 3935214, 3952043, 3952045, 3952048, 3952199  3952201, 3952326, 3952329, R, 3957241, , , 1, 0, 0, 0, 1, 3957278, 3957283, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 3957271, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3963307  3963426  3964043  3964151  3964256  3964364  3965147  3977753  3979257  4001868  4002036  4002167  4002801, 3957655, 4014344, 3957821, 3957821, 3957822, 3957824, 4006524, 4006526, 4006531, 4006682  4006685, 4007858, 4007861, R, 4014351, , , 1, 0, 0, 0, 1, 4014395, 4014400, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4014387, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 4014895, 4032923, 4014980, 4015263, 4015264, 4015265, 4028822, 4028823, 4028825, 4028976  4028977, 4029765, 4029767, R, 4032927, , , 1, 0, 0, 0, 1, 4032957, 4032961, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4032951, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4095536  4095930  4149775  4149884  4168518  4168633  4180726  4180838  4199664  4199901  4200019  4201828  4201945  4202887  4203030  4203187  4203302  4203408, 4033418  4033549  4034100  4034237  4215308, 4099338  4099880  4113261  4130176  4215016  4222240  4231083, 4035457  4099629  4101184  4115022  4130788  4215579  4222703, 4035458, 4035459, 4035461, 4226256, 4226263, 4226269, 4226420  4226426, 4227105, 4227111, R, 4231096, , , 1, 0, 0, 0, 1, 4231166, 4231176, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4231156, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4236101  4236213  4251199  4253223  4254060  4254206  4254332  4283998  4284118  4284314  4285140  4293645  4293875  4294062  4294343  4318106  4318217  4318359, 4231373  4231476, 4350003, 4231983, 4232121, 4232123, 4232124, 4337585, 4337588, 4337593, 4337744  4337748, 4338426, 4338430, R, 4350012, , , 1, 0, 0, 0, 1, 4350061, 4350067, L2:R8, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4350053, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4493535  4497625  4497824  4497940  4522793  4522940  4564255  4564360, 4363531  4506934  4507032  4507971, 4363152  4444752  4483853  4501231  4504849  4506164  4506443  4555870  4556332  4569295, 4350785  4363625  4444923  4484585  4501797  4504889  4506398  4507180  4556250  4556431, 4351022, 4351023, 4351024, 4560815, 4560820, 4560826, 4560977  4560983, 4561531, 4561538, R, 4569309, , , 1, 0, 0, 0, 1, 4569376, 4569384, L1:R9, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4569366, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4580418  4586753  4622013  4641957  4642168  4642279  4642396, , 4574864  4646588, 4569600  4574903, 4570378, 4570379, 4570380, 4637785, 4637787, 4637790, 4637940  4637942, 4639879, 4639881, R, 4646594, , , 1, 0, 0, 0, 1, 4646634, 4646639, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4646626, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4661641  4698735  4698912, , 4703938, 4647165, 4647568, 4647569, 4647570, 4693919, 4693920, 4693922, 4694073  4694075, 4695976, 4695979, R, 4703943, , , 1, 0, 0, 0, 1, 4703975, 4703979, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4703969, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 4722990, 4704512  4723352, 4704944, 4704945, 4704945, 4737402, 4737403, 4737406, 4737557  4737559, 4741874, 4741876, , , , , 1, 1, 0, 0, 0, 4756901, 4756905, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 4756896, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 180, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
