max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 5628922  5631391  5631510  5631622  5631723  5631834  5632560  5632754  5632928  5633035  5635503  5635605  5635822  5635926  5636065  5636883  5637012, , , 5629342, 5629343, 5629344, 5631172  5631801  5632349  5632835  5635260  5636737  5652828, 5631770  5631851  5632710  5633052  5636153  5637058, 5649005, 5649010, 5649016, 5649166  5649171, 5649764, 5649770, R, 5652840, , , 1, 0, 0, 0, 1, 5652902, 5652911, L6:R4, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 5652892, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5665740  5665892  5666928  5671960  5672120  5672294  5672452, 5653249  5653421  5654458  5654576  5654679  5654790  5654926  5662473  5662583  5674320  5674427  5674563  5696202  5696317  5696423  5696529  5696640  5696751  5696863  5696971  5697078  5697188  5697304  5697420  5697530  5697646  5697763  5697883  5698019  5698256  5698718  5698839  5698950  5699057  5699214  5699382  5699569, 5665462  5666663  5671979, 5666060  5666919  5672281, 5653481, 5653483, 5653484, 5654242  5662214  5662684  5674086  5675153  5675668  5696014, 5653401  5655053  5662624  5662702  5674626  5675453  5675803  5699627, 5689348  5689893  5693192  5693229, 5689354, 5689361, 5689512  5689519, 5689532  5690321  5693215  5694077, 5689539, R, 5696030, , 5699638, 0, 0, 0, 0, 0, 5699712, 5699725, L5:R5, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 5696039
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5704223  5704333  5704464  5704673  5708526  5708639  5708744  5708924  5709151  5710048  5710234  5710744  5711326  5711449  5711621  5711762  5711876  5712003  5712267  5712602  5713275  5713452  5713559  5713705  5713843  5713976  5714166  5714576  5714836  5714974  5715098  5715215  5715330  5715469  5715630  5729597  5729758  5730049  5730244  5730360  5731671  5731793  5732343  5783810  5783928  5784146  5784851  5784963  5815321  5815687  5823782  5823896  5824338  5824446  5824649  5824777  5824902  5825011  5825119  5825225  5825335  5825440  5825546  5825673  5825921  5826050  5827553  5827704  5827814  5827930  5828060  5836570  5836701  5836919  5837126  5837251  5852388  5852690  5853130  5853531  5853688  5853962, 5701622  5718839  5719005  5723403  5723522  5723629  5727604  5734430  5734543  5734647  5734759  5734867  5735002  5735117  5735254  5735528  5735653  5735801  5736103  5736230  5736345  5736481  5736631  5736740  5736920  5737088  5737394  5737506  5737783  5737926  5738077  5740060  5740298  5740427  5740846  5740992  5741114  5741375  5741483  5741966  5742267  5742492  5742599  5742703  5742836  5742940  5743065  5743205  5743336  5743444  5743560  5743697  5743837  5743976  5744392  5744513  5744665  5744886  5744993  5745105  5745760  5745904  5746293  5746430  5746804  5747228  5747353  5747458  5748163  5748283  5748751  5748930  5749076  5749234  5749386  5749508  5749652  5749903  5750379  5750691  5750815  5750941  5751065  5751214  5751388  5751997  5752126  5752302  5752419  5752939  5753382  5753799  5754613  5754727  5754858  5754991  5755105  5755574  5755719  5755837  5756007  5756278  5756413  5756555  5756711  5756819  5756930  5757229  5757348  5757911  5758035  5758633  5758752  5759343  5759449  5759552  5760451  5760926  5761058  5761185  5761300  5761566  5761680  5761837  5761980  5762971  5763122  5763249  5764035  5764144  5765426  5765551  5765969  5766139  5766934  5767111  5767229  5768631  5768756  5768906  5769025  5769172  5769524  5769692  5770877  5771041  5771347  5772773  5772898  5773513  5774114  5774255  5774943  5775062  5775193  5775855  5776006  5777540  5777668  5777775  5777904  5778242  5778374  5778996  5779099  5779469  5779640  5786883  5787004  5787144  5787664  5787767  5787883  5788099  5788240  5788344  5788483  5788753  5788953  5789369  5789537  5790085  5792349  5792992  5793132  5793600  5794557  5795047  5795173  5795313  5795430  5795946  5796114  5796220  5796608  5796835  5796950  5797084  5797466  5797635  5798293  5798431  5798564  5798823  5799689  5800826  5801299  5802143  5802252  5802491  5802628  5803252  5803452  5803625  5804249  5804483  5804909  5805062  5807366  5807531  5807637  5807860  5808005  5833165  5833300  5833753  5834165  5873520  5873624  5873924  5874032  5874136  5874243  5874361  5874478  5874592  5874711  5874836  5875000  5875116  5875220  5875340  5876166  5876333  5876619  5876738  5876897  5877045  5877189  5877324  5877551  5877836  5877943  5878077  5878335  5878640  5878750  5879037  5879637  5879758  5879932  5880058  5880159  5880262  5880403  5880545  5880844  5881833  5881985  5882098  5882217  5882320  5882541  5882645  5882750  5882862  5883013  5883227  5883463  5883855  5884089  5884345  5884512  5884697  5885194  5885303  5885447  5885610  5885874  5886311  5886456  5886651, 5703970  5705492  5705839  5705905  5706040  5708303  5709854  5711160  5714640  5729291  5730072  5731503  5732191  5783531  5784712  5813629  5823516  5827368  5836279  5837301  5851886  5852759, 5704619  5705714  5705883  5705960  5706097  5709068  5710004  5714610  5715477  5729737  5730347  5731725  5732404  5784104  5784953  5815758  5825993  5828011  5837264  5837395  5853772, 5700298, 5700299, 5700299, 5701341  5718473  5719626  5723230  5727411  5734230  5738231  5739557  5752680  5754407  5768482  5770883  5772609  5773381  5777336  5779337  5786515  5792795  5792888  5794982  5799465  5800270  5802496  5804321  5805209  5805776  5805952  5806092  5807144  5832861  5873350, 5701779  5719083  5719714  5723658  5727592  5738216  5738316  5752380  5753741  5767558  5770861  5771302  5773072  5775960  5779261  5779654  5792613  5792861  5794946  5798780  5799754  5802467  5804307  5805180  5805745  5805898  5806033  5806158  5808087  5834323  5886956, 5869829, 5869830, 5869833, 5869984  5869986, 5870376, 5870378, R, 5873355, , 5886967, 0, 0, 0, 0, 0, 5887032, 5887043, L4:R6, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 5873358
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 5887200  5890097  5890312  5890758  5891093  5892292  5892415  5892518  5892641  5892794  5896001, , , 5888188, 5888189, 5888190, 5889943  5889985  5892115  5895737  5900872, 5889952  5891042  5893033  5895990, 5898268, 5898272, 5898277, 5898428  5898432, 5898754, 5898758, R, 5900882, , , 1, 0, 0, 0, 1, 5900932, 5900938, L3:R7, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 5900924, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5923578  5923840  5924036  5924181  5924294  5924431  5925153  5925273  5925408  5926386  5926514  5926632  5928323  5928508  5928663  5928879  5936694  5936819  5936936  5937073  5937196  5937321  5937427  5937545  5937664  5938252  5938436  5938605  5938746  5938877  5939005  5939345  5939460  5939634  5939903  5940040  5940730  5940844  5941051  5941571  5941749  5942379  5942646  5942798  5942926  5943238  5943709  5943840  5943982  5944120  5944465  5945202  5945639  5945796  5945957  5947635  5947858  5947978  5948793  5959228  5959405  5959530  5959680  5959813  5959960  5960590  5960913  5961060  5961635  5961780  5962037  5962169  5962361  5971137  5971248  5971377, 5901091  5901254  5901383  5901522  5901662  5901791  5901944  5902067  5902249  5902469  5902618  5902727  5902833  5902974  5903085  5903194  5903298  5903530  5903939  5904054  5904431  5904622  5904728  5904833  5905038  5905287  5905397  5905523  5905683  5905874  5905985  5906116  5906327  5906468  5906599  5906706  5906927  5907114  5907221  5907333  5907440  5907587  5908053  5908158  5909034  5909136  5909351  5909476  5909701  5909836  5910246  5910355  5911214  5911362  5911581  5911742  5911957  5912788  5912899  5913068  5913227  5913368  5913484  5913764  5914520  5914666  5915107  5915240  5915827  5915990  5916146  5916278  5916429  5916583  5916715  5920389  5920490  5920636  5920780  5931646  5932015  5932170  5951653  5951791  5951917  5957058  5967036  5967179  5967325  5967448  5967605  5968297  5968422  5968726  5968864, 5923398  5926196  5928163  5936418  5945121  5947488  5958996  5962525  5962581  5970924, 5925355  5926684  5928650  5944057  5945874  5948314  5962311  5962550  5962601  5971464, 5916686, 5916695, 5916706, 5920203  5931248  5932568  5932652  5951266  5956760  5966680  5978374, 5916677  5920951  5932185  5932616  5932689  5952124  5957155  5968852, 5975304, 5975317, 5975488, 5975639  5975640, 5976395, 5976396, R, 5978376, , , 1, 0, 0, 0, 1, 5978398, 5978402, L2:R8, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 5978393, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 5978774  5978900  5984903  5985107  5985236  5997498  5997648  5997765  5998939  5999060  5999184  5999293  5999416  5999571  5999849  6000831  6000981  6001107, , , 5979279, 5979280, 5979282, 5984725  5997116  5998746  6011604, 5978916  5985216  5997839  6001047, 6008833, 6008837, 6008842, 6008993  6008997, 6009008, 6009013, R, 6011614, , , 1, 0, 0, 0, 1, 6011670, 6011677, L2:R8, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6011661, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6018435  6018547  6018660  6018802  6019480  6019600  6019878, 6011877  6011994  6012124  6012272  6013420  6013550  6013688  6016082  6016524  6016633, 6018165  6020894, 6019852  6021109, 6012393, 6012394, 6012396, 6013212  6014154  6015243  6016348  6028731, 6012392  6014120  6014211  6015262  6016696, 6023051, 6023056, 6023062, 6023213  6023218, 6024230, 6024236, R, 6028743, , , 1, 0, 0, 0, 1, 6028808, 6028815, L1:R9, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6028798, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6036502  6036614  6036865  6037712  6037973  6038211  6048709  6048902  6049020  6049192  6049299  6049502  6049723  6065187  6065313  6065433  6065579  6065709  6065836  6065968  6066186  6066301  6066686  6066825  6070917  6071034  6076566  6076675  6076790, 6028997  6029234  6029376  6052656  6052761  6052874  6053297  6057775, 6036197  6037764  6038050  6038335  6048517  6064941  6066416  6070582  6076354, 6037667  6037968  6038291  6038401  6049478  6066257  6066663  6070999  6076971, 6029468, 6029469, 6029472, 6052341  6057358  6062563  6082116, 6029420  6053259  6057678  6062899, 6079584  6079805, 6079593, 6079603, 6079754  6079764, 6079779  6080429, 6079789, R, 6082138, , , 1, 0, 0, 0, 1, 6082244, 6082257, L0:R10, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6082230, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6092752  6092867  6092990  6093142  6093280  6093401  6093843  6094000  6094108  6094696  6094839  6095339  6095511  6095623, 6082454  6082560  6082696  6082839  6082996  6083112  6083264  6083374  6083627  6083915  6084081  6084799  6126624  6126746  6128055  6128207  6128374  6137792  6137911  6138022  6138166  6138294  6161409  6161534  6161662  6161773  6218961  6219095  6219217  6219360  6219680  6219860  6220022  6222090, 6092571  6093904, 6093807  6095577, 6084208, 6084210, 6084213, 6084619  6126333  6133872  6137536  6158481  6161185  6218654  6221781, 6084206  6084860  6128580  6134532  6138421  6159036  6161841  6220008  6222067, 6228109, 6228119, 6228131, 6228281  6228291, 6228308, 6228318, , , , , 1, 1, 0, 0, 0, 6243412, 6243424, L0:R10, 30.00, 000(1)1, 000(1)1, 204, no_go, 6243397, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6266111  6266237  6266365  6266505  6293468  6293595  6293777  6293927  6294141  6295724  6295831  6295975  6296084  6296259  6317201  6317330  6318716, 6322739  6323006  6323150  6323293  6323701  6324002  6324166, 6265863  6293260  6295431  6295661  6296162  6316910  6318077, 6266426  6293943  6295595  6296070  6296296  6317368  6318727, 6244132, 6244133, 6244134, 6322400  6346607, 6324173, 6335957, 6335963, 6335971, 6336121  6336128, 6336748, 6336755, R, 6346622, , , 1, 0, 0, 0, 1, 6346699, 6346708, L0:R10, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6346687, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6369508  6369657  6369779  6369928  6370040  6370147, 6346892  6348941  6354323  6354456  6354566  6354692  6358793  6358911  6359054  6359163  6359283  6361883  6366484  6366797  6366952  6367075  6385113  6385998  6386153  6386271  6386428  6386627  6386859  6387078  6387193  6387459  6388605  6388998  6389143  6389513, 6369098, 6370098, 6347375, 6347377, 6347378, 6347228  6347379  6354112  6358526  6360106  6360461  6366133  6366608  6384741  6385364  6385419  6385785  6386012  6389683  6389879  6390014  6403174, 6347114  6347312  6347389  6355763  6359267  6360233  6360486  6366513  6367050  6385259  6385380  6385459  6385975  6389667  6389820  6389976  6390962, 6399637, 6399648, 6399660, 6399811  6399823, 6399840, 6399851, R, 6403198, , , 1, 0, 0, 0, 1, 6403315, 6403329, L0:R10, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6403299, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6414435  6414551  6414656  6414778  6414910  6423152, 6403553  6403698  6403809  6403947  6404093  6404222  6407537  6407685  6454797  6454938  6455689, 6414228  6422369, 6414840  6422920, 6404256, 6404258, 6404259, 6407328  6454485  6455486  6505851, 6404254  6407654  6455019  6455836, 6502231, 6502235, 6502241, 6502392  6502397, 6502788, 6502793, R, 6505862, , , 1, 0, 0, 0, 1, 6505923, 6505932, L0:R10, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6505914, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6506269  6506379  6506518  6506682  6524142  6524298  6524411  6524574  6524708  6524844, , , 6507320, 6507321, 6507323, 6523865  6531588, 6507319  6524869  6531795, 6547278, 6547281, 6547285, 6547436  6547439, 6548144, 6548148, , , , , 1, 1, 0, 0, 0, 6563185, 6563191, L0:R10, 20.00, 000(1)1, 000(1)1, 204, no_go, 6563178, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6568655  6568855  6568965  6570166  6571072  6576420  6576534  6576665  6576805  6576977  6577214  6577326  6577625  6577730  6577846  6578677  6578879  6579080  6579408  6579536  6579732  6580156  6580268  6580750  6580859  6581892  6582013  6582169, 6603743  6603874  6604004  6604474  6604616  6604842  6604984  6606447  6606636  6606810, 6568336  6576158  6578875  6581750, 6569012  6578834  6580828  6582130, 6563835, 6563835, 6563836, 6603485  6613784, 6606798, 6610556, 6610563, 6610571, 6610722  6610729, 6611668, 6611676, R, 6613800, , , 1, 0, 0, 0, 1, 6613883, 6613892, L0:R10, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6613870, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6629871  6630001  6630128  6630617  6630763  6631280  6631422, 6614094  6614198  6614342  6614475  6615168  6615313  6615441  6615617  6616125  6620490  6649506  6649666, 6629614, 6631379, 6616087, 6616089, 6616091, 6620250  6649221  6664595, 6616086  6620583  6649676, 6657825, 6657829, 6657834, 6657985  6657990, 6658029, 6658034, R, 6664605, , , 1, 0, 0, 0, 1, 6664664, 6664670, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6664654, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6664886  6665139  6665553  6665700  6666190  6666389, , , 6666385, 6666387, 6666388, , 6666384, 6670780  6677215, 6670782, 6670785, 6670935  6670937, 6670952  6677908, 6670954, , , , , 1, 1, 0, 0, 0, 6685986, 6685990, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 6685979, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6697211  6697357  6697573  6707736  6707907  6708016  6708129  6708344  6708455  6708749  6709039  6721633  6721745  6721893  6722015, , 6696922  6707505  6721365  6724984, 6697714  6709050  6722105  6725256, 6686674, 6686675, 6686675, 6743298, , 6740779, 6740783, 6740788, 6740939  6740943, 6740954, 6740959, R, 6743308, , , 1, 0, 0, 0, 1, 6743362, 6743370, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6743354, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6743660, , , 6745876, 6745877, 6745879, 6758327, 6745876  6758748, 6764279, 6764280, 6764283, 6764434  6764436, 6764450, 6764452, , , , , 1, 1, 0, 0, 0, 6779479, 6779483, L0:R10, 0.00, 000(1)1, 000(1)1, 204, no_go, 6779473, 
