max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   990246  2539866  2540121  2540279  2540401  2540550  2540829  2541151  2696136  2696258  2696407  2696519  2696630  2696743  2696861  2696980  2697099  2699127  2699244  2699356  2724994  2725156  2725274  2750476  2750749  2750921  2751085  2757400  2757533  2757645  2757772  2757947  2758069  2758266  2758413  2759522  2759645  2759836  2760657  2760819  2760936  2761733  2762218  2762407  2762546  2762665  2762780  2763673  2763784  2765756  2771480  2771597  2771728  2771911  2796534  2796648  2796828  2796976  2797102  2797217  2797329  2797681  2798161  2798275  2819056  2819181  2819315  2819844  2820828  2820938  2821071  2821184  2821454  2821585  2821739  2865263  2865375  2865509  2865623  2865736  2865851  2866114  2866575  2866753  2866919  2867052  2867164  2867445  2867658  2874627  2874754  2874875  2875006  2875130  2875281  2875398  2875524  2875638  2881242  2881359  2881499  2881609  2881741  2881870  2883139  2883296  2883406  2883671  2883783  2884741  2884891  2885097  2885628  2885756  2885882  2886034  2886150  2886310  2886841  2887919  2888037, 1   994305  1000478  2540820  2540978  2541126  2541240  2708844  2709109  2709234  2709363  2709489  2709621  2709753  2709888  2710017  2710149  2710276  2710384  2711013  2711153  2711285  2711785  2712078  2712232  2712628  2712748  2713205  2713765  2713897  2715113  2715369  2715759  2715947  2716456  2716666  2716856  2717057  2717203  2717512  2717632  2730913  2731022  2731230  2731355  2731485  2736570  2736717  2736854  2736985  2740444  2740591  2740717  2740881  2741177  2741533  2741655  2742761  2742878  2743075  2782924  2783035  2783428  2783617  2783827  2784079  2790973  2825551  2825679  2826123  2832403  2832693  2832802  2832963  2833301  2833906  2834018  2834153  2834296  2835924  2836065  2836553  2837700  2837918  2838421  2838569  2838701  2838841  2839168  2839310  2839818  2839927  2840068  2840436  2840605  2841848  2842060  2842206  2842664  2842807  2842916  2843358  2843570  2843701  2844617  2845221  2845611  2845720  2845923  2846313  2846422  2846540  2846916  2847040  2847271  2847414  2848157  2848293  2848733  2848878  2849092  2850500  2850662  2851356  2851496  2851638  2851816  2852260  2852389  2852511  2852847  2854752, 981177  2695881  2724687  2750285  2759540  2765557  2771297  2796321  2802932  2818839  2820749  2865103  2865165  2874390, 990229  2699403  2725223  2759516  2763632  2765748  2771937  2798230  2803078  2819260  2821677  2865135  2867667  2888080, 993940  2708221  2710477  2710582  2729433  2730577  2782502  2790717  2790967  2825209  2831559  2843999  2845062  2854258, 1000443  2710427  2710547  2717535  2729732  2743018  2784008  2790940  2791090  2826112  2843819  2844866  2852861  2854879, 2669898, 2669901, 2669904, 2869875  2870231, 2869884, 2869895, 2870046  2870055, 2870126  2871939, 2870136, L, 2874412, 2874423, 2888081, 0, 0, 0, 0, 0, 2888094, 2888097, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2888162  2888494  2888625  2889006  2889128  2889351  2889718  2889891  2890096  2890221  2912581  2912694  2912806  2913026  2913152, 2896834  2897148  2897394  2897524  2897922  2898037  2898204  2898595  2898838  2899761  2899907  2900595  2900749  2901017  2901527  2903780  2905789  2905943  2906115  2906791  2906959  2907088  2907479  2908318, 2888390  2888828  2912400  2918456, 2888662  2890084  2913064, 2896515  2896824  2903240, 2896801  2901400  2908255, 2890086, 2890088, 2890090, 2916407, 2916414, 2916422, 2916573  2916581, 2916594, 2916602, L, 2918473, , , 1, 0, 0, 0, 1, 2918558, 2918569, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2918546
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2918799  2918931  2919049  2919177  2939558  2939803  2939931  2940124  2940243  2940437  2940569  2940903  2941251  2941366  2941670  2942020  2942260  2942375  2942500  2942616  2942744  2944070  2944207  2944322  2944516  2944649  2944762  2944932  2945051  2945198  2945311  2945428  2945541  2945651  2945778  2945892  2946008  2946229  2946372  2946488  2946619  2946782  2947337  2947486  2947609  2947795  2948111  2948239  2949225  2949384  2949640  2949751  2950284  2950415  2950529  2950662  2950827  2951010  2951139  2951267  2952983  2953144  2953267  2953577  2954248  2954359  2954475  2954589  2954707  2954819  2955473  2955588  2955727  2955984  2956126  2956442  2956587  2956949  2957412  2957634  2957788  2957901  2958227  2958830  2958962  2959259  2959706  2959854  2959980  2960214  2960365  2960552  2960673  2960888  2961161  2961305  2961458  2961595  2961721  2961839  2962235  2962375  2962726  2962864  2963092  2963206  2963833  2964239  2964367  2964491  2964892  2965029  2965148  2965306  2966447  2966577  2967134  2967263  2967574  2968015  2968163  2968389  2968516  2968628  2968757  2968890  2969123  2969414  2969563  2970119  2970769  2970938  2971226  2971336  2971449  2971850  2971982  2972120  2972239  2972583  2972695  2972836  2973379  2973494  2973747  2974481  2974693  2974812  2974923  2975280  2975391  2975973  2976088  2976234  2976345  2976506  2977188  2977305  2977428  2977904  2978636  2978759  2978881  2979271  2979390  2979826  2980311  2980897  2981050  2981210  2982301  2982420  2982532  2982800  2984053  2984179  2984750  2984912  2985366  2985524  2986023  2986157  2986496  2986625  2986979  2987730  2987924  2988054  2988206  2988336  2989206  2989322  2989479  2989596  2989902  2990039  2991069  2991180  2991308  2991438  2991664  2991815  2991969  2992524  2992655  2992940  2993051  2993167  2994963  2995080  2995222  2995338  2995632  3028602  3028740  3028862  3029109  3029227  3029361  3029615  3029847  3030159  3030656  3030767  3030975  3031732  3031863  3032183  3032305  3032842  3033020  3033169  3033296  3034000  3034113  3034513  3034628  3035077  3035326  3035437  3036308  3036753  3037072  3037859  3037976  3038098  3038210  3038488  3039955  3040074  3040220  3040384  3040785  3040912  3041170  3041325  3041476  3041880  3042011  3042601  3042751  3043525  3043681  3043837  3043959  3044189  3044301  3044583  3044721  3044879  3044989  3045359  3045745  3045878  3046211  3046367  3047654  3048048  3048348  3048501  3048854  3048987  3049453  3049587  3049888  3051457  3051714  3053158  3053324  3053671  3053815  3054120  3054808  3055399  3055514  3055626  3055912  3056027  3057175  3057309  3057422  3057899  3058290  3058430  3076078  3076191  3076472  3097528, 2932846  2932971  2936300  2936421  2936708  2937133  3006209  3008402  3008509  3008680  3008873  3008999  3009157  3009305  3009652  3009849  3010042  3010861  3011020  3011134  3011277  3011400  3011938  3012097  3012808  3013365  3013918  3014104, 2939333  2939979  2956348  2956498  2957515  2964203  2966367  2971044  2986589  2986727  2987725  2989068  2991542  2995148  3028418  3030018  3037749  3051043  3051081  3051197  3051373  3075870  3097384, 2919164  2939905  2955767  2956480  2956680  2964179  2965216  2970905  2986542  2986707  2986966  2988307  2991492  2993192  2995587  3029768  3036982  3049844  3051057  3051170  3051268  3058454  3076438, 2932581  2936022  3003949  3004224  3004834  3005374  3005966  3007559  3013451  3016495, 2932980  2937072  3003976  3004254  3005338  3005390  3007093  3013041  3014065  3016700, 2919165, 2919166, 2919168, 3086858  3087417  3087605  3088044, 3086869, 3086881, 3087032  3087043, 3087062  3087500  3087978  3088968, 3087073, L, 3097411, , , 1, 0, 0, 0, 1, 3097524, 3097526, L3:R0, 66.67, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , wrong_choice_chose_L, 3097520
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3097654  3097769  3097885  3098010  3098262  3098379  3098491  3098620  3098738  3099172  3099427  3099866  3100002  3100193  3100719  3100859  3101155  3101266  3101490  3103555  3246943  3247064  3247176  3247402  3247546  3247943  3248142  3248884  3249025  3249154  3249681  3249806  3250155  3250273  3250519  3250989  3251240  3253287  3253924  3254039  3254589  3254802  3259274  3288461  3288645  3297214  3297412  3297649  3300320  3300457, 3113642  3113883  3113994  3114573  3114744  3114873  3115016  3116678  3116814  3117025  3117139  3117249  3117741  3118710  3119021  3119413  3120134  3120371  3120498  3121137  3121286  3121439  3121985  3122231  3122340  3122753  3123014  3123358  3123519  3123663  3123786  3124172  3124347  3124963  3125115  3125707  3127564  3127810  3128648  3128807  3129366  3129601  3129770  3129918  3130070  3130205  3130345  3132117  3132725  3132862  3133040  3133288  3134460  3134619  3139437  3139616  3139742  3139871  3140125  3140258  3140907  3141613  3143520  3144099  3144221  3144376  3144491  3144639  3144781  3145491  3145655  3145792  3145933  3147601  3147861  3148446  3148577  3148725  3150430  3151387  3151649  3151914  3152183  3152342  3152674  3153045  3153205  3153371  3153674  3156196  3156314  3156509  3156827  3156940  3157076  3157214  3157907  3158048  3158191  3158313  3159153  3159580  3159696  3159824  3160125  3162001  3162539  3162675  3162897  3163810  3164025  3164189  3164464  3164865  3164999  3165134  3165429  3165823  3165933  3166155  3166490  3167031  3167161  3167518  3167644  3167771  3168035  3168947  3169139  3169309  3169696  3169946  3170305  3170508  3170672  3170826  3170967  3171222  3176245  3176479  3176633  3177075  3177241  3177446  3177577  3177713  3177856  3178469  3180369  3180644  3180792  3181141  3181266  3181411  3181728  3182133  3182965  3183783  3184097  3185088  3185286  3185934  3186153  3186271  3186379  3187163  3187503  3187657  3187881  3188050  3188221  3188568  3188940  3189064  3189593  3189845  3189995  3190407  3190745  3191592  3191781  3192178  3192341  3192454  3192646  3192790  3193177  3193681  3193868  3195308  3196022  3196151  3196327  3196471  3196945  3197171  3197660  3197870  3198024  3198221  3198680  3198903  3199054  3199391  3199887  3200299  3200482  3201225  3201354  3201553  3202363  3202954  3203159  3204188  3204379  3204694  3205134  3205360  3205524  3205678  3206450  3206831  3207091  3207225  3207385  3207539  3208516  3208627  3208739  3209259  3209385  3209689  3211232  3212479  3213089  3213199  3213346  3213750  3213882  3214019  3214774  3214927  3215035  3215347  3215704  3215817  3215928  3216419  3216530  3217407  3217659  3218107  3218216  3218369  3218533  3218905  3219193  3219673  3219793  3219908  3220240  3220415  3220700  3221769  3221941  3226123  3226598  3226756  3227242  3227459  3227601  3228028  3228277  3228384  3228831  3228955  3230692  3230808  3231020  3231429  3231668  3231841  3231965  3232211  3232429  3232779  3232895  3233252  3233397  3234067  3234725  3234980  3236275  3236507  3236648  3236780  3237130  3239680  3239787  3240275  3241436  3241550  3241909  3242177  3242629  3243166  3243280  3243721  3267739  3268326  3268539  3268787  3268920  3269394  3269511  3270042  3270749  3270877  3271206  3271350  3274518  3275563  3279282  3279494  3280571  3280696  3280931  3281102  3281457  3281583  3281753  3282190  3282330  3282460  3283363  3283570  3283919  3284157  3284803  3284913  3285126  3285625  3285895, 3098115  3246688  3252509  3253274  3253963  3259100  3288279  3288924  3297134, 3098039  3101446  3251203  3252534  3253377  3254945  3259451  3288670  3289007  3297615, 3113146  3125330  3128107  3129033  3134675  3135847  3135884  3136117  3138854  3143238  3146780  3146880  3147268  3147412  3153779  3153828  3155807  3158769  3161677  3161811  3164289  3170046  3171878  3172390  3172503  3172554  3173068  3174895  3174949  3176782  3180105  3182363  3183577  3183754  3183930  3184482  3184655  3185080  3185699  3186848  3190194  3190523  3191392  3191620  3192126  3199153  3203229  3207770  3209974  3211149  3211203  3211758  3215024  3215204  3215372  3215632  3215677  3215858  3215998  3221469  3225888  3229063  3229190  3229350  3230130  3230560  3230785  3238908  3240541  3266448  3266633  3266874  3267512  3272014  3272148  3274268  3276094  3278368  3279369  3279448  3279767  3284245  3285304  3286055, 3125175  3127892  3128846  3134641  3134841  3135865  3135952  3136152  3141983  3146420  3146832  3146889  3147328  3153745  3153813  3153920  3158426  3161134  3161740  3164110  3169894  3171675  3171956  3172466  3172516  3173025  3173112  3174914  3176650  3179916  3182335  3183538  3183719  3183889  3184034  3184521  3185037  3185205  3186824  3189917  3190505  3191122  3191434  3192102  3198967  3203174  3207466  3209960  3210143  3211190  3211689  3214988  3215137  3215325  3215462  3215660  3215721  3215955  3220716  3222091  3228939  3229142  3229226  3229708  3230289  3230755  3237067  3240465  3243647  3266500  3266739  3267103  3271766  3272062  3272485  3274552  3276857  3279294  3279407  3279584  3284102  3285223  3285950  3286074, 3101449, 3101452, 3101455, 3302542  3314886, 3302554, 3302567, 3302717  3302730, 3302747  3314911, 3302759, , , , , 1, 1, 0, 0, 0, 3318000, 3318001, L3:R0, 66.67, 000(1)1, 000(1)1, 204, no_go, 3317996
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3322458  3322570  3322688  3322856  3324898  3325026  3325144  3330958  3331113  3331231  3331359  3331473  3331941  3332055  3332171  3332872  3333024  3333776  3333992  3335024  3335388  3335505  3336674  3336788  3336925  3337283  3337654  3337788  3338140  3338258  3338380  3338503, 3340485  3340702  3340913  3341090  3341512  3341671  3341998  3342421  3343016  3343138  3343253  3343996  3344155  3344342  3345278, 3322239  3324729  3330783  3334930  3337528, 3322928  3325106  3333769  3337219  3338433, 3340248  3343179  3345561  3345640, 3343101  3345357  3345600  3346103, 3318920, 3318921, 3318922, 3360682  3361162  3362799  3364072, 3360691, 3360701, 3360852  3360861, 3360878  3361325  3363985  3364352, 3360888, , , , , 1, 1, 0, 0, 0, 3375987, 3376000, L3:R0, 66.67, 000(1)1, 000(1)1, 204, no_go, 3375971
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3436065  3436180  3436414  3436526  3436639  3436912  3437034  3513378  3513517  3513927  3514120  3514241  3514353  3514476  3514832  3514949  3515506  3515663  3516324  3516443  3518198  3518379  3518584  3518699  3518810  3519065  3519229  3519347  3519531  3519667  3519802  3519921  3523563  3523801  3523934  3524071  3524308  3524445  3525250  3525393  3525527  3525640  3525764  3525918  3597747  3597900  3598161  3598312  3598436  3599212  3599553  3599683  3600594  3600717  3603388  3603530  3603882  3604217  3604530  3605074  3605188  3648768  3649150  3649278  3649402  3649626, 3382698  3382846  3383204  3384479  3384922  3385173  3385450  3385789  3417280  3417399  3417808  3418353  3418493  3418657  3418900  3419523  3420128  3420244  3420377  3420757  3421305  3421954  3422141  3422319  3422910  3424444  3424691  3425330  3426089  3426198  3426637  3427022  3427412  3442184  3442393  3443342  3443807  3443951  3444588  3444706  3444885  3490730  3537542  3537794  3538018  3538477  3538585  3538800  3538967  3539098  3539216  3539541  3539997  3540878  3572506  3572613  3613132  3613256  3613455  3613667  3614035, 3435954  3513216  3518000  3523562  3597473  3597571  3603167  3603758  3648586  3648908  3649083  3665893, 3437028  3516258  3519817  3525638  3597507  3600678  3603492  3605014  3648852  3649014  3649616, 3381079  3381603  3416592  3441545  3441910  3442985  3445749  3445955  3445992  3490516  3537055  3572196  3583616  3612839, 3381435  3385783  3427354  3441681  3442467  3445431  3445817  3445970  3446075  3490813  3540822  3572791  3583840  3614084, 3376518, 3376518, 3376519, 3660946  3661478  3662242, 3660957, 3660969, 3661120  3661132, 3661370  3662222  3662654, 3661382, L, 3665918, , , 1, 0, 0, 0, 1, 3666170, 3666172, L4:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3666167
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3666215  3666326  3666505  3666658  3666791  3667099  3667222  3667562  3668269  3668403  3668529  3669403  3669523  3669652  3691675  3691838  3691959  3692088  3692300  3752735  3752850  3753016  3753134  3753257  3786747  3786871  3787017  3787296  3787445  3813157  3813271  3813447  3813965  3814214  3814812  3815407  3815518  3816307  3816500  3817138  3817294  3817436  3818172  3818744  3818881  3818999  3819212  3819679  3821175  3821289  3821404  3821518  3822170  3822295  3822942  3823056  3823197  3823310  3823843  3823970  3824959  3825082  3825200  3825506  3825766  3825928, 3672463  3675770  3777160  3777926  3778348  3778471  3778907  3779033  3779858  3779976  3780312  3780946  3781127  3781518, 3691504  3752464  3753247  3786575  3812920  3813802  3840916, 3669636  3692251  3753194  3753318  3787510  3813456  3825869, 3672178  3675163  3776770, 3673322  3675779  3781602, 3669638, 3669640, 3669643, 3833318  3834408  3834916  3834997  3835404  3837253  3837346  3837491, 3833332, 3833346, 3833516  3833517, 3834318  3834756  3834962  3835243  3837159  3837284  3837381  3837745, 3834319, L, 3840924, , , 1, 0, 0, 0, 1, 3840968, 3840973, L5:R0, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3840959
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3841130  3843511  3923505  3923715  3923885  3924790, 3847166  3847884  3848024  3848166  3848637  3849065  3849330  3849469  3849650  3850048  3850196  3850546  3851156  3851512  3852196  3852432  3852706  3852836  3853829  3853982  3854340  3855083  3856657  3856862  3857381  3857583  3858435  3858799  3858934  3859504  3859619  3864440  3864563  3865025  3865185  3866250  3866363  3866951  3867413  3868080  3871208  3871692  3871857  3872070  3872814  3904850  3905312  3905860  3905973  3906780  3906945  3907323  3907526  3908196  3908701  3908830  3909202  3909534  3910258  3912953  3913116  3914094  3914249  3914656, 3843054  3923225  3939950, 3841221  3843087  3924809, 3846826  3852402  3857665  3863780  3865634  3866990  3871016  3904490  3912664  3914397, 3852258  3857533  3859689  3865254  3866976  3868333  3873033  3910187  3914379  3915506, 3841568, 3841569, 3841570, 3933368  3934185, 3933382, 3933396, 3933547  3933717, 3933723  3934226, 3933724, L, 3939953, , , 1, 0, 0, 0, 1, 3939975, 3939978, L6:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3939969
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3940334  3940466  3940692  3942289  3942650  3943985  3944131  3944250  3944390  3944527  3944665  3945408  3945557  3945673  3946629  3946748  3946907  3949760  3949885  3950035  3951046  3951209  3951371  3951487  3952050  3952214  3952739  3952863  3953124  3953377  3953520  3953684  3954146  3954298  3954496  4013365  4016397  4016525  4016648  4016771  4017272, 3963289  3964882  3965305  3965871  3966028, 3942450  3943942  3953339  4013189  4016227, 3940403  3942614  3952895  3954268  4013629  4017212, 3962953  3964642  3992190  3995026, 3964590  3966043  3992398  3995241, 3940569, 3940570, 3940571, 4019890  4024242  4025141  4025394  4025599, 4019899, 4019910, 4020061  4020071, 4023930  4024979  4025271  4025582  4025667, 4023940, , , , , 1, 1, 0, 0, 0, 4039041, 4039054, L6:R0, 33.33, 000(1)1, 000(1)1, 204, no_go, 4039026
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4046802  4047787  4047928  4048936  4049074  4049199  4049873  4049997  4050582, , 4046313  4047412  4078363, 4046538  4050580, , , 4039534, 4039534, 4039535, 4062287  4063477  4063791  4064688  4065134  4066004  4068247, 4062290, 4062293, 4062444  4062448, 4063394  4063705  4064394  4064843  4065973  4068177  4068980, 4063397, L, 4078375, , , 1, 0, 0, 0, 1, 4078436, 4078444, L7:R0, 28.57, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4078427
