max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1894562  1894687  1894821  1935350  1951164  1951295  1951404  1951547  1951657  1951762  1951868  1951984  1952106  1952227  1952348  1952476  1952616  1954828  1954932  1955054  1955210  1955322  1955474  1955618  1955917  1956043  1956185  1956316  1956460  1956614  1956778, , 1935154  1950916, 1894979  1935726  1956797, 1937045  1937794  1947872  1947941, 1937212  1938178  1947898  1949024, 1895019, 1895020, 1895022, , , 1937047, 1937051, 1937202  1937204, 1937214, , , 0, 0, 0, 0, 0, , 1956853, 1956862, L7:R2, 33.33, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1950924, , 1956805, 1950928
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1959621  1959867  1959972  1960295  1960403  1960788  1960897  1963671  1963817  1963951  1964445  1988817  2027456  2027611  2027954  2029456  2029564  2029972  2030827  2038674  2038786  2038889  2038999  2039101  2039204  2039310  2039418  2039528  2039645  2039765  2039897  2040029  2040149  2040334  2040453  2044719  2044878  2044988  2045115  2045278  2045435, , 1959434  1963473  1988521  2027182  2029304  2029807  2030770  2038478, 1960895  1964458  1988813  2027886  2029664  2029834  2030783  2045479, 2036242, 2037053, 1957622, 1957622, 1957623, 1966001  1968100  1974158  1974682  1994198  1998843  2023159, 1966457  1970205  1974266  1974980  1995192  1999013  2023493, 2036250, 2036259, 2036410  2036419, 2037062, , , 0, 0, 0, 0, 0, , 2045564, 2045576, L8:R2, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2038495, , 2045490, 2038504
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2055601  2055714  2055890  2064411  2064523  2064975  2065215  2065324  2100071  2100176  2100288  2100392  2100499  2100605  2100718  2100832  2100952  2101085  2104850  2104962  2105111  2106223  2106358  2106466  2106631  2106883  2107060  2107301  2107489  2107604  2107708  2108133  2108241  2108375  2108533  2108634  2108737  2109423  2109538  2109703  2109853  2110428  2110560  2110678  2111616  2111780  2111936  2112176  2112286  2112547  2112666  2112856  2113032  2113180  2113294  2113398  2114678  2114836  2114979  2115088  2115221  2115328  2116021  2116134  2116272  2116424  2116606  2116734  2116923  2117027  2117132  2117262  2117379  2117543  2117678  2117847  2118549  2118809, , 2055360  2064187  2064814  2099875, 2055934  2064571  2065283  2119179, 2096553, 2097585, 2046198, 2046199, 2046199, 2048424  2049195  2059296  2067975, 2049070  2049496  2059587  2091835, 2096557, 2096562, 2096713  2096717, 2097590, , , 0, 0, 0, 0, 0, , 2119186, 2119188, L8:R2, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2099885, , 2119179, 2099891
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2119208  2120803  2120937  2121280  2121652  2121819  2121992  2122098  2122261  2122381  2122533  2126872  2127017  2127138  2127373  2127540  2127720  2127835  2128084  2128240  2128387  2128516  2128814  2128926  2129031  2129160  2129268  2130105  2130240  2130373  2130556  2130664  2131537  2131658  2131797  2132008  2132120  2132936  2133111  2133227  2133379  2133492  2133823  2133965  2134126  2134230  2134663  2135000  2135731  2135889, , 2120623  2126591  2135575  2143845, 2122515  2134937  2135924, 2141497  2141752, 2141695  2142118, 2119823, 2119824, 2119825, 2138748, 2139514, 2141505, 2141515, 2141666  2141674, 2141703, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2143945, 2143958, 2143969, L8:R2, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2143864, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2144333  2144451  2144556  2144920  2145081  2145417  2146177  2146290  2146445  2146551  2146713  2146869  2146997  2147112  2147224  2147759  2147881  2148026  2148410  2148539  2148641  2148813  2148920  2149539  2149648  2151582  2151766  2152254  2152471  2152593  2152827  2153008  2153111  2154416  2154540  2154902  2155013  2155549  2155717  2155865  2155979  2156823, , 2146021  2151827  2152121  2182362, 2145447  2151817  2151935  2156784, 2179412, 2180431, 2145448, 2145450, 2145451, 2160871  2165564  2165893  2165988  2170392  2174438  2174579  2174712, 2165483  2165609  2165955  2170096  2174356  2174506  2174682  2177555, 2179421, 2179432, 2179582  2179592, 2180441, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2182473, 2182488, 2182500, L9:R1, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2182384, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2182699  2182801  2182909  2186475  2186628  2186787  2187357  2187484  2187629  2188051  2188176  2188320  2188467  2188578  2189084  2189193  2190412  2190525  2190655  2190763  2190892  2191981  2192100  2192822  2193284, , 2185379  2201466, 2183206  2193265, 2198314, 2199970, 2183325, 2183326, 2183327, 2194414, 2196515, 2198318, 2198324, 2198475  2198480, 2199975, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2201528, 2201537, 2201545, L10:R0, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2201477, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2201667  2201795  2202297  2202811  2202956  2203321  2203722  2203853  2203968  2204076  2204491  2204607  2204722  2204867  2204976  2206141  2206280  2206391  2206542  2209945  2210063  2210218  2210337  2210439  2211124  2211659  2211766  2211905  2212166  2214184  2214289  2214411  2214604  2214720  2214850  2215057  2215214  2215491  2215621  2215729  2215836  2216413  2216762  2216907  2217054  2217157  2220685  2220813  2221030  2222460  2223141, , 2209829  2213987  2221023  2223575  2227791, 2206505  2212183  2220902  2221043  2224256, 2225561  2226210, 2225754  2226463, 2206507, 2206510, 2206513, , , 2225570, 2225579, 2225730  2225740, 2225763, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2227893, 2227906, 2227918, L10:R0, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2227810, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2228137  2228246  2228462  2228620  2229117  2229241  2229391  2229535  2238395  2238571  2297599  2297700  2297814  2297928  2298059  2298170  2298496  2298600  2298718  2299131  2299522  2299669  2299818  2299952  2300069  2300365, , 2238246  2288404  2297451  2307175, 2229522  2238864  2288638  2300404, 2304294, 2305401, 2229523, 2229525, 2229527, 2232997, 2234712, 2304299, 2304306, 2304456  2304462, 2305407, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2307245, 2307255, 2307263, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2307189, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2307372  2307477  2307618  2307745  2307850  2307957  2308125  2308238  2308530  2308651  2309030  2309367  2309575  2310485  2310607  2310743  2310861  2310969  2311988  2312102  2312251  2312387  2312570  2316835, , 2316664  2345680, 2312688  2316978, 2340280  2343060  2343233  2343743, 2342956  2343170  2343336  2344357, 2312691, 2312695, 2312698, 2324573, 2325317, 2340284, 2340290, 2340441  2340446, 2342961, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2345751, 2345762, 2345771, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2345693, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2345933  2346162  2346285  2346408  2346581  2346690  2346955  2347091  2347282  2347471, , 2364059, 2347497, 2359972, 2361669, 2347498, 2347500, 2347504, 2355180  2355324, 2355247  2357787, 2359975, 2359979, 2360130  2360134, 2361673, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2364104, 2364111, 2364117, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2364067, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2364227  2364395  2394812  2395288  2397532, , 2383089  2394580  2397342  2402607, 2364531  2383188  2395095  2398002, 2400562, 2401311, 2364877, 2364878, 2364879, 2377591  2377746, 2377624  2378348, 2400565, 2400569, 2400720  2400724, 2401315, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2402656, 2402664, 2402670, L10:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2402616, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2402813  2402939  2403040  2403163  2403277  2403423  2403598  2403932  2404037  2404621  2404735  2404838  2404959  2405623  2405737  2405880  2406032  2406207, , 2403584  2403644  2433465, 2403512  2403606  2406365, 2425903, 2431153, 2403513, 2403515, 2403516, 2410915  2411737  2417203, 2411560  2416676  2417279, 2425908, 2425913, 2426064  2426069, 2431158, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2433529, 2433539, 2433546, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2433477, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2433668  2433833  2433957  2435859  2435988  2436714  2436830  2437008  2437174  2437347  2437635, , 2489173, 2437695  2489279, 2520215  2535526, 2521080  2535998, 2437696, 2437699, 2437702, , , 2520217, 2520222, 2520373  2520376, 2521083, 204, no_go, 1, 1, 0, 0, 0, 2536115, 2536122, 2536127, L10:R0, 10.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2537885  2545211  2545341  2545711  2546203, , 2537719  2544742  2545042  2694209, 2537983  2544867  2546164, 2689111, 2691514, 2536884, 2536884, 2536885, 2551011  2574758  2629435  2647218  2647501  2650581  2659250  2683212  2683583  2683751  2683954, 2552043  2574881  2629652  2647468  2647593  2650605  2660154  2683448  2683706  2683909  2685868, 2689117, 2689124, 2689275  2689281, 2691521, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2694286, 2694296, 2694306, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2694224, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2694598  2694783  2694907  2695015  2695126  2695262  2695410  2695569  2695718  2696616  2696748  2736743  2736848  2736959  2737069  2737238  2737428  2741534  2741664  2741771  2741902  2742052  2742520  2742643  2742797  2742901  2743138  2743281  2744247  2744386  2744493  2744656  2747767  2747868  2754952  2755372  2755840  2756021  2756147  2756333  2756455  2756611  2757605  2757787  2757938  2758137  2758239, , 2736294  2741349  2744744  2747629  2753550  2791953, 2696790  2739564  2744729  2744785  2747929  2758558, 2789858, 2790910, 2696792, 2696794, 2696796, 2731870  2761352  2762766  2781381, 2733133  2761443  2781347  2785637, 2789867, 2789878, 2790029  2790039, 2790920, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2792064, 2792078, 2792091, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2791974, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2792256, , 2799192, 2793177, 2797129, 2798082, 2793177, 2793178, 2793179, , , 2797130, 2797132, 2797283  2797285, 2798084, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2799220, 2799226, 2799230, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2799196, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2799345  2799452  2799596  2799786  2800158  2800772  2805971  2806078  2806378, , 2805669  2818611, 2800878  2806277, 2814084, 2817513, 2800880, 2800882, 2800883, 2807670, 2808939, 2814087, 2814090, 2814241  2814244, 2817516, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2818654, 2818662, 2818667, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2818618, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2818854  2818980  2819300  2819879  2820485  2820601  2821521  2821698  2821907  2827077  2827197  2827337  2827559  2831440  2831654  2832395  2832571  2833035  2854504  2854611  2854740  2855112  2856319  2856713  2864539  2864687  2865340  2865854  2866039, , 2826868  2854343  2864217, 2822019  2832728  2856860  2866181, 2891189, 2891368, 2822020, 2822022, 2822024, , , 2891194, 2891201, 2891351  2891357, 2891374, 204, no_go, 1, 1, 0, 0, 0, 2906422, 2906431, 2906440, L10:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3068781, , 3068229  3068509  3111937, 3068492  3069170, 3102464  3102648, 3102631  3103352, 2907406, 2907406, 2907407, 2992862  3085945, 2993677  3086515, 3102466, 3102470, 3102620  3102623, 3102634, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 3111980, 3111987, 3111993, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 3111944, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3112247  3118427  3118589  3118825  3120057  3120220  3120431  3120792  3120919  3121395  3121531  3121632  3121754  3121858  3126867  3126984  3127338  3127506  3127621  3127754  3128094  3128498  3128678  3129597  3129736  3129852  3130644  3130782  3130949  3131100  3131221  3131383  3131610  3132883  3133108  3205048  3205158  3205262  3206821  3206974  3207110  3207831  3207973  3241124  3245429  3246997  3247156  3247259  3247384  3247995  3303207  3303330  3303460  3303622  3304577  3304699  3305325  3305454  3305971  3306078  3306320  3306422  3308026, , 3118127  3119881  3126667  3127954  3128333  3204850  3240747  3245023  3302939  3449712  3449789  3450209  3452942  3469585, 3112497  3118597  3121894  3127867  3127994  3132992  3214253  3244726  3248010  3308059  3449755  3450153  3451429  3453363, 3466748, 3468725, 3113003, 3113004, 3113005, 3170448  3255914  3268332  3269166  3286086  3287031  3288356  3297185  3344739  3353159  3354942  3357986  3381488  3388129  3456066, 3170528  3267849  3268642  3281167  3287013  3288220  3294017  3298203  3346337  3354889  3355343  3359602  3385931  3388891  3456243, 3466752, 3466758, 3466909  3466914, 3468730, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 3469646, 3469655, 3469663, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 3469597, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3469811  3469923  3470033  3470185  3470390  3470505  3470650  3470754  3470897  3471036  3471193  3471966  3480026  3480171  3480286, , 3479636  3492211, 3472023  3480318, 3485678  3489513, 3485851  3491024, 3472025, 3472028, 3472030, , , 3485682, 3485686, 3485837  3485840, 3485855, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 3492262, 3492270, 3492276, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 3492220, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3492390  3492501  3492652  3534059  3534256  3534479  3553609  3555423  3555683  3556180  3556503  3557026  3560926  3561101  3565621  3565779  3565917  3570837, , 3531743  3532345  3532810  3533110  3533394  3533678  3533847  3553360  3556084  3560656  3565376  3622259, 3501855  3531923  3532581  3532973  3533294  3533539  3533824  3534974  3556058  3557062  3562288  3566366, 3618769  3620415, 3618958  3621114, 3501856, 3501857, 3501858, 3508215  3511297  3526754, 3510586  3511457  3529184, 3618776, 3618785, 3618936  3618944, 3618966, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 3622356, 3622368, 3622379, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 3622277, , , 
