max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts, 403997!ù¦
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2264324  2265129  2265272  2265418  2267206  2267519  2267674  2267949  2268320  2268790  2268919  2270521  2270746  2271211  2360588  2360721, 2280707  2280895  2281027  2281138  2281294  2282195  2282305  2296981  2297097  2299142  2299832  2301198  2309482  2309629  2311114  2311258  2311755  2311875  2312047  2312148  2312576  2312756  2312884  2315014  2315159  2315269  2320004  2320184  2320692  2325481  2327226  2327346  2327452  2327570  2327692  2327795  2327923  2328162  2328331  2329585  2329751  2348567  2364479  2364737  2365572  2366066  2366177  2366514  2369216  2369357  2371461  2374922  2375075  2387250, 2334752  2335421  2340330  2340561  2358144  2360113  2360884, 2271398  2335389  2335513  2340522  2340578  2358411  2360797  2361171, 2392665  2394982  2400120  2400406  2400687, 2394802  2400034  2400305  2400514  2400806, 2280506  2291880  2292226  2300980  2307328  2307725  2308850  2309128  2319634  2325119  2348123  2364246  2368922  2374670  2386995, 2287698  2292007  2300621  2307300  2307355  2308623  2308902  2315631  2321567  2330674  2348715  2368548  2368969  2376758  2387411, 2271400, 2271403, 2271405, 2392668, 2392673, 2392823  2392827, 2394806, , , , , 1, 1, 0, 0, 0, 2409859, 2409866, L10:R0, 10.00, 000(1)1, 000(1)1, 204, no_go, 2409850, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2634512  2635262  2770637  2771860  2772200  2772617  2773386  2773907  2774017  2775138  2775284  2776673  2777199  2941569, 2414862  2414993  2415140  2415320  2415664  2415864  2416311  2416418  2448786  2448916  2450105  2450246  2450375  2450492  2450598  2450721  2450870  2451044  2451170  2451307  2452630  2452753  2452989  2455975  2456080  2456327  2460611  2464101  2472336  2472508  2472630  2537653  2537759  2538296  2538407  2538674  2539103  2582547  2582771  2620985  2621175  2621715  2655418  2655594  2655918  2657169  2658265  2658446  2658549  2659093  2661738  2662626  2662753  2662898  2663005  2663167  2668441  2668550  2669887  2669992  2670202  2670358  2670666  2749078  2751581  2751923  2758276  2758391  2758517  2758658  2759520  2759624  2759808  2760090  2760196  2760336  2761179  2762176  2762478  2762631  2764111  2764275  2764524  2764715  2794002  2794202  2794338  2794710  2794993  2795204  2811189  2813978  2814084  2814192  2814310  2814460  2814697  2814865  2815162  2832163  2832746  2835282  2835461  2835603  2835752  2835854  2836029  2836187  2836352  2836698  2837236  2837338  2837492  2837640  2837810  2838037  2838164  2838328  2838470  2838579  2838923  2839060  2842222  2842355  2877010  2877315  2914146  2914402  2914551  2914663  2914943  2915083  2951997  2952107  2952229  2952338  2952445  2952907  2953020  2953140  2953257  2953790  2954177  2954297  2954450  2960489  2960689  2961156  2961847  2970441  2970650  2971089  2971260  2975400  2975523  2975673  2975806  2975958  2976380  3043836  3043997  3050988  3051152  3051272  3059344  3059840  3060059  3060206  3060334  3060444  3060637  3060772  3060904  3061022  3061249  3061497  3061901  3062907  3080666  3080937  3103871  3104010  3104136  3104461  3104836  3111480  3131306  3142923  3143065  3143238  3143460  3145773  3146232  3146348  3146474  3146623  3146778  3146922  3147037  3147166  3147273  3147401  3147534  3147667  3148599  3148707  3148863  3149047  3149157, 2502347  2509883  2634084  2735995  2736216  2736546  2769502  2939941  2940105  3067414  3178001, 2502465  2510454  2635353  2736103  2736534  2736632  2777364  2939967  2941522  3069340, 3174695, 3175865, 2414528  2448377  2449936  2463696  2470719  2472152  2472241  2472418  2537196  2537366  2582096  2620600  2655059  2666254  2748682  2750780  2751330  2764996  2793675  2806619  2806994  2831624  2876648  2913554  2951547  2959979  2960094  2960235  2961368  2961806  2970199  2970901  2975114  2980420  3014792  3016193  3016389  3043428  3050323  3058012  3059260  3060732  3080397  3103367  3111210  3130938  3142648, 2416802  2448903  2460770  2470083  2470954  2472184  2472359  2474200  2537277  2539413  2582974  2621882  2663398  2670799  2749133  2750964  2764733  2765146  2806580  2806801  2825762  2867083  2877583  2916683  2954856  2959997  2960128  2961137  2961447  2961818  2970698  2971223  2976423  2980450  3015150  3016253  3020667  3044032  3051904  3058363  3060713  3062361  3081077  3104960  3111725  3131565  3149188, 2410402, 2410402, 2410403, 3174701, 3174708, 3174859  3174865, 3175872, L, 3178016, , , 1, 0, 0, 0, 1, 3178090, 3178100, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3178079, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 3178239  3178942  3179448  3215281, 3178224  3178549  3178997  3179540, 3202488, 3205322, , , 3179101, 3179103, 3179104, 3202490, 3202493, 3202644  3202646, 3205325, L, 3215287, , , 1, 0, 0, 0, 1, 3215325, 3215330, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3215318, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3219418, 3263901  3264014  3264300  3264410  3264544  3264703  3264897  3265018  3265134  3265251  3265375  3265495  3265629  3265846  3265952  3266055  3266201  3266350  3266729  3266845  3266949  3267091  3267281  3267497  3268670  3268788  3268964  3269889  3270022  3270213  3270380  3270560  3270668  3270780  3270890  3271424  3271546  3271753  3271875  3272313  3272468  3272597  3272707  3272882  3273719  3273829  3273966  3274190  3274387  3274503  3275449  3275553  3275654  3275866  3275974  3276265  3276413  3276838  3276951  3277307  3277487  3277644  3278019  3278151  3278258  3279220  3279336  3279440  3279578  3279705  3279841  3280336  3280516  3281115  3281220  3281342, 3218107  3218339, 3216601  3218144  3219696, 3251068, 3252149, 3263708, 3281499, 3216601, 3216602, 3216603, 3251070, 3251073, 3251225  3251227, 3252152, R, 3263713, , 3281511, 0, 0, 0, 0, 0, 3281587, 3281600, L9:R1, 10.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 3263717, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3604020  3604260  3604385  3604496  3604737  3604964  3605191  3605326  3605445  3605580  3605702  3605835  3605952  3606097  3606311  3606425  3606611  3606770  3608247  3608369  3608489  3608645  3609008  3609488, 3281784  3282089  3282225  3282666  3283233  3283402  3283551  3283730  3283911  3284088  3284190  3284961  3285075  3285203  3285427  3285580  3286028  3286142  3289081  3289183  3289511  3289762  3289882  3289990  3290121  3290267  3290398  3290995  3291113  3291239  3291420  3291569  3291670  3291804  3292008  3292600  3292795  3292954  3293104  3293822  3293982  3294523  3294656  3294762  3295174  3295302  3295439  3295673  3295796  3298523  3298643  3298748  3298886  3299744  3300932  3301042  3301150  3301303  3301420  3301561  3301923  3302038  3302150  3303019  3303867  3304071  3304186  3304602  3304849  3304965  3305083  3305381  3305495  3305605  3306020  3306802  3306905  3307282  3307400  3307503  3307863  3308180  3311078  3311236  3311368  3311480  3312150  3312302  3312525  3313017  3313151  3313287  3313391  3313506  3313647  3313806  3314470  3315177  3315283  3315405  3315826  3316492  3318480  3318685  3319340  3319451  3319566  3320109  3320225  3320335  3320437  3320709  3320812  3320973  3321130  3321864  3322101  3322213  3322377  3322681  3322791  3322932  3323635  3323739  3323853  3324753  3324877  3325006  3325137  3325298  3326123  3326994  3327248  3327401  3328176  3328290  3328392  3328533  3328670  3329286  3329418  3329543  3329725  3329943  3331020  3331121  3331223  3331348  3331559  3331780  3331905  3332399  3332528  3333107  3333322  3333484  3333716  3333856  3334014  3334155  3334412  3336858  3336981  3337291  3337397  3337941  3338047  3338323  3338753  3339196  3339315  3339802  3340108  3340590  3340704  3340886  3341072  3342287  3344264  3344653  3345006  3345108  3345226  3345451  3345781  3345914  3346237  3348224  3348372  3348560  3349245  3349351  3349462  3349594  3349962  3350088  3350199  3350531  3350656  3350836  3351913  3352617  3352727  3353109  3353243  3353972  3354278  3354443  3355370  3355483  3355653  3356053  3356471  3356580  3356685  3356806  3357102  3357444  3357567  3357708  3357917  3358076  3358248  3358379  3358752  3358860  3359004  3359892  3360166  3360349  3360452  3361435  3361538  3361660  3361765  3361893  3362049  3362927  3363086  3365237  3366122  3366232  3366943  3367081  3367200  3367415  3367671  3368298  3368400  3368530  3368963  3369213  3369967  3370122  3370750  3370898  3371059  3371278  3371839  3371962  3372082  3372200  3372386  3372526  3372670  3372840  3374295  3374397  3374511  3374750  3374862  3375056  3376755  3376948  3377299  3378911  3379112  3379220  3379767  3379872  3381578  3381680  3381812  3381943  3382046  3382194  3386238  3386341  3386519  3387282  3387390  3387491  3387728  3389973  3390078  3390190  3390324  3391583  3404840  3405024  3405546  3407369  3407683  3407792  3407903  3408010  3408165  3410483  3414330  3416243  3416384  3416494  3416597  3416702  3416816  3416959  3417067  3417414  3417552  3417933  3418094  3418199  3419616  3419802  3419960  3420334  3420465  3421442  3421671  3422012  3422392  3422566  3422718  3422859  3424692  3424794  3424922  3425056  3425249  3425363  3425949  3426667  3427270  3428274  3428375  3428665  3428994  3429111  3430498  3430607  3430720  3431443  3431909  3432015  3439382  3439626  3439783  3440572  3440700  3449622  3449786  3449890  3450012  3450119  3450243  3450656  3455913  3456053  3459195  3482119  3484201  3484676  3487787  3487969  3488105  3488219  3488348  3488476  3488754  3488992  3489140  3489286  3489516  3489762  3489953  3490077  3490586  3490695  3490815  3490960  3491068  3491179  3491552  3491780  3491883  3492780  3493250  3495159  3495400  3495543  3495651  3497597  3497711  3497960  3498085  3498240  3498399  3498624  3503950  3504959  3505380  3505515  3508934  3509079  3509216  3509337  3509526  3527753  3527894  3528573  3528682  3530406  3546573  3548092  3548348  3549024  3549480  3576747  3577046  3577750  3577973  3578107  3578684  3579050  3582999  3586055  3586158, 3603732, 3610263, 3594807  3598219  3599936  3600340  3600777  3601322, 3596005  3599858  3600120  3600403  3601038  3601437, 3282131  3282500  3282838  3282994  3287823  3287969  3288369  3289506  3292300  3298261  3303080  3310046  3310811  3313715  3314297  3318196  3321013  3321692  3325487  3325646  3325781  3326670  3330740  3336641  3343299  3347585  3347942  3350880  3351583  3351629  3354486  3355014  3359119  3359242  3359736  3364941  3365093  3365296  3365836  3375119  3376040  3376593  3379630  3386113  3390627  3391306  3400007  3401506  3401768  3404581  3410263  3439047  3440110  3455627  3461196  3461327  3461414  3461851  3481770  3483666  3483753  3499012  3499472  3504101  3517754  3537572  3546332  3546919  3548009  3548058  3548213  3549060  3549404  3549539  3552544  3575540  3576452  3577595  3577723  3578411  3582657  3582694  3582819, 3282465  3282535  3282984  3286392  3287912  3288015  3288893  3291912  3296373  3302173  3308183  3310085  3313676  3313733  3316109  3321001  3321070  3325447  3325524  3325665  3325830  3329885  3334478  3341133  3346303  3347678  3350800  3351009  3351609  3354466  3354521  3359102  3359178  3359259  3363525  3365039  3365170  3365317  3375084  3375214  3376261  3379310  3382456  3390419  3390915  3399856  3400859  3401682  3403893  3408487  3432166  3440097  3451417  3460582  3461247  3461398  3461657  3461926  3482899  3483736  3498900  3499046  3499499  3515621  3529369  3537977  3546744  3546954  3548045  3548081  3549001  3549190  3549429  3550354  3552615  3575622  3577194  3577697  3578096  3579115  3582676  3582751  3586458, 3282466, 3282467, 3282469, 3594821, 3594835, 3594986  3595156, 3596006, L, 3603739, 3603742, 3610270, 0, 0, 0, 0, 0, 3610310, 3610317, L9:R1, 20.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3610649  3611055  3611432  3611574  3612114  3612283  3612405  3612522  3612691  3613936  3614160  3614776  3614917  3615144  3615275  3616214  3616478  3617931  3618628  3618756  3619056  3619298  3620220  3620685  3621004  3621110  3624190  3624373  3624587  3624734  3624895  3625225  3626274  3626469  3627692  3627843  3629048  3629167  3629299  3629773  3630178  3631594  3631724  3632398  3632618  3632940  3633381  3633953  3634206  3635084  3635854  3635967  3636719  3640790  3644266  3644512  3644631  3644899  3645107  3645465  3645817  3645923  3646222  3646362  3647150  3647388  3647692  3649055  3649397  3650796  3651016  3652010  3652498  3655184  3655296  3655654, 3670534  3670729  3670839, 3610566  3617167  3617615  3621389  3623395  3623596  3623744  3637701  3639372  3640407  3643948  3662115  3666582  3666964  3691722, 3617024  3617199  3621361  3623002  3623585  3623666  3636734  3638050  3639573  3642179  3655823  3662482  3666880  3666991, 3685850  3687636, 3687228  3690088, 3670268, 3671856, 3617027, 3617030, 3617033, 3685852, 3685855, 3686005  3686007, 3687231, L, 3691728, , , 1, 0, 0, 0, 1, 3691767, 3691772, L9:R1, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3691760, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3692155  3694562  3696116, 3720237  3720349  3720625  3721953  3722074  3722223  3732322  3732427  3732531  3732665  3732779  3732884  3733002  3733132  3733257  3733379  3733501  3733633  3733764  3733899  3734038  3734180  3734318  3734460  3734706  3734836  3734942  3735061  3735208  3735356  3735508  3735657  3735799  3735940  3736085  3736235  3736390  3736530  3736679  3736916  3737018  3737142  3737279  3737404  3737508  3737628  3737735  3737842  3737996  3738156  3738302  3738452  3738613  3738778  3738942  3739125  3739370  3739490  3739615  3739796  3739901  3740395  3740508  3740669  3740888  3741030  3741703  3741808  3741917  3742029  3742142  3742369  3742537  3742690  3742824  3742928  3743063  3743467  3743574  3743701  3744023  3744149  3744303  3744707  3745049  3745189  3745323  3745431, 3693667, 3693446  3696889, 3728910, 3729496, 3719848  3722281  3732136, 3722272  3722503  3745689, 3693447, 3693448, 3693449, 3728913, 3728917, 3729068  3729071, 3729500, R, 3732144, , 3745690, 0, 0, 0, 0, 0, 3745699, 3745701, L8:R2, 30.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 3732148, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3927733, 3746249  3746480  3746722  3746894  3747061  3747823  3747928  3748036  3748147  3748283  3748920  3749024  3749187  3749339  3749533  3749640  3749743  3750000  3750103  3750733  3750834  3750971  3751143  3751253  3751543  3751663  3751947  3752111  3752997  3753523  3753667  3754002  3754146  3754315  3755059  3755162  3755287  3755393  3755958  3756061  3756178  3756294  3757101  3757596  3757709  3757865  3758050  3758203  3759130  3759235  3759336  3759472  3759582  3759754  3759911  3761131  3761234  3761671  3761830  3761968  3762079  3762236  3762387  3762523  3762949  3764419  3765100  3765207  3765320  3765427  3765537  3765706  3765858  3765983  3766166  3766333  3766673  3766890  3767378  3767904  3768011  3768121  3768239  3768374  3768516  3768658  3769226  3769379  3769567  3769902  3772458  3772562  3772872  3773220  3773323  3773425  3773550  3774016  3774118  3774264  3774379  3774504  3774615  3774836  3776211  3776773  3776874  3776994  3777469  3777705  3777970  3778599  3778744  3779097  3779211  3779842  3779944  3780063  3780167  3780752  3780863  3780964  3781113  3781254  3781373  3781536  3781681  3781856  3781962  3782078  3783201  3783344  3784617  3784725  3784835  3784955  3785100  3785728  3785873  3785996  3786100  3786707  3786877  3787033  3787213  3787697  3787804  3788374  3788483  3788662  3788913  3789672  3790698  3790801  3791075  3791210  3791983  3792103  3792258  3792388  3792991  3793104  3793303  3793424  3793589  3793760  3793935  3794451  3794959  3795164  3796189  3797079  3798391  3798495  3798646  3799495  3799603  3799910  3810468  3827386  3827512  3832218  3832432  3832627  3833931  3834033  3834184  3834309  3834467  3836258  3836378  3836541  3836687  3838263  3838370  3838478  3838711  3838878  3839081  3840416  3840517  3841391  3842446  3843135  3843342  3844103  3869754  3873693  3873870  3874038  3874171  3876078  3877153  3877266  3877381  3877488  3877597  3878140  3878374  3879163  3879281  3879477  3879787  3879899  3880047  3880317  3880475  3880645  3880752  3880881  3881061  3881247  3881361  3881474  3882128  3882234  3882377  3882500  3882971  3883280  3885291  3885461  3885569  3885798  3886229  3886583  3886717  3887069  3887182  3887474  3887635  3887827  3887957  3888197  3889632  3889805  3889954  3890244  3890436  3890760  3892859  3893015  3893129  3893347  3893452  3893553  3893796  3894730  3894839  3895228  3895453  3895689  3895799  3897805  3908831  3908959  3909100  3909238  3909851  3909972  3910077  3910264  3910368  3914870  3915592  3932999  3933140  3933288  3933436  3934739  3934960  3936037  3940875  3941005  3941304  3941414  3941767  3947614, 3927087  3954444, 3928232, 3951156, 3952504, 3745887  3752669  3756815  3760316  3764171  3766476  3766662  3772076  3775841  3775937  3782820  3782993  3789255  3789399  3794667  3806609  3807360  3809722  3809767  3810309  3822038  3822511  3823047  3825830  3827208  3831947  3843802  3846914  3847766  3861499  3863790  3869391  3869669  3872044  3872447  3872629  3872761  3873294  3897605  3908549  3914706  3932731  3940666  3947357, 3752140  3756126  3759840  3762940  3766412  3766633  3769927  3774800  3775885  3782115  3782914  3788645  3789272  3794476  3806590  3806629  3809690  3809743  3809806  3822011  3822060  3822611  3825767  3825847  3828768  3843737  3846890  3846934  3861484  3861562  3868966  3869627  3871939  3872431  3872601  3872737  3873273  3896029  3898263  3910981  3915568  3936605  3941803  3947754, 3752144, 3752148, 3752152, 3951167, 3951180, 3951330  3951342, 3952516, L, 3954468, , , 1, 0, 0, 0, 1, 3954587, 3954756, L8:R2, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3954570, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3960390  3973599  3973736  3973866  3974052  3974170  3974292  3974410  3974537  3974662  3974785  3974912  3975041  3975166  3975297  3975435  3975573  3975708  3975846  3975982  3976124  3976269  3976415  3976565  3976700  3976839  3976974  3977221  3977360  3977504  3977652  3977806  3977958  3978104  3978249  3978405  3978553  3978699  3978842  3978972  3979126  3979268  3979400  3979539  3979696  3979837  3979980  3980136  3980337  3980460  3980630  3980757  3980940  3981066  3982165  3982314  3982451  3982585  3983206  3983316  3983418  3983556  3983705  3984396  3984567  3984903  3985288  3985397  3985509  3985614  3985837  3986106  3986209  3986368  3986523  3986629, 3956718  3957052, 3955740  3956925  3958102, 3967484, 3968476, 3960157  3973420, 3961308  3986641, 3955740, 3955741, 3955742, 3967486, 3967489, 3967641  3967644, 3968479, R, 3973426, , 3986654, 0, 0, 0, 0, 0, 3986731, 3986745, L7:R3, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 3973430, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 3986923  3987044  3987213  3987816  3987940  3988082  3988263  3988531  3988667  3988769  3989335  3989443  3989551  3989711  3989849  3989976  3990094  3990208  3990376  3990479  3990623  3991017  3991130  3991258  3992033  3992138  3992251  3992492  3992978  3993082  3993185  3993337  3993447  3993619  3993745  3993905  3994538  3994646  3994762  3994903  3995040  3995175  3995277  3995415  3995609  3995753  3995907  3996018  3996216  3997358  3997462  3998167  3998279  3998492  3998604  3998725  3998857  3998959  3999211  3999348  3999502  4000102  4000226  4000352  4000491  4000637  4000779  4001158  4001270  4001375  4003033  4005031  4005142  4005260  4005362  4005504  4005645  4005768  4006278  4006387  4006527  4006648  4006780  4006920  4007361  4007492  4007697  4007835  4009116  4009628  4010369  4010486  4010623  4010794  4010910  4011514  4012207  4012352  4012534  4012660  4012980  4013117  4013463  4013615  4014012  4014122  4015518  4016367  4016507  4016642  4017323  4017478  4017851  4018229  4018363  4018570  4018710  4018988  4019447  4019553  4019807  4020159  4021089  4022372  4022481  4022596  4022777  4023662  4023924  4024082  4024275  4024377  4024507  4024657  4024810  4024979  4025191  4025303  4025452  4025559  4027087  4027194  4027323  4027427  4027794  4028963  4029118  4029281  4029428  4029569  4029678  4029796  4029904  4030055  4030221  4030344  4030450  4030828  4030940  4031044  4031745  4032078  4032586  4032716  4034065  4034868  4036673  4036781  4037405  4037584  4037693  4037828  4037950  4038110  4038629  4038752  4039105  4039226  4039365  4039690  4039794  4040270  4044507  4044861  4044966  4045173  4052807  4052947  4053061  4053193  4053296  4053551  4053716  4053854  4053980  4054128  4054346, , , 4057269, 4057440, 3986924  3991689  3991794  3997002  3997103  4001678  4004006  4008803  4015183  4018826  4020906  4032188  4032344  4032933  4034480  4044067  4052582  4059893, 3991306  3991758  3996097  3997073  4001631  4001731  4007821  4014140  4018726  4020166  4032116  4032268  4032376  4032957  4040448  4045282  4054721, 3991309, 3991313, 3991317, 4057272, 4057276, 4057427  4057430, 4057444, R, 4059901, , , 1, 0, 0, 0, 1, 4059949, 4059954, L6:R4, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 4059941, , 
