max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   216397   216602   222864   223283   223424   223672   845494   845801   845905   847428   934388   934495   934597   934700   934837   934955   935074   935189   935333   935463   935593   935733   935884   936024   936164   936311   936505   936614   936965   937113   937250   937457   937562   937717   937860   938022   938124   938283   938435   938631   938736   997609   997779   997889   997997   998153   998257   998417   998554   998663   998771   998979   999090   999243   999486   999740   999845  1000073, 1   229176   229462   229651   229822   847209   847369   862004   959281   959543   959765   960083   961182   961317   961465   961619   961777   961930   962799   962971   963147   963433   963784   963980   964534   964899   965145   965489   966046   966203   968411   968547   968733   969144   969342   970011   970908   971058   971473   971860   972289   972619   972777   972935   973338   973500   973670   973967   974295   974627   974861   975116   975418   975574   975994   976397   976729   976967   977334   978110   978254   978931   979352   980080   980216   980370   983042   983191   983460   983624   984098   984263   984423   984559   985029   985186   985356  1025725  1026415  1026603  1026752  1027447  1027596  1027804  1029544  1029671  1030095  1030235  1030389, 222248  236002  236137  934148  997321, 223694   236073   236244   938744  1000180, 226811  1021493, 227831  1022174, 228828   230351   231797   959005   968040   982767  1025465, 229820   230537   232015   966236   980487   985462  1031701, 1000186, 1000193, 1000199, 1021499, 1021507, 1021657  1021664, 1022181, R, 1025479, 1025487, 1031710, 0, 0, 0, 0, 0, 1031769, 1031779, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1056079  1056828  1056930  1057041  1057199  1078690  1078792  1078894  1079017  1079122  1079235  1079346  1079480  1079586  1079697  1079832  1079971  1080089  1080224  1080357  1080495  1080638  1080784  1080924  1081070  1081622  1082056  1082189  1082336  1082502  1082617  1082789  1082960  1083074  1083203  1083362  1083529  1083650  1083806  1083945  1084312, 1036602  1036731  1037371  1037699  1037938  1038094  1038487  1038684  1038846  1039503  1039656  1039825  1040105  1040408  1040552  1040708  1040860  1041025  1041180  1041355  1041514  1041652  1041942  1042109  1042287  1042445  1043143  1043532  1043695  1043860  1044025  1044207  1045780  1046390  1046529  1046676, 1055837  1056732  1078486, 1056195  1057101  1084870, 1075181, 1075977, 1036392  1045401, 1044211  1046623, 1032894, 1032895, 1032896, 1075188, 1075196, 1075346  1075353, 1075985, L, 1078502, , 1084882, 0, 0, 0, 0, 0, 1085117, 1085118, L1:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1078510, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1085124  1136496, 1111060  1111276  1111429  1111599  1111989  1112163  1112972  1113290  1113856  1114032  1114521  1114995  1152792  1152941  1153268  1153405  1153726  1153871, 1136163  1196020, 1136544, 1191353, 1192308, 1110657  1152471, 1114963  1153821, 1085591, 1085592, 1085593, 1191357, 1191362, 1191513  1191517, 1192313, L, 1196030, , , 1, 0, 0, 0, 1, 1196087, 1196094, L2:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1196078
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1196376  1196506  1196794  1197834  1198023  1198158  1198272  1198374  1198535  1198639  1198889  1199032  1199136  1199260  1199443  1202187  1202327  1202510  1202649  1203178  1203393  1203791  1203914  1204018  1204126  1204249  1204375  1204512  1204626  1213752  1213906  1214026  1214233  1221447  1221687  1230783  1231214  1231333  1231651  1231978  1232468  1232782  1233431  1236367  1236477  1239957  1240880  1243748  1244502  1246530  1246950  1248787  1248993  1254159  1254403  1254584  1254765  1254912  1436952  1437059  1439257  1439378  1439480  1439662  1439770  1439932  1440039  1440148  1440312  1440420  1440526, 1315424  1315566  1315762  1316186  1316571  1347851  1347996  1348200  1348343  1348503  1349065  1349210  1349542  1349816  1350069  1395228  1395846  1396680  1396924  1397537  1397971  1398208  1398432  1399097  1399246  1399524  1399676  1399854  1400166  1400413  1401118  1401280  1401435  1401882  1402030  1402612  1402731  1402980  1403653  1403976  1404279  1404432  1404648  1404980  1405140  1406129  1406590  1407468  1408240  1408405  1410401  1410580  1411209  1413063  1413217  1413374  1413555  1423831  1424133  1464586  1464724  1464873  1465030  1465213  1465628, 1197512  1202103  1202747  1203097  1213425  1221188  1436680  1439034, 1196509  1199488  1202588  1202860  1204647  1214431  1221404  1437140  1440539, 1470254, 1472099, 1315197  1347571  1351488  1393813  1394032  1396118  1405129  1405326  1405462  1405661  1406718  1406871  1407009  1407896  1409104  1409420  1411267  1411446  1411505  1412854  1423465  1425506  1464278  1476692, 1316621  1350048  1352107  1393957  1394252  1405103  1405283  1405419  1405628  1406656  1406785  1406946  1407270  1408705  1409229  1411156  1411300  1411474  1411526  1413535  1424175  1425780  1465457, 1196598, 1196600, 1196601, 1470255, 1470257, 1470407  1470408, 1472100, R, 1476695, , , 1, 0, 0, 0, 1, 1476721, 1476725, L2:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1476715
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1496179  1496284  1496417  1496520  1496622  1496744  1496848  1496973  1497142  1497268  1497404  1497547  1497677  1497787  1497947  1498089  1498231  1498377  1498512  1498659  1498809  1498950  1500624  1500731  1500903  1501013  1501116  1501232  1501334  1501489  1501655  1502633  1502796  1503034  1503441, 1476922  1477194  1479200  1479415  1479580, 1495978, 1503609, 1491665  1492234, 1491834  1493511, 1477519  1478385  1480435, 1477322  1477608  1479505  1480594, 1477342, 1477343, 1477344, 1491667, 1491671, 1491822  1491825, 1491837, L, 1495986, , 1503617, 0, 0, 0, 0, 0, 1503671, 1503681, L3:R2, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1495990, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1505628, , 1505405  1523274, 1505714, 1516612, 1519753, , , 1504274, 1504274, 1504275, 1516613, 1516616, 1516766  1516768, 1519755, L, 1523279, , , 1, 0, 0, 0, 1, 1523310, 1523314, L4:R2, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1523303
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1523565  1523686  1523802  1524843  1525372, , 1524572  1524636  1524790, 1523796  1524596  1524754  1524999, 1531392, 1531928, 1536277, , 1523797, 1523798, 1523799, 1531394, 1531398, 1531549  1531552, 1531931, R, 1536285, , , 1, 0, 0, 0, 1, 1536328, 1536333, L4:R3, 42.86, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1536319
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1582117, 1553881  1554044, 1581697  1616105, 1582183  1616181, 1608963  1610404  1610936, 1610206  1610720  1611055, 1536845  1541512  1553567  1600565, 1536751  1537470  1541675  1554075  1601204, 1537471, 1537472, 1537473, 1608966, 1608970, 1609121  1609124, 1610210, L, 1616115, , , 1, 0, 0, 0, 1, 1616168, 1616174, L5:R3, 37.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1616159
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1618530  1618638  1618838  1619075  1619182  1619325  1622156  1623761  1624914  1640208, 1658302, 1616275  1618263  1619470  1621485  1639823  1640371  1675357, 1616593  1619284  1619967  1621665  1639998  1640492  1675691, 1693602  1694296  1694576  1695309, 1693781  1694507  1694882  1695683, 1656667  1657965, 1657227  1658287, 1616749, 1616750, 1616751, 1693607, 1693613, 1693764  1693769, 1693787, , , , , 1, 1, 0, 0, 0, 1708851, 1708859, L5:R3, 37.50, 000(1)1, 000(1)1, , 204, no_go, 1708840
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1759817, 1760768, 1733598  1736563  1737809  1764057, 1733976  1736768  1738162, 1709412, 1709412, 1709413, 1759819, 1759822, 1759973  1759975, 1760771, R, 1764063, , , 1, 0, 0, 0, 1, 1764099, 1764103, L5:R4, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1764092
