max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, L_reward_ts, well_off_ts, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1  1053420, 1  1054699  1054829  1056735  1239404  1239576  1239690  1239881  1240044  1240182  1240313  1240626  1240830  1240944  1241070  1241311  1241419  1241532  1241969  1242098  1242208  1242337  1242472  1242926  1243054  1243168  1243334  1243452  1243575  1243703  1243833  1243956  1244073  1244211  1244351  1244476  1244644  1244764  1244898  1245048  1245182  1245314  1245453  1245592  1245729  1245872  1246012  1246282  1246416  1246535  1246664  1246806  1246950  1247213  1247356  1247495  1247652  1247789  1247919  1248046  1248195  1248340  1248483  1248629  1248789  1248928  1249068  1249214  1249361  1249510  1249779  1249932  1250242  1250357  1250499  1250643  1250778  1250920, 1002646, 1002647, 1002648, 1165803  1166452  1166737, 1165934  1166518  1166761, 1238658, 1250884, 1254097  1255879  1256280, 1254109, 1254121, 1254272  1254284, 1255647  1255971  1256699, 1255659, 204, no_go, 1, 1, 0, 0, 0, 1270871, 1270874, 1270876, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1316176  1316324  1316526  1316638  1316843  1316950  1317210  1317393  1317526  1317830  1318090  1318270  1318393  1318630  1318773  1318893  1319022  1319314  1319444  1319573  1319707  1319848  1319982  1320123  1320378  1320525  1320668  1320777  1320919  1321061  1321200  1321327  1321477  1321630  1321774  1322053  1322290  1322433  1322560  1329287, 1271784, 1271784, 1271785, , , 1315821  1315872  1328058  1328780  1329860  1331146  1331508  1332713, 1315828  1322522  1328335  1329614  1329874  1331360  1332158  1332878, 1334306, 1334315, 1334324, 1334475  1334483, 1334499, 1334508, 204, no_go, 1, 1, 0, 0, 0, 1349575, 1349587, 1349599, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1379856  1379985  1380115  1380334  1380468  1380593  1380716  1380830  1380974  1381135  1381258  1381440  1381566  1381704  1381816  1381942  1382056  1382241  1382355  1382492  1382606  1382723  1382849  1383036  1383156  1397599  1397952  1398068  1432752  1432865  1432984  1433097  1433213  1433351  1433464  1433586  1433708  1433821  1433932  1434043  1434157  1434278  1434401  1434515  1434634  1434745  1434881  1434999  1435120  1435251  1435384  1435506  1435632  1435751  1435884  1436017  1436148  1436352  1436490  1436624  1436754  1436889  1437006  1437122  1437299  1437426  1437578  1437725  1437850  1438006  1438151  1438276  1438483  1454387  1454512  1454623  1454778  1454898  1455011  1455127  1455248  1455369  1455491  1455610  1455730  1455856  1456052  1456169  1456395  1456552  1456783  1457067  1457208  1457783  1458067  1458193  1458336  1458450  1458623  1458780  1458938  1459193  1459363  1459474  1459675  1459825, 1399739  1400059  1413733  1413931  1414048  1414177  1414290  1414402  1414626  1414744  1414854  1414981  1415108  1415233  1415359  1415470  1415597  1415720  1415833  1415946  1416065  1416197  1416325  1416463  1416591  1416722  1416869  1416984  1417111  1417245  1417377  1417508  1417645  1417776  1417910  1418204  1418339  1418479  1418621  1418769  1419085  1419201  1419344  1419495  1419641  1419794  1420438  1420572  1420727  1420869  1421004  1421143  1421288  1421549  1421779  1421918  1422061  1422208  1422522  1422769  1422909  1423051  1423674  1424045  1424311  1424509  1424647  1424787  1424936  1425145  1425286  1425413  1425541  1425769  1426233  1426526  1426666  1427737  1427949  1428089  1428229  1428371  1428526, 1350042, 1350043, 1350044, 1379796  1383184  1383425  1383578  1393756  1432588  1454157, 1383152  1383240  1383475  1383613  1393819  1438454  1459916, 1413035  1413196  1423128  1426681  1426766  1427364, 1413082  1423071  1426618  1426702  1426828  1428476, 1451925, 1451934, 1451945, 1452096  1452106, 1452122, 1452132, , , 0, 0, 0, 0, 0, , 1459933, 1459936, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1454179, 1454190, 1459918, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1459974  1462242  1462353  1462466  1462629  1508937  1509178  1509300  1509425  1509535  1509652  1509765  1509881  1510031  1510145  1510371  1510506  1510622  1510776  1510922  1511396  1511541  1511662  1511791  1511922  1512065  1512220  1512395  1512774  1512896  1513025  1513141  1513251  1513400  1513530  1513684  1513800  1514341  1514462  1514598  1514710  1514843  1514970  1515082  1515203  1515316  1515439  1515576  1515713  1515864  1516012  1516148  1516296  1516871  1517142  1517512  1517647  1518350  1518670  1518793  1518933  1519733  1519854  1520425  1520576  1520713  1520890  1521095  1521242  1521401  1521519  1521641  1521752  1521868  1521999  1522116  1522272  1522416  1522566  1522775  1522888  1523009  1523151  1523275  1523406  1523788, 1473068  1473200  1473334  1473909  1474055  1474283  1474407  1474718  1474851  1474985  1475125  1475256  1475544  1475732  1475865  1476000  1476142  1476285  1476427  1476549  1476734  1476918  1477086  1477226  1477368  1477513  1477838  1478070  1482937  1483080  1483188  1529594, 1460588, 1460589, 1460590, 1461994  1508781  1509069  1523493  1523600  1562073, 1462680  1509023  1523438  1523532  1523830  1562306, 1472722  1478187  1482516  1483784  1483814  1484219  1529174, 1478169  1478220  1483623  1483796  1484129  1484259  1529692, 1549981, 1549986, 1549993, 1550143  1550149, 1550161, 1550167, , , 0, 0, 0, 0, 0, , 1562358, 1562366, L2:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1562087, 1562094, 1562313, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1562864  1562982  1563092  1563209  1563325  1563438  1563559  1563670  1563783  1563895  1564007  1564126  1564246  1564824  1564964  1565242  1565474  1565608  1565731  1566684  1566824  1566962  1567080  1567207  1567334  1567483  1567601  1567713  1567873  1568027  1568191  1568347  1568462  1568576  1568712  1568846  1568961  1569088  1569316  1569434  1569559  1569712  1569868  1569989  1570352  1570474  1570603  1570729  1570862  1570974  1571342  1571462  1571599  1571718  1571832  1572150  1572263  1572730  1572843  1572985  1573135  1573264  1573420  1573902  1574052  1574191  1574351  1574686  1574892  1575012  1576786  1576904  1577049  1577391  1577526  1577642  1577783  1577900  1578018  1578132  1581632  1581749  1581877  1581999  1582110  1582222  1582335  1582449  1582561  1582803  1582943  1583062  1583651  1583799  1584038  1584620  1585030  1585575  1585698  1585844  1585987  1586108  1586231  1586367  1586499  1586632  1586775  1586924  1587094  1587207  1587405  1587520  1587647  1587764  1587878  1587996  1588126, , 1574659, 1574668, 1574678, 1562710  1574696  1576621  1581456, 1574651  1574989  1578198  1588130, , , 1579851, 1579862, 1579875, 1580026  1580037, 1580056, 1580068, , , 0, 0, 0, 0, 0, , 1588160, 1588165, L3:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1581480, 1581492, 1588134, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1592815  1593175  1593293  1593458  1593587  1593722  1593839  1594078  1594191  1594311  1594427  1594539  1594683  1594795  1594907  1595284  1595422  1595538  1609595  1609744  1609862  1610022  1610328  1610442  1610557  1610697  1610930  1612142  1615367  1615479  1615679  1615820  1615942  1616069  1616200  1616586  1616700  1616815  1616934  1617045  1617175  1617425  1635211  1635322  1635446  1635591  1658259  1658411  1658544  1658664  1658790  1658904  1659159  1659275  1659391  1659521  1659680  1660185  1660296  1660409  1660530  1697809  1698000  1698113, 1630871  1630988  1631528  1631735  1631953  1632063  1632172  1632319  1632458  1692048  1692277  1692451  1692580  1692709  1692832  1693199  1693550  1693660  1693768  1693897, 1588758, 1588758, 1588759, 1592901  1609392  1610179  1615112  1635138  1658249  1697817, 1595461  1609914  1610909  1617444  1635615  1660550  1698183, 1630278  1683004  1691638, 1632519  1683021  1693986, 1695051, 1695064, 1695079, 1695249  1695250, 1696582, 1696583, , , 0, 0, 0, 0, 0, , 1698200, 1698204, L4:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1697819, 1697821, 1698185, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1699664  1709608  1709755  1709886  1710030  1710155  1710276  1710396  1710514  1710630  1710741  1710854  1710972  1711084  1711201  1711327  1711453  1711572  1711812  1711931  1712065  1712180  1712299  1712425  1713353  1713485  1713615  1713740  1713874  1714022  1714187  1714301  1714413  1714549  1714700  1714813  1714969  1715105  1715234  1715367  1715480  1715596  1715892  1716011  1716144  1716257  1716372  1716525  1716679  1716810  1717146  1717390  1717504  1717926  1718041  1718160  1718302  1718623  1718735  1719967  1720094  1720210  1720324  1720449  1720942  1721065  1765864  1765976  1766090  1766203  1766313  1766440  1766583  1766724  1767044  1767173  1767292  1767407  1767527  1767685  1767918  1769348  1769484  1770476  1770591  1770944  1771079  1771202  1771385  1871465  1871579  1871697  1871854  1871969  1872093  1872220  1872333  1872475  1872593  1872893  1873033  1873146  1873267  1882784  1883228  1883370  1883482  1883604  1883741  1883873  1884322  1884435  1884564  1884700  1884811  1885278  1885411  1886157  1886659  1886775  1886999  1911120  1911268  1967547  1967707  1967828  1967944  1968055  1968206  1968333  1968446  1968576  1968687  1968803  1968920  1969035  1969377  1969510  1970680  1970810  1970937  1971618  1971748  1971910  1972027  1972139  1972289  1972401  1972518  1972657  1972826  1972952  1973087  1973232  1973347  1974500  1974612  1974753  1974879  1975008  1975134  1975264  1975449  1975681  1975811  1975929  1976312  1976433  1976555  1976773  1977556  1977667  1977779  1977903, 1722561  1722764  1722890  1723270  1723421  1723537  1723656  1723791  1723944  1724904  1725023  1725200  1725316  1725428  1725553  1725882  1725999  1726237  1726697  1727371  1727973  1728360  1728467  1730281  1731312  1731840  1732132  1732246  1732353  1732776  1733015  1735905  1736023  1736697  1736821  1737222  1737832  1738579  1738737  1738853  1739060  1739309  1739568  1739728  1740627  1740849  1741023  1741452  1742014  1744718  1744933  1745082  1745248  1745414  1786228  1786596  1786727  1786853  1786987  1787512  1787937  1834173  1834298  1834412  1834528  1834638  1834749  1834860  1834981  1835092  1835207  1835326  1835458  1835578  1835699  1835824  1835932  1836063  1836194  1836304  1836417  1836548  1836939  1837500  1838174  1838319  1838448  1838742  1838906  1839053  1839174  1839318  1839456  1839596  1839729  1839861  1839993  1840138  1840271  1840404  1840685  1840823  1840966  1841105  1841248  1841395  1841753  1842033  1842197  1842630  1843178  1843372  1844005  1844123  1844235  1845355  1845942  1846081  1846226  1846374  1846524  1846679  1846832  1847263  1847393  1847537  1849557  1849691  1849822  1849967  1850101  1850238  1850482  1850665  1850798  1851107  1851242  1851680  1851867  1852674  1853027  1853455  1853578  1866479  1866835  1866958  1867080  1867217  1867908  1889887  1890079  1890212  1890344  1890483  1890853  1891072  1891681  1938287  1938428  1938594  1938743  1938891  1939036  1939190  1939364  1939473  1939607  1940960  1941469  1941607  1941751  1941893  1942033  1942898  1943024  1943933  1944460  1949951  1955451  1955734  1956052  1956175  1956298  1956439  1957043, 1698737, 1698737, 1698738, 1709072  1709342  1720528  1765714  1768944  1769173  1871349  1882601  1883073  1910926  1967432, 1709113  1720287  1720547  1767668  1768968  1771239  1873257  1882827  1887064  1911294  1977917, 1722169  1737047  1744329  1780494  1780553  1785948  1833691  1849178  1866237  1889604  1895100  1898413  1937348  1937537  1946554  1946732  1946759  1947015  1947649  1954793  1955166  1957030  1958064, 1736998  1741977  1745379  1780540  1781148  1787895  1847557  1853910  1867848  1891778  1895481  1899323  1937358  1944404  1946579  1946743  1946788  1947532  1949931  1954837  1957004  1957051  1958332, 1965059  1965275, 1965067, 1965077, 1965228  1965236, 1965252  1966139, 1965261, , , 0, 0, 0, 0, 0, , 1977939, 1977943, L5:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1967451, 1967461, 1977920, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1986720  1986840  1986952  1987093  1987270  1987382  1987526  1987649  1987767  1996691  1996825  1997067  1997181  1997380  1997553  1997685  1997799  1998192  1998366  1998786  1999633  1999752  1999869  1999982  2000105  2000750  2001759, 2004044  2004316  2004427  2004640  2004751  2004862  2004978  2005111  2005233  2005341  2005878  2006264  2006394  2007222  2009943  2010077  2010566  2011249  2011390  2011523  2012052  2012168  2012330  2012490  2012638  2012781  2013080  2013235  2013396  2013552  2013840  2014036  2014190  2014327  2014473  2016140  2016274  2016453  2016826  2016962  2019046  2019617  2019728  2019961  2020271  2020583  2020735  2020896  2021279  2021386, 1978750, 1978751, 1978751, 1986583  1996498  1996928  2001019  2001676, 1987675  1996838  2000715  2001038  2001692, 2003769, 2021727, 2001961, 2001966, 2001973, 2002124  2002130, 2002142, 2002149, , , 0, 0, 0, 0, 0, , 2021952, 2021953, L5:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2003782, , 2021741, 2003789
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2042683  2042810  2042926  2043041  2043202  2043314  2043670  2043807  2043934  2044071  2044187  2044308  2049576  2049725  2049843  2050067  2050567  2050688  2050809  2050927  2051047  2051175  2084947  2085084  2085257  2085399  2085533  2085678  2085791  2086794  2086930  2087052  2087260  2121916  2122044  2122182  2122306  2122425  2122541  2122699  2122817  2122934  2123065  2123179  2123416  2123544  2123674  2123825  2123945  2124308  2124425  2125224  2125347  2125572  2125712  2125853  2126001  2126127  2126241  2126353  2126534  2126650  2126772  2126905  2127025  2127142  2127429  2127539  2128914  2129027  2129151  2129274  2129430  2129541  2131039  2131182  2131322  2131463  2131575  2131693  2132043, 2024380  2024607  2024749  2025312  2025420  2025879  2031119  2031349  2031464  2031590  2031932  2053398  2053646  2053806  2054178  2054376  2054510  2054654  2054792  2054926  2055090  2055626  2060957  2061097  2061263  2061508  2062029  2062257  2062382  2092314  2092442  2093162  2093379  2093499  2093645  2094847  2096145  2115253  2115429  2115903  2116043  2116174, 2022519, 2022519, 2022520, 2042470  2042503  2049358  2084775  2121524, 2042485  2044302  2051110  2087213  2132108, 2023951  2025897  2030609  2030631  2030738  2030765  2053065  2053110  2059193  2059453  2060616  2091430  2091478  2096609  2115078, 2025834  2025950  2030617  2030640  2030747  2032151  2053095  2055648  2059430  2059643  2062325  2091451  2096185  2096677  2116201, 2117238  2120410, 2117241, 2117244, 2117395  2117398, 2119814  2120609, 2119817, , , 0, 0, 0, 0, 0, , 2132182, 2132195, L6:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2121533, 2121538, 2132119, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2132353  2132476  2132615  2132736  2132851  2132964  2153342  2153491  2153732  2153873  2154027  2154150  2154269  2154394  2154512  2154627  2154786  2154902  2155019  2155156  2155279  2155404  2155526  2155652  2155774  2155895  2156048  2156878  2157013  2157126  2157285  2157426  2157543  2157679  2157838  2157993  2158139  2158285  2158404  2158515  2158665  2158782  2158916  2159060  2159207, , 2132918, 2132921, 2132922, 2132354  2153555, 2132917  2159286, , , 2152342, 2152344, 2152347, 2152498  2152500, 2152509, 2152512, , , 0, 0, 0, 0, 0, , 2159345, 2159354, L7:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2153561, 2153565, 2159295, 
