max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   274998   275103   275210   275321   275447   275572   276343   285413   285674   286238   286408   286620  1102576  1102712  1102834  1102954  1103071  1103191  1103310  1103438  1103558  1138871  1138979  1139251  1182363  1182471  1182645  1182764  1182869  1182978  1183089  1183197  1183437  1183551, 1  1123171  1123282  1123395  1123507  1123619  1123736  1123850  1123981  1174847  1174966  1175182  1211810  1211929  1212027  1212129  1212235  1212347  1212455  1212569  1212685  1212801  1212919  1213041  1213167  1213295  1213441  1213575  1213672  1213772  1213986  1214178, 284307   284685  1102355  1138595  1182083, 284446   286961  1103553  1139027  1183474, 289991  1206364  1208892  1208988, 290749  1207304  1208943  1209084, 294904  1122809  1174458  1211400, 295898  1124073  1175373  1214354, 1103877, 1103881, 1103886, 1206373, 1206383, 1206534  1206543, 1207314, R, 1211421, 1211432, 1214354, 0, 0, 0, 0, 0, 1214360, 1214362, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1227851  1227959  1228068  1228204  1228781  1228892  1229000  1229128, , 1227615, 1229052, 1238718, 1238885, 1241150, , 1215513, 1215513, 1215514, 1238720, 1238723, 1238874  1238877, 1238888, R, 1241156, , , 1, 0, 0, 0, 1, 1241195, 1241200, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1241188, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1251535  1251652  1279661  1279780  1279912  1280168  1280303, 1241476  1241583  1241682  1274085  1274185  1275069  1275204, 1251354  1279467, 1251585  1280407, 1287724  1290542, 1288422  1291027, 1273885  1275642  1293133, 1241643  1275220  1275822, 1241644, 1241645, 1241646, 1287728, 1287733, 1287884  1287888, 1288427, R, 1293144, , , 1, 0, 0, 0, 1, 1293203, 1293210, L0:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1293194, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1315693  1315809  1315916  1316029  1316306  1316421  1316537  1316645  1318924  1319063  1415787  1415918  1416025  1416223  1416939  1417050  1417167  1417297  1417453  1417578  1417832  1448465  1448577  1449058  1449176  1449282  1449455  1449679  1449821  1449940  1450052  1450189  1450294  1450404  1450522  1450671  1450797  1450963  1451107  1451224  1451396  1451520  1451627  1451738  1451887  1452017  1452137  1452266  1452382  1452766  1452874  1452993  1453120  1453264  1453406  1453511  1453624  1453775  1453893  1454046  1454150  1454282  1454388  1454504  1454640  1454763  1454868  1455002  1455154  1455277  1455381  1455486  1455614  1455742  1455857  1455965  1456075  1456190  1456650  1456762  1456877  1457001  1457113  1457222  1457327  1457484  1457600  1457705  1458169  1458310  1458458  1458613  1458738  1458892  1459013  1459121  1459228  1459341  1459448  1459717  1460096  1460248  1460385  1460533  1460668  1460777  1460895  1461021  1461684  1461791  1461898  1462010  1462122  1462286  1462391  1462496  1462612  1462717  1462836  1463314  1463419  1463526  1463652  1463800  1463937  1464113  1464638  1465056  1465204  1465338  1465460  1465569  1465968  1466090  1466194  1466354  1466505  1466611  1466785  1466935  1467043  1467234  1467394  1467616  1467734  1467865  1468008  1468166  1468271  1468870  1469135  1469857  1469967  1470179  1470454  1471103  1471229  1471357  1471528  1471681  1472341  1472463  1472570  1472708  1472863  1473117  1473236  1473367  1473516  1473650  1473819  1473936  1474047  1477275  1477396  1477507  1477614  1477939  1478045  1478178  1478283  1478410  1478541  1479078  1479203  1479349  1479474  1479930  1480140  1480950  1481119  1481228  1481385  1481493  1481602  1481711  1482023  1482134  1482245  1482352  1482514  1483097  1483331  1483472  1483581  1483693  1483998  1484121  1484265  1484665  1484847  1485347  1485470  1486176  1487142  1487262  1487427  1487582  1487744  1487893  1488046  1488195  1488338  1488442  1488557  1488691  1488800  1488925  1489838  1489968  1490101  1490206  1490939  1491069  1491183  1491825  1491939  1492047  1493128  1493269  1493418  1493524  1493656  1493802  1493948  1494120  1494280  1496780  1496954  1497436  1497551  1497690  1497799  1498344  1499091  1499231  1499335  1499473  1499599  1499727  1499877  1499983  1500088  1500365  1500498  1500710  1500824  1501328  1501466  1501609  1501776  1501886  1532518  1532636  1532744  1532849  1532955  1533097  1533211  1533328  1533432  1533544  1533661  1533784  1533902  1534023  1534179  1534284  1534447  1534553  1534722  1534877, 1293661  1398649  1399015  1399467  1399563  1399689  1399838  1400691  1407327  1431864  1432178  1432373  1432474  1432653  1432855  1433539  1433635  1433758  1433897  1434006  1434664  1434764  1434897  1434999  1436003  1436226  1437243  1437396  1437498  1437629  1437768  1437912  1438022  1438121  1438222  1438323  1445126, 1315490  1318557  1318754  1415592  1448281  1467068  1470253  1477116  1484428  1484728  1496574  1532298, 1316588  1318743  1319055  1417826  1466990  1470211  1474084  1484288  1484657  1494252  1501872  1534992, 1526687, 1526861, 1398119  1403170  1407072  1431549  1438510  1444377  1444930, 1293784  1400745  1403701  1407384  1438458  1438526  1444536  1445280, 1293784, 1293786, 1293787, 1526690, 1526695, 1526846  1526851, 1526865, L, 1532307, , 1535000, 0, 0, 0, 0, 0, 1535046, 1535055, L1:R3, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 1532313
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1535167  1539923  1540028  1540147  1540268  1540390  1540519  1540740  1540923  1544256  1544370  1544510  1544667  1544774  1544917  1545044  1545153  1545264  1545391  1545517  1545648  1545762  1545904  1546052  1546159  1546264  1546368  1546479  1546652  1546792  1546931  1547039  1547450  1547557  1548094  1548215  1548325  1548459  1548596  1548733  1548882  1549004  1549563  1549703  1549810  1550241  1550350  1550468  1550618  1550731  1550877  1550981  1551173  1551986  1552159  1552915  1553033  1553184  1553340  1553512  1553663  1553767  1553886  1554066  1554234  1554357  1554523  1554977  1555125  1555271  1555422  1555590  1556858  1556975  1557122  1557281  1557429  1557580  1557684  1557794  1557900  1558010  1559476  1559583  1559729  1559922  1560065  1560217  1560700  1560843  1560949  1561091  1561229  1561346  1561844  1561952  1562120  1562405  1563049  1567232  1567336  1567476  1567915  1568364  1568501  1568617  1568728  1571189  1571301  1571426  1571551  1571655  1571762  1571963  1572100  1572254  1572405  1572509  1573544  1582433  1582566  1582710  1582833  1583288  1583437  1583565  1583707  1584043, 1577799  1578240  1597295  1597517  1597615  1597729  1597842  1597948  1598057  1598167  1598285  1598405  1598528  1598651  1598780  1598911  1599070  1599194  1599318  1599458  1599625  1599775  1599926  1600045  1600144  1600283  1600386  1600670  1600783  1600918  1601059  1601339  1601502  1601599  1601732  1601885  1602000  1602359  1602572  1602702  1602813, 1539733  1544090  1566900  1571029  1582216, 1540855  1563024  1568717  1573531  1583776, 1590743, 1591584, 1577361  1577402  1597006, 1577373  1578473  1602936, 1535889, 1535890, 1535890, 1590748, 1590754, 1590905  1590910, 1591591, R, 1597018, 1597025, 1602947, 0, 0, 0, 0, 0, 1603017, 1603030, L1:R4, 60.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1611081  1611199  1611328  1611437  1611547  1611797  1611921  1612032  1612267  1612413  1612565  1612888  1613006  1613112  1613226  1613342  1614525  1614648  1614759, 1603200  1607454  1607573, 1610910  1616109, 1614822  1616185, 1622642  1622955  1623587, 1622858  1623065  1624007, 1607257  1626501, 1607587, 1603804, 1603805, 1603806, 1622646, 1622653, 1622804  1622809, 1622864, R, 1626513, , , 1, 0, 0, 0, 1, 1626579, 1626587, L1:R5, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1626569, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1631081  1631186  1631300  1631481  1631696  1631819  1631927  1632499  1632648  1649081  1649199  1649330  1649440  1650331  1650471  1650607  1651282  1651392  1651498  1651624  1651767  1652153  1652265  1652390, 1626913  1627030  1638217  1638328, 1630835  1648823  1650125, 1632645  1649403  1652383, 1654614  1655893, 1654797  1656003, 1628531  1628796  1637844  1661534, 1627075  1628692  1628928  1638353, 1627115, 1627116, 1627117, 1654620, 1654627, 1654778  1654785, 1654804, R, 1661549, , , 1, 0, 0, 0, 1, 1661628, 1661638, L1:R6, 42.86, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1661617, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1669474  1669579  1670065  1686430  1686545  1687011  1687141  1699862  1699987  1700104  1706137  1706260  1733415  1733554  1733909  1734096  1737065  1755825  1755934  1756080, 1661886  1679913  1680550  1680651  1681718  1681821  1697033  1719703  1720839  1747187  1747318  1747451  1747564  1748151  1748298  1748435  1748705  1748882  1750301  1750412  1750510  1750643  1750743  1751097  1751232  1751622  1751737  1752958  1761918  1762347  1762451  1780892  1780997  1781523  1781638, 1669280  1686195  1699662  1705986  1733200  1736877  1755661  1793622, 1670107  1687200  1700274  1706245  1734084  1737135  1756152, 1785814  1789151, 1786371  1789321, 1679533  1696614  1719286  1725149  1746936  1761654  1780625  1781372, 1662095  1681848  1696989  1720776  1725418  1753008  1762468  1780966  1782148, 1662212, 1662213, 1662214, 1785826, 1785839, 1785990  1786003, 1786384, L, 1793623, , , 1, 0, 0, 0, 1, 1793638, 1793641, L2:R6, 37.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1793634, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1793881  1793991  1795280  1795385  1795501  1795672  1795941, , 1795084, 1793968  1796034, 1800655  1802818  1803329  1806280  1812034  1812600, 1802527  1802965  1803457  1807004  1812391  1813581, , , 1794097, 1794098, 1794100, 1800657, 1800660, 1800811  1800813, 1802531, , , , , 1, 1, 0, 0, 0, 1817578, 1817584, L2:R6, 37.50, 000(1)1, 000(1)1, 204, no_go, 1817570, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1818162  1818283  1818401  1818537  1856609  1856777  1856914  1857027  1858370  1858481  1858589  1858762  1859128  1859293  1880431  1880688  1880810  1959938  1960045  1960154  1960355  1960727  1960842  1960969  1961080  1961217  1962258  1962390  1962497  1962606  1962721  1962831  1962978  1963091  1963196  1963306  1963423  1964741  1964897  1965006  1965119  1965232  1965377  1966925  1967053  1967326  1967494  1967640  1967768  1967986  1968140  1968832  1968953  1969059  1969163  1969677  1969790  1969903  1970187  1970410  1970547  1970933  1976433  1976539  1976675  1976786  1976902  1977013  1977130  1977258  1977390  1978298  1980871  1980985  1981179  1981310  1981417  1981548  1981690  1981806  1982359  1982468  1982597  1984424  1984537  1984643  1984780  1984949  1985110  1985223  1985787  1985901  1986013  1987358  1987485  1988105  1988971  1989110  1989242  1989349  1989510  1989882  1989991  1995002  1995110  1995216  1995658  1995779  1995888  1996931  1997370  1998077  1998183  1999842  1999975  2000115  2014222  2014456  2015301  2015412  2015908  2016016  2016165  2016272, 1839645  1839797  1839908  1868727  1868957  1891871  1892038  2006145  2006262  2043494, 1817995  1827090  1856436  1858238  1880262  1880540  1959764  1976207  1976282  1980699  1990081  1994807  2014249  2015175  2079639, 1818496  1827178  1857041  1859247  1880501  1880804  1970867  1976263  1978286  1990055  1990133  2000137  2014509  2016318, 2077283, 2077482, 1838816  1868426  1891521  2005805  2043124, 1839944  1869057  1892110  2006449  2043469, 1818497, 1818498, 1818500, 2077292, 2077304, 2077455  2077465, 2077492, L, 2079661, , , 1, 0, 0, 0, 1, 2079766, 2079779, L3:R6, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2079751, 
