max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   234394   234527   234692   234975   246261   246491   246750   246899   247020   247285  5421520  5421633  5422086  5422267  5422409  5425615  5427729  5432014  5576348  5576461  5576571  5576686  5576798  5576908  5577021  5577134  5577248  5577368  5577489  5577614  5577730  5577854  5577975  5578096  5578223  5578350  5578475  5578607  5578745  5578888  5579114  5579258  5579821  5593383  5593498  5593627  5593754  5593876  5594031  5594201  5594356  5594490  5594609  5594730  5594861  5594988  5595108  5595219  5595351  5597811  5597988  5599164  5599276  5599389  5599502  5599626  5601944  5602064  5674496  5674611  5674735  5674858  5698581  5698699  5698809  5698946  5699062  5699190  5699303  5699420  5699532  5699654  5699798  5699921  5700069  5700185  5700297  5700417  5708886  5709006  5709128  5709284  5709529  5709667  5709798  5709928  5710045  5710157  5710318  5710465  5712390  5712509  5712620  5712733  5712870  5712990  5713133  5713256  5713375  5713556  5713685  5713811  5714301  5714424  5714536  5714652  5714824  5716712  5716826  5716947, 1   253262  5570496  5570626  5570751  5570874  5571001  5571206  5571345  5571719  5571999  5572107  5615052  5624872  5625270  5625399  5625526  5625935  5633544  5634105  5634235  5637243  5638232  5638383  5638665  5639175  5641292, 245013   245807  5576006  5597968  5598925  5674311  5674650  5698366, 245325   247294  5597768  5598089  5601963  5674550  5674787  5718134, 250871  5694704, 251699  5695512, 252413   252858  5570034  5614749  5624348  5624531, 252797   253252  5572071  5615155  5624523  5641230, 5569746, 5569751, 5569756, 5694707, 5694712, 5694863, 5695516, L, 5698375, 5698380, 5718145, 0, 0, 0, 0, 0, 5718209, 5718221, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5718384  5753968  5754080  5754202  5766818  5766976  5767105  5767267  5767384  5767571  5767703  5767980  5768142  5768783  5768897  5769014  5769129  5769270  5769383  5769754  5769914  5770073  5770201  5770327  5770455  5771363  5771474  5771598  5771730  5771915  5772068  5772190  5772305  5772449  5772592  5772709  5772881  5773010  5773123  5773241  5773358  5773514  5774495  5774628  5774742  5774863  5775040  5775250  5775392  5775511  5775622  5778707  5778879  5779039  5779172  5779415  5779527  5779680  5779813  5780771  5780926  5781064  5781210  5781338  5781454  5781565  5781677  5781805  5781925  5782052  5782206  5782634  5783199  5783540  5784411  5784541  5784707  5786018  5786135  5786306  5786423  5786543  5786654  5786769  5786885  5786996  5787158  5787285  5787400  5787534  5787646  5787882  5788025  5788164  5788350  5788677  5788802  5788930  5789652  5789791  5790644  5790792  5791581  5791737  5791856  5792265  5792411  5793162  5793288  5793406  5793522  5793651  5793763  5793932  5794064  5794181  5794294  5794424  5794535  5797548  5797659  5797794  5797926  5798044  5798204  5798315  5798446  5798572  5798686  5798808  5798926  5799059  5799590  5799710  5799852  5800786  5800924  5801858  5801984  5802221  5802366  5802485  5802739  5803008  5803120  5803234  5803510  5803627  5804323  5804445  5804567  5804726  5805452  5805680  5805815  5806467  5806609  5806815  5806937  5807079  5807210  5807341  5807465  5807650  5808489  5808650  5808778  5809461  5809793  5810382  5810514  5810711  5810840  5811269  5811966, 5733294  5733576  5733705  5733840  5734877  5735028, 5753754  5766408  5766461  5766669  5780621  5782662  5783401  5783963  5785923  5802756  5806218  5810419  5810699  5833185, 5754234  5766417  5766541  5779796  5782138  5783332  5783560  5784828  5802722  5805859  5810360  5810649  5811980, 5829638, 5829967, 5732947  5751252, 5734980  5751421, 5719394, 5719395, 5719396, 5829808, 5829810, 5829960, 5829968, L, 5833188, , , 1, 0, 0, 0, 1, 5833208, 5833211, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5833203, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5833490  5833620  5833732  5833892  5834125  5834846  5835009  5835119  5835635  5835748  5836283, 5843629  5843878  5844174, 5834610  5860451, 5834156  5836286, 5854419  5854991  5857120  5857804, 5854589  5855042  5857743  5857893, 5842929  5843017, 5842937  5844149, 5834157, 5834158, 5834160, 5854423, 5854428, 5854579, 5854594, L, 5860462, , , 1, 0, 0, 0, 1, 5860520, 5860528, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5860510, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5860625  5860744  5860872  5860987  5861118  5861254  5861399  5870934  5871069  5871229  5871364  5871496  5871683  5871818  5872097  5880278  5880410  5880564  5880687  5880848  5880999  5881234  5896176, , 5870787  5872124  5880174  5881058  5896081, 5861401  5872067  5872197  5880929  5881176, 5889910  5890540  5890670, 5890083  5890655  5891826, , , 5861402, 5861404, 5861406, 5889914, 5889921, 5890072, 5890088, L, 5896093, , , 1, 0, 0, 0, 1, 5896160, 5896168, L4:R0, 25.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5896150, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5896332  5896478  5896607  5896779  5896896  5926245  5942560  5942706  5942821  5943018  5943661  5944013  5944147  5944268  5944492  5944604  5944715  5944828  5944945  5945058  5945850  5945964  5946110  5946343  5946457  5946571  5946701  5947490  5947640  5947759, 5899682  5901340  5901580  5905350  5907326  5907468  5907604  5909154  5910198  5919341  5919599  5919708  5975306  5975438  5976347, 5926772  5942387  5946235, 5896868  5926971  5946137  5947734, 5988218  5988468  6000711, 5988401  5988885  6001974, 5899404  5919108  5974663, 5910174  5919712  5976399, 5896869, 5896870, 5896872, 5988227, 5988235, 5988386, 5988409, , , , , 1, 1, 0, 0, 0, 6003491, 6003503, L4:R0, 25.00, 000(1)1, 000(1)1, 204, no_go, 6003478, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6028167  6028283  6028405  6028519  6028641  6028769  6028899  6029028  6029147  6037180  6037302  6038408  6038558  6046213  6046326  6047299  6048944  6049081  6049879  6050155  6050334  6050503  6053176, , , 6024272  6024782, 6024432  6024970, 6027429, 6053312, 6003999, 6003999, 6004000, 6024273, 6024275, 6024425, 6024433, R, 6027433, , 6053317, 0, 0, 0, 0, 0, 6053351, 6053357, L4:R1, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 6027436
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6075929  6076172  6076325  6076442, 6053442  6056387  6056950  6057058  6057227  6058224, 6075769  6095683, 6076470, 6091595  6092158, 6091761  6093002, 6056064, 6058301, 6053885, 6053886, 6053888, 6091597, 6091601, 6091752, 6091764, L, 6095691, , , 1, 0, 0, 0, 1, 6095734, 6095740, L5:R1, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 6095727, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6095860  6095995  6096209  6096335  6096500  6096713  6170753  6170914  6171069  6171218  6171339  6171902  6172040  6179670  6179807  6179932  6180079  6181998  6253091  6253245  6265019  6265312  6265426  6265545  6265657  6265781  6265895  6266008  6266124  6266260  6266376  6266502  6266625  6266853  6266975  6267097  6267226  6267358  6267499  6267643  6267808  6267948  6268095  6272877  6273005  6273127  6273292  6273453  6273636  6273755  6273900  6274016  6274147  6274287  6283279  6283417  6283587  6283859  6283985  6284135  6284251  6284390  6284517  6284638  6284752  6284865  6285028  6285662, 6100388  6101767  6101976  6102579  6124010  6124123  6128285  6128689  6146945  6147231  6208323  6245174  6245496, 6096281  6170469  6170746  6179425  6252814  6264964, 6096235  6096806  6170570  6172103  6180093  6253267  6285748, 6260404  6260726, 6260591  6261516, 6099719  6099924  6123427  6123595  6128012  6139092  6139962  6146447  6207828  6207978  6244747  6244851, 6099877  6102530  6123510  6124244  6128768  6139376  6141035  6147272  6207955  6208789  6244822  6246306, 6096266, 6096267, 6096269, 6260414, 6260424, 6260575, 6260601, L, 6264986, 6264997, 6285752, 0, 0, 0, 0, 0, 6285782, 6285787, L6:R1, 42.86, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6285972  6286085  6286229  6286476  6286596  6286774  6286901  6287021  6287162  6289646  6289773  6290039  6290186  6290322  6290433  6290568  6290700  6290828  6290959  6291072  6292809  6292954  6293067  6293196  6293322  6293444  6294579  6294715  6294853  6295188  6295367  6295503  6296228  6296340  6296487  6296609  6296760  6297201  6297355  6297876  6299136  6299247  6299371  6299494  6299642  6299753  6307108  6307237  6307410  6307524  6307662  6307794  6307906  6308034  6308154  6310777  6310896  6311059  6311184  6311298  6311436  6311546  6311689  6311911  6313492  6313640  6313762  6313885  6314044  6314167  6315626  6315750  6315866  6316009  6316483  6316598  6316746  6317710  6318437  6318556  6318674  6318868  6320254  6320368  6320580  6320703  6320829  6321645  6321803  6322418  6322538  6322684  6322846  6323763  6323878  6323994  6324972  6327698  6327831  6328035  6328218  6328333  6328471  6328760  6330201  6330332  6330660  6330779  6331079  6331234  6336314  6337383  6337587  6337732  6337984  6338279  6338529  6338671  6340976  6343433  6343608  6344104  6344225  6344386  6345036  6345186  6345473  6346023  6346310  6347205  6347426  6351285  6355939  6356545  6359590  6359727  6361144  6361498  6363758  6365394  6366162  6377752  6380049  6380188  6384957  6385298  6386025  6388178  6388799  6388930  6392262  6392434  6392589  6392714  6392852  6393352  6395392  6397009  6398407  6399795  6400361  6402987  6403158  6404073  6404344  6404463  6404634  6405179  6405347  6405491  6406203  6406334  6406456  6406568  6406688  6406828  6408013  6408148  6408418  6408591  6408727  6408918  6409038  6409265  6409376  6409487  6409619  6410022  6410134  6410291  6411937  6412057  6412169  6412286  6412445  6412576  6412703  6414160  6414306  6414437  6414557  6414696  6414813  6417419  6417570  6417696  6417865  6417993  6418146  6418295  6418478  6418720  6418846  6418991  6421268  6421406  6421655  6421768  6421879  6422114  6422353  6422550  6422689  6422834  6422963  6424687  6424798  6426357  6427145  6427265  6427411  6427990  6428935  6431241  6431362  6431540  6431668  6431794  6431946  6432320  6432440  6432560  6432671  6433592  6434205  6434444  6434572  6434690  6434809  6434941  6435072  6435206  6435318  6435497  6438848  6438994  6439106  6439238  6439354  6439465  6439686  6440401  6440525  6440797  6440916  6441079  6441226  6441480  6441596  6441712  6441860  6442912  6443044  6443182  6444763  6446052  6446181  6446351  6446491  6449511  6449624  6451321  6452229  6452358  6452486  6452618  6452730  6452895  6453117  6453305  6453482  6453808  6454296  6454519  6454757  6455478  6455598  6455752  6455931  6456053  6456242  6456474  6458285  6458403  6458521  6459006  6459136  6459280  6459437  6459576  6460162  6461498  6461699  6461810  6461974  6462628  6462753  6462866  6462983  6463477  6463949  6471882  6472002  6472140  6472259  6472441  6472712  6472824  6472956  6473072  6473531  6473645  6473780  6477441  6477561  6477683  6477842  6478489  6478710  6478826  6478958  6479307  6479431  6479851  6480045  6480192  6480310  6480434  6482066  6482192  6482335  6482869  6482987  6483107  6483255  6483399  6483510  6483672  6485969  6486114  6486587  6486757  6487497  6487659  6487835  6488370  6488497  6488609  6488724  6488865  6489970  6490081  6491433  6491546  6492164  6492583  6492710  6493215  6493340  6493467  6493579  6493729  6493843  6493970  6502686  6505931  6506056  6506258  6506390  6506516  6506652  6508256  6508367  6508979  6509135  6510655  6510987  6512319  6513364  6513495  6513632  6514266  6514436  6514561  6514875  6514990  6515141  6515299  6515424  6515594  6515712  6515985  6516320  6519654  6519800  6519949  6520087  6520444  6522010  6522160  6523487  6523637  6523762  6523968  6524156  6524547  6524716  6524857  6524980  6525097  6525756  6526721  6526853  6526979  6527430  6527557  6527680  6527925  6530691  6530859  6531011  6531175  6532783  6533010  6533146  6535086  6535236  6535354  6535747  6535869  6536003  6536204  6536391  6536507  6536641  6536755  6536875  6537012  6538517  6538645  6539258  6539396  6556037  6556162  6556297  6556425  6556551  6556807  6557733  6558255  6558399  6558971  6559574  6559697  6559834  6560583  6560707  6562372  6562512  6562653  6562805  6564444  6564621  6564772  6569149  6569270  6569397  6569534  6570064  6570187  6570308  6571412  6571555  6572327  6572449  6574526  6574672  6575029  6575207  6575785  6575945  6576275  6577117  6577271  6577987  6578194  6579752  6579863  6579983  6580094  6581647  6581770  6582076  6583789  6583932  6584785  6584910  6585052  6585189  6585313  6586630  6586739, 6542312  6542561  6542701  6543242  6544600  6544715  6546398  6546505  6546635  6549371  6550349  6671710  6671824  6672380, 6285868  6297436  6297768  6301265  6305208  6307022  6307123  6309332  6310638  6311706  6313365  6315498  6320162  6321537  6327583  6330050  6337293  6340361  6343749  6344004  6344120  6346343  6347016  6350947  6355674  6361021  6363225  6365205  6368720  6374910  6379218  6380765  6381079  6381937  6384827  6388076  6388192  6388480  6392140  6396784  6402884  6408832  6409029  6412504  6413952  6422157  6422223  6431099  6454150  6454531  6454565  6458010  6458094  6471711  6471788  6486696  6492062  6502439  6502630  6505821  6513262  6513301  6519999  6522235  6523876  6524073  6524455  6526571  6532904  6535139  6535651  6535993  6555811  6562777  6564494  6564986  6569098  6574969  6576178  6577816  6583617, 6297334  6297448  6300438  6302592  6306179  6307097  6309035  6309864  6311473  6311872  6314914  6318809  6321403  6325016  6329510  6331289  6338706  6340408  6343778  6344092  6346326  6346379  6350432  6355083  6356371  6362807  6364780  6367241  6371817  6378179  6380704  6380791  6381223  6382509  6387379  6388155  6388376  6388910  6393315  6398453  6408809  6408957  6412413  6412556  6422124  6422206  6424807  6453508  6454462  6454548  6456157  6458046  6463100  6471738  6486519  6491563  6493783  6502612  6502647  6510595  6513270  6519980  6522123  6523713  6523990  6524170  6525788  6530998  6535043  6535331  6535967  6538472  6562752  6562801  6564506  6565025  6574692  6575875  6577319  6581697  6586774, 6681909, 6682101, 6541833  6542355  6544179  6671191  6689464, 6542294  6543192  6551407  6672711, 6297339, 6297345, 6297350, 6681920, 6681933, 6682083, 6682114, R, 6689488, , , 1, 0, 0, 0, 1, 6689692, 6689694, L6:R2, 37.50, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 6689689, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6705548  6705677  6705819  6705971  6706199  6707004  6707162  6707278  6707390  6707504  6707677  6707805  6709494  6709656  6709928  6711522  6711653  6711775  6712371  6712499  6712631  6712755  6712903  6713041  6714049  6714176  6714345  6714494  6715255  6715398  6715618  6717345  6719014  6720034  6720240  6720377  6720498  6721871  6722062  6724111  6724226  6724353  6724973  6725128  6726602  6726828  6727074, 6689869  6689998  6690395  6697355  6699334  6730357  6730649  6731201, 6705347  6714423  6717075  6719838  6721560  6721794  6726507  6754950, 6714295  6715210  6719538  6720555  6721573  6724905  6727018, 6749574, 6750810, 6696937  6699024  6729817, 6690406  6697830  6699990  6731191, 6690847, 6690848, 6690850, 6749584, 6749595, 6749746, 6750821, L, 6754972, , , 1, 0, 0, 0, 1, 6755082, 6755094, L7:R2, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 6755066, 
