max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, 3357927¤, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3675579  3676011  3676125  3676306  3676422  3676832  3676972  3677105  3677293  3677404  3677544  3677654  3683867  3684033  3684165  3684297  3684413  3684556  3684667  3684893  3685010  3685398  3685732  3686770  3690157  3690804  3690918  3691036  3691185  3691319  3691515  3691644  3691760  3692458, , 3675789  3676033  3676734  3683590, 3676018  3676432  3677631  3692477, 3679953, 3680403, , , 3676433, 3676435, 3676437, 3679956, 3679960, 3680111  3680115, 3680407, L, 3683600, , 3692484, 0, 0, 0, 0, 0, 3692531, 3692540, L3:R5, 37.50, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3683604
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3692992  3693111  3693501  3693622  3693751  3694601  3694726  3694876  3695239  3695442  3695960  3696074  3696188  3696915  3697026  3697148  3697303  3697415  3697973  3698219  3698330  3698450  3698889  3699003  3699844  3699958  3700111  3701372  3701507  3702151  3702291  3702411  3702537  3703562  3703760  3711874  3712019  3712472  3713259  3713382  3713524  3713733  3713863  3714444  3720392  3720554  3720688  3720816  3720998  3721132  3721303  3721443  3721782  3723276  3723445  3723565  3723712  3725701  3725860  3725988  3726137  3733988  3734105  3734284  3734488  3734611  3734732  3734883  3735256  3735384  3735853  3736441  3738630  3739671  3739893  3740604  3740758  3740891  3741005  3741183  3741294  3741409  3741529  3741694  3741837  3742488  3742618  3742732  3742854  3743518  3743670  3744477  3744608  3744719  3744831  3744991  3745584  3745704  3745838  3745960  3746114  3746487  3746744  3746922, 3717596, 3692654  3711722  3712444  3712684  3713089  3714048  3714110  3720176  3720713  3723125  3725366  3733696, 3703691  3712417  3712459  3712725  3714022  3714091  3714412  3720632  3721727  3723701  3726104  3747023, 3729392  3730002, 3729891  3730313, 3717161, 3717687, 3703695, 3703700, 3703705, 3729404, 3729418, 3729568  3729580, 3729904, L, 3733879, , 3747029, 0, 0, 0, 0, 0, 3747066, 3747073, L4:R5, 44.44, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3733880
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3747164  3750210  3750322  3750437  3750895  3751008  3751142  3751261  3751471  3751727  3751842  3751959  3752094  3752467  3752604  3752721  3753941  3754064  3754185  3754327  3754460  3755235  3755375  3755491  3755796  3755992  3756104  3756217  3756385  3757004  3757120  3757505  3758139  3758261  3758426  3758540  3759369  3759480  3760031  3760154  3766519  3766646  3766821  3766950  3767062  3767185  3767418  3767548  3767750  3769596  3770064  3770190  3770366  3770489  3770610  3771171  3771293  3771412  3771522  3771709  3771825  3771954  3772109  3773008  3773467  3773580  3773894  3774039  3774152  3774266  3774491  3774849  3774969  3775557, , 3750039  3766365, 3760273  3775700, 3762818, 3763167, , , 3747815, 3747816, 3747816, 3762825, 3762832, 3762982  3762988, 3763174, L, 3766379, , 3775712, 0, 0, 0, 0, 0, 3775783, 3775796, L5:R5, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3766387
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3776035  3776205  3776329  3776460  3776619  3782298  3782444  3782560  3782735  3782856  3782968  3783085  3783342  3783455  3783645  3786450  3786585  3786698  3786816  3787006  3787133  3800630  3800838  3800961  3801106  3805532  3805712  3805837  3805971  3806101  3806212  3806514  3806638  3810260  3810815  3810962  3811087  3811198  3811472  3811594  3811735  3812862  3812973  3813085  3813199  3813478, , 3775973  3782101  3782865  3783249  3786258  3800471  3805441, 3776543  3782844  3783060  3783664  3787085  3800923  3813496, 3803033  3803275, 3803214  3803539, , , 3776622, 3776624, 3776626, 3803039, 3803045, 3803196  3803202, 3803220, L, 3805456, , 3813506, 0, 0, 0, 0, 0, 3813570, 3813581, L6:R4, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3805464
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3818732  3818894  3819061  3819237  3824631  3824754  3824894  3825015  3825133  3825503  3825632  3828107  3831346  3832985  3833124  3833237  3833461  3833601  3833724  3833849  3834773  3834886  3835006, , 3818589  3818707  3819356  3820047  3824393, 3818684  3819241  3819562  3820158  3835000, 3822194, 3822750, , , 3814407, 3814407, 3814409, 3822196, 3822200, 3822351  3822354, 3822753, L, 3824400, , 3835012, 0, 0, 0, 0, 0, 3835054, 3835063, L7:R3, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3824404
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 3839455, , 3837503, 3837993, , , 3835774, 3835775, 3835776, 3837504, 3837506, 3837656  3837657, 3837995, L, 3839459, , , 1, 0, 0, 0, 1, 3839485, 3839489, L8:R2, 60.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3839479, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3839779  3840073  3840276  3840906  3845604  3845758  3845944  3854574  3854695  3854821  3854943  3855084  3855268  3855388, 3848537  3848806  3848930, 3839623  3839970  3845451  3854338  3854449, 3839540  3839885  3840914  3845970  3854414  3855016, 3856791, 3857694, 3848272  3859869, 3849197  3859961, 3840915, 3840917, 3840920, 3856796, 3856802, 3856953  3856958, 3857700, R, 3859881, , , 1, 0, 0, 0, 1, 3859946, 3859953, L8:R2, 60.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3859936, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3863522  3863633  3863754  3863876  3864085  3865493  3865621  3865741, 3860303  3860438, 3863334  3863616  3865353  3870904, 3863599  3864088  3865794, 3867137  3867684, 3867310  3868138, 3860073, 3860603, 3860767, 3860768, 3860769, 3867140, 3867146, 3867296  3867300, 3867314, L, 3870913, , , 1, 0, 0, 0, 1, 3870966, 3870972, L8:R2, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3870957, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3871098  3871241  3871355  3871482  3871600  3903234  3903378  3903491  3908425  3908722  3908834  3908962  3909094  3909223  3912673  3912783  3914781  3915700  3916544  3917057  3917221  3917350  3917466  3917705  3917819  3917936  3918048  3918161  3918766  3918990  3919110  3919252  3919878  3920017  3920153  3920901  3921031  3922240  3922383  3923212  3923418  3923844  3924001  3924144  3925989  3926111  3926242  3926790  3926910  3927032  3927696  3927856  3928097  3928969  3929087  3929211  3929353, 3885665  3885898, 3903024  3903195  3908170, 3871744  3903160  3903594  3930739, 3905304  3906115, 3905867  3906507, 3885204, 3886041, 3871745, 3871746, 3871748, 3905307, 3905311, 3905462  3905466, 3905871, L, 3908179, , 3930749, 0, 0, 0, 0, 0, 3930818, 3930830, L9:R1, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , 3908184
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3930993  3935097  3935214  3935563, , 3934917  3943745, 3935129, 3940677  3942127, 3941174  3942210, 3938161, 3938357, 3931875, 3931876, 3931877, 3940679, 3940682, 3940833  3940835, 3941177, L, 3943752, , , 1, 0, 0, 0, 1, 3943792, 3943798, L9:R1, 60.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3943785, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3943900  3944055  3944246  3944383, , 3948478, 3944476, 3946260  3946714, 3946455  3946948, , , 3944637, 3944638, 3944639, 3946261, 3946264, 3946415  3946417, 3946457, L, 3948484, , , 1, 0, 0, 0, 1, 3948520, 3948525, L9:R1, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3948513, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3948732  3948863  3948999  3949199  3949326  3949436  3949555  3949759  3949900  3950072  3950204  3950382  3950494  3950635  3951595  3951744  3952173  3952326  3952466  3953158  3953270  3953604  3953966  3954093  3954210, , 3962645, 3954178, 3956788, 3957516, , , 3954181, 3954186, 3954189, 3956792, 3956797, 3956948  3956952, 3957521, L, 3962655, , , 1, 0, 0, 0, 1, 3962709, 3962716, L9:R1, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3962701, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3962865  3963015  3963147  3965634  3966252  3966574  3967270  3968039  3968231  3968401  3968617  3968755  3968875  3968991  3969113  3969745  3969857, , 3968043  3974269, 3963228  3969824, 3971696, 3972213, , , 3963577, 3963578, 3963580, 3971699, 3971704, 3971854  3971858, 3972217, L, 3974278, , , 1, 0, 0, 0, 1, 3974328, 3974334, L9:R1, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3974319, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3974476  3974599  3974710  3974834  3974984  3975105  3975217  3975377, , 3979483, 3975328, 3977293  3977622, 3977503  3977830, , , 3975329, 3975331, 3975333, 3977295, 3977298, 3977449  3977451, 3977506, L, 3979491, , , 1, 0, 0, 0, 1, 3979531, 3979536, L9:R1, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3979523, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3979751  3979863  3979996  3980148, , 3980323  3988151, 3980238  3980422, 3985584  3986073, 3985984  3986621, , , 3980502, 3980504, 3980505, 3985586, 3985590, 3985740  3985742, 3985987, L, 3988157, , , 1, 0, 0, 0, 1, 3988197, 3988202, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3988189, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3988449  3988580  3988701  3988832  3989158  3989271  3989431  3989629  3989807, 3997848  3997955  3998069  3998189  3998312  4003296  4003418  4003983  4004092  4004408  4006424  4006663  4007068  4007184  4007290  4007424  4008546  4009041  4009151  4009459  4009666  4009807  4010304  4010452  4011436  4012149  4012357  4012525  4014326  4014498  4014782  4015003  4015183  4015873  4016020  4016164  4017755  4017998  4018244  4018471  4018604  4019117  4019271  4019482  4019653, , 3989800, 3993104  3994059  3994830, 3993837  3994436  3995113, 3997228, 4020125, 3989801, 3989803, 3989805, 3993106, 3993109, 3993260  3993262, 3993840, R, 3997236, 3997241, 4020134, 0, 0, 0, 0, 0, 4020195, 4020206, L8:R2, 20.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4066634  4066763  4066890  4067006  4067144  4067296  4067434  4067650  4074323  4074460  4074572  4074773  4074913  4075147  4075270  4075395  4112684  4112841  4112960  4113127  4113382, 4020352  4021075  4021227  4021363  4021707  4021950  4022776  4022894  4023412  4023628  4023792  4023951  4024139  4024531  4030531  4031164  4031377  4031787  4031905  4032035  4032695  4034768  4034947  4035075  4035223  4037511  4040001  4040195  4040350  4040503  4041484  4041795  4042399  4042516  4042654  4042939  4044976  4045112  4045685  4045796  4045954  4046471  4046658  4047044  4047188  4047412  4047585  4048355  4048465  4048586  4048824  4048951  4049092  4049425  4049551  4050103  4050436  4051778  4051936  4052327  4052440  4052655  4053055  4053285  4053890  4056178  4062370  4062845  4078090  4078209  4078360  4078484  4078620  4078934  4079316  4079534  4079669  4080577  4080713  4081153  4081283  4081412  4082349  4082788  4088879  4094619  4094735  4094893  4117918  4118231  4118340  4118453  4122395  4122953  4123456  4124694  4124840  4124958  4125262  4125444  4125566  4126400  4126530  4127131  4127319  4127460  4127602  4127740  4127879  4128120  4128228  4128753  4130363  4130580  4130719  4130857  4131721  4132385  4133407  4133650  4133789  4133919  4134555  4134690  4134806, 4066466  4074173  4074653  4112423, 4067634  4074565  4075383  4113143, 4115731, 4115932, 4020358  4029225  4030893  4034071  4038071  4038202  4038696  4038823  4048079  4049895  4050229  4051644  4051699  4053352  4053488  4053588  4053721  4056092  4061990  4063450  4063525  4077895  4082833  4082937  4083024  4083171  4088187  4094301  4117577, 4025507  4030454  4032964  4038020  4038178  4038407  4038762  4047661  4049493  4050164  4050912  4051661  4053273  4053383  4053529  4053608  4053897  4056099  4063099  4063505  4063538  4082803  4082895  4083010  4083143  4083227  4088814  4095390  4135212, 4025509, 4025512, 4025514, 4115742, 4115753, 4115904  4115915, 4115944, R, 4117601, 4117614, 4135215, 0, 0, 0, 0, 0, 4135240, 4135245, L8:R2, 30.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 4136788  4136977  4137623  4138175  4138296  4138416  4138575  4138712  4138864  4139605  4141228  4141587  4141802  4141925  4142413  4142571  4142725  4143709  4143843  4145337  4145520  4146794  4147472  4147588  4148057  4148278  4148738  4149518  4149890  4153307  4153415  4153529  4153649  4153770  4153896  4154028  4154185  4154293  4154502  4154618  4158997  4159103  4159370  4159486  4159601  4159731  4159858  4159992  4161975  4162267  4164295  4164425  4164792  4165409  4165591  4165750  4166059  4166213  4166775  4167306  4167530  4167654  4168110  4168706  4170314  4170546  4171113  4171318  4171592  4171743  4171888  4172177  4172341  4172765  4172981  4173186  4174455  4174665  4174799  4174992  4176235  4176403  4177824  4178265  4178452  4178598  4179392  4180602  4181245  4181478  4181614  4181933  4182102  4182243  4182834  4182960  4183132  4183897  4184041  4184173  4186077  4186210  4186753  4187038  4187239  4187394  4187530  4187708  4188343  4188477  4188637  4188787  4189230  4189382  4189561  4189687  4189889  4190272  4190627  4190751  4190914  4191086, , , 4156928, 4157121, 4135312  4135406  4135887  4135984  4140702  4140813  4148377  4153132  4158720, 4135336  4135478  4135909  4140586  4140760  4148341  4149919  4154904  4191625, 4135952, 4135954, 4135956, 4156937, 4156946, 4157097  4157105, 4157130, R, 4158739, 4158748, 4191631, 0, 0, 0, 0, 0, 4191670, 4191677, L7:R3, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4202780  4202898  4203110  4203283  4203405  4207866  4208026  4208144  4208266  4208447  4208571  4208722  4208868  4209291  4209415  4209556  4209676  4209825  4209944, 4192573  4192757  4193615  4194875  4195346  4195477  4195583  4195822  4196243  4196582  4198968  4199110  4199252  4215657  4215776  4215964  4216106  4216245  4216443  4216733  4216859  4217794  4217933  4218455  4218782  4218896  4219021, 4202592  4207723  4209154  4209569, 4203476  4209141  4209542  4209888, 4221419, 4221616, 4191977  4192078  4194204  4194549  4197984  4198361  4215042  4223160, 4192069  4194192  4194321  4196534  4198171  4199218  4219055, 4194193, 4194195, 4194197, 4221429, 4221439, 4221590  4221600, 4221627, R, 4223181, , , 1, 0, 0, 0, 1, 4223290, 4223302, L6:R4, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 4223274, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 4223526  4223739  4223932  4224047  4224175  4224387  4224501  4224623, , , 4226104  4226866, 4226322  4226942, 4230300, 4224632, 4224633, 4224635, 4224637, 4226106, 4226109, 4226260  4226262, 4226325, R, 4230306, , , 1, 0, 0, 0, 1, 4230347, 4230352, L5:R5, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 4230340, 
