max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_well_all_on_ts, R_well_all_off_ts, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1550468  1561332  1561470  1561577  1561877  1562004  1562131  1562249  1562366  1562483  1562597  1562719  1562839  1562996  1563127  1563265  1563603  1563747  1564989  1565124  1565296  1565480  1565711  1565853  1565956  1566065  1566189  1566704  1567689  1567808  1567912  1568018, 1550980, 1550981, 1550982, , , 1554502  1555388  1556084, 1554503, 1554505, 1554656  1554657, 1554665  1555834  1556340, 1554667, R, 1561077, , 1568190, 0, 0, 0, 0, 0, 1568234, 1568242, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1561072, 1568183, , , , 1561081
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1568652  1568771  1569030  1570861  1570979  1571096  1571288  1571392  1571510  1571666  1571816  1571963  1572829  1576681  1576962  1577069  1577177  1577340  1577741  1577997  1578103  1578254  1578390  1578515  1580294, 1568993, 1568994, 1568995, 1582994  1585495  1598962  1602665  1602799  1602882  1603819  1604153  1604636  1604841  1605074  1610513  1611075  1612617, 1583550  1585757  1600501  1602710  1602814  1603798  1604081  1604212  1604652  1604864  1605115  1610828  1611111  1612817, 1612028, 1612040, 1612052, 1612203  1612214, 1612561, 1612573, L, 1612642, 1612655, 1612830, 0, 0, , 0, 0, 1613055, 1613056, L2:R8, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1568356  1570670  1572700  1572806  1572938  1573276  1573764  1576603  1576786  1580081, 1568992  1571908  1572724  1572872  1573048  1573286  1573960  1576614  1578607  1580280, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1614378  1614536  1614638  1614750  1614859  1614968  1615108  1615262  1615772  1646466  1646590  1646713  1646958  1647071  1647193  1647307  1647425  1647544  1647667  1647790  1647921  1650261  1650370  1651755  1651902  1652705  1652830  1652939  1653092  1654064  1654228  1654407  1654523  1654716  1655170  1655518  1655650  1655863  1656020  1656332  1656963  1657092  1657234  1657402, 1613711, 1613712, 1613713, 1631274  1641545  1641649  1642795, 1640563  1641634  1641717  1643318, 1645045, 1645049, 1645055, 1645206  1645211, 1645221, 1645227, R, 1646271, , 1657466, 0, 0, 0, 0, 0, 1657528, 1657539, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1613974  1614193  1617433  1646261, 1614051  1615933  1617504  1657456, , , , 1646277
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1659165  1659362  1659481  1659669  1687151  1687268  1687372  1687543  1687656  1687780  1687893  1688004  1688120  1688237  1688353  1688476  1688607  1688764  1689340  1692007  1692135  1693182  1693321  1693458  1693595  1693721  1693965  1694107  1694230  1694379  1694535  1695422  1695545  1695818  1696008  1696124, 1658251, 1658251, 1658252, 1673306  1676175  1680995, 1674075  1676332  1682426, 1684594  1684781, 1684597, 1684600, 1684751  1684754, 1684763  1685145, 1684766, R, 1686990, , 1696205, 0, 0, 0, 0, 0, 1696259, 1696268, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1658867  1686982, 1659658  1696197, , , , 1686995
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1697401  1697526  1697652  1697811  1698083  1698209  1698352  1698500  1698664  1699225  1699577  1701376  1733732  1733924  1734052  1734242  1734789  1744536  1744684  1744890  1745016  1745124  1745232  1745344  1745463  1745584  1745701  1745823  1745964  1746114  1746528  1746983  1747114  1747261  1747397  1747863  1747981  1748134  1748823  1750365  1750960  1751091  1751209  1751371  1752977  1753112  1753282  1753435  1753609  1753738  1753849  1753993  1755424  1755603  1755734, 1696966, 1696966, 1696967, 1730470, 1731381, 1736454  1736756  1736986  1739603  1739958  1743418, 1736458, 1736464, 1736615  1736621, 1736671  1736806  1739342  1739644  1740124  1743479, 1736676, R, 1744247, , 1755838, 0, 0, 0, 0, 0, 1755915, , L1:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1697197  1699588  1701190  1733417  1744233, 1699555  1699610  1701737  1735014  1755826, , , , 1744256
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1756113  1757393  1757610  1757728  1757883  1758027  1758206  1758344  1760111  1760290  1760510  1760616  1760730  1760906  1786657  1786763  1786901  1787057  1787160  1787284  1787401  1787520  1787640  1787763  1787878  1787995  1788131  1788246  1788414  1789606  1789742  1791195  1791324  1791450  1791620  1791766  1791930  1792086  1794578  1794716  1794860  1794987  1795099  1795207  1795310  1795491  1796015  1796156  1796283  1796441  1796639  1796884, 1756527, 1756528, 1756529, 1772811  1781974  1782393  1782458  1782593  1782651, 1773309  1782012  1782444  1782519  1782606  1782753, 1784140  1784669, 1784146, 1784152, 1784303  1784308, 1784321  1784997, 1784327, R, 1786444, , 1797042, 0, 0, 0, 0, 0, 1797113, 1797127, L1:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1757122  1759859  1786431, 1758403  1760976  1797031, , , , 1786452
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1797299  1799019  1799342  1799448  1799614  1799910  1800105  1800405  1800511  1800659  1800764  1800934  1801063  1801174  1801325  1804802  1804920  1805038  1805143  1805261  1805380  1805497  1805609  1805728  1805851  1805972  1806126  1806274  1810956  1811102  1811277  1811824  1812085  1812225  1812387  1812511  1812616  1812727  1812834  1813003  1813121  1813231  1813383  1813517  1813680  1813876, 1797935, 1797936, 1797937, , , 1802974  1803486, 1802978, 1802983, 1803134  1803138, 1803149  1803573, 1803154, R, 1804599, , 1814225, 0, 0, 0, 0, 0, 1814285, 1814295, L1:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1797305  1798593  1799114  1800118  1804589, 1797331  1799010  1800071  1801348  1814215, , , , 1804605
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1815539  1815731  1815907  1816045  1816205  1816350  1817032  1818584  1818714  1818856  1819068  1819266  1819906  1833509  1833688  1833831  1833986  1834127  1834274, 1815086, 1815087, 1815087, 1830761  1830829  1838132, 1830804  1831444  1848287, 1835332, 1835337, 1835344, 1835495  1835500, 1836453, 1836459, L, 1838144, 1838151, 1848293, 0, 0, 0, 0, 0, 1848336, 1848344, L2:R8, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1815357  1818312  1818869  1833008, 1816987  1818820  1819863  1834218, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1859541  1859930  1860034  1860156  1862238  1862344  1889908  1890023  1892709  1892898  1903587  1903721  1903865  1904070  1904193  1904301  1904414  1904529  1904650  1904766  1904896  1905029  1915198  1915645  1916720  1916867  1917017  1917180  1918156  1918312  1918452  1918832  1918948  1919062, 1851148, 1851149, 1851151, 1848454  1848845  1852240  1852660  1856430  1857056  1857441  1878658  1894349  1900677  1901189, 1848782  1851147  1852316  1852677  1856895  1857209  1857767  1879208  1895248  1900781  1901919, 1902375, 1902382, 1902390, 1902541  1902550, 1902557, 1902566, R, 1903432, , 1919145, 0, 0, 0, 0, 0, 1919217, 1919231, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1859298  1860424  1862024  1889588  1892456  1903416, 1860276  1860680  1862422  1890159  1892911  1919133, , , , 1903442
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1920597  1920709  1920837  1921157  1921278  1921439  1921653  1922009, 1920095, 1920096, 1920097, 1926046, 1936340, 1923073, 1923075, 1923079, 1923230  1923233, 1923243, 1923246, L, 1926054, 1926058, 1936344, 0, 0, 0, 0, 0, 1936370, 1936375, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1920394  1922011, 1921985  1922055, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1944848  1945127  1945334  1945477  1945610  1945939  1947450  1971554  1971692  1971831  1971957  1972496  1972597  1972733  1972868  1973001  1973138  1973287  1997162  1997317  1997484  1997700, 1937147, 1937147, 1937148, 1937496  1942121  1951344  1952542  1952607  1968479  1988160  1994881  2001201, 1940844  1942386  1952185  1952575  1953363  1969005  1988640  1995699  2012880, 1998277  1999065, 1998284, 1998294, 1998444  1998452, 1998632  1999129, 1998640, L, 2001218, 2001227, 2012889, 0, 0, 0, 0, 0, 2012948, 2012958, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1944673  1947165  1971291  1996862, 1946051  1947540  1973273  1997708, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2019058  2019419  2019595  2019702  2019811  2019934  2020050  2020164  2020291  2020426  2020595  2020876  2024660  2024824  2024974  2025248  2025420, 2013844, 2013845, 2013846, 2013378  2016089  2016785, 2013746  2016724  2016812, 2017582, 2017584, 2017587, 2017738  2017740, 2017750, 2017753, R, 2018984, , 2025682, 0, 0, 0, 0, 0, 2025717, 2025724, L3:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2018978, 2025676, , , , 2018988
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2025810  2026189  2026313  2026476  2026638  2026780  2027488  2027686  2027799  2028724  2028832  2029074, 2027771, 2027773, 2027775, 2033097, 2042047, 2031202, 2031205, 2031210, 2031361  2031365, 2031375, 2031379, L, 2033107, 2033112, 2042052, 0, 0, 0, 0, 0, 2042086, 2042092, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2025816  2025869  2028519  2028923, 2025834  2027768  2028809  2029243, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2046011  2046126  2046282  2046392, 2042930, 2042932, 2042933, 2042778  2042823  2043328  2049787, 2042807  2042876  2043913  2057872, 2047739, 2047742, 2047745, 2047896  2047899, 2047909, 2047912, L, 2049794, 2049798, 2057876, 0, 0, 0, 0, 0, 2057905, 2057910, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2045694, 2046656, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2066622  2066846  2066981  2067391  2073285  2073411  2073540  2082610  2082814  2082923  2083029  2083146  2083259  2083374  2083495  2083615  2083759  2088089  2088262  2089329  2089468  2089590  2089797  2089940  2090056  2090323  2090433  2090535  2090709, 2060399, 2060401, 2060402, 2058238  2061757  2061893  2069780  2071768, 2060399  2061799  2062362  2070200  2072032, 2074378  2074583  2075611  2075785  2076359  2076795  2077623  2078734, 2074382, 2074387, 2074538  2074542, 2074563  2075458  2075725  2075797  2076611  2076822  2077689  2079003, 2074568, R, 2082341, , 2090720, 0, 0, 0, 0, 0, 2090787, 2090799, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2066367  2072982  2082325, 2067503  2073497  2090698, , , , 2082349
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2098672  2098813  2098932  2099186  2099311  2100334  2100496  2100661  2100800  2100932, 2091779, 2091780, 2091781, 2093073  2095035  2097180  2103015, 2094163  2095126  2097557  2111671, 2101458, 2101462, 2101467, 2101618  2101622, 2101634, 2101639, L, 2103025, 2103031, 2111676, 0, 0, 0, 0, 0, 2111713, 2111719, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2098401  2098974  2100016, 2098889  2099369  2100872, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2116514  2116636  2116861  2117002  2117113  2117232, 2112198, 2112199, 2112199, 2112394  2113447  2113464  2113602  2114186  2121431, 2113398  2113454  2113477  2114158  2114290  2130345, 2118560, 2118565, 2118569, 2118720  2118724, 2119734, 2119738, L, 2121440, 2121445, 2130350, 0, 0, 0, 0, 0, 2130384, 2130390, L7:R3, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2116237, 2117256, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2136926  2137135  2137326  2137465  2139850  2143987  2144343  2161923  2162261  2162482  2162613  2181410  2181578  2181708  2181846  2185825  2185931  2192301  2192411  2192574  2192677  2192814  2193110  2193232  2193348  2198013  2216159  2216283  2216385  2250856  2251027  2252765  2252880  2252995  2260574  2279152  2285065  2299078  2299313  2299505  2299614  2299730  2299847  2299957  2300077  2300197  2300351, 2131409, 2131410, 2131412, 2130478  2131187  2132285  2135233  2146896  2167700  2176551  2177262  2178316  2187889  2214640  2224101  2236347  2241915  2246244  2249114  2262204  2289081  2296354, 2130630  2131408  2132519  2135801  2147828  2168696  2177067  2178240  2178952  2189151  2215103  2224574  2237119  2242793  2246608  2249250  2262524  2289575  2296679, 2297707, 2297711, 2297716, 2297867  2297871, 2297929, 2297934, R, 2298872, , 2303942, 0, 0, 0, 0, 0, 2303986, 2303995, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2136628  2139505  2142868  2143359  2144006  2161500  2162305  2181170  2185485  2192141  2194443  2215954  2216507  2250562  2252520  2260425  2278816  2284820  2298862, 2137483  2139978  2142921  2143533  2144549  2162272  2162584  2182164  2186060  2193364  2194489  2216443  2216697  2251153  2252994  2260463  2279309  2285334  2303935, , , , 2298879
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
