max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1  250673  251244  251413  251608  251764  260675  260824  260977  261228  261409  261515  261627  261770  261891  262077  834964  835504  835631  836742, 1  272251  836628  837892, 259254  259604, 259531  262175, 265774  1111789, 266832  1111968, 271195  272008, 271938  272330, 1099362, 1099366, 1099371, 1111794, 1111800, 1111951  1111956, 1111974, 204, no_go, 1, 1, 0, 0, 0, 1127020, 1127029, 1127037, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1153948  1154054  1154158  1154266  1154390  1154525  1154644  1154767  1155003  1155141  1155283  1155403  1155523  1155662  1155842  1155989  1156105  1156252  1156423  1156557  1156846  1156968  1157101  1157253  1157403  1157561  1157720  1157892  1158023  1158203  1158332  1158478  1158639  1158770  1158879  1159018  1159133  1159251  1159359  1159496  1159677  1159792  1159900  1160006  1160117  1160228  1160352  1160492  1160794  1160921  1161029  1162003  1167408  1167527  1167633  1167746  1167853  1167970  1168095  1168207  1168447  1168566  1168679  1168830  1169164  1169283  1169391  1169531  1169643  1169750  1169921  1170039  1170150  1170258  1170387  1209149  1209255  1209363  1209467  1209584  1209774  1209894  1210035  1210170  1210306  1210432  1210589  1210729, 1131226  1131359  1131516  1131632  1131766  1131918  1132215  1132338  1132448  1132635  1137108  1144515  1144660  1144862  1145074  1182515  1182616  1182846  1182946  1183253  1183370  1183471  1183598  1183880, 1153747  1165008  1167209  1208979  1211314  1233320, 1161960  1165148  1170340  1210804  1211327, 1223675, 1224827, 1129926  1136711  1144255  1182087  1214610, 1132590  1137438  1145020  1183947  1214757, 1128588, 1128588, 1128589, 1223680, 1223685, 1223836  1223840, 1224833, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 1233378, 1233386, 1233393, L1:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 1233331, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1233539  1252618  1252733  1252861  1252977  1253087  1253193  1255741  1255854  1255983  1257062  1280700  1280806  1280918  1281046  1281162  1282183, 1269642  1269922  1285880  1286009  1286134  1286331  1286514  1286714  1286823  1321099  1321299  1321423  1321544  1321659  1321785  1321903  1322025  1322160  1322314  1322430  1322663  1322787  1323049  1323153  1323314  1323539  1323694  1323806  1324158  1324325  1324554  1325019, 1252451  1255582  1280468  1282024, 1233489  1253167  1255967  1281128  1282262, 1308593  1308834  1317229  1317303, 1308778  1309056  1317256  1317882, 1265135  1269417  1285536  1294372  1320584, 1266018  1269907  1286934  1294567  1325436, 1233982, 1233983, 1233984, 1308599, 1308607, 1308758  1308765, 1308785, , , 0, 0, 0, 0, 0, , 1325523, 1325537, L1:R1, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1320601, 1320610, 1325449, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1330542  1330753  1331467  1356463  1378375  1382968, 1326717  1327117  1349286  1368903  1369001  1369459  1369717, 1330321  1356224  1358895  1378219, 1330770  1357056  1361117  1378440, 1388017  1393589, 1389181  1394091, 1326263  1348920  1349308  1368534  1376474  1397008, 1327230  1349298  1349580  1369796  1376612, 1326154, 1326155, 1326156, 1388022, 1388029, 1388179  1388185, 1389188, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1397082, 1397092, 1397101, L1:R2, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1397021, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1413029  1413289  1413762  1447114  1447969  1474625  1476343  1476487  1476616  1476789  1476903  1477081  1477189  1477789  1477894  1478017  1478234  1478346  1499376  1541601  1541708  1551285  1551403  1551514  1575249  1575361  1575518  1575864  1576103  1576228  1576639  1576909, 1397487  1397596  1397702  1417613  1417745  1418968  1419110  1486629  1486766  1486903  1487116  1488206  1537640  1537760  1537901  1589823  1589929  1590216  1590803  1591031  1591129  1592237  1592336  1592495  1594002  1594121  1594399  1594499, 1413109  1413293  1413593  1432187  1445448  1447392  1474475  1476226  1478446  1541459  1551138  1575084, 1413245  1413349  1413728  1432207  1445630  1447421  1474671  1478159  1478501  1541810  1551387  1576763, 1602742  1607469, 1603499  1608005, 1398301  1407278  1417236  1418686  1434259  1470829  1470872  1471430  1486362  1537302  1567218  1589432  1597313  1609611, 1397747  1398601  1407288  1417788  1419051  1434415  1470860  1471106  1471656  1487568  1538236  1567817  1594562  1597481, 1397748, 1397749, 1397750, 1602745, 1602749, 1602900  1602904, 1603503, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1609662, 1609671, 1609677, L1:R3, 25.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1609620, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1639826  1639956  1640066  1640265  1640391  1640741  1640875  1707195  1707333  1707471  1707648  1707958  1708076  1708266  1708395  1708624  1708734  1711763, 1610006  1611386  1614362  1615401  1723979  1724100  1724224  1724345  1724459  1724582  1724709  1724840  1724968  1725142  1725275  1725422  1725549  1725703  1725832  1726194  1726328  1726472  1726573  1726672  1726885  1727046  1727158  1727718  1728263  1728701, 1639649  1707025  1711171, 1641108  1708683  1711184, 1717158  1718900, 1717841  1719620, 1610992  1612014  1613775  1624506  1695866  1723423, 1610089  1611548  1612252  1614883  1624736  1696193  1728723, 1610576, 1610577, 1610578, 1717165, 1717172, 1717323  1717329, 1717849, , , 0, 0, 0, 0, 0, , 1728804, 1728817, L1:R4, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1723439, 1723447, 1728735, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1738460, 1738624, 1743671, , 1729468, 1729468, 1729469, 1738461, 1738463, 1738614  1738615, 1738626, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1743696, 1743702, 1743706, L1:R5, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1743675, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1744090  1744393  1744713  1745054  1771324  1771611  1771780  1771910  1772028  1772149  1772271  1772392  1772518  1772653  1772784  1772924  1773096  1773217  1773363  1773502  1773628  1773914  1774049  1774258  1774426  1774578  1774690  1775186  1775351  1775495, , , 1752730  1757775  1764342, 1756946  1757971  1767544, 1746874  1750459  1770993, 1745049  1746963  1750650  1776489, 1745050, 1745051, 1745052, 1752732, 1752735, 1752886  1752889, 1756949, , , 0, 0, 0, 0, 0, , 1776544, 1776552, L1:R6, 42.86, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1771001, 1771005, 1776496, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1776668, , , 1804866  1805253  1805557  1806944  1807016  1807649, 1805030  1805475  1806446  1806999  1807607  1808128, 1777730  1811003, 1777970, 1777148, 1777149, 1777150, 1804867, 1804870, 1805021  1805023, 1805032, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1811051, 1811059, 1811065, L1:R7, 37.50, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1811011, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1811441, , , 1814918  1816311, 1815969  1816683, 1819058, 1811481, 1811620, 1811621, 1811622, 1814919, 1814921, 1815072  1815074, 1815971, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1819089, 1819096, 1819101, L1:R8, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1819063, , , 
