max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6030609  6030827  6030965, 5994105  5994228  5994469  5994907  5995226  5995347  5995573  5995693  5996673  5996808  5996993  5997343  6000608  6009893  6018101  6035841  6035966  6043012  6061049  6074655  6074763  6074918, 6030317  6030550  6030759, 6030481  6030726  6031064, 6079333  6081644  6081753  6081873, 6079534  6081673  6081828  6083166, 5994497  5994807  5994920  5995383  5995651  5999526  5999730  6007741  6009344  6017615  6017811  6035596  6042876  6060580  6060737  6060925  6074306  6074478  6085741, 5994393  5994758  5994844  5995277  5995628  5997257  5999662  6000581  6008311  6009844  6017751  6018452  6036184  6043325  6060698  6060905  6061379  6074399  6075177, 5994472, 5994474, 5994475, 6079344, 6079355, 6079506  6079517, 6079545, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6085967, 6085970, 6085972, L1:R9, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6085767, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6086103  6086354  6087964  6088218, , , 6094914, 6095081, 6087851  6088253  6096297, 6086321  6088152  6088570, 6086624, 6086625, 6086626, 6094916, 6094919, 6095070  6095073, 6095084, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6096335, 6096343, 6096348, L0:R10, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6096304, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6096522  6096732  6096990  6098535, , , 6115101, 6115271, 6096541  6098023  6104456  6109906  6116716, 6096452  6097134  6098453  6104879  6110641, 6097135, 6097137, 6097138, 6115104, 6115108, 6115258  6115261, 6115274, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6116761, 6116768, 6116774, L0:R10, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6116724, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 6131511, 6131679, 6117233  6127350  6127568  6133591, 6117019  6117533  6127481  6128633, 6117534, 6117535, 6117536, 6131513, 6131516, 6131667  6131670, 6131682, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6133627, 6133635, 6133640, L0:R10, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6133597, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6185175  6185296  6185446  6185579  6185710  6186089  6186249  6186717  6186847  6189175  6205279  6205417  6205604  6205751, 6133710  6137509  6139658  6139859  6140002  6140155  6140311  6149705  6149855  6150016  6151285  6153567  6153703  6153819  6154846  6155158  6155297  6157056  6157276  6157533  6157685  6158036  6158581  6158870  6160251  6161334  6161504  6161648  6163040  6164338  6164458  6164614  6166756  6166891  6171652  6172094  6172748  6172872  6173014  6175199  6175338  6175457  6177195  6178570  6179300  6179707  6180022  6180791  6195587  6196327  6197138  6197315  6197514  6197672, 6184877  6185205  6205115, 6185053  6189235  6205739, 6212180, 6212390, 6136584  6150756  6150915  6163482  6167372  6171171  6171479  6195072  6195286  6214528, 6134200  6150740  6150898  6163358  6167208  6167649  6171392  6182358  6195209  6199303  6214551, 6134258, 6134259, 6134260, 6212194, 6212207, 6212358  6212371, 6212560, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6214541, 6214546, 6214548, L0:R10, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6214529, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6215585  6216001  6216564, , , 6220833  6221320, 6220998  6223089, 6214809  6224627, 6216585, 6216586, 6216587, 6216589, 6220834, 6220837, 6220988  6220990, 6221000, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6224663, 6224670, 6224674, L0:R10, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6224633, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6232838  6233237  6233364  6233490  6234604  6234731  6235888  6236128  6236271  6236407  6238205  6238512, , , 6302915, 6303087, 6224861  6231546  6231939  6305729, 6224796  6225388  6231857  6239089  6305801, 6225389, 6225390, 6225391, 6302918, 6302923, 6303073  6303077, 6303091, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6305780, 6305788, 6305795, L0:R10, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6305738, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 6309199, 6309362, 6305891  6312942, 6306518, 6306519, 6306520, 6306521, 6309200, 6309202, 6309353  6309355, 6309364, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6312971, 6312977, 6312981, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6312946, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6313389, , , 6355970, 6356135, 6313166, 6313094  6313569, 6313570, 6313571, 6313573, 6355971, 6355974, 6356125  6356127, 6356137, 204, no_go, 1, 1, 0, 0, 0, 6371158, 6371164, 6371168, L0:R10, 0.00, 000(1)1, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6391161  6398339  6398459  6398578  6398692  6398816  6398929  6399048  6399217  6399353  6399519  6399641  6399814  6399934  6400051  6400182  6400322  6400454  6400681  6406153  6406264  6406396  6406578  6407596  6407735  6407866  6407986  6408159  6408386  6408506  6408690  6408862  6408984  6409112  6409230  6409342  6409454  6409788  6410019  6410142  6410307  6410443  6410562  6412098  6412223  6412784  6412899  6413308  6413460  6413576  6413693  6413816  6413945  6414102  6414392  6414538  6414660  6414800  6414921  6415978  6416142  6416294  6416417  6416882  6419886  6421273  6421394  6421527  6421643  6421894  6422006  6422127  6422243  6422372  6423399  6423518  6426619  6426776  6426933  6427053  6427284  6427420  6427551  6427685  6427881  6428009  6428269  6428502  6428732  6428992  6429163  6429308  6429464  6429879  6448062  6448233  6448365  6448481  6448711  6448825  6448937  6449911  6450057  6450167  6450958  6451121  6452995  6473998  6474249  6474397  6474512  6474693  6474824  6475056, , 6397991  6421004  6426326  6426531  6426787  6427273  6427335  6427766  6428726  6448012  6448044  6473189  6473888, 6419907  6423755  6426456  6426764  6427166  6427302  6427578  6428437  6429771  6448027  6452983  6473662  6475163, 6479857, 6480038, 6440495  6464835  6481741, 6442307  6465764, 6372022, 6372023, 6372024, 6479863, 6479870, 6480020  6480026, 6480045, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6481817, 6481827, 6481837, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6481755, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6482974  6483084, , , 6490070, 6490237, 6482369  6483715  6493842, 6482355  6483505  6483927, 6483506, 6483507, 6483509, 6490072, 6490075, 6490226  6490228, 6490241, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6493878, 6493885, 6493889, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6493848, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6500506  6500635  6500872  6502236  6502865  6503476, , 6500431, 6503513, 6520642, 6520811, 6494016  6522001, 6493990  6496425, 6496427, 6496428, 6496429, 6520644, 6520648, 6520799  6520802, 6520814, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6522041, 6522049, 6522054, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6522008, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6522307, 6533931, 6534536, 6569238, 6569403, 6571487, 6523021, 6523021, 6523022, 6523024, 6569239, 6569242, 6569393  6569395, 6569405, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6571518, 6571525, 6571529, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6571492, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6583636  6583748  6583876  6584012  6584227  6584339  6584812  6585524  6586245  6586358  6586512  6586629  6606440, 6597241, 6583445  6605443, 6586605  6605847, 6678586, 6678765, 6571742  6572016  6576335  6592102  6596823  6597910  6680291, 6571594  6571955  6572473  6576561  6592483  6597836  6598125, 6572474, 6572476, 6572477, 6678591, 6678597, 6678748  6678754, 6678771, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6680360, 6680371, 6680379, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6680303, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 6680582, , , 6690679, 6690844, 6680596  6692289, 6680526  6681034, 6681212, 6681213, 6681216, 6690680, 6690683, 6690834  6690836, 6690846, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 6692321, 6692327, 6692331, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 6692294, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6759087  6759380  6798372  6844819  6845010  6845127  6845242  6845376  6845530  6845656  6845782  6845903  6846026  6846150  6846280  6846396  6846521  6856967  6857080  6857229  6857425  6858269  6858434  6858592  6858986  6859366  6859672  6859867  6859993  6860196  6860317  6860456  6860568  6863859  6863991  6864158  6864405  6864792  6864920  6865075  6865220  6865335  6865457  6865573  6865685  6865809  6865924  6866044  6866159  6866273  6866523  6866649  6866761  6866883  6867008  6867203  6867347  6867493  6867622  6867805  6869157  6869285  6869436  6869553  6870397  6870600  6870713  6870832  6870943  6871061  6871197  6871432  6871566  6871716  6872069  6872355  6872502  6872636  6872779  6872908  6873103  6873244  6873387  6873501  6873633  6873789  6875692  6875815  6876090  6879778  6879956  6880141  6880320  6880436  6880555  6880672  6880837  6880994  6881154  6881293  6881795  6881928  6882043  6882155  6882753  6884226  6884359  6884513  6884679  6885627  6885740  6885872  6886033  6886192  6886346  6888796  6888933  6889061  6889285  6890079  6890199  6890321  6890539  6891061  6891549  6892344  6892456  6892582  6892708  6892830  6892950  6893073  6893186  6895058  6895190  6895305  6895462  6895616  6895783  6897454  6897565  6897714  6897853  6898002  6898131  6898265  6898467  6898741  6898907  6900286  6900722  6909643  6909795  6919370  6919489  6919601  6919716  6920776  6920889  6921041  6921162  6921281  6921492  6923255  6923389  6923530  6923654  6923803  6923930  6926886  6927013  6927129  6927248  6928101  6928220  6939884  6939998  6940122  6940306  6940453  6940603  6941606  6941719  6941836  6941959  6942073  6943040  6943240  6959861  6959979  7010591  7010707  7010847  7010970  7012225  7012372  7012496  7012695  7012819  7012989  7014052  7062380  7062511  7062624  7062865  7103072  7103205  7103362, 6692799  6693062  6802613  6949903  6950602  6951009  6956635  6999350  7054819  7058285, 6758650  6844641  6844710  6869932  6870307  6872751  6879773  6909384  6909543  6919069  6939892  6959538  6959811  7010263  7062071  7062152  7102783  7103025, 6759289  6844691  6869769  6870288  6872731  6877166  6900697  6909470  6910516  6928217  6943223  6959719  6960598  7014103  7062113  7062914  7102951  7103409, 7132571, 7134375, 6692503  6797600  6799008  6802201  6802434  6812751  6816118  6949584  6951062  6956248  6956441  6974830  6974986  6998688  6998939  6999237  7027216  7027403  7054404  7054452  7054706  7057988  7058171  7127081  7141283, 6692434  6693104  6797745  6799290  6802360  6803591  6813005  6818162  6950985  6951624  6956358  6957092  6974895  6975589  6998831  6999218  7000513  7027345  7027816  7054422  7054690  7055002  7058131  7058623  7109832  7127693, 6693105, 6693106, 6693108, 7132572, 7132574, 7132725  7132726, 7134377, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 7141308, 7141314, 7141319, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 7141287, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7144555  7144720  7144905  7145034  7145744  7172694  7172810  7172956  7173098  7173212, 7169050, 7144272  7172288, 7145720  7173522, 7177081, 7177257, 7141411  7168538  7168745  7179195, 7141399  7142022  7168670  7170220, 7142494, 7142496, 7142497, 7177085, 7177090, 7177242  7177246, 7177262, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 7179252, 7179261, 7179267, L0:R10, 0.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 7179206, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
