max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   367008   367128   367385   367592   368945   386210   386678   387004   387703  1195030  1195468  1195589  1195734  1530534  1530649  1530760  1530872  1530989  1531121  1531234  1531364  1531529  1531645  1531770  1531896  1532879  1533017  1543169  1543597  1543733  1544038  1544156  1544267  1544430  1544561  1544775  1573275  1573482  1573601  1573714  1573851  1573981  1574109, 1   395624   395924   396153   396488   396965  1553266  1553455  1553603  1561580  1564464  1564947  1565105  1566787, 385484   385879   389846  1530187  1573093  1574315, 385681   387712   390517  1544741  1574181  1574380, 392163  1578084  1578375  1590359  1590418, 393538  1578345  1578421  1590377  1590577, 394267  1552867  1566802, 396973  1566776  1566989, 1504306, 1504311, 1504315, 1578094, 1578106, 1578257  1578268, 1578356, 204, no_go, 1, 1, 0, 0, 0, 1593591, 1593594, 1593596, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1600322  1600437  1608465  1608583  1608699  1608846  1608991  1609103  1609220  1609330  1609890  1610396  1610616  1610735  1610852  1610968  1611081  1611203  1611331  1613298  1613412  1613533  1613650  1614411  1614538  1614681  1614817  1617435  1617552  1619227  1619449  1619562  1619674  1619790  1619904  1620063  1620199  1620345  1620492  1622061  1622180  1622308  1622614, 1632622  1633198  1643851  1644567  1644734  1644890  1646354  1646510  1646648  1648801  1649013  1650640  1650752  1650992  1651128  1653270  1653410  1653569  1654406  1654650  1654790  1655109  1656930  1657093  1657807, 1600096  1608168  1622391, 1600442  1622379  1622432, 1627530  1628516  1628591, 1628199  1628563  1629855, 1632184, 1657853, 1594507, 1594508, 1594509, 1627537, 1627544, 1627695  1627702, 1628207, , , 0, 0, 0, 0, 0, , 1657940, 1657954, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1632201, 1632210, 1657866, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1663032  1663148  1663283  1663597  1663722  1663836  1663947  1664058  1664189  1664328  1665391  1665541  1665783  1666383  1666496  1667335  1667472  1669342  1716071  1716255  1716408  1716569  1716697  1717573  1717705  1717855  1718004  1720635  1720747  1721652  1721778  1721890  1722050  1722287  1722424  1722606  1722727  1724166  1727330  1727472  1727594  1727706  1727985  1728100  1728231  1728355  1728712  1728825  1728962  1729075  1731385  1731500  1732141  1732579  1732698  1732958  1734459  1734586  1735632  1735745  1736196  1736335  1736446  1736880  1736991  1737745  1737894  1738816  1738963  1739079  1739213  1740364  1740479  1741130  1741257  1741755  1741882  1742020  1742215  1743044  1743193  1743303  1743433  1743556  1743669  1743903  1744528  1762851  1762985  1763120  1763248  1763395  1763528  1763803  1763939  1764100  1764772  1765385, 1676735  1676862  1678005  1678541  1678934  1679064  1679194  1679315  1680410  1680528  1682941  1683167  1683299  1684795  1684927  1685048  1686140  1686617  1686781  1686920  1687077  1692296  1692845  1693012  1693261  1694475  1694681  1694912  1696665  1747083  1747891  1748035  1748164  1748347  1749288  1749430  1749584  1749770  1749924  1750083  1750234  1750348  1752605  1753355, 1662861  1669396  1704045  1715868  1720468  1721509  1727183  1743232  1743596  1744402  1762581  1763647, 1669345  1669434  1704462  1718023  1720728  1722635  1743205  1743575  1743875  1744571  1763570  1765337, 1782453, 1783037, 1676102  1710233  1711889  1746583  1746632  1784594, 1696647  1710569  1712120  1746621  1753316, 1658593, 1658593, 1658594, 1782462, 1782473, 1782624  1782634, 1783048, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1784709, 1784723, 1784736, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1784615, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1788917  1789030  1789144  1790400  1790812  1790956  1791076  1791267  1792315  1792550  1792700  1792815  1792971  1795418  1796450  1796579  1797165  1797844  1798267  1798578  1798744  1800276  1800389  1802418  1802567  1802699  1804837  1805733  1805875  1806621  1806763  1807354  1807475  1807600  1808160  1808280  1808993  1809147  1809377  1810386  1810513  1810627  1811622  1823890  1824011  1824146  1824274  1825309, 1784970  1785240  1785665  1814425  1814662  1815316  1816666  1816781  1816929  1818452  1818571  1818698  1819027  1827834  1854714  1855052  1855351, 1788701  1790233  1790628  1821168  1823656, 1789082  1790446  1811636  1821389  1824319, 1868625  1868917, 1868846  1869261, 1813918  1813961  1827576  1854361  1870833, 1785654  1813942  1819018  1827914  1855382, 1785655, 1785656, 1785657, 1868637, 1868650, 1868800  1868812, 1868858, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1871073, 1871077, 1871079, L0:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1870859, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1871180, , , 1878244, 1878408, 1882228, 1871725, 1871725, 1871726, 1871728, 1878245, 1878247, 1878398  1878401, 1878410, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 1882256, 1882262, 1882266, L0:R4, 25.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 1882232, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1896644  1896761  1896873  1897031  1897163  1897309  1897434  1897550  1897670  1899547  1900370  1900508  1900662  1900800  1900969  1901082  1901328  1934599  1934763  1934902  1935038  1935152  1935310  1935470  1935715  1935834  1936365  1936480  1936613  1937427  1937599  1939051, 1884788  1884938  1885791  1886355  1929760  1929993, 1895176  1896354  1934409  1937064, 1895363  1901355  1936521  1938321, 1946900  1948589  1950588, 1947421  1948986  1950630, 1883310  1883392  1884405  1886943  1887077  1887224  1887382  1929439  1940907, 1882681  1883377  1883493  1886784  1887033  1887181  1887325  1888136  1930000  1941309, 1882700, 1882701, 1882702, 1946909, 1946920, 1947071  1947081, 1947431, 204, no_go, 1, 1, 0, 0, 0, 1962515, 1962530, 1962543, L0:R4, 25.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1987577  1987727  1987895  1988055  1988312  1988491  1988656  1988803  2067290  2067453  2067736  2067901  2068058  2068173  2068329  2068456  2068849  2068986, 1975112  2044788, 1987318  1987980  1988238  2067070, 1987947  1988224  1988796  2068972, 2074960  2075822, 2075751  2076573, 1974669  1975979  2016052  2016898  2043600  2044821  2045788  2048526  2054223  2078433, 1975266  1975997  2016876  2016922  2044758  2045400  2045850  2048616  2054512, 1963065, 1963066, 1963066, 2074968, 2074977, 2075127  2075136, 2075759, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 2078528, 2078540, 2078552, L0:R5, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 2078450, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2120253  2120378  2120542  2121216  2121365  2121501  2121689  2122602  2122746  2122886  2123698  2124570  2124681  2124804  2124936  2126794  2128095  2128207  2133831  2133945  2134085  2134692  2200411  2200523  2200651  2200782  2200992  2201110  2201244  2201372  2202822  2202943  2203072  2203203  2204563  2204674  2206361  2206504  2206630  2206742  2206868  2206999  2208156  2209229  2287351  2287499  2287655  2288653  2288830  2288941  2289084  2289336  2293738  2293863  2294109  2294227  2294365  2294553  2294921  2295086  2295308  2295431  2295649  2296881, 2101716  2102296  2102525  2157942  2160132  2160245  2160373  2160526  2163615  2165637  2165770  2170097  2171445  2171593  2222559  2236263, 2119979  2133596  2200260  2286801  2287124  2288458  2293604  2294004  2294740, 2128268  2134504  2209294  2287029  2287738  2289319  2293947  2294602  2295901, 2319506  2320384, 2320008  2321186, 2090653  2101407  2149726  2157346  2222159  2223114  2223403  2228142  2228296  2228728  2235750  2235846  2276761, 2079149  2090978  2102701  2150762  2172378  2222614  2223159  2225062  2228220  2228334  2228937  2235822  2236839  2276795, 2079187, 2079188, 2079188, 2319510, 2319516, 2319666  2319671, 2320013, 204, no_go, 1, 1, 0, 0, 0, 2335057, 2335067, 2335074, L0:R5, 20.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2346577  2346711  2346900  2355603  2355874  2356066  2356421  2356546  2358278  2358724  2358873  2371243  2371384  2371598  2371730  2371846  2371983  2372154  2372268  2374327  2374439  2374578  2374759  2374898  2427812  2427942  2428093, 2394903  2397178, 2346365  2355329  2371026  2427567  2427728, 2347073  2358913  2374723  2427711  2428751, 2450366, 2451968, 2394701  2395252  2396371  2403695  2416505  2462706, 2395219  2395358  2397438  2404316  2416719, 2335625, 2335626, 2335626, 2450373, 2450382, 2450533  2450541, 2451976, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 2462798, 2462811, 2462821, L0:R6, 16.67, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 2462724, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2473181  2473310  2473498  2473791  2473914  2474061  2474182  2474351  2474539  2474657  2477443  2496048  2496294  2496470  2496840  2496965  2497076  2497206  2497408  2497532  2499846  2499963  2500081  2500328  2503053  2503204  2503363  2503861  2504060  2504685  2504797  2504911  2505147  2505274  2505402  2505936  2506047  2506179  2506973  2507100  2517307  2517462  2517587  2517705  2517872  2520241  2520416  2530264  2532743  2533340  2535402  2537148  2537313  2542749  2542904  2543036  2543158  2543471  2543599  2543722, 2463055, 2472960  2474913  2475759  2476620  2489132  2489204  2495632  2495866  2504678  2517149  2517193  2530132  2542528, 2474870  2475319  2476537  2476713  2489149  2489259  2495711  2504459  2507196  2517178  2519385  2532726  2544264, 2561241, 2562200, 2549206  2549455  2549501  2565230, 2463244  2549317  2549474  2549931, 2463447, 2463448, 2463449, 2561254, 2561425, 2561575  2561576, 2562201, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 2565250, 2565255, 2565258, L0:R7, 14.29, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 2565233, , , 
