max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   422368   422786   437911   438028   442999  2110918  2111078  2111192  2111315  2111432  2111542  2111665  2111785  2111990  2112124  2112269  2125975  2126088  2126310  2126513  2126630  2126759  2126882  2127016  2146380  2146499  2146619  2146798  2146924  2147062  2147192  2147324  2147461  2147595  2147717  2147912  2148058  2148204  2148327  2148506  2148633  2148759  2148883  2149018  2149230  2149342  2149483  2154858  2155018  2155130  2155241  2156006  2156169  2156390  2156568  2156740  2156853  2157150  2158123  2158239  2158419  2158594  2158798  2158928  2159057  2159176  2159323  2159464  2160056  2160272, 1     2630   426748   426869   426987   427377   445709   451215  2119382  2119507  2119631  2119768  2119889  2120007  2120140  2120260  2120387  2120512  2120773  2121921  2122224  2122412, 437736  2110720  2125798  2126155  2146064, 442982  2112295  2126038  2127052  2160345, 445407  2118603  2132856, 451186  2122353  2133022, 2117841, 2117846, 2117850, 2143703, 2143711, 2143720, 2143870, 2144246, 2144256, L, 2146081, 2146092, 2160347, 0, 0, 0, 0, 0, 2160361, 2160364, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2160864  2160975  2161098  2161221  2161858  2161970  2162083  2162224  2162368  2162840  2162972  2163769  2163896  2164037  2164149  2164315  2164447  2164583  2165495  2165950  2166084  2166541  2166797  2166932  2167895  2168007  2168143  2168254  2168366  2168859  2169248  2169367  2169676  2170227  2170348  2170470  2170674  2170803  2170942  2171088  2171280  2171438  2172004  2172180  2173035  2173436  2173550  2173665  2173848  2174354  2174541  2174678  2175469  2175625  2175748  2175877  2176010  2176333  2176473  2176619  2177386  2178026  2178137  2178248  2178361  2178793  2178907  2179814  2179928  2180088  2180214  2180359  2181836  2181948  2182166  2182278  2182431  2182810  2183198  2183335  2183490  2183906  2184076  2184193  2185010  2185125  2185251  2185383  2185522  2186933  2187443  2187573  2188302  2188444  2188564  2189343  2189956  2190916  2191029  2191158  2191271  2191726  2192066  2192520, , 2160730  2172845  2177631  2177808  2182544  2182583  2182649  2191827  2198256, 2172302  2177605  2177696  2182512  2182560  2182600  2191779  2191876, , , 2172307, 2172313, 2172319, 2196960, 2196962, 2196965, 2197116, 2197126, 2197129, L, 2198262, , , 1, 0, 0, 0, 1, 2198301, 2198306, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2198294, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2198495  2198640  2199493  2199672  2199817  2200270  2200400  2201097  2201230  2201620  2201749  2201863  2223626  2223738  2223867  2224234  2224376  2224530  2224925  2225391  2225518  2225635  2225862  2225986  2226119  2226230  2227522  2227965  2228089  2228243  2228354  2228481  2228610  2228746  2228862  2228994  2229128  2229262  2229881  2230120  2230238  2230365  2231314  2231463  2232225  2232793  2232939  2233434  2233552  2233668  2233895  2234047  2234163  2234276  2234391  2234513  2234736  2234889  2235321  2235451  2235618  2235896  2236019  2236181  2236640  2236752  2236884  2237464  2237579  2237900  2238019  2238881  2239021  2239149  2239740  2240420  2241251  2241385  2241509  2241776  2241930  2242292  2242403  2242722  2242845  2242958  2243093  2243385  2243501  2243616  2243730  2243945  2254623  2254746  2254882  2255011  2255533  2263068  2263204, 2247498, 2199402  2199605  2200071  2223396  2232097  2232182  2232239  2232487  2233308  2238706  2254403  2262905  2267883, 2198733  2199583  2199900  2201822  2232060  2232158  2232205  2232256  2232578  2237889  2243886  2255543  2263246, 2212957  2247080, 2213289  2247703, 2198868, 2198870, 2198871, 2266066, 2266071, 2266076, 2266227, 2266529, 2266533, L, 2267893, , , 1, 0, 0, 0, 1, 2267945, 2267953, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2267937, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2268155  2268267  2268385  2268596, 2274137  2274763  2275023  2275450  2275675  2275798  2275929  2276046  2276279  2276414  2276551  2276694  2276837  2277309  2277508  2277659  2278753  2279728  2279899  2280037  2280179  2280315  2280728  2280848  2281287  2281427  2283133  2283545  2283671  2283838  2286804  2287087  2292980  2296637  2297278  2297452  2301443  2301571  2301729  2302240  2302431  2306248  2306401  2306573  2306955  2307098  2307849  2310038  2310311  2310516  2311452  2311608  2312571  2312807  2312913  2313141  2314415  2314574  2315408  2315568  2315806  2317146  2317597  2317757  2318287  2320274  2320890  2321098  2321277  2322606  2325272  2328411, 2342474, 2268576, 2271513  2273653  2302023  2302048  2312287  2316048  2316775  2319305  2319888  2328085, 2271775  2301955  2302035  2312046  2316014  2316075  2318379  2319588  2325216  2328346, 2268577, 2268578, 2268579, 2339674  2340102, 2339686, 2339699, 2339850, 2340055  2341067, 2340056, L, 2342476, , , 1, 0, 0, 0, 1, 2342497, 2342500, L4:R0, 25.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2342492, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2342739  2342857  2342973  2343086  2346878, , 2346692  2354584  2356705  2371605  2381654, 2343069  2346990  2355160  2357076  2371850, , , 2343070, 2343071, 2343072, 2378779, 2378782, 2378785, 2378936, 2379276, 2379279, L, 2381661, , , 1, 0, 0, 0, 1, 2381704, 2381709, L5:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2381697, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2381981  2382094  2406754  2406893  2407006  2407123  2407289  2407435  2408130  2408249  2408368  2408485  2408604  2408844  2408973  2410134  2410271  2410382  2410493  2410608  2410720  2410835  2410946  2411059  2411190  2412346  2413026  2413143  2413253  2413368  2413577  2413690  2413809  2413966  2414537  2414692  2414824  2416586  2416701  2416862  2416988  2417122  2417261  2417400  2417542  2419552  2420086  2420207  2420889  2421005  2421579  2421723  2421853  2422054  2422750  2422868  2423005  2423123  2424701  2424828  2424942  2425089  2425362  2425537  2425657  2425787  2425948  2426062  2426176  2426349  2426488  2426599  2426826  2427153  2427417  2427591  2427864  2428840  2428968  2429086  2429197  2429318  2429633  2429759  2430309  2430436  2430971  2431084  2431196  2431316  2432116  2432250  2432361  2434484  2434642  2435101  2435237  2435780  2435893  2436407  2437615  2437741  2437875  2438327  2438552  2445581  2445775  2445995  2446896  2447029  2447162  2447285  2447689  2447810  2447924  2450527  2450658  2450792  2451379  2451510  2452369  2452506  2452642  2455560  2455680, 2387952  2388162  2388295  2388551  2388790  2388954  2389813  2389964  2390711  2390835  2392526  2392650  2394263  2394454  2394561  2397040  2397158  2400209  2400369  2400746  2400964  2401148  2404414, 2406563  2412572  2412870  2420651  2426679  2427064  2427111  2427222  2427281  2445429  2461341, 2382112  2412521  2412650  2420302  2426156  2426784  2427092  2427146  2427253  2438614  2455705, 2387352  2398892  2400714  2403664  2404174, 2397240  2400686  2401091  2403829  2404380, 2382155, 2382156, 2382157, 2458182  2458394, 2458191, 2458203, 2458353, 2458368  2459489, 2458378, L, 2461363, , , 1, 0, 0, 0, 1, 2461469, 2461483, L6:R0, 16.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2461455, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2461660  2462022  2462176  2462296  2462567  2462705  2462837  2462995  2463863  2464250  2465051  2465185  2465577, 2468048, 2463681  2478437, 2462880  2465312, 2467233, 2468043, 2462881, 2462883, 2462884, 2474957, 2474960, 2474964, 2475115, 2476135, 2476139, L, 2478445, , , 1, 0, 0, 0, 1, 2478491, 2478497, L7:R0, 14.29, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2478483, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2478654  2478765  2489330, , 2489123  2509137, 2478850  2489298, , , 2479012, 2479013, 2479014, 2499574  2503934  2504926  2505614  2505926  2506327  2507172  2507336, 2499576, 2499578, 2499729, 2500535  2504844  2505437  2505795  2506200  2507137  2507186  2507648, 2500537, L, 2509148, , , 1, 0, 0, 0, 1, 2509202, 2509209, L8:R0, 12.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2509193, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2509375  2509504  2509646  2509789  2509944  2511391  2511810  2511971  2512977  2513123  2513844  2513966  2514083  2514663  2514779  2514954  2515072  2515691, , 2511085  2511264, 2509963  2511117  2515688, , , 2509964, 2509965, 2509967, 2523768, 2523771, 2523777, 2523928, 2523938, 2523942, , , , , 1, 1, 0, 0, 0, 2538984, 2538990, L8:R0, 12.50, 000(1)1, 000(1)1, 204, no_go, 2538977, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2540431  2540692  2566751, 2554726  2554954  2561316, 2540194  2566573  2575572, 2540830  2566796, 2554270  2560861, 2554988  2561278, 2539481, 2539482, 2539483, 2568886  2569829  2572288, 2568889, 2568892, 2569043, 2569572  2572235  2572796, 2569575, L, 2575581, , , 1, 0, 0, 0, 1, 2575630, 2575636, L9:R0, 11.11, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2575622, 
