max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   208518   208714   208917   209075  1482445  1482803  1483501  1483611  1484459  1607033  1607143  1607254  1607386  1607530  1607639  1607762  1607878  1607985  1608092  1608203  1608316  1608429  1608540  1608655  1608774  1608907  1609019  1609153  1609270  1609400  1609779  1609908  1610038  1628448  1628664, 1   215238  1484029  1484360  1484464  1600239  1600342  1600501  1600655  1600786  1600903  1601018  1601132  1601249  1601368  1601490  1601608  1601841  1601982  1602103  1602226  1602358  1602495  1602652  1602785  1602918  1603058  1603194  1603333  1603442  1619231  1619353  1646135  1646430  1646703  1646856  1646964  1647079  1647194  1647308  1647430  1647551  1647672  1647798  1647925  1648051  1648182  1648325  1648456  1648593  1648728  1648870  1649098  1649217  1649332  1649446  1649654  1649792  1649915  1650024  1650170  1650319  1650534  1650707  1650821  1650946  1651063  1651284  1651435  1651561  1651752  1651874  1651987  1652159  1652289  1652442  1652636  1652756  1652955  1653611  1653751  1653877, 208128  1606809  1628153, 209195  1609975  1628625, 211571  1631515, 212473  1631722, 213448   214574   215068  1599870  1619007  1619409  1645852, 213746   214841   215236  1603436  1619287  1619481  1653968, 1603497, 1603505, 1603512, 1631527, 1631541, 1631691  1631704, 1631734, R, 1645878, 1645892, 1653975, 0, 0, 0, 0, 0, 1654014, 1654022, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1659502  1659639  1659755  1660265  1698882  1699395  1726237  1726648  1726828  1726948  1727086  1727550  1727676  1727980  1738156  1738266  1738419  1739075  1739251, 1654119  1655934  1656040  1656508  1656658  1663970  1664470  1671081  1676294  1676570  1676881  1677914  1678106  1678229  1678970  1679184  1679729  1679839  1679970  1680097  1680220  1680331  1680441  1680601  1680738  1680847  1681413  1681539  1681650  1681757  1681891  1682103  1682214  1682343  1682475  1682595  1683007  1683138  1683260  1683382  1683525  1683660  1683806  1683947  1684118  1684259  1684414  1684546  1684660  1685308  1685422  1685544  1685693  1685891  1686599  1686778  1687283  1687392  1687548  1687654  1687857  1687966  1688113  1688221  1688790  1688893  1689023  1689169  1689330  1689919  1690038  1690358  1690480  1690592  1690705  1690999  1691137  1691253  1691933  1692043  1692172  1692334  1692486  1692667  1692775  1693236  1693436  1693542  1693819  1693941  1694095  1694402  1718470  1718587  1718893  1719035  1719138  1719440  1722592  1722780  1722893  1746818  1747089  1787059, 1659023  1696724  1698557  1698996  1699309  1724978  1725603  1725953  1728939  1737267  1738004, 1660194  1697009  1698902  1699060  1699322  1725146  1725774  1728067  1729059  1737475  1739220, 1809764, 1810101, 1655732  1663744  1670823  1676345  1676917  1718201  1722472  1745670  1746057  1746481  1748152  1786893  1815535, 1656780  1664073  1671110  1676833  1694447  1719164  1722816  1746042  1746151  1746757  1748710  1787122, 1655091, 1655092, 1655093, 1809773, 1809784, 1809935  1809945, 1810111, R, 1815557, , , 1, 0, 0, 0, 1, 1815662, 1815674, L0:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1815648, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1825570  1825680  1865056  1865195  1865326  1895564  1896520  1896634  1897177  1897289  1898053  1898163  1898659  1898798  1898913  1899567  1899678  1899977, 1816589  1847769  1853498  1853696  1876137  1876382  1877365  1877480  1877582  1877700  1878224  1878332  1878456  1878582  1878692  1878812  1878971  1880289  1880429  1880534  1880645  1880756  1881484  1881817  1881920  1882037  1882144  1882280  1882982  1885941  1886049  1886836, 1825293  1864751  1894223  1894633, 1825733  1865265  1894391  1899917, 1902825  1904086, 1903036  1904785, 1816060  1816120  1816166  1816391  1816577  1823331  1847468  1853158  1853346  1875666  1882869  1883625  1885707  1886309  1912180, 1815861  1816097  1816151  1816186  1816510  1816743  1823488  1847726  1853264  1853646  1882618  1882899  1883955  1886182  1886325, 1816324, 1816325, 1816327, 1902837, 1902852, 1903003  1903016, 1903205, R, 1912182, , , 1, 0, 0, 0, 1, 1912203, 1912206, L0:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1912198, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1956294  1956428  1956564  1957466, 1912403  1912530  1912633  1912964  1913129  1913233  1913425, 1956068  1957305, 1956508  1957471, 1962559, 1962732, 1965968, 1913439, 1913440, 1913442, 1913444, 1962562, 1962566, 1962717  1962720, 1962736, R, 1965976, , , 1, 0, 0, 0, 1, 1966022, 1966028, L0:R4, 25.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 1966014, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2024038  2088744  2090816  2125378  2125855  2127161  2127889  2128622  2129590  2129920  2133495, 1966203  1966327  1967255  1967397  1967549  1967953  2034987  2035090  2068269  2068496  2068686  2068812  2069243  2100372  2100559  2100718, 2023097  2023857  2076275  2088377  2089272  2089825  2090305  2124374  2125169  2125722  2133181  2133534, 2023232  2024253  2076513  2088852  2089650  2089881  2090349  2124626  2125683  2129895  2133460  2133594, 2137665, 2138149, 1967086  2034731  2035283  2067945  2072209  2100205, 1966570  1967892  2035180  2035509  2069260  2072247  2100663, 1966571, 1966572, 1966573, 2137675, 2137687, 2137838  2137848, 2138161, , , , , 1, 1, 0, 0, 0, 2153257, 2153270, L0:R4, 25.00, 000(1)1, 000(1)1, 204, no_go, 2153242, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2210672  2211524  2211673  2212984  2255193  2256156, 2180061  2180204  2180308  2180835  2181010  2181121  2181227  2181687  2181841  2182265  2182378  2183600  2183707  2183842  2183962  2184786  2184889  2184992  2185441  2185549  2186505  2186606  2186750  2187068  2187172  2187751  2187859  2188004  2188473  2188612  2189021  2197648  2197905  2199998  2202552  2203023  2204508  2204644  2248445  2248591  2250748  2250860  2250961  2251183  2251517  2252195, 2210489  2212755  2254778  2257378, 2211617  2212930  2256210  2257652, 2270157, 2270366, 2178958  2179729  2197215  2197687  2197840  2199857  2201547  2201787  2202227  2202903  2248179  2250516, 2179101  2189006  2197558  2197730  2197862  2200032  2201562  2201820  2202490  2204623  2248629  2251686, 2153766, 2153766, 2153767, 2270170, 2270183, 2270334  2270347, 2270380, , , , , 1, 1, 0, 0, 0, 2285596, 2285597, L0:R4, 25.00, 000(1)1, 000(1)1, 204, no_go, 2285592, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2396765  2396912  2399208  2399371  2399512  2401320  2401571  2402442  2427779  2427895  2428752  2486091  2486289  2486408  2486520  2486749  2486868  2486981  2487107  2487225  2487339  2487461  2487581  2487701  2487826  2487952  2488082  2488211  2488365  2488491  2488648  2488778  2488927  2489066  2489207  2489350  2489494  2489714  2489880  2490137  2490280  2490580  2491794  2491901  2492038  2492609  2492725  2492870  2493353  2493491  2493605  2494104  2494233  2495125  2495352  2495497  2496012  2496174  2497540  2497677  2497833  2498623, 2325861  2325990  2338353  2338972  2341006  2383404  2383506  2384075  2385158  2386614  2386734  2387121  2387536  2387696  2389061  2392546  2392689  2392991  2393101  2393211  2393358  2393722  2394144  2394253  2394421  2438474, 2343649  2344473  2374123  2396355  2399000  2401057  2414994  2419125  2426826  2485764, 2343827  2344794  2374453  2396871  2399503  2402433  2415167  2419371  2427931  2499840, 2479241, 2479442, 2325613  2329302  2338132  2338458  2351542  2383032  2384192  2387366  2388987  2392181  2438228  2450459, 2325959  2329532  2338398  2338527  2351720  2384121  2387144  2387728  2389020  2394515  2438679  2450505, 2286190, 2286191, 2286191, 2479253, 2479266, 2479417  2479429, 2479456, L, 2485790, , 2499846, 0, 0, 0, 0, 0, 2499887, 2499895, L1:R4, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2485804
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2499995  2503641  2503754  2514392  2515464, 2526754  2533259  2533836  2534067  2534351  2534454  2534757  2535465  2536804  2536932  2537067  2537186  2537704  2537979  2541880  2541982  2542151  2542304  2542410  2542529  2542811  2543048  2543191  2543670  2543781  2544024  2544141  2544659  2544828  2544956, 2503430  2514093  2515909  2547074  2548182  2549103  2555839, 2503758  2515574  2516011  2547342  2548508  2549417, 2552429, 2553071, 2526123  2531050  2532196  2533278  2534541  2536505  2537374  2541735, 2526900  2531390  2533171  2534426  2534559  2537143  2537963  2544945, 2500579, 2500580, 2500581, 2552438, 2552450, 2552601  2552611, 2553081, L, 2555860, , , 1, 0, 0, 0, 1, 2555966, 2555978, L2:R4, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2555952, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2556209  2556321  2566018  2566230  2566362  2566805  2566940  2567061  2567189  2567313  2567435  2567558  2567693  2567829  2567968  2568811  2568950  2569675  2569873  2570651  2570799  2570957  2571108  2571266  2571498  2571645  2571799  2571912  2572063  2572313  2572843  2573026  2573842  2573982, , 2556641  2565731, 2556292  2556820  2574136, 2559360  2560294  2560732  2561259, 2559902  2560589  2561101  2561613, , , 2556821, 2556822, 2556824, 2559362, 2559364, 2559515  2559517, 2559904, L, 2565738, , 2574144, 0, 0, 0, 0, 0, 2574194, 2574203, L3:R4, 42.86, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2565743
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2574326  2580457  2580595  2593605  2593723  2594440  2613690  2613803  2613923  2614906  2615077  2616267  2616560  2617553  2617700  2617921  2620266  2620403  2620897  2621309  2621511  2621676  2622761  2629958  2630219  2630344  2630457  2630760  2631127  2631255  2631380  2631511  2631640  2631779  2631918  2632330  2632457  2632763  2632912  2633055  2633202  2633362  2633511  2633694  2633840  2633988  2634133  2634461  2634620  2634766  2634941  2635125  2635299  2635728  2635891  2636158  2636609, 2585326  2585475  2587269  2587681  2587973  2589070  2589966  2590073, 2580214  2581504  2593318  2593796  2594040  2595123  2595987  2597177  2598603  2604944  2605420  2610319  2612711  2613437  2613468  2614599  2618588  2620098  2621155  2621826  2629701, 2580662  2581591  2593664  2593878  2594834  2595479  2596807  2597943  2599243  2605343  2605438  2612000  2613364  2613452  2614109  2618009  2619074  2621006  2621636  2622781  2636723, 2625855  2627736, 2626196  2628167, 2585063  2585990  2586890  2587492  2587869  2588905  2589722, 2585499  2586193  2587350  2587703  2587923  2589074  2590066, 2574815, 2574816, 2574817, 2625868, 2626038, 2626189  2626190, 2626197, L, 2629704, , 2636729, 0, 0, 0, 0, 0, 2636769, 2636776, L4:R4, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2629707
