max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts, 4060110)¿ô
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3995733  3996085  3996195  3996376  3996486  3996640  3996759  3996911  3997098  3998639  3998787  4000450  4000560  4000678  4001075  4001193  4001298  4001415  4001528  4001638  4001963  4002093  4003616  4004081  4004842  4004948  4005080  4005345  4015615  4015725  4015834  4015946  4016065  4016178  4016290  4016410  4016517  4016625  4016745  4016856  4016983  4017118  4017247  4017811  4017931  4018079  4018495  4018604  4018709  4018857  4019013  4019120  4019691  4019837  4020007  4020127  4020236  4020365  4020913  4021021  4021160  4021431  4021578  4021685  4022211  4022504  4022620  4022777  4023330  4023438  4023554  4023671  4023790  4023895  4024611  4025607  4025730  4025877  4025989  4026094  4026208  4026312  4026417  4026556  4026685  4026822  4026943  4027827  4027985  4028135  4028309  4028471  4028575  4029333  4029458  4029565  4029674  4030115  4030268  4030697  4030814, 3989372  3989503  3989634  3989757  3990042  3990213, 3995510  3995900  3996278  3996634  4000179  4003209  4004201  4004592  4015405, 3995781  3996206  3996625  3998755  4002112  4004118  4004214  4005328  4030853, 4009829  4011929, 4011615  4012040, 3992180, 3990236  3992206, 3990237, 3990239, 3990240, 4009837, 4009846, 4009997  4010005, 4011624, L, 4015423, , 4030858, 0, 0, 0, 0, 0, 4030892, 4030899, L1:R7, 25.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 4015433, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4031571  4031700  4031842  4032419  4032556  4032665  4032770  4033925  4034062  4034203  4034319  4034440  4034550  4034707  4035856  4037143  4038054  4038313  4038467  4038931  4039260  4039364  4039778  4039886  4040034  4040168  4040861  4040969  4041872  4042305  4042443  4042600  4042708  4042845  4042971  4043077  4043192  4043324  4043428  4043537  4044081  4044216  4044361  4044551  4044899  4045068  4045446  4045583  4045747  4045883  4046130  4046238  4047765  4048247  4048365  4048536  4048654  4048797  4048940  4049123  4049262  4049368  4049684  4049904  4050611  4051049  4051155  4051270  4051414  4051801  4051909  4052021  4052172  4056098  4056240  4056386  4056681  4056958  4057996  4058102  4058398  4058517  4059619  4059797  4059903  4060062  4060583  4060695  4060893  4062337  4062565  4062673  4062830  4062987  4063214  4064281  4065226  4066047  4066632  4066743  4067292  4067407  4071571  4071694  4071815  4072032  4072599  4072730  4072834  4072943  4073098  4073526  4073659  4073793  4074346  4074462  4074585  4074946, , 4031434  4048379  4049865  4050397  4050855  4052260  4055866  4058312  4060494  4071500  4071872  4085417, 4048325  4049819  4049881  4050602  4052238  4052278  4058026  4060091  4060181  4067448  4071843  4074964, 4079198  4079483  4081644, 4079381  4079693  4082910, , , 4048332, 4048340, 4048347, 4079203, 4079210, 4079360  4079367, 4079387, L, 4085432, , , 1, 0, 0, 0, 1, 4085505, 4085515, L2:R7, 22.22, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4085494, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4085649  4085778  4085915  4086061  4086242  4086850  4102805  4102925  4103036  4144385  4166690  4166820  4166936  4167043  4167154  4167275  4167440  4167572  4167695  4167808  4167961  4168071  4168176  4168282  4168440  4168546  4168704  4168845  4168962  4169089  4169226  4169356  4170256  4170381  4172028  4172151  4172323  4174316  4174430  4174636  4174807  4175439  4175559  4175681  4176130  4176344  4176456  4177028  4177200  4177363  4177508  4177613  4178159  4178271  4178400  4178814  4178938  4179451  4179618  4179736  4179842  4179961  4180078  4180198  4180307  4180450  4180621  4180755  4180863  4180976  4181344  4181459  4181573  4182352  4182529  4182634  4182742  4183333  4183449  4183573  4183901  4184041, 4095829  4096112  4097204  4118399  4118568  4118730  4118895  4119010  4119417  4119530  4119668  4120134  4120641  4120917  4121441  4121559  4121710  4122366  4122499  4122624  4122762  4123173  4123287  4123714  4134116  4134250  4134808  4135709  4135846, 4101717  4144099  4145723  4166442, 4086933  4103012  4144373  4146007  4184047, 4155418, 4159875, 4095472  4098982  4109154  4116372  4118223  4129930  4131351  4133866, 4097170  4099207  4109432  4116617  4123813  4130263  4131372  4135860, 4086934, 4086936, 4086937, 4155427, 4155437, 4155588  4155597, 4159886, L, 4166463, , 4184053, 0, 0, 0, 0, 0, 4184092, 4184099, L3:R7, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 4166474, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4185848  4185970  4186134  4186334  4186439  4186554  4187068  4187190  4187344  4187455  4187577  4187686  4187829  4188291  4188407  4188516  4188647  4188973  4189079  4189540  4189663  4189780  4190866  4190979  4192144  4192260  4192406  4192995  4193104  4193672  4193797  4193928  4194062  4194170  4194421  4194597  4194994  4195109  4195253  4195362  4195516  4195647  4197128  4197239  4198006  4198124  4198234  4198349  4198472  4198586  4198720  4199800  4199916  4200069  4200516  4200760  4201193  4201311  4201437  4201543  4201654  4201786  4202195  4202303  4202717  4202834  4202987  4203763  4203870  4204425  4204708  4204898  4205053  4205377  4205490  4205923  4206469  4206585  4211130  4211239  4211506  4212133  4212243  4212391  4212500  4212617  4212721  4213206  4213355  4213489  4214593  4214869  4214999  4215641  4215760  4217845  4217996  4218199  4218475  4218615  4230186  4230296  4230412  4230522  4230636  4230748  4230857  4230964  4231068  4231177  4231281  4231492  4231603  4231718  4231832  4231953  4232059  4233465  4233590  4233699  4233846  4233998  4235240  4235384  4235556  4235681  4235792  4235996  4236106  4236220  4236326  4237428  4237580  4238109  4238274  4238431  4238583  4238760  4238944  4239309  4239434  4239546  4239676  4239792  4239899  4240323  4240445  4240562  4240684  4240793  4240897  4241024  4242210  4242315  4242549  4242706  4242839  4242951  4243058  4243182  4243363  4243529  4243700  4243823  4243942  4244058  4244169  4244654  4244783  4244911  4245027  4245578  4245690  4245794  4246426  4246583  4246724  4246861  4246965  4247556  4247720  4247872  4248000  4248158  4248312  4248665  4248771  4248909  4249999  4250103  4250287  4250470  4250608, , 4185677  4200418  4206332  4210886  4217663  4229986, 4200007  4205954  4206543  4215796  4218619  4250914, 4222412  4225351, 4222650  4226198, , , 4184837, 4184839, 4184840, 4222413, 4222415, 4222566  4222567, 4222652, L, 4229991, , 4250915, 0, 0, 0, 0, 0, 4250921, 4250922, L4:R6, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 4229994, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4250940  4251540  4251676  4251794  4252460  4252570  4252686  4252817  4252940  4254582  4259260  4259857  4260056  4260577  4260712  4260825  4260984  4261365  4263895  4264046  4264586  4265351  4265472  4265597  4265719  4265829  4267502  4267637  4267746  4268458  4268563  4268679  4268796  4269047  4269167  4269532  4269640  4269748  4270643  4270748  4270938  4271123  4272847  4272995  4273151  4273498  4273609  4274022  4274198  4274312  4274431  4274574  4274679  4275418  4275533  4275638  4275760  4276877  4277021  4277156  4277350  4278351  4278492  4278651  4278800  4278906  4279053  4279227  4279368  4279476  4280219  4280339  4280480  4280587  4281111  4281272  4281602  4281718  4281834  4282615  4283343  4283474  4283601  4283717  4284448  4284567  4284682  4284798  4284966  4285122  4285229  4285343  4285456  4285970  4286114  4286527  4286637  4286747  4287223  4287386  4287512  4287667  4288285  4289102  4289596  4289795  4289970  4290115  4290898  4291516  4291658  4291763  4291885  4292297  4292412  4292533  4293868  4294076  4294224  4294405  4294705  4294860  4295054  4295193  4295379  4295496  4295815  4296013  4296126  4296346  4296470  4298735  4298858  4299551  4299661  4299783  4299897  4300402  4300507  4300612  4300900  4301046  4329689  4329796  4329907  4330139  4330288  4330557  4330668  4330798  4331004  4331326  4332120  4332236  4332364  4332959  4333290  4333421  4335259  4335370  4335965  4336097  4352210, 4311004  4311154  4311579  4311755  4312211  4312925, 4251411  4258998  4259698  4290681  4298560  4329506  4331985  4335112  4351898, 4254540  4259611  4290136  4296480  4301099  4331397  4333491  4336032, 4348328, 4349495, 4310736  4313106  4313749, 4313088  4313240  4314009, 4254541, 4254544, 4254546, 4348339, 4348352, 4348502  4348513, 4349507, L, 4351922, , , 1, 0, 0, 0, 1, 4352040, 4352209, L5:R5, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4352024, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4352316  4352671  4352889  4353015  4353165  4353286  4353409  4353517  4353646  4353790  4353926  4354036  4354172  4354285  4354407  4356647  4356763  4356867  4357252  4406590  4406713  4406833  4406993  4407100  4407656  4415329  4415456  4415577  4415697  4415862  4415968  4416073  4416181  4416287  4416403  4416513  4416620  4416740  4416872  4416995  4417134  4417310  4417738  4417843  4419781  4419909  4420032  4420186  4421625  4421739  4421850  4421959  4422079  4422285  4422401  4422512  4422713  4422849  4422957  4423073  4423182  4423313  4423462  4423610  4424580  4425059  4425244  4425361  4425745  4425890  4426030  4426163  4427703  4427859  4428029  4428167  4428273  4428409  4428943  4429062  4429198  4429579  4429699  4429884  4429999  4430135  4430245  4430353  4430471  4430597  4430954  4431065  4431170  4431285  4431410  4431676  4432029  4432134  4432250  4433425  4433588  4433700  4434578  4434712  4434848  4435924  4436057  4436238  4436412  4436842  4436976  4437097  4437645  4437755  4437863  4437969  4438077  4438454  4438612  4438746  4438879  4439135  4439246  4439354  4440299  4440436  4440540  4440664  4440780  4440903  4441009  4441366  4441474  4441928, 4366687  4366840  4366956  4367111  4367283  4367437  4389397  4399882  4400023  4400155  4400786, 4356468  4406401  4415165, 4354410  4357200  4407641  4441976, 4411673, 4412939, 4366435  4389161  4399418  4403157, 4367460  4389812  4400741  4403188, 4354412, 4354415, 4354418, 4411680, 4411688, 4411839  4411846, 4412948, L, 4415181, , 4441984, 0, 0, 0, 0, 0, 4442036, 4442046, L6:R4, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 4415190, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4442677  4442820  4443559  4443665  4443816  4445003  4445106  4446942  4447055  4447212  4447363  4447579  4447691  4448090  4448207  4448334  4448482  4449648  4449768  4449937  4451035  4451154  4451270  4452427  4452589  4452750  4452948  4453133  4453272  4453388  4453794  4453914  4454034  4454448  4454677  4454809  4454932  4457713  4457829  4458832  4458944  4459050  4459159  4459572  4459727  4459856  4459997  4460143  4460888  4467954  4468073  4468184  4468351  4468531  4468751  4468997  4469113  4469369  4469499  4469605  4470569  4471103  4472231, , 4442529  4457539  4467744  4470787  4471990  4478934, 4454872  4460927  4470693  4470854  4472260, 4475774, 4476622, , , 4454877, 4454882, 4454888, 4475783, 4475795, 4475946  4475956, 4476632, L, 4478956, , , 1, 0, 0, 0, 1, 4479064, 4479076, L7:R3, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4479049, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4479282  4479519  4479625  4479741  4480559  4485605  4485712  4485954  4486987  4487152  4487343, , 4485386  4495287, 4480641  4487380, 4492232, 4493307, , , 4480642, 4480643, 4480645, 4492234, 4492238, 4492389  4492393, 4493310, L, 4495295, , , 1, 0, 0, 0, 1, 4495338, 4495344, L8:R2, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4495330, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4495501  4495683  4495864  4495991  4496166  4496704  4496840  4497069  4497326  4497819  4497941  4498339  4498457  4498895  4499837  4500005  4500166  4500284, , 4496927  4499760  4509399, 4496888  4498951  4500288, 4504374  4505928, 4505777  4506420, , , 4496889, 4496891, 4496893, 4504378, 4504384, 4504534  4504538, 4505782, L, 4509409, , , 1, 0, 0, 0, 1, 4509467, 4509474, L9:R1, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4509458, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4509635  4509741  4509943  4510602  4510711  4510815  4513389  4513527  4513661  4513966  4514103, , 4513112  4521191, 4511076  4514091, 4518237, 4518910, , , 4511077, 4511080, 4511081, 4518239, 4518243, 4518394  4518397, 4518913, L, 4521198, , , 1, 0, 0, 0, 1, 4521241, 4521247, L10:R0, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4521234, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4521383  4521505  4521630  4521864  4522264  4522389  4523044  4540685  4540819  4540937  4541049  4543901  4544034  4544297  4544491  4544648  4563720  4563853  4564004  4564180  4567365  4567517  4567659  4568317  4568429  4568534  4568653  4568907  4569018  4569161  4569273  4569781  4569900  4570012  4570382  4570514  4570651  4570755  4570862  4571200  4571320  4571461  4571625  4572808  4572923  4577020  4577131  4577309  4577426  4578323  4578431  4578540  4578878, 4526006  4526148  4526269  4526387  4526501  4526638  4526774  4527040  4527438  4527738  4528119  4528289  4529017  4529130  4529227  4529468  4529576  4530825  4531011  4532161  4532294  4532423  4532947  4535664  4535886  4536444  4536557, 4522844  4540483  4543742  4563473  4567205  4576787  4578725  4597043, 4522498  4523178  4541320  4544663  4564153  4573148  4578561  4578985, 4591842, 4593508, 4525701  4535490, 4533012  4536850, 4522499, 4522501, 4522502, 4591856, 4591870, 4592041  4592042, 4593509, L, 4597045, , , 1, 0, 0, 0, 1, 4597066, 4597069, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4597061, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4597249  4597416  4598422  4598795  4598919  4599035  4609418  4609822  4611123  4611305  4611606  4611714  4611844  4612267  4612385, , 4607978  4609243  4610968  4612564  4623354, 4599694  4609047  4609759  4612428  4612581, 4619520, 4620636, , , 4599695, 4599698, 4599699, 4619524, 4619529, 4619680  4619684, 4620641, L, 4623364, , , 1, 0, 0, 0, 1, 4623421, 4623428, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4623411, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4623541  4623699  4623830  4623976  4624136  4624849  4624963, , 4632742, 4625152, 4629187, 4630604, , , 4625153, 4625155, 4625157, 4629189, 4629192, 4629343  4629345, 4630607, L, 4632748, , , 1, 0, 0, 0, 1, 4632784, 4632789, L10:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4632777, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4632945  4633055  4633452  4633558  4633805  4633910  4634032  4636756, , 4636541  4659274, 4634361  4636886, 4650435  4657207, 4654898  4657349, , , 4634362, 4634364, 4634366, 4650437, 4650441, 4650592  4650595, 4654901, L, 4659281, , , 1, 0, 0, 0, 1, 4659325, 4659330, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4659317, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4659442  4659579  4659710  4659824  4660019  4660144  4660253  4660384  4660504  4660743  4660862  4661414  4661528  4661656  4661764  4662475  4662589  4662694  4662887  4663003  4663109  4663239  4663343  4663457  4663561  4663752  4663912  4664041  4664802  4664930  4665074  4665288  4668038  4668282, , 4667763  4680337, 4665404  4668256, 4670812  4671501  4671816  4675045, 4671473  4671758  4675020  4675810, , , 4665408, 4665413, 4665417, 4670817, 4670825, 4670975  4670981, 4671479, L, 4680352, , , 1, 0, 0, 0, 1, 4680429, 4680438, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4680417, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4680581  4680717  4680856  4681093  4681249  4699704  4699826  4702697  4702833  4704861  4704971  4705075  4705202  4705332  4707606  4707724  4707834  4707945  4708066  4708176  4708429  4708555  4708812  4709151  4712427  4738452  4738563  4738716  4739000  4739191  4739372  4739507  4739703  4739808  4740138  4740243  4741450  4741554  4741673  4741872  4741977  4742122  4742878  4742987  4743888  4744113  4744220  4744328  4745494  4745622  4745728  4746654  4748008  4752533  4752710  4752883  4753244  4753700  4756940  4757046, 4684448  4684567  4684690  4684822  4684979  4685132  4685352  4692584  4693445  4693592  4693829  4694070  4694180  4694286  4694745  4695071  4695180  4695434  4727279  4730068  4730261  4730413  4730558  4734895  4735441  4735577, 4699431  4702495  4704677  4707433  4712171  4738216  4752343  4756700  4773295, 4681280  4700467  4702845  4705292  4709550  4712437  4746613  4753739  4757134, 4760288  4769705, 4761560  4771159, 4684200  4685766  4687369  4692338  4693209  4726881  4729716  4734301, 4685508  4685899  4687583  4693005  4695473  4727451  4730681  4735594, 4681281, 4681282, 4681284, 4760291, 4760296, 4760447  4760450, 4761564, L, 4773304, , , 1, 0, 0, 0, 1, 4773356, 4773362, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4773346, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4773456  4773567  4773688  4773889  4774444  4774579  4774685  4774823  4775041, , 4776128  4783053, 4775086  4776225, 4779701, 4781074, , , 4775087, 4775089, 4775091, 4779703, 4779708, 4779859  4779862, 4781077, L, 4783060, , , 1, 0, 0, 0, 1, 4783101, 4783106, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4783094, , 
