max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts, 4060110)¿ô
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4783234  4783369  4783521  4783664  4784536  4784668  4784879  4798826  4799041  4799151  4799327, 4788204  4788504  4790277  4795627  4795775  4812370  4812610  4812712, 4798619  4799933  4800066  4827087, 4784652  4799863  4800047  4800130, 4822559, 4824061, 4787602  4789823  4795270  4812011  4812903  4813560  4816221  4816293, 4788572  4790594  4796082  4812838  4812917  4814117  4816271  4816505, 4784653, 4784654, 4784657, 4822566, 4822574, 4822724  4822731, 4824069, L, 4827103, , , 1, 0, 0, 0, 1, 4827184, 4827194, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4827172, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4827436  4827554  4827692  4827801  4828206  4829665  4829802  4844124  4844254  4844401  4844512  4844618  4845597  4845833  4845994  4846146  4846346  4846635  4846755  4846920  4847368  4847476  4847595  4848676  4848830  4848951  4849175  4849694  4849803  4849953  4850109  4850218  4851157  4851265  4851398  4851813  4855934  4856068  4856181  4856469  4856597  4856702  4856818  4856935  4857060  4857178  4857285  4857420  4858487  4860828  4860958  4861064  4861181  4861325  4861460  4861572  4861687  4861817  4861925  4862083  4864824  4864931  4865038  4865252  4865427, 4838429  4838757  4839271  4840285  4840480  4840591  4840695  4841180, 4829491  4843834  4845417  4855743  4860643  4864676  4872966, 4828161  4830588  4844623  4851822  4858503  4862066  4865459, 4869709, 4870877, 4836172  4838129  4839957, 4836810  4839418  4841268, 4828208, 4828209, 4828211, 4869721, 4869736, 4869886  4869899, 4870891, L, 4873136, , , 1, 0, 0, 0, 1, 4873150, 4873152, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4873145, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4873179  4873293  4874643  4874771  4874928  4875111  4889755  4889870  4890052  4890730  4890843  4890996  4891102  4891301  4891461  4891568  4891694  4891898  4892063  4892212  4894242  4894357  4894592  4894729  4894839  4894955  4895067  4895706  4895867  4896323  4896429  4896542  4896654  4896771  4897455  4899578  4899724  4899917  4900174  4902176  4902293, , 4889424  4890271  4890688  4894049  4899362  4901991  4914328, 4875134  4890164  4890343  4892238  4897449  4900420  4902414, 4911395, 4912234, , , 4875135, 4875137, 4875138, 4911403, 4911411, 4911562  4911570, 4912242, L, 4914345, , , 1, 0, 0, 0, 1, 4914435, 4914445, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4914422, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4914667  4914785  4914945  4915157  4916244  4917431  4917554  4918030  4918158  4918866  4919126  4919356  4921252  4921365  4921492  4935944  4936082  4936267  4937053  4939309  4939504  4939737  4940584  4953900  4954053  4954208  4958052, , 4917302  4918778  4921193  4935719  4937436  4938444  4938986  4953699  4970618, 4916500  4918099  4919618  4922232  4937119  4937867  4938576  4939775  4958122, 4965337, 4967066, , , 4916501, 4916503, 4916504, 4965344, 4965353, 4965503  4965510, 4967074, L, 4970634, , , 1, 0, 0, 0, 1, 4970714, 4970724, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4970703, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4970906  4971016  4971144  4971319  4972798  4972922  4973060  4975290  4983727  4983868  4984046  4984206  4984528  4984681  4984815  4985521  4985737  4985973  4986114  4986279  4986423  4988073  4988213  4988323  4988428  4988557  4989232  4989361  4989538  4989792  4989902  4990755  4991003  4991200  4991309  4991414  4991574  4991725  4991838  4992088  4993322  4993430  4993545  4993676  4993917  4994085  4995309  4995444  4995561  4995730  4995877  4996023  4996224  4996369  4996476  4996657  4997183  4997445  4997559  4997720  4998678  4998791  4998919  4999037  4999183  4999432  4999567  4999698  5000837  5002772  5002880  5002991  5003175  5003285  5003390  5003533  5003671  5003780  5003885  5004121  5004566  5004670  5004801  5004946  5005122  5005279  5005453  5005696  5005941  5006076  5006215  5006364  5006599  5006707  5008006  5008115  5008226  5008349  5008483  5008627  5009746  5009891  5010009  5010114  5010241  5010364  5010487  5010632  5010745  5010946  5011077  5011185  5011290  5011450  5012030  5012163  5012270  5012460  5012577  5012692  5012847  5013102  5016229  5016333  5018306  5018441  5018551  5018675  5018788  5018909  5019018  5019147  5019605  5019774  5020852  5020963  5021074  5021194  5021340  5021476  5021595  5021702  5021851  5022107  5022211  5022325  5022434  5022582  5023010  5023156  5023290  5023405  5024927  5026205  5026332  5039476  5039604  5039713  5043283  5046796  5046936  5047084  5047458  5047567  5047699  5047883  5049095  5049241  5049817  5062080  5062257  5062368  5062483  5062755  5063126, 5083807  5083955  5084061  5084228  5084343  5084446  5084661  5084769  5084877  5084986  5085102  5085219  5085335  5085461  5085594  5085726  5086575  5086683  5086794  5088694  5088831  5088958  5089250  5089367  5089497  5089611  5089874  5090025  5090167  5090348  5090515, 4973543  4974980  4977940  4983459  4993805  4999726  5000687  5004846  5013267  5013570  5013769  5015956  5020137  5022914  5026040  5030010  5031380  5031704  5031898  5032082  5033579  5039130  5041279  5041624  5045415  5046629  5061843, 4973470  4974848  4977861  4978101  4993743  4999679  4999784  5004820  5013251  5013527  5013690  5013821  5020123  5022717  5024973  5029977  5030027  5031620  5031817  5032049  5033454  5034038  5039685  5041410  5043250  5045555  5049233  5063120, 5073907  5077530, 5076199  5078733, 5083557, 5090927, 4973471, 4973473, 4973475, 5073911, 5073916, 5074067  5074071, 5076204, R, 5083567, 5083573, 5090936, 0, 0, 0, 0, 0, 5090995, 5091007, L9:R1, 10.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5154955  5155069  5155222  5155995  5167985, 5096347  5096469  5096703  5096979  5097089  5097272  5097426  5097573  5097727  5097869  5097980  5098365  5098645  5098742  5098864  5099009  5099250  5099370  5100011  5100258  5101227  5101344  5102171  5102304  5102406  5102872  5103037  5103166  5103506  5103633  5104087  5104194  5104308  5105064  5105169  5105406  5107075  5110863  5111101  5111527  5111702  5113240  5113452  5113665  5113832  5114822  5115259  5136646  5144844, 5154709  5156165  5167834  5175985, 5156005  5156463  5168393, 5172009, 5173171, 5096053  5100057  5106502  5110644  5135542  5135650  5142828  5152075, 5099972  5105455  5107201  5115252  5135561  5136702  5142869  5152507, 5092341, 5092342, 5092343, 5172019, 5172032, 5172183  5172194, 5173183, L, 5176009, , , 1, 0, 0, 0, 1, 5176126, 5176139, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5176110, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5176316  5176438  5176587  5176731  5176889  5177058  5177728  5177868  5177985  5178396  5178511  5179012  5179317  5179442  5179969  5180160  5185028  5185137  5186577  5186856  5194542  5194785  5194893  5195053  5195271  5195417  5195530  5197966, , 5179127  5184802  5186721  5194031  5209929, 5178940  5180224  5186550  5186980  5195506, 5203795, 5207401, , , 5178942, 5178944, 5178946, 5203800, 5203807, 5203958  5203964, 5207407, L, 5209942, , , 1, 0, 0, 0, 1, 5210012, 5210021, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5210002, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5210141  5210324  5215602  5220708  5220881  5221047  5221210  5221368, , 5215367  5220389  5231292, 5210861  5216582  5221386, 5228360, 5228530, , , 5211180, 5211181, 5211182, 5228363, 5228366, 5228517  5228521, 5228533, L, 5231299, , , 1, 0, 0, 0, 1, 5231342, 5231348, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5231335, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5231544  5231671  5231783  5233134  5238119  5238312  5238481  5238633  5252712  5252816  5252997  5253123  5253268  5253390  5253570  5254058  5254310  5254455  5254883  5255031  5255660  5255892, 5243476  5243620  5243762  5243936  5244046  5244982  5245112, 5237927  5252357  5253279  5264885, 5233127  5239412  5253257  5255967, 5260007  5261593, 5261541  5261857, 5243174  5247999, 5245628  5248812, 5233128, 5233129, 5233130, 5260013, 5260020, 5260171  5260178, 5261549, L, 5264900, , , 1, 0, 0, 0, 1, 5264977, 5264986, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5264966, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5265182  5265293  5265436  5266351  5269097  5270309  5274085  5274199  5274341  5282209, , 5268924  5273952  5281937  5298925, 5266303  5270236  5275025  5287023, 5293487, 5295381, , , 5266513, 5266515, 5266516, 5293490, 5293494, 5293645  5293649, 5295385, L, 5298933, , , 1, 0, 0, 0, 1, 5298981, 5298987, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5298973, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5299148  5300483  5300744  5300852  5305806  5305989  5306125  5306408  5306671  5307503  5307827  5307932  5341087  5341227  5341334  5341461  5341605  5341711  5341842  5341953  5342071  5342211  5342372  5342658  5342802  5342910  5343053  5344801  5345888  5346031  5346143  5348284  5348478  5350973  5351114  5351220  5351394  5351755  5353466  5353570  5353680  5353784  5353945  5354323  5354471  5354873  5381412  5381556  5382308  5442354  5442462, 5315770  5316045  5316184  5316336  5323791  5324863  5325092  5325532, 5305765  5306379  5340903  5344607  5345656  5348103  5350761  5353331  5364247  5381208  5382821  5442088  5462327, 5301984  5306353  5310171  5343061  5345047  5346674  5349322  5351766  5354810  5372165  5382327  5383087  5442571, 5449759  5457231, 5450852  5459156, 5315505  5319052  5323562  5329553  5337583  5337630  5424218  5426037  5438731, 5317077  5320739  5325678  5337545  5337608  5337649  5425072  5426270  5439089, 5301985, 5301986, 5301988, 5449760, 5449763, 5449914  5449917, 5450855, L, 5462334, , , 1, 0, 0, 0, 1, 5462371, 5462377, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5462364, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5462565  5462681  5462806  5465078  5465306  5469320  5469467  5469578  5470036  5470336  5475480  5482548  5482711  5482817  5482938  5483182  5485190  5485303  5485466  5495017  5495164  5495343  5496520  5496626  5496746  5496901  5497122  5497236  5497379  5497833  5529813  5529973  5530098  5532085  5545128, 5504162  5504278  5504402  5504883  5505025  5505191  5505315  5505493  5510323  5511023  5525214  5525589  5525742, 5469101  5470373  5475261  5482443  5485116  5494811  5496354  5529641  5531741  5544804, 5465683  5470288  5470439  5480304  5483855  5485508  5496180  5497849  5531725  5532624, 5537349, 5539900, 5503806  5509338  5517739  5524193, 5507357  5513578  5518586  5526201, 5465684, 5465685, 5465687, 5537360, 5537371, 5537522  5537533, 5539911, L, 5544828, , , 1, 0, 0, 0, 1, 5544945, 5544958, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5544929, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5545234  5545340  5545538  5545671  5545780  5545887  5546320  5546425  5546590  5546985, , 5546140  5546836  5548664, 5546076  5546588  5547111  5549552, 5568588  5576833  5582004, 5570292  5579456  5583774, , , 5546077, 5546079, 5546080, 5568591, 5568595, 5568746  5568750, 5570296, , , , , 1, 1, 0, 0, 0, 5585342, 5585349, L9:R1, 10.00, 000(1)1, 000(1)1, 204, no_go, 5585333, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5589173  5589302  5589418  5589551  5589702  5589843  5590120  5597376  5597493  5597617  5599587  5599807  5620300  5620470  5620592  5620944  5625407  5625514, , 5588958  5597148  5599371  5620111  5625138  5643473, 5591302  5597741  5599664  5621784  5626760, 5632694, 5638310, , , 5586591, 5586591, 5586592, 5632698, 5632705, 5632856  5632861, 5638315, L, 5643484, , , 1, 0, 0, 0, 1, 5643546, 5643553, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5643535, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5643654  5643764  5643903  5644012  5646957  5647209  5656688  5656868  5657069  5672935  5673079  5686072  5692663  5692789  5692908  5693277  5693433  5725491  5725629  5725736  5725847  5725952  5726102  5727345  5728726  5728922  5729639  5730292  5730474, 5698469  5698588  5699831  5699953  5700293  5709533  5710082  5710714  5710867  5711146  5711664  5711894  5712793  5712978  5713181  5715208, 5672770  5692471  5725269  5728552  5729191  5729323  5730195  5742749, 5672552  5689728  5693628  5727461  5728839  5729242  5729688  5730843, 5735871, 5737677, 5698212  5700563  5707840  5717920  5718259, 5700477  5701069  5716523  5718003  5718397, 5672553, 5672555, 5672557, 5735881, 5735892, 5736043  5736053, 5737688, L, 5742771, , , 1, 0, 0, 0, 1, 5742883, 5742896, L9:R1, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 5742868, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5743073  5743274  5744911  5747615  5747753  5747896  5748022  5748190  5748386  5748645  5748955  5749212  5749326  5749466  5749576  5750512  5750677  5750846  5753706  5753814  5753937  5755015  5755124  5756209  5762308  5762428  5762641  5762754  5762878  5763010  5763396  5763560  5765041, , 5747418  5751268  5762108  5764855  5766456, 5744929  5751137  5756588  5763851  5766387  5766597, 5772319, 5772504, , , 5744930, 5744931, 5744932, 5772325, 5772333, 5772484  5772491, 5772511, , , , , 1, 1, 0, 0, 0, 5787578, 5787587, L9:R1, 10.00, 000(1)1, 000(1)1, 204, no_go, 5787567, , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
