max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_well_all_on_ts, L_well_all_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1849844  1849996  1850121  1850747  1850866  1851005  1851132  1852503  1852619  1852744  1853184  1853304  1853467  1853870  1854025  1854151  1854313  1854465  1854586  1869071  1869184  1869319  1869475  1869597  1869727  1908131  1908371  1908484  1908657  1908786  1908922  1909341  1909453  1909577  1917859  1918288, 1803259  1803431  1803613  1803814  1812675  1812839  1813457  1813858  1814097  1844423  1844702  1844862  1845042  1845185  1847022  1847388  1847532  1847683  1865590  1865925  1883038  1883201  1903161  1903570  1921188  1921316  1921440  1921573  1921705  1921830  1921959  1922088  1922213  1922341  1922465  1922585  1922711  1922834  1927111  1927259  1927561  1928025  1928192  1929435  1929583  1930116  1930263  1931032  1931473  1931714  1931878  1932034, 1804199, 1804201, 1804204, 1802717  1802784  1811564  1812344  1843871  1844090  1846141  1846515  1865032  1865234  1881884  1886685  1886894  1887806  1902588  1902694  1902784  1920842, 1802755  1804198  1811830  1814129  1843975  1845155  1846227  1847939  1865188  1866221  1883404  1886842  1886911  1887901  1902642  1902752  1903584  1932221, 1919838, 1919840, 1919843, 1919994  1919996, 1920006, 1920008, , , 0, 0, 0, 0, 0, , 1932271, 1932278, L2:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1849670  1853323  1868925  1907877  1908118, 1853291  1854559  1869679  1908083  1909547, R, 1920848, , 1932227, 1920851
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1947407  1947670  1947816  1947928  1948066  1949920  1950032  1950244  1950369  1950593  1950849  1950985  1951112, 1932847  1954374  1954506  1954633  1954770  1954906  1955043  1955178  1955320  1955457  1955802  1958923  1959073  1959464  1959661  1959832  1960671  1960833  1960984  1961313  1961466, 1932952, 1932953, 1932954, 1932389  1953441, 1932813  1961747, 1952529, 1952533, 1952538, 1952689  1952694, 1952704, 1952709, , , 0, 0, 0, 0, 0, , 1961806, 1961816, L2:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1947005  1947225  1949680  1950707, 1947136  1948118  1950544  1951104, R, 1953452, , 1961755, 1953458
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1991278  1991392  1991565  1991691  1991822  1991954  1992084  1992205  1992332  1992460  1992585  1992715  1992881  1993013  1994929  1995054  1995165  1995311  1995591  1995715  1995862  1996009  1996142  1996259  1996382  1996495  1996692  1996816  1996930  1997053  1997200  1997433  1997566  1997688  1997801  1998010, 1981793  1982155  1982438  1982679  1985000, 1962439, 1962439, 1962440, 1981070  1981418  1983718, 1981364  1982736  1985123, 1986410  1986682, 1986412, 1986416, 1986567  1986570, 1986579  1990159, 1986582, , , 0, 0, 0, 0, 0, , 1998106, 1998116, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1991085, 1998044, L, 1991092, 1991097, 1998052, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1998820  1998981  1999253  1999380  1999607  1999721  1999880, , 1998612, 1998613, 1998613, , , 2003103, 2003105, 2003108, 2003259  2003261, 2003355, 2003358, 204, no_go, 1, 1, 0, 0, 0, 2018382, 2018388, 2018394, L3:R7, 100.00, 000(1)1, 000(1)1, 1998655, 1999892, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2033351  2033480  2033599  2033725  2033838  2033986  2034142  2034353  2038302  2062043  2062187  2062338  2062488  2062624  2062752  2062886  2063020  2063156  2063312  2063444  2063581  2063707  2063832  2063963  2066034  2066154  2066269  2066407  2066717  2067465  2067612  2067727  2067852  2068016  2068165  2068397  2068514  2068664  2068776  2069993  2070184  2070334, 2021983  2022898  2023872  2026936  2027208  2041388  2041706, 2018903, 2018904, 2018905, 2021535  2022528  2023380  2026268  2026671  2027839  2028011  2040869  2041014, 2022016  2023181  2024168  2026289  2027295  2027930  2028119  2040895  2041991, 2057057, 2057063, 2057070, 2057221  2057227, 2058081, 2058088, , , 0, 0, 0, 0, 0, , 2070560, 2070573, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2033210  2061815, 2034304  2070477, L, 2061830, 2061837, 2070489, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2070745  2071416  2071533  2071672  2085671  2085789  2085903  2086032  2086306  2086460  2086583  2091444, 2080080  2080795  2094475  2094878  2095020  2095155  2095291  2095433  2095564  2095697  2095833  2095969  2096104  2096250  2096466  2099799  2099938  2100094  2101346  2101707  2102580  2103368  2103529  2104039  2104184, 2071615, 2071616, 2071618, 2079777  2082150  2094170, 2080842  2082376  2104489, 2093103, 2093107, 2093112, 2093263  2093267, 2093344, 2093349, , , 0, 0, 0, 0, 0, , 2104551, 2104560, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2071264  2085525  2091192, 2071614  2086502  2091463, R, 2094180, , 2104498, 2094186
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2115904  2116051  2116200  2116347  2116527  2116643  2116932  2117045  2117159  2117336  2117534  2117711  2117938  2118179  2118978  2119315  2119484  2119746, 2106050  2106622  2106742  2106875  2107046  2107212  2107371  2122606  2122777  2122977  2123109  2123242  2123371  2123500  2123632  2123762  2123892  2124026  2124164  2128943  2129100  2129259  2129532  2129823  2129937  2130834  2131128  2131387  2131533  2132440, 2105296, 2105297, 2105298, 2105700  2122036, 2107486  2132974, 2120608, 2120613, 2120620, 2120771  2120776, 2120875, 2120881, , , 0, 0, 0, 0, 0, , 2133043, 2133053, L2:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2115664  2119006  2119070, 2118154  2119040  2119480, R, 2122048, , 2132983, 2122054
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2167168  2167379  2167494  2167640  2167833  2167947  2168062, 2134429  2146806  2147488  2158864  2159204  2160050  2160727  2160843  2160959  2162629  2163453, 2133839, 2133840, 2133841, 2133201  2133956  2138400  2146274  2158569  2162329  2163534, 2133385  2134487  2139128  2147807  2161136  2163400  2163566, 2170909, 2170914, 2170921, 2171072  2171078, 2171090, 2171097, , , 0, 0, 0, 0, 0, , 2172384, 2172392, L3:R7, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2166180  2172096, 2168054  2172331, L, 2172109, 2172116, 2172338, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2172643  2172754  2172899  2173044  2173182  2173313  2173448  2173606  2173747  2173884  2174007  2174141  2174267  2174394  2175984  2176099  2176212  2176370  2176528  2176697  2177021  2177142  2177261  2178089  2178274  2178391  2178504  2178635  2178754  2179251  2179376  2180963  2181079  2195465  2195577  2195760  2195982  2196208  2196682  2196828  2196956  2197074  2197212  2202262  2202381  2202497  2202615  2202729  2202848  2202970  2203082  2203244  2203378  2203506  2203626  2203766  2203897  2205559  2205729  2205841  2205954  2206094  2206212  2206642  2206754  2206873  2206985, 2187293  2187402  2187606  2189970  2190275  2190519  2190991  2199596, 2179380, 2179385, 2179390, 2187015  2189722  2190567  2199139, 2188039  2190484  2190945  2199729, 2200342, 2200351, 2200361, 2200512  2200521, 2201398, 2201408, , , 0, 0, 0, 0, 0, , 2207276, 2207278, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2172509  2180813  2195181  2202042, 2179372  2181085  2197169  2207088, L, 2202062, 2202073, 2207101, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2207350  2220509  2220625  2220743  2220866  2220980  2221211  2221356  2221508  2221672  2221794  2222383  2222681  2234033  2234149  2234272  2234402  2234540  2234657  2234782  2234898  2235028  2235162  2235403  2235564  2235696  2238235  2238387  2238512  2238642  2238754  2238878  2239197  2239443  2239566  2240072  2240191  2240347  2240487  2240631  2240974  2241129  2241270  2241384  2241514, , 2208001, 2208002, 2208004, , , 2232006, 2232010, 2232016, 2232166  2232171, 2232181, 2232186, , , 0, 0, 0, 0, 0, , 2241644, 2241654, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2207310  2207606  2210062  2220226  2222449  2222518  2233737, 2207376  2207961  2210223  2222322  2222494  2222857  2241573, L, 2233748, 2233754, 2241583, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2244145  2244264  2244379  2244527  2244823  2246012  2247113  2247305  2247620  2247833  2247975  2263334  2263448  2263593  2263779  2264002  2264120  2264256  2264396  2270838  2270964  2271168  2271351  2271470  2271693  2271939  2272072  2272449  2272580  2272693  2272809  2272940  2273174  2273310  2273438  2273574  2273728  2273842  2279140  2279694  2279806  2279927  2280060  2280172  2280332  2280454, 2251904  2252099  2266552  2266887  2267327  2285036  2285314  2285430  2285563  2285694  2285821  2285948  2286073  2286200  2286324  2286455  2286587  2286717  2288077  2290897  2292152  2292300  2292442  2292669  2292952  2293950  2294138  2294252  2294395  2294536  2294684  2294837  2294994  2295142  2296413  2296729, 2242475, 2242476, 2242476, 2251505  2253110  2266281  2268502  2284758, 2252345  2253539  2267278  2268752  2296727, 2283220, 2283231, 2283242, 2283393  2283404, 2283485, 2283496, , , 0, 0, 0, 0, 0, , 2296750, 2296753, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2243936  2245800  2263031  2270623  2271058  2271513  2279494, 2244825  2247993  2264381  2270903  2271407  2273851  2280784, R, 2284780, , 2296732, 2284792
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2309848  2309962  2310078  2310200  2326682  2326812  2326972  2327088  2327382  2327493  2327627  2341495  2341614  2341738  2341867  2342115  2345067  2345201  2345321  2345499  2345910  2346025  2346565  2346978, 2319142  2319683  2325047  2325481  2337850  2339695  2339902  2349524  2349903  2350515  2350670  2350838  2352927  2353045  2353177  2353315  2353445  2353579  2353715  2353856  2353992  2354137  2354298  2354428  2354586  2355165  2356231  2356355  2356491  2356626  2356762  2356905  2357050  2357191  2357352  2357504  2357974  2358109  2358225  2358379  2358553  2359404  2359573  2359709  2362542  2362777  2362985  2363115  2363240  2363367  2363493  2363625  2363756  2363918  2365839  2365984  2366344  2366588  2366740  2367104  2367212  2367370, 2297547, 2297548, 2297549, 2318935  2324669  2337086  2339304  2349219  2362202, 2319795  2325526  2337839  2340191  2359655  2367772, 2360970, 2360982, 2360995, 2361146  2361159, 2361177, 2361190, , , 0, 0, 0, 0, 0, , 2367795, 2367799, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2309619  2326486  2341238  2344928  2345800  2346429, 2310209  2327565  2342060  2345530  2346122  2346464, R, 2362385, , 2367775, 2362386
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
