max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1    48832    49072    49249    49405    49649   714441   976562  1048104  1048218  1048332  1048436  1048553  1048666  1048787  1048910  1049034  1049157  1050204  1051453  1051572  1059665  1077572  1077685  1077793  1077903  1078100  1078210  1078311  1078491  1078713  1078821  1079001  1079177  1079279  1079386  1079699  1080133  1080276  1080574  1080711  1081118  1081273  1081409  1081547  1104006  1104108  1104240  1104398  1104521  1104645  1104838  1136570  1136703  1136830  1136950  1138135  1138354  1138603  1138984  1139116  1139251  1139538  1139675  1140216  1140322  1140492  1140628, 37498    38760  1027616  1066875  1086459  1108136  1108216  1109166  1113127  1149234, 37839    40406  1035203  1069255  1089319  1108160  1108615  1110654  1119254  1160797, 44851  1145287  1147022, 45966  1146628  1147448, 47835    48185    48545  1047862  1059426  1077276  1103655  1136391  1137868, 48100    48506    49668  1051513  1059659  1081523  1104806  1136969  1140637, 1035206, 1035210, 1035214, 1145289, 1145292, 1145442  1145444, 1146630, L, 1149240, 1149244, 1160800, 0, 0, 0, 0, 0, 1160826, 1160831, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1165598  1165709  1165812  1165939  1166096  1166220  1167023  1167139  1167275  1167423  1167547  1167661  1167891  1167999  1177911  1224508  1224620  1224730  1224849  1224980  1226195  1226370  1226864  1226977  1227132  1227233  1227570, 1162179  1170966  1172707  1218871  1220135  1231145  1241053, 1163474  1171628  1175572  1219482  1222716  1231986, 1235450  1236039  1237037, 1235853  1236869  1237063, 1165426  1166759  1177738  1192896  1224346, 1166188  1168015  1177891  1193435  1227591, 1161951, 1161952, 1161953, 1235457, 1235466, 1235617  1235625, 1235861, L, 1241071, , , 1, 0, 0, 0, 1, 1241167, 1241178, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1241153
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1259079  1259199  1259329  1259450  1259747, 1245040  1252443  1252498  1252714  1261389  1281549, 1242528  1245335  1252458  1252560  1253188  1261592, 1279726, 1280194, 1258884, 1259709, 1242528, 1242529, 1242530, 1279730, 1279735, 1279886  1279890, 1280199, L, 1281558, , , 1, 0, 0, 0, 1, 1281611, 1281617, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1281601
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1297103  1297206  1317722  1317852  1318137  1318284  1318558  1318696  1329679  1341179  1341406  1343777  1343941, 1333223  1372256, 1284772  1334165, 1369225, 1370345, 1296884  1317517  1329488  1340894  1343453, 1297159  1318872  1329710  1341350  1343955, 1284772, 1284773, 1284774, 1369229, 1369235, 1369386  1369391, 1370350, L, 1372267, , , 1, 0, 0, 0, 1, 1372328, 1372335, L4:R0, 25.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1372318
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1390208  1412145  1412296  1414058  1414160  1414527  1439905  1440033  1440164  1442559  1443674  1443776  1444487  1444635  1445839  1446585  1447454  1447561  1447669  1447779  1447919  1448038  1448199  1448335  1448462  1449152  1449263  1449368  1449498  1449604  1449730  1449844  1450641  1450781  1451132  1451305  1453722  1453831  1453938  1454077  1454505  1455067  1455186  1455291  1455425  1455527  1455712  1455822  1456169  1456293  1457230  1457412  1457750  1457884  1458304  1458411  1458575  1458684  1459212  1459463  1459565  1460174  1460330  1460450  1460652  1460799  1461000  1461122  1461753  1461871  1461985  1462646  1463118  1463296  1463714  1463821  1463963  1464941  1465043  1465605  1465708  1466400  1467263  1467421  1467523  1467641  1468510  1468647  1468753  1471156  1471362  1472244  1472348  1472457  1474940  1475049  1475230  1476336  1476444  1476828  1476940  1477048  1478232  1478369  1478539  1478853  1478965  1479226  1479429  1479972  1480188  1480316  1480485  1480598  1480756  1480923  1481034  1481504  1481715  1481934  1482044  1482938  1484160  1484431  1484641  1485786  1485914  1486099  1486287  1486803  1487494  1487599  1489022  1489140  1490313  1490455  1491291  1491409  1491627  1492960  1493067  1493189  1494191  1494339  1500093  1500201  1500339  1500464  1500589  1500797  1500927  1501415  1501657  1502059  1502170  1502353  1502814  1502922  1503024  1503463  1503566  1503669  1505075  1505208  1505313  1505416  1505657  1506449  1507844  1507983  1508545, 1406486  1418520  1428427  1432254  1435279  1516508, 1372593  1407651  1418624  1432007  1434162  1437476, 1513471, 1514387, 1389945  1411954  1413221  1413735  1414290  1439703  1446278  1460665  1460737  1460819  1462247  1462339  1462505  1462704  1462766  1462844  1465318  1465417  1471460  1471595  1471845  1471930  1475391  1475609  1475770  1475869  1476054  1479255  1479725  1487036  1487188  1487284  1491418  1499917  1506249, 1390269  1412310  1413509  1414218  1414590  1445901  1460609  1460708  1460786  1462118  1462286  1462414  1462602  1462737  1462790  1465252  1465402  1471437  1471568  1471752  1471897  1475308  1475454  1475624  1475813  1476031  1479237  1479318  1486917  1487081  1487245  1491399  1495005  1505664  1508594, 1372836, 1372837, 1372837, 1513479, 1513488, 1513638  1513646, 1514396, L, 1516525, , , 1, 0, 0, 0, 1, 1516616, 1516627, L5:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1516603
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1524326  1525889  1527082  1530402  1535811  1550827, 1524239  1525851  1526558  1530201  1533100  1538799, 1547578, 1548388, , , 1524239, 1524240, 1524241, 1547581, 1547584, 1547735  1547738, 1548391, L, 1550835, , , 1, 0, 0, 0, 1, 1550879, 1550884, L6:R0, 16.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1550870
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1579534  1579653  1579755  1579911  1580056  1580353  1580501  1580611  1580717  1580856  1580985  1581243  1581415  1581698  1587905  1616542, 1557904  1562949  1569880  1569929  1574258  1630389, 1557639  1561215  1569519  1569907  1572153  1576738, 1626918, 1628256, 1579324  1581485  1587602  1616325, 1581411  1581694  1587880  1616607, 1557640, 1557641, 1557641, 1626924, 1626931, 1627081  1627087, 1628263, L, 1630402, , , 1, 0, 0, 0, 1, 1630475, 1630484, L7:R0, 14.29, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1630464
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1637978  1638102  1638239  1638485  1638703  1638884  1639045  1639300  1639443  1640031  1640166  1640528  1640673  1641300  1641413  1641573  1641725  1642406  1643511  1643702  1643835  1653813  1653930, 1633850  1660471, 1632821  1634251, 1656499, 1657664, 1637731  1643340  1653604, 1642488  1643920  1653887, 1632821, 1632822, 1632823, 1656504, 1656510, 1656661  1656666, 1657671, L, 1660483, , , 1, 0, 0, 0, 1, 1660548, 1660556, L8:R0, 12.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1660538
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1675255  1718864  1769243  1769373  1804792  1805085  1805211  1805528  1806032  1806169  1806270  1806389  1811525  1831299  1831434  1831589  1832066  1832170, 1696989  1708613  1711949  1745493  1752341  1776228  1841656  1845782  1855108  1858875  1880363, 1664226  1697307  1708956  1713336  1751082  1756738  1777314  1842612  1845999  1857665  1859246, 1872864  1874231, 1874192  1877003, 1675062  1718620  1768919  1769619  1804483  1811319  1831049, 1675335  1719286  1769470  1769745  1806492  1811760  1832155, 1664226, 1664227, 1664228, 1872872, 1872883, 1873034  1873043, 1874202, L, 1880383, , , 1, 0, 0, 0, 1, 1880485, 1880497, L9:R0, 11.11, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1880470
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1885227  1901108, 1883339  1888496, 1893141, 1895994, , , 1883339, 1883340, 1883341, 1893142, 1893146, 1893297  1893299, 1895996, L, 1901113, , , 1, 0, 0, 0, 1, 1901145, 1901149, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1901138
