max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, 195549k, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1614891  1616563  1616666  1616791  1618943  1619050  1619177  1619293  1619500  1619930  1620113  1620239  1620375  1620512  1620651  1620783  1620916  1621060  1621207  1621355  1621506  1621659  1621813  1621964  1622119  1622274  1622426  1622579  1622741  1622900  1623054  1623210  1623362  1623517  1623678  1623839  1623997  1624154  1624321  1624484  1624649  1624823  1624977  1625130  1625297  1625460  1625628  1625797  1625965  1626131  1626298  1626455  1626609  1626774  1626933  1627094  1627250  1627418  1627567  1627690  1627846  1628006  1628185  1628297  1628454  1628609  1628788  1628923  1629142  1629245  1629408  1629565  1629725  1629886  1630050  1630213  1630320  1630428  1630796  1630935  1631051  1631196  1631300  1631456  1631621  1631759  1631976  1632141  1632271  1632377  1632536  1632689  1632838   163299  1632918  1633132  1633593  1633760  1633870  1634004  1634258  1634451  1634591  1634747  1634906  1635012  1635114  1635511  1635643  1635814  1635967  1636125  1636283  1636430  1636581  1636744  1636907  1637078  1637181  1637627  1637786  1637946, , , 1617879, 1618044, 1616209  1618774, 1616883  1638049, 1615444, 1615444, 1615445, 1617881, 1617883, 1618034  1618036, 1618046, R, 1618779, 1618782, 1638053, 0, 0, 0, 0, 0, 1638077, 1638082, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1638145  1641924  1642029  1642132  1642236  1642356  1642540  1642642  1642850  1643006  1643171  1643305  1643434  1643566  1643702  1643838  1643983  1644127  1644273  1644419  1644574  1644726  1644884  1645037  1645196  1645343  1645508  1645662  1645820  1645981  1646139  1646307  1646465  1646617  1646785  1646943  1647095  1647252  1647411  1647572  1647734  1647887  1648047  1648204  1648358  1648508  1648672  1648824  1648984  1649143  1649311  1649476  1649642  1649822  1649991  1650157  1650332  1650512  1650698  1650875  1651041  1651146  1651275  1651406  1651551  1651709  1651814  1652183  1652314  1652473  1652631  1652755  1653041  1653177  1653322  1653473  1653631  1653775  1654063  1654196  1654360  1654519  1654681  1654844  1654982  1655171  1655282  1655434  1655591  1655746  1655905  1656234  1656401  1656540  1656860  1656999  1657148  1657305  1657466  1657574  1657706  1657808  1657963  1658364  1658490  1658637  1658790  1658939  1659092  1659238  1659462  1659620  1659777  1659918  1660128  1660490  1660706  1660950  1661344  1661497  1661654, , , 1638802  1640765  1640842, 1638965  1640800  1640903, 1641755, 1661689, 1638778, 1638779, 1638780, 1638803, 1638805, 1638956  1638957, 1638967, R, 1641760, 1641764, 1661693, 0, 0, 0, 0, 0, 1661719, 1661726, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1663772  1663885  1664020  1664157  1667468  1667574  1667676  1667778  1667939  1668042  1668202  1668343  1668512  1668631  1668763  1668893  1669023  1669151  1669254  1669384  1669519  1669655  1669803  1669947  1670099  1670251  1670397  1670553  1670714  1670865  1671023  1671197  1671348  1671503  1671652  1671804  1671954  1672118  1672283  1672444  1672606  1672769  1672902  1673051  1673211  1673372  1673534  1673691  1673845  1674005  1674168  1674333  1674502  1674675  1674851  1675015  1675180  1675338  1675501  1675671  1675829  1675994  1676171  1676344  1676517  1676691  1676860, , , 1664700  1664890  1665572  1665686, 1664875  1665057  1665613  1666295, 1663287  1663333  1667295, 1663307  1664223  1676878, 1662426, 1662426, 1662427, 1664702, 1664705, 1664856  1664858, 1664879, R, 1667303, 1667308, 1676890, 0, 0, 0, 0, 0, 1676965, 1676978, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1715632  1715770, 1677335  1677495  1677656  1677812  1677943  1678120  1678276  1678382  1678515  1678686  1678795  1678925  1679081  1679229  1679388  1679545  1679669  1680081  1680213  1680352  1680474  1680605  1680766  1680932  1681076  1681326  1681436  1681541  1681696  1681854  1682027  1682176  1682468  1682617  1682786  1682944  1683103  1683274  1683437  1683894  1684048  1684196  1684351  1684511  1684680  1684835  1685002  1685378  1685490  1685601  1685756  1685924  1686116  1686485  1686613  1686732  1686856  1687010  1687174  1687342  1687445  1687641  1687783  1688065  1688217  1688367  1689563  1689668  1689770  1689913  1692135  1692244  1692495  1705771  1718429  1718563  1721763  1721872  1722155  1722277  1722391  1722780  1722967  1723095  1723223  1723349  1723478  1723609  1723745  1723878  1724013  1724148  1724287  1724423  1724559  1724703  1724843  1724987  1725132  1725270  1725407  1725546  1725691  1725838  1725975  1726122  1726264  1726412  1726555  1726700  1726851  1726988  1727141  1727286  1727437  1727583  1727739  1727897  1728048  1728203  1728355  1728518  1728682  1728846  1728993  1729142  1729295  1729444  1729590  1729746  1729901  1730046  1730204  1730360  1730519  1730676  1730834  1730990  1731134  1731286  1731449  1731580  1731705  1731832  1731938  1732065  1732183  1732389  1732516  1732622  1732733  1732882  1733039  1733402  1733641  1733795  1733920  1734226  1734377  1734524  1734672  1734792  1735012  1735151  1735257  1735668  1735798  1735955  1736107  1736255  1736410  1736730  1736832  1736973  1737119  1737275  1737384  1737823  1737926  1738029  1738291  1738445  1738600  1738907  1739067  1739489  1739628  1739784  1739932  1740079  1740225  1740382  1740492  1740846  1741010  1741173  1741339  1741795  1741904  1742022  1742176  1742534  1742776  1742896  1743262  1743419  1743905  1744098  1744908  1745020  1745158  1745526  1747120  1747242  1747378  1747498  1748665  1748783  1748902, 1696194  1715297, 1696374  1715863, 1719259  1719903, 1719470  1720079, 1677163  1689263  1691766  1695012  1697260  1717982  1721599, 1688381  1689896  1692544  1695346  1697489  1718610  1749248, 1688390, 1688399, 1688407, 1719271, 1719286, 1719437  1719451, 1719483, R, 1721600, 1721602, 1749252, 0, 0, 0, 0, 0, 1749284, 1749290, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1749367  1749974  1752457  1752559  1752694  1752840  1752971  1753096  1753209  1753428  1753548  1753697  1753824  1753955  1754086  1754218  1754349  1754490  1754627  1754766  1754909  1755052  1755201  1755343  1755489  1755646  1755796  1755945  1756090  1756233  1756378  1756529  1756678  1756838  1756985  1757132  1757280  1757433  1757591  1757749  1757906  1758057  1758202  1758352  1758504  1758650  1758810  1758977  1759139  1759285  1759441  1759601  1759754  1759909  1760059  1760207  1760362  1760518  1760673  1760823  1760986  1761149  1761302  1761481  1761649  1761818  1761983  1762156  1762333  1762520  1762635  1763023  1763142  1763249  1763403  1763540  1763650  1763759  1764073  1764222  1764384  1764544  1765078  1765218  1765364  1765515  1765673  1765835  1765971  1766250  1766399  1766566  1767681  1767799  1767905  1768067  1768498  1768603  1768763  1768902  1769053  1769206  1769307  1769412  1769770  1769879  1769998  1770127  1770287  1770426  1770697  1770856  1771020  1771176  1771524  1771625  1771765  1772019  1772181  1772336  1772789  1772956  1773129  1773240  1773361  1773820  1773960  1774141  1774313  1774477  1774581  1775435  1775664  1776115  1776256  1776819  1777493  1777677  1777849  1778036, , , 1750963, 1751386, 1749663  1749831  1752288, 1749698  1750082  1778076, 1750084, 1750086, 1750087, 1750965, 1750968, 1751118  1751120, 1751389, R, 1752293, 1752297, 1778082, 0, 0, 0, 0, 0, 1778122, 1778129, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1778226  1782285  1782394  1782499  1782614  1782738  1782839  1782981  1783084  1783197  1783319  1783434  1783596  1783718  1783858  1783989  1784128  1784257  1784396  1784534  1784672  1784812  1784957  1785098  1785238  1785376  1785519  1785662  1785819  1785970  1786113  1786255  1786409  1786560  1786716  1786869  1787018  1787171  1787332  1787485  1787634  1787785  1787929  1788078  1788235  1788386  1788531  1788683  1788833  1788982  1789134  1789292  1789452  1789611  1789770  1789927  1790090  1790236  1790392  1790551  1790722  1790895  1791064  1791219  1791387  1791551  1791708  1791862  1792021  1792192  1792353  1792508  1792667  1792832  1792993  1793152  1793305  1793457  1793611  1793769  1793937  1794123  1794326  1794428  1794587  1794689  1794948  1795052  1795312  1795440  1795750  1795894  1796046  1796203  1796643  1796746  1796857  1797304  1797438  1797581  1797745  1798003  1798480  1798602  1798720  1798828  1798981  1799134  1799286  1799394  1799773  1799970  1800231  1800351  1800518  1800654  1800828  1800952  1801061  1801231  1801396  1801542  1801818  1802018  1802291  1802462  1802580  1803074  1803202  1803356  1803511  1803665  1803815  1803967  1804122  1804302  1804445  1804586  1804687  1804801  1804954  1805177  1805300  1805501  1805609  1805910  1806033  1806152  1806297  1806448  1806551  1806653  1806796  1806949  1807118  1807261  1807368  1807477  1807696, , , 1781176, 1781339, 1782116, 1807801, 1778700, 1778701, 1778702, 1781177, 1781179, 1781330  1781331, 1781341, R, 1782120, 1782122, 1807808, 0, 0, 0, 0, 0, 1807859, 1807868, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1808082  1808524  1809056  1809226  1809659  1809832  1810383  1810823  1810930  1811090  1811205  1811789  1813432  1813536  1822193  1822398  1822529  1822658  1822778  1823723  1823978  1824149  1824291  1824407  1826752  1827173  1827290  1827427  1827623  1829148, , , 1828029, 1828214, 1807994  1813269  1821816  1823556  1826287  1826405  1828964, 1811217  1813593  1822814  1824395  1826319  1827589  1829242, 1811219, 1811221, 1811223, 1828036, 1828043, 1828194  1828200, 1828221, R, 1828979, 1828987, 1829250, 0, 0, 0, 0, 0, 1829300, 1829309, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1829431  1829572  1829719  1829913  1830025  1830150  1830251  1830405  1830528  1830656  1830783  1830919  1831047  1831183  1831317  1831458  1831599  1831740  1831885  1832028  1832169  1832314  1832457  1832610  1832762  1832919  1833076  1833230  1833376  1833522  1833668  1833821  1833970  1834117  1834269  1834424  1834581  1834726  1834871  1835023  1835179  1835334  1835493  1835655  1835815  1835972  1836124  1836274  1836425  1836582  1836730  1836887  1837057  1837224  1837385  1837543  1837701  1837863  1838033  1838184  1838343  1838492  1838641  1838797  1838950  1839107  1839254  1839431  1839594  1839754  1839942  1840053  1840174  1840305  1840417  1840550  1840901  1841026  1841242  1841392  1841504  1841927  1842041  1842176  1842304  1842423  1842574  1842733  1842871  1843102  1843251  1843391  1843624  1843776  1843927  1844075  1844221  1844604  1844739  1844865  1844991  1845109  1845261  1845425  1845553  1845775  1845920  1846042  1846150  1846310  1846457  1846780  1846931  1847241  1847407  1847777  1847880  1847995  1848151  1848315  1848485  1848910  1849046  1849195  1849350  1849514  1849954  1850071  1850237  1850400  1850841  1850991  1851151  1851609  1851745  1851860  1853659  1853771  1853888  1853993  1854114  1854221  1854349  1854452  1854600  1854707  1854828  1854939  1855095  1855213  1855351  1855473  1855612  1855750  1855890  1856035  1856173  1856318  1856457  1856599  1856753  1856896  1857045  1857196  1857340  1857506  1857656  1857803  1857947  1858088  1858240  1858386  1858540  1858694  1858849  1859000  1859149  1859303  1859458  1859611  1859772  1859928  1860085  1860257  1860583  1860733  1860874  1861042  1861204  1861372  1861529  1861677  1861834  1862004  1862169  1862323  1862491  1862668  1862838  1863015  1863130  1863317  1863437  1863548  1863649  1863758  1863913  1864049  1864270  1864449  1864576  1864832  1864967  1865128  1865288  1865439  1865593  1865747  1865902  1866046  1866193  1866337  1866490  1866656  1866838  1866968  1867125  1867292  1867458  1867591  1867788  1867895  1868033  1868201  1868366  1868523  1868920  1869054  1869248  1869398  1869548  1869702  1869862  1870000  1870200  1870310  1870424  1870580  1870743  1871245  1871465  1871587  1872073  1872179  1872335  1872496  1872969  1873510  1873765  1874421  1874702, , , 1852493, 1852667, 1829437  1853482, 1851904  1874727, 1851907, 1851911, 1851914, 1852497, 1852502, 1852652  1852657, 1852672, R, 1853492, 1853497, 1874734, 0, 0, 0, 0, 0, 1874777, 1874785, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1876274  1876421  1876576  1877638  1880060  1880544  1880649  1882777  1883108  1887767  1887880  1887981  1888112  1888227  1888460  1888574  1888711  1888836  1888960  1889085  1889208  1889338  1889472  1889605  1889742  1889879  1890015  1890151  1890292  1890443  1890582  1890722  1890864  1891006  1891158  1891299  1891452  1891597  1891739  1891890  1892040  1892182  1892336  1892489  1892639  1892790  1892951  1893111  1893266  1893421  1893567  1893731  1893886  1894048  1894197  1894349  1894517  1894678  1894842  1895004  1895160  1895328  1895496  1895656  1895816  1895983  1896143  1896296  1896466  1896630  1896788  1896946  1897101  1897274  1897447  1897622  1897751  1897962  1898079  1898219  1898378  1898671  1898805  1898931  1899049  1899198  1899598  1899733  1899890  1900453  1900572  1900720  1900825  1900946  1901092  1901238  1901394  1901526  1901773  1901895  1901998  1902119  1902271  1902431  1902591  1902692  1902794  1903100  1903222  1903331  1903479  1903626  1903783  1904170  1904308  1904464  1904626  1905026  1905161  1905319  1905485  1905899  1906038  1906195  1906348  1906500  1906653  1906793  1907105  1907253  1907407  1907571  1907731  1908137  1908284  1908446  1908905  1909062  1909224, , , 1883551, 1883987, 1875920  1879685  1882373  1887595, 1876614  1880631  1883140  1909248, 1875708, 1875709, 1875710, 1883554, 1883558, 1883709  1883712, 1883991, R, 1887604, 1887608, 1909254, 0, 0, 0, 0, 0, 1909295, 1909303, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1911183  1911386  1911553  1912925  1913028  1913187  1913301  1913475  1913592  1913706  1913821  1913942  1914046  1914150  1914357  1914485  1914619  1914759  1914892  1915029  1915164  1915307  1915447  1915589  1915729  1915878  1916029  1916176  1916336  1916482  1916633  1916787  1916940  1917087  1917234  1917383  1917535  1917690  1917840  1917984  1918134  1918280  1918436  1918598  1918756  1918906  1919061  1919220  1919378  1919538  1919700  1919862  1920021  1920181  1920329  1920495  1920655  1920809  1920965  1921124  1921279  1921436  1921604  1921755  1921909  1922062  1922215  1922363  1922529  1922694  1922871  1922986  1923165  1923303  1923442  1923568  1923777  1923925  1924080  1924238  1924615  1924749  1924903  1925063  1925545  1925671  1925783  1925909  1926014  1926160  1926319  1926471  1926627  1926841  1927340  1927481  1927630  1927788  1927950  1928337  1928478  1928631  1928786  1928941  1929086  1929264  1929365  1929489  1929640  1929800  1929908  1930016  1930399  1930542  1930695  1930850  1931015  1931415  1931566  1931717  1931861  1932029  1932171  1932405  1932542  1932703  1932864  1933257  1933413  1933571  1933711  1933991  1934125  1934280  1934431  1934582  1934735  1934887  1935042  1935206  1935355  1935603  1935765  1935931  1936304  1936408  1936522  1936681, , , 1911813, 1911978, 1910629  1912756, 1911502  1936788, 1910468, 1910468, 1910469, 1911814, 1911817, 1911968  1911970, 1911980, R, 1912761, 1912764, 1936796, 0, 0, 0, 0, 0, 1936840, 1936847, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1936954  1940040  1940349  1940478  1940657  1942297  1942401  1942525  1942637  1942777  1942890  1943035  1943172  1943309  1943472  1943597  1943722  1943851  1943982  1944115  1944250  1944382  1944524  1944670  1944817  1944955  1945098  1945238  1945383  1945537  1945686  1945837  1945991  1946144  1946292  1946445  1946596  1946740  1946897  1947056  1947208  1947376  1947524  1947668  1947816  1947970  1948116  1948268  1948420  1948575  1948729  1948892  1949055  1949200  1949355  1949513  1949663  1949815  1949975  1950127  1950279  1950433  1950590  1950755  1950919  1951072  1951226  1951378  1951531  1951681  1951840  1952006  1952163  1952315  1952471  1952630  1952793  1952972  1953075  1953283  1953385  1953524  1953692  1953822  1953928  1954077  1954230  1954376  1954526  1954653  1954762  1954921  1955346  1955475  1955868  1955991  1956145  1956266  1956367  1956527  1956944  1957085  1957241  1957380  1957666  1957811  1957967  1958117  1958272  1958413  1958703  1958857  1959033  1959194  1959353  1959667  1959772  1959882  1960032  1960185  1960564  1960708  1960866  1961029  1961166  1961398  1961541  1961697  1961853  1962021  1962389  1962537  1962690  1962852  1962986  1963090  1963443  1963577  1963747  1963908  1964295  1964446  1964602  1964897  1965246  1965471  1965583  1965812  1965916  1966029  1966130  1966234  1966343  1966496  1966671  1966826  1967204  1967361  1967481  1968047  1968213  1968322  1968884  1969360  1969525  1969681  1969785  1970288  1970447  1971046, , , 1941182, 1941347, 1939843  1942128, 1940674  1971109, 1937956, 1937957, 1937958, 1941184, 1941187, 1941337  1941339, 1941349, R, 1942134, 1942137, 1971118, 0, 0, 0, 0, 0, 1971177, 1971188, L0:R10, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, ×, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1972773, 1972936, 1973655, 1973694, 1971909, 1971909, 1971910, 1972774, 1972776, 1972927  1972928, 1972938, R, 1973660, , , 1, 0, 0, 0, 1, 1973686, 1973690, L0:R10, 90.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1973681, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1974114  1974387  1974557  1976080  1976191  1976352  1976467  1976591  1976756  1976864  1976980  1977099  1977214  1977350  1977455  1977608  1977784  1977919  1978055  1978193  1978334  1978472  1978612  1978764  1978913  1979061  1979212  1979363  1979515  1979658  1979804  1979949  1980097  1980253  1980399  1980551  1980716  1980881  1981037  1981192  1981345  1981504  1981660  1981836  1981999  1982157  1982311  1982470  1982628  1982784  1982939  1983095  1983259  1983422  1983564  1983747  1983905  1984069  1984217  1984382  1984552  1984716  1984871  1985032  1985191  1985349  1985510  1985672  1985825  1985990  1986160  1986321  1986472  1986631  1986754  1987286  1987428  1987598  1987753  1987894  1988039  1988165  1988335  1988463  1988565  1988719  1988843  1989053  1989183  1989323  1989533  1989675  1989829  1990161  1990404  1990534  1990684  1990846  1991281  1991417  1991557  1991717  1991872  1992191  1992307  1992547  1992698  1992852  1993006  1993164  1993330  1993599  1993745  1993896  1994030  1994173  1994354  1994457  1994585  1994695  1995078  1995233  1995475  1995641  1996037  1996180  1996337  1996498  1996937  1997054  1997212  1997371  1997520  1997674  1997836  1997995  1998131  1998292  1998431  1998540  1998672  1998782  1998944  1999105  1999485  1999645  1999802  1999936  2000283  2000444  2001319  2001482  2001642  2002852  2003112, , , 1975058, 1975223, 1973747  1975911, 1974526  2003186, 1974527, 1974528, 1974529, 1975059, 1975062, 1975213  1975215, 1975225, R, 1975916, 1975920, 2003193, 0, 0, 0, 0, 0, 2003242, 2003251, L0:R10, 90.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , , 
