max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   171787   171921   172023   172130   175304   181602   181769   182480   182596   182838  1005387  1005492  1005600  1005705  1005808  1007593  1011298  1169295  1169409  1169611  1169722  1169848  1169952  1170055  1170159  1170264  1170380  1170498  1170610  1170724  1170848  1171021  1171159  1171280  1171384  1171508  1171838  1171951  1172151  1172431  1172608  1172720  1172823  1172940  1173078  1173179  1173308  1173438  1173612  1173723  1195626  1195742  1195876  1196025  1196144  1196248  1196366  1196476  1211631  1211743  1211846  1211960  1212075  1217811  1233811  1233912  1234016  1234121  1234264  1234485  1234683  1234809  1234921  1235045  1235149  1236132  1236274  1236419  1236520  1236640  1236754  1236884  1236995  1237104  1237950  1238092  1238225  1238346  1238478  1238592  1239318  1239457  1239831  1239970  1240085  1240284  1241020  1241142  1241255  1242102  1242220  1242369  1242515  1242636  1242782  1242905  1243089  1243852  1243965  1244093  1244204  1245033  1245145  1245254  1245494  1245676  1245802  1245974  1246243  1249067  1249172  1249382  1249510  1249639  1249884  1273799  1274691  1274814  1274916  1275027  1275238  1275339  1275455  1275603  1275714  1275831  1275941  1276067  1276188  1276302  1276431  1276558  1276750  1276877  1277003  1277131  1277268  1277408  1277557  1279105  1279263  1279367  1279490  1279592  1279703  1279887  1279989  1280181  1280334  1280480  1280629  1280750  1281360  1281479  1281581  1281789  1281932  1282099  1282263  1282369  1282480  1282612  1284124  1284391  1284540  1284689  1284829  1284996  1285122  1285241  1285368  1285480, 1, 180236   180779   180981  1169117  1195367  1211508  1217634  1217799  1233446  1246267  1248828  1248905  1274529, 180562   180846   182898  1173734  1196514  1212189  1217778  1218008  1246225  1246306  1248861  1249838  1285601, 190273  1176797  1184464  1184666  1199180  1221671  1221736  1255800  1262140  1264609  1264752, 190908  1180884  1184506  1186091  1199763  1221716  1222886  1262108  1262415  1264737  1264801, 191375  1268837  1269182  1269321  1269473  1269587, 191889  1269036  1269248  1269393  1269515  1269735, 1174886, 1174895, 1174903, 1268847, 1268858, 1269009  1269019, 1269047, L, 1274555, 1274568, 1285607, 0, 0, 0, 0, 0, 1285649, 1285657, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1285771  1285889  1286212  1286327  1286452  1307888  1307994  1308095  1308325  1308482  1308610  1309016  1309121  1309227  1309588  1313142  1313280  1313389  1313492  1313609  1328410  1328535  1328683  1328786  1328964, , 1285767  1307608  1307709  1309924  1312953  1328187  1328290, 1286437  1307645  1309584  1309942  1313571  1328274  1329056, 1290908  1292261  1317950  1330824  1331101  1377612  1387612, 1291891  1294257  1321835  1330924  1332162  1377908  1387830, 1383961, 1384153, 1286863, 1286865, 1286867, 1383969, 1383979, 1384130  1384138, 1384161, R, 1387630, , 1387839, 0, 0, 0, 0, 0, 1387899, 1387910, L1:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1387639, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1411526  1411629  1411897  1412003  1412202  1412316  1412440  1412738  1412912  1413033  1413213  1413315  1414435  1414579  1414721  1415452  1420327  1420516  1420626  1420741  1420940  1421071  1421240  1421390  1443512  1443623  1443790  1443966  1444075  1444364  1444483  1444618  1444722  1445221  1446085  1446276  1446541  1446644  1448638  1448767  1448955  1449058  1449328  1449465  1449579  1450099  1450695  1450970  1451471  1452523  1452636  1452761  1452894  1453034  1476819  1476933  1477040  1477228  1486978  1487115  1487221  1487436  1487539  1487714  1488015  1488196  1488631, , 1411262  1420566  1443249  1448499  1476648  1486667  1487289, 1415479  1421536  1446608  1452972  1477216  1487245  1488595, 1388062  1396950  1397670  1430490  1431906  1438337  1438616  1440448  1455656  1456334  1493144  1493228  1505342, 1395742  1397491  1397800  1431567  1435212  1438425  1439825  1442464  1455988  1456694  1493207  1494183  1511525, 1496761  1497252  1498063  1498199  1498337  1498473  1498604  1498746  1498860  1499002  1502377  1502529  1503312, 1496927  1497311  1498120  1498279  1498414  1498557  1498655  1498767  1498967  1500818  1502402  1502728  1503371, 1395742, 1395744, 1395745, 1496763, 1496766, 1496916  1496919, 1496929, R, 1505356, , 1511532, 0, 0, 0, 0, 0, 1511581, 1511590, L1:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1505363, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1512400  1513461  1514323  1520462  1528029, 1512994  1513709  1515470  1520491  1540851, 1524337  1525097  1525855, 1524504  1525812  1525894, 1512248, 1512249, 1512249, 1524339, 1524342, 1524493  1524495, 1524507, R, 1528036, , 1540855, 0, 0, 0, 0, 0, 1540885, 1540891, L1:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1528041, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1554331  1554479  1554609  1554725  1555385  1555525  1555643  1555767  1556038  1556165  1556287  1556406  1556692  1556839  1556980  1558406  1560229  1560349  1560530, , 1554170  1556512  1558295  1560113, 1556447  1557065  1558361  1560502, 1540994  1542335  1547444  1548610  1563787  1570032, 1541464  1546243  1548091  1549401  1564700  1578122, 1566178  1566818  1566909  1567272  1567608  1567692, 1566361  1566882  1566976  1567535  1567678  1568619, 1541465, 1541466, 1541467, 1566184, 1566191, 1566342  1566348, 1566368, R, 1570050, , 1578131, 0, 0, 0, 0, 0, 1578190, 1578201, L1:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1570059, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1593970  1594348  1594577  1594713  1594820  1595019  1596247  1596382  1596484  1596876  1616314  1616536  1616804  1616925  1617481  1617603  1617741  1617882  1617987  1618466  1618603  1618710  1619172  1619305  1619756  1619871  1620123  1620237  1620350  1620481  1627671  1627809  1627948  1628089  1628229  1628627  1629375  1629511  1629640  1629799  1629935  1630078  1630409  1630526  1631279, , 1594327  1616023  1616163  1627478  1627704  1629251, 1596881  1616040  1620496  1627662  1628708  1631428, 1579977  1580042  1581463  1582711  1583824  1588824  1588893  1605879  1609774  1613757  1613932  1634958  1635828  1642318  1642467  1647304, 1580032  1580954  1581780  1583099  1585841  1588870  1590259  1606398  1610326  1613845  1614978  1635676  1635871  1642337  1642746  1653392, 1646132, 1646498, 1578831, 1578831, 1578832, 1646144, 1646158, 1646309  1646322, 1646499, R, 1647306, , 1653393, 0, 0, 0, 0, 0, 1653404, 1653407, L1:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1647307, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1654043  1660155, 1654457  1665986, 1658307, 1658470, 1653966, 1653967, 1653967, 1658308, 1658311, 1658461  1658462, 1658472, R, 1660160, , 1665989, 0, 0, 0, 0, 0, 1666008, 1666012, L1:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1660163, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1671818  1671933  1672061  1672257  1672395  1672508  1693490  1693609  1693724  1693845  1693964, , 1671680  1693344, 1672517  1693952, 1666067  1667374  1676878  1696225  1696855  1704427, 1666073  1668295  1677901  1696818  1697861  1716796, 1699693  1700555  1701198  1702178, 1700245  1700631  1702096  1702991, 1666511, 1666512, 1666513, 1699697, 1699703, 1699854  1699859, 1700250, R, 1704440, , 1716803, 0, 0, 0, 0, 0, 1716848, 1716856, L1:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1704448, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1738089  1738213  1738318  1738428  1738574  1743337  1743536  1743638  1743739  1743870  1744068  1744169  1744284  1744393  1744541  1744704  1792487  1792592  1792706  1792872  1793002  1793207  1793316  1805016  1805187  1805300  1805404  1805526  1805648  1805759  1805981  1806346  1806512  1806664  1806801  1806906  1840674  1840815  1841028  1841181  1841386  1846117  1846341  1846688  1846815  1847326  1847536  1848121  1848246  1848418  1849358  1849477  1849611  1849746  1879895  1880015  1880147  1880260  1880395  1880539  1880642  1880802  1880910  1881178, , 1737522  1738015  1743171  1792349  1795576  1805040  1840345  1840598  1845307  1845810  1879688  1879832, 1737562  1738633  1744694  1793419  1795935  1806849  1840404  1841457  1845335  1849708  1879780  1881146, 1719922  1721641  1731599  1735271  1747653  1748269  1756300  1759051  1785980  1790523  1799761  1818005  1818454  1823519  1825777  1827122  1827417  1837674  1851370  1882647  1886731  1911926  1918065, 1720893  1723156  1731958  1736054  1748132  1750180  1757077  1760098  1786669  1790910  1800422  1818391  1818609  1824976  1827065  1827354  1828304  1838308  1862226  1883734  1894088  1912689  1928422, 1915367  1915654, 1915613  1915907, 1717463, 1717464, 1717465, 1915373, 1915381, 1915531  1915538, 1915620, R, 1918081, , 1928430, 0, 0, 0, 0, 0, 1928482, 1928492, L1:R8, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1918089, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1928704  1929565  1937039, 1929007  1929830  1946500, 1933717  1933931  1934767  1935425, 1933887  1934429  1935230  1935657, 1929238, 1929239, 1929240, 1933718, 1933721, 1933872  1933874, 1933889, R, 1937046, , 1946504, 0, 0, 0, 0, 0, 1946531, 1946536, L1:R9, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1937050, , , 
