max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   155628   155738   155873   156262   156377   156950   157068   157173   157697   157805   158370   158982   166814   173057  1562989  1563099  1563230  1563520  1563917  1564181  1564290  1564412  1570338  1702818  1894133  1894239  1894347  1894561  1894670  1894780  1894894  1895005  1895119  1895234  1895487  1895597  1895729  1895836  1895943  1896051  1896195  1896309  1896418  1896537  1896662  1896770  1896882  1897006  1897174  1950738  1950844  1950956  1951170  1951278  1951384  1951491  1951597  1951703  1951814  1951941  1952069  1952194  1952324  1952432  1952559  1952687  1952819  1952946  1953089  1953222  1953336  1953447  1953569  1953678  1953831  1953943  1954051  1954172, 1   157768   157888   158275   158397   158515   158741   158846   158953   159063   159192   159302   159489   159592   159704   167451   175585   181995  1564100  1564205  1564342  1564464  1564573  1564867  1564990  1565103  1565219  1701821  1859084  1859188  1859291  1859432  1859555  1859668  1859773  1859877  1859987  1860101  1860206  1860310  1860413  1860516  1860627  1860744  1860872  1860988  1861105  1861245  1861395  1861511  1861654  1861801  1861925  1862077  1862208  1862352  1862504  1862641  1862775  1862920  1863066  1863218  1863360  1863512  1863658  1863802  1863948  1864092  1864256  1864402  1864542  1864692  1864838  1864981  1865141  1865284  1865435  1865582  1865751  1865894  1866040  1866341  1866493  1866647  1866805  1866963  1867118  1867273  1867436  1867594  1867757  1867917  1868067  1868232  1868651  1868767  1868883  1869009  1869136  1869241  1869344  1869497  1869648  1869808  1869971  1870121  1870360  1870508  1870627  1870791  1870947  1871117  1871276  1871435  1871623  1871755  1871902  1872137  1872246  1872396  1872570  1872739  1872987  1873102  1873324  1873429  1873582  1873835  1873973  1874099  1874259  1874434  1874592  1874837  1874963  1875081  1875246  1875414  1875622  1875750  1875927  1876165  1876284  1876427  1876583  1876760  1876914  1877065  1877264  1877424  1878088  1878757  1878897  1879056  1879222  1879377  1879541  1879705  1880043  1880174  1880340  1880510  1880683  1880894  1881019  1881164  1881332  1881547  1881650  1881753  1881895  1882230  1882356  1882506  1885445  1886346, 166592  1893929  1897737  1907548  1950505, 173023  1897169  1897990  1907695  1954213, 175426  1858886  1868465  1885200  1904702  1926415, 181971  1868263  1882477  1885479  1904807  1926469, 1838641, 1838648, 1838656, 1946802  1947728, 1946806, 1946811, 1946961  1946966, 1947352  1948046, 1947356, L, 1950516, 1950522, 1954223, 0, 0, 0, 0, 0, 1954280, 1954290, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1954428  1962232  1962389  1997165  2009819  2012261  2012367  2030458  2030614  2030907, 1968303  1987383  2035756  2045019  2045185  2045313  2045918  2070320  2070430  2070541  2070653  2070777  2070888  2071018  2071131  2071237  2071346  2071456  2071559  2071677  2071781  2071906  2072032  2072187  2072318  2072457  2072561  2072726  2073046  2073158  2073292  2073395  2073535  2073694  2073806  2073948  2074083  2074221  2074366  2074517  2074739  2074848  2074960  2075082  2075351  2075504  2075667  2075790  2075949  2076171  2076275  2076500  2076605  2076732  2076884  2077045  2077202  2077365  2077532  2077696  2077847  2078010  2078218  2078359  2078526  2078684  2078804  2078984  2079148  2079310  2079414, 1996729  1996812  2008734  2008776  2009625  2012103  2030281  2030356  2050939, 1996748  1997152  2008767  2008866  2009942  2012360  2030345  2030935  2051310, 1967955  1987070  2035391  2044718  2045383  2070125, 1968589  1987335  2035704  2045342  2045398  2079444, 1955548, 1955549, 1955549, 2060683  2066130, 2060690, 2060699, 2060850  2060858, 2060871  2066987, 2060879, R, 2070142, , 2079447, 0, 0, 0, 0, 0, 2079473, 2079478, L1:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2070153, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2102197  2102312  2102512  2102657  2104497  2104609  2124684  2124809  2124960  2125176  2125299  2132486  2132597  2132784  2132894  2133121  2133230  2133452  2133753  2133878  2134007  2134124  2134243, 2082013  2082122  2082250  2082402  2082537  2082677  2082891  2083166  2083298  2083405  2083560  2083672  2083777  2095309  2095426  2098726  2098905  2099010  2099218  2110461  2110568  2151733  2151836  2151937  2152041  2152145  2152261  2152404  2152512  2152623  2152776  2152892  2153009  2153130  2153251  2153403  2153530  2153800  2153949  2154080  2154211  2154329  2154509  2154651  2154758  2154902  2155046  2155194  2155339  2155482  2155628  2155806  2155936  2156088  2156238  2156403  2156552  2156709  2156874, 2102111  2104333  2124437  2124488  2124853  2125034  2132188  2141530, 2102528  2104531  2124462  2124828  2124866  2125272  2134303  2143197, 2081818  2095001  2098518  2110199  2151538, 2083729  2095444  2099234  2110507  2157006, 2080239, 2080239, 2080240, 2146321  2146602, 2146332, 2146343, 2146494  2146505, 2146521  2147208, 2146531, R, 2151560, , 2157009, 0, 0, 0, 0, 0, 2157030, 2157034, L1:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2151572, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2168007  2168129  2181475  2181588  2194195  2194320  2219498  2219611  2229007  2229707  2229946  2263827  2265220  2265935  2266495  2266623  2266752  2266868  2266981  2267122  2267247  2267456  2268256  2268382  2268531  2268715  2268913  2281665  2283664  2283793  2284887  2285240  2296289  2296408  2296521  2296693  2296800  2296917  2297049  2297171  2298988  2299151  2300878  2301014  2305317  2316115  2321783  2322013  2322246  2322362  2322478  2322585  2322858  2351611  2351833  2351968  2378379  2433833  2434962  2500471  2500582  2500701  2500807  2500935  2501041  2501148  2501255  2501364  2501475  2501595  2501724  2501853  2501972  2502127  2502256  2502390  2502538  2502665  2502799  2502937  2503082  2503230  2503355  2503504  2503637  2503791  2503950  2504101  2504214  2504405  2504539  2504672  2504914  2505068  2505221  2505371  2505526  2505650  2506188  2506338  2506444, 2157089  2159828  2160045  2160164  2160275  2160393  2163711  2178009  2186185  2186294  2189603  2207029  2338000  2339043  2409198  2418033  2418161  2447587  2447763  2492518, 2167817  2181186  2193851  2219029  2219314  2222828  2224503  2229913  2262620  2263665  2281369  2281457  2283398  2284644  2284819  2295911  2296096  2298848  2300740  2305116  2315939  2321549  2351416  2374289  2374321  2376463  2402192  2433463  2434623  2463566  2500131, 2168246  2181635  2194265  2219183  2219662  2222920  2225558  2229930  2262939  2268697  2281415  2281707  2283741  2284779  2285070  2296052  2297091  2299223  2300981  2305485  2316182  2322559  2352019  2374303  2374357  2376570  2402319  2433984  2434880  2463657  2506511, 2159551  2159899  2163415  2177723  2185858  2189082  2189157  2189333  2206729  2337652  2408864  2417846  2447253  2447295  2451077  2461516  2492276, 2159803  2160321  2163732  2178137  2186326  2189134  2189174  2189643  2207244  2337982  2409381  2418372  2447270  2447928  2451266  2461633  2492571, 2157675, 2157676, 2157678, 2497741, 2497753, 2497766, 2497917  2497929, 2497948, 2497961, L, 2500157, 2500329, 2506516, 0, 0, 0, 0, 0, 2506553, 2506560, L2:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2506649  2508572  2521372  2521487  2521608  2522190  2522362  2537130  2537241  2550075  2550198  2593876  2593984  2625467  2625761  2625871  2636136  2636602  2636834  2637204  2642225  2642332  2642525  2642634  2642784  2643012  2643140  2643419  2643525  2643631  2643756  2644104  2644233  2644343  2644475  2644608  2644719  2645202  2645334  2645441  2645776  2648269  2665754  2665868  2697206  2697333  2697548  2697669  2697775  2697882  2697988  2698095  2698200  2698320  2698445  2698662  2698770  2698902  2699070  2699197  2699340  2699484  2699619  2699731  2699878  2700034  2700185  2700333  2700464  2700619  2700726  2700834  2700941  2701076  2701183  2701339  2701496  2701658, 2511733  2511908  2512020  2513435  2513540  2513681  2513926  2514031  2514142  2518163  2525186  2526678  2527037  2600017  2612237  2622386  2656768  2683049, 2507984  2521109  2522079  2536909  2549830  2549862  2593687  2625164  2635919  2636306  2641971  2648012  2648327  2665530  2696985, 2508170  2521661  2522452  2537247  2549848  2550241  2594010  2626055  2636074  2637160  2645733  2648298  2648365  2665932  2701724, 2511401  2513255  2517938  2524803  2526476  2599665  2611974  2622159  2656516  2661543  2682749, 2511990  2514172  2518243  2525361  2527050  2600320  2612258  2622473  2656895  2661771  2683439, 2507193, 2507194, 2507194, 2694903, 2694906, 2694910, 2695061  2695065, 2695307, 2695311, L, 2696993, 2696998, 2701732, 0, 0, 0, 0, 0, 2701787, 2701796, L3:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2701928  2702185  2702296  2721546  2721656  2725041  2733637  2733767  2745045  2745404  2745521  2751995  2760611  2765887  2778826  2778945  2779051  2779950  2790076  2790187  2797416  2863876  2864003  2864113  2864223  2864516  2864709  2865797  2865991  2866165  2871665  2871804  2871924, 2716228  2735718  2770397  2782483  2827919  2828026  2846473, 2702027  2721305  2724776  2732063  2733456  2744742  2744811  2751772  2765721  2778613  2779839  2786354  2786896  2789660  2797152  2830442  2843402  2843733  2863694  2865857  2871484  2893014, 2702262  2722165  2725124  2732357  2733710  2744767  2745158  2752026  2766002  2779100  2780034  2786843  2786910  2790268  2797398  2830562  2843681  2843894  2864728  2866251  2872015, 2715969  2735484  2770147  2782206  2827578  2846208  2888936, 2716310  2735829  2770566  2782988  2828042  2846462  2889167, 2702503, 2702505, 2702506, 2891205, 2891207, 2891209, 2891360  2891362, 2891370, 2891372, L, 2893019, , , 1, 0, 0, 0, 1, 2893053, 2893058, L4:R2, 83.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2893047
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2893301, 2907162, 2895882, 2893415  2896258, 2898109  2906533  2923999, 2898365  2906542, 2893661, 2893662, 2893663, 2911374  2912929, 2911376, 2911380, 2911530  2911533, 2912447  2913121, 2912450, R, 2924006, , , 1, 0, 0, 0, 1, 2924049, 2924055, L4:R3, 71.43, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2924042
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2942310  2949743  2949863, 2924243, 2941306  2942119  2949591  2954944, 2941396  2942449  2949870, 2933225, 2924385  2933472, 2924578, 2924579, 2924580, 2953026, 2953030, 2953034, 2953184  2953187, 2953237, 2953242, L, 2954953, , , 1, 0, 0, 0, 1, 2954997, 2955003, L5:R3, 62.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2954990
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2955223, 2968311, 2974380, 2955552, 2968039, 2968360, 2955553, 2955554, 2955555, 2972293, 2972294, 2972297, 2972448  2972450, 2972458, 2972460, L, 2974385, , , 1, 0, 0, 0, 1, 2974419, 2974424, L6:R3, 55.56, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2974413
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2974641  2974767  2976808  2977641, 3000730  3015022  3018975  3019088  3019297  3019406  3019633  3020260  3020384  3020619  3020766  3020912  3021049  3021224  3021364  3021497  3021611  3021836  3021993  3022158  3022340  3022575  3022683  3022842  3023031  3023188  3023352  3023527  3023746  3023898  3024260  3024383  3024491  3024711  3028756  3030578  3030907  3035626  3035735  3035878  3036031  3036166  3040892, 2977390, 2974846  2977586, 3000424  3001070  3001346  3002583  3003276  3003709  3004357  3013213  3014162  3014731  3018523  3018796  3018865  3025764  3029182  3030428  3030710  3035130  3040674, 3000827  3001175  3001375  3002607  3003551  3003845  3006251  3013348  3014584  3015138  3018745  3018844  3024744  3028658  3029907  3030445  3030799  3036185  3041002, 2974940, 2974941, 2974943, 3048396  3049711  3049872  3059476  3059545, 3048409, 3048423, 3048574  3048743, 3049403  3049813  3052985  3059528  3061601, 3049404, , , , , 1, 1, 0, 0, 0, 3064431, 3064435, L6:R3, 55.56, 000(1)1, 000(1)1, , 204, no_go, 3064424
