max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3824418  3824529  3826620  3832085  3836754  3836861  3836966  3837078  3837197  3837310  3837431  3837579  3837862  3838270  3838376  3838671  3838807  3838974  3839100  3839247  3839374  3839529  3839677  3839784  3839923, , 3844068, 3845063, , , 3826408  3831892  3836517  3847002, 3824827  3826671  3832441  3839988, 3824846, 3824848, 3824849, 3844073, 3844079, 3844230  3844235, 3845069, L, 3847014, , , 1, 0, 0, 0, 1, 3847076, 3847085, L8:R2, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3847067, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3847279  3847393  3847528  3847662  3847769  3847876  3847984  3848172  3858127  3858270  3858396  3858682  3863746  3865524  3865676, , 3867090  3867593  3868277  3868903  3869150, 3867264  3868177  3868886  3868992  3870689, , , 3857852  3863479  3865366  3873367, 3848224  3858713  3863817  3865640, 3848225, 3848227, 3848229, 3867095, 3867099, 3867250  3867254, 3867268, L, 3873379, , , 1, 0, 0, 0, 1, 3873445, 3873454, L9:R1, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3873435, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3873594  3873804  3873918  3874089  3893403  3893607  3893760  3893893  3894156, , 3895648, 3897388, 3877042  3877771  3883881  3891735, 3877395  3878584  3884168  3892072, 3875335  3893231  3899017, 3873941  3875499  3894151, 3874093, 3874094, 3874095, 3895652, 3895657, 3895808  3895812, 3897393, L, 3899027, , , 1, 0, 0, 0, 1, 3899082, 3899089, L10:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3899073, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3899228  3900347  3900460  3900695, , 3922504  3924012, 3922774  3924195, 3902400  3902860  3906027  3909244  3912004, 3902828  3903004  3907380  3909457  3912229, 3900197  3900619  3926286, 3899400  3900435  3900703, 3899610, 3899611, 3899612, 3922508, 3922513, 3922663  3922667, 3922778, L, 3926296, , , 1, 0, 0, 0, 1, 3926352, 3926360, L10:R0, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3926343, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3926707  3927083  3927216  3927435  3927555  3927719, , 3932001  3932385  3933234  3933818, 3932169  3932950  3933449  3933969, 3929741, 3930196, 3935679, 3927777, 3927778, 3927780, 3927781, 3932003, 3932006, 3932157  3932160, 3932172, L, 3935687, , , 1, 0, 0, 0, 1, 3935735, 3935740, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3935727, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3935877  3941811  3941927  3942060  3942162  3942379  3950640  3950753  3950967  3951980  3952084  3952369  3952623  3953444  3953784  3953889  3954035  3954289  3954442  3954553  3954669  3954804  3954977  3955132  3955282  3956967  3957107  3957677  3963494  3978121  3993382  3993490  4015114  4015224, , 4018037  4019154, 4019087  4021376, 3981319  3985514  4002215  4004580  4005026, 3982276  3985839  4002438  4004968  4005047, 3941703  3950461  3952456  3956874  3957524  3963298  3977903  3978910  3979407  3993166  4014899  4024445, 3935966  3942455  3950969  3952465  3957074  3957689  3963648  3978235  3979124  3979534  3993509  4015240, 3936229, 3936230, 3936231, 4018048, 4018059, 4018210  4018221, 4019098, L, 4024469, , , 1, 0, 0, 0, 1, 4024583, 4024596, L10:R0, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4024567, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4024779  4025030  4025996  4026193  4026335  4026449  4026577  4026699  4026848  4026979  4027081  4027255  4027426  4027642  4027842  4028822  4029097  4029219  4029371  4029558  4029671  4029850  4048852  4048988  4051372  4058676, , 4060310, 4061234, 4043259  4044761  4044839, 4043627  4044797  4044890, 4025019  4025810  4026867  4027166  4048673  4051094  4058508  4063718, 4024887  4025146  4026815  4027128  4030080  4049011  4051347  4058842, 4025451, 4025453, 4025454, 4060317, 4060325, 4060476  4060484, 4061242, L, 4063734, , , 1, 0, 0, 0, 1, 4063819, 4063830, L10:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4063807, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4063991, , 4093740  4094090  4094910  4098894, 4093911  4094330  4098854  4098958, 4073007  4078659, 4073293  4078891, 4101224, 4064106, 4064773, 4064774, 4064775, 4093742, 4093745, 4093895  4093897, 4093913, L, 4101232, , , 1, 0, 0, 0, 1, 4101277, 4101282, L10:R0, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4101269, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4101518  4101626  4101856  4106780  4111740  4111847  4111950, , 4113764  4114723  4115158  4115492  4116362  4117984, 4114700  4115058  4115435  4116283  4117931  4118089, , , 4106560  4111586  4121004, 4101848  4106802  4111894, 4102141, 4102142, 4102145, 4113766, 4113770, 4113921  4113924, 4114703, L, 4121014, , , 1, 0, 0, 0, 1, 4121072, 4121079, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4121063, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4121193  4121356  4121478  4121592  4121703  4121807  4121940  4122137  4122267, , 4125136  4126080, 4125304  4126671, , , , 4122457, 4122458, 4122460, 4122462, 4125138, 4125142, 4125293  4125295, 4125307, , , , , 1, 1, 0, 0, 0, 4140341, 4140346, L10:R0, 0.00, 000(1)1, 000(1)1, 204, no_go, 4140335, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4164883  4164992, , 4174248  4178409  4180062  4180363  4180796, 4174420  4179755  4180195  4180640  4180854, 4160600  4161053  4162177  4162996, 4160755  4161389  4162441  4163125, 4164711  4165173  4182658, 4165123  4165377, 4141103, 4141104, 4141105, 4174252, 4174256, 4174407  4174410, 4174425, L, 4182669, , , 1, 0, 0, 0, 1, 4182728, 4182736, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4182719, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4182987  4201680  4201786  4201916  4202047  4202767  4202932  4211448  4212020  4212215  4212445  4212651  4213549  4213732  4213896  4214709  4214822  4214933  4215046  4215158  4215292  4215597  4215736  4215881  4216002  4216112  4216242  4216383  4216514  4216685  4216821  4216971  4217127  4217279  4217589  4217702  4218105  4218416  4218617  4218722  4218824  4218971  4219101  4219209  4219351  4219498  4219648  4219762  4219970  4220113  4220265  4220417  4220571  4220721  4220871  4221038  4221205  4221361  4221470  4221578  4221699  4221807  4221936  4222042  4222145  4222301  4222484  4222642  4222752  4222961  4223173  4223283  4223404  4223572  4223704  4223861  4224168  4224290  4224660  4224769  4224883  4224995  4225132  4225257  4225431  4226484  4226670  4226848  4227132  4227234  4227393  4227530  4227695  4227840  4228750  4228857  4229010  4229116  4229231  4229399  4229762  4229864  4231540  4232027  4232142  4232254  4232427  4232549  4232769  4232879  4232990  4233108  4233212  4233425  4233580  4233719  4233821  4233936  4234066  4234202  4234313  4234467  4234619  4234773  4234891  4235190  4235689  4235797  4236144  4236247  4236352  4236456  4236604  4236764  4237203  4237330  4238081  4238208  4238397  4238547  4238661  4238786  4238895  4239618  4257261  4257445  4257648  4257930  4258924  4259033  4261448  4261561  4261723  4262500  4262621  4262733  4262889  4262991  4264044  4264147  4264295  4264402  4264528  4264670  4264809  4265048  4265185  4265326  4265438  4265543  4265953  4266066  4266513  4266806  4266974  4267097  4267555  4268020  4268186  4268312  4268416  4268528  4268670  4268819  4268960  4269142  4269295  4269449  4269574  4269716  4269825  4270361  4271304  4271437  4271553  4271721  4271828  4271974  4272118  4272227  4272407  4272555  4273363  4274558  4274707  4274853  4274956  4275105  4275298  4276041  4276155  4277233  4277371  4277551  4277684  4277806  4277977  4278106  4278221  4278356  4278743, , 4283596, 4284272, 4187629  4197491  4248538  4249763  4254848, 4188236  4197746  4249432  4253037  4255206, 4201469  4202663  4211176  4211526  4212356  4213274  4235382  4256982  4257353  4257581  4258258  4258735  4261251  4278593  4287054, 4183030  4202003  4202861  4211507  4211598  4212679  4235307  4239728  4257302  4257379  4258178  4258576  4259448  4278508  4278824, 4183558, 4183559, 4183560, 4283602, 4283611, 4283762  4283769, 4284279, L, 4287070, , , 1, 0, 0, 0, 1, 4287148, 4287158, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4287136, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4287284  4287403  4287616  4287726  4291770  4291879  4291983  4292122  4292321  4292480  4292938  4293594  4294445  4294573  4294743  4294894  4295060  4295164  4295270  4295378  4295485  4295636  4296400  4296504, , 4361589, 4361784, 4301214  4301291  4302523  4302874  4303576  4303861  4303948  4304179  4319995  4323733  4334008  4340887  4346735, 4301256  4301374  4302821  4302892  4303650  4303927  4304086  4314628  4320593  4324041  4334626  4341050  4346980, 4291679  4297270  4365654, 4288256  4297245  4297303, 4288257, 4288258, 4288259, 4361598, 4361608, 4361759  4361768, 4361793, L, 4365673, , , 1, 0, 0, 0, 1, 4365770, 4365783, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4365757, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4365999  4366130, , 4374035, 4374198, , , 4376682, 4366382, 4366918, 4366919, 4366920, 4374036, 4374039, 4374189  4374191, 4374200, L, 4376687, , , 1, 0, 0, 0, 1, 4376717, 4376721, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4376711, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4376889  4377042  4377148  4378655  4381532  4381747, , 4384342  4385192  4385489  4385973  4386052  4386460  4386772  4386899  4387059  4387132  4387374  4387562  4388038  4388066  4388533  4389073  4390199  4390267  4390784, 4384615  4385292  4385784  4385990  4386231  4386504  4386816  4387030  4387073  4387308  4387408  4387859  4388052  4388239  4388992  4389325  4390240  4390482  4391122, , , 4381212  4394126, 4378780  4381764, 4378781, 4378782, 4378784, 4384344, 4384347, 4384498  4384500, 4384618, L, 4394145, , , 1, 0, 0, 0, 1, 4394243, 4394254, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4394228, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4394415  4394524  4394820  4395365  4420362  4420472  4421481  4421753  4422000  4422168  4422595  4422737  4422870  4423760  4423870  4424002  4424118  4424502  4424622  4424735  4424840  4425004  4425980  4426116  4426253  4447724  4447837  4448244  4448395  4448570  4448734  4448909  4464861  4464982  4465177  4465293  4465441, , 4470922  4472279  4472615  4472690  4473384  4473641  4474337  4475951, 4472163  4472584  4472634  4473059  4473592  4474088  4475896  4476018, 4402998  4407420  4409655  4415619  4442276  4443113  4445101  4455585  4456538, 4404206  4407831  4409992  4415874  4442504  4443876  4445433  4456033  4456611, 4420070  4420466  4421291  4446666  4447498  4448059  4464667  4465132  4478315, 4395494  4420429  4420488  4426350  4446903  4447904  4448857  4464933  4465624, 4395495, 4395496, 4395498, 4470933, 4470944, 4471095  4471106, 4472174, L, 4478318, , , 1, 0, 0, 0, 1, 4478340, 4478343, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4478334, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4478593  4478711  4478856  4482365  4486920  4489545  4489657  4498550  4498662  4498795  4501554  4501685  4503192  4523077  4523183  4523305  4523416  4523558  4523713  4549336  4549474  4549576  4549716  4549848  4549957  4551414  4551554  4555389  4555686  4555802, , 4558253, 4558593, 4520035  4540306  4543649  4544056, 4520380  4540739  4543663  4544258, 4482180  4486729  4489345  4498438  4501368  4503124  4522886  4548082  4549076  4555496  4562077, 4479241  4482426  4487029  4489600  4498869  4501379  4503135  4523863  4548396  4551696  4555915, 4479242, 4479243, 4479244, 4558262, 4558272, 4558423  4558432, 4558603, L, 4562098, , , 1, 0, 0, 0, 1, 4562198, 4562210, L10:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4562185, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4562640  4602138  4602269  4602409  4602618  4602760  4602893  4603838  4603947  4604079  4604376  4604495  4606334  4606442  4607034  4620547  4621613  4622050  4622217  4622582  4622813  4623133  4663924, , 4676492  4676707  4677258, 4676677  4676734  4677429, 4682614, 4691786, 4601920  4603177  4603671  4606163  4619090  4620306  4621458  4622446  4663666, 4563225  4603006  4603186  4604320  4606561  4619353  4620599  4621556  4623491  4664115, 4563225, 4563226, 4563228, 4676498, 4676506, 4676657  4676664, 4676684, R, 4682631, 4682640, 4691795, 0, 0, 0, 0, 0, 4691852, 4691861, L9:R1, 10.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4719976  4720098  4723643  4723761  4723865  4723975  4724077  4730891  4731132  4731237  4731352  4731481  4731603  4731721  4731843  4731968  4732075  4732208  4732346  4732483  4732587  4732691  4732878  4733025  4733147  4733293  4733478  4733624  4733736  4733873  4734062  4734206  4734364  4734519  4734675  4734827  4734969  4735159  4735311  4735469  4735623  4735881  4735985  4736095  4736232  4736364  4736467  4736687  4736799  4736930  4737060  4737233  4737400  4737554  4737660  4737816  4737994  4738099  4738330  4738451  4738555  4738667  4738787  4738890  4738997  4739099  4739202  4739316  4739428  4739584  4739712  4739852  4740068  4740207  4740310  4740422  4740580  4740681  4740852  4740981  4741111  4741277  4741477  4741625  4741961  4742083  4742188  4742296  4742406  4742522  4742684  4742852  4742981  4743138  4743270  4743372  4743499  4743648  4743788, , 4727023, 4727200, 4691998  4694651  4694799  4697178  4702888  4707427  4717020, 4694634  4694717  4696714  4699495  4704865  4707635  4717828, 4719744  4723434  4730689, 4720220  4724306  4743843, 4694634, 4694635, 4694637, 4727027, 4727033, 4727184  4727189, 4727205, L, 4730700, , 4743846, 0, 0, 0, 0, 0, 4743872, 4743877, L9:R1, 20.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 4730706
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4744457  4744567  4744676  4744788  4744897  4745020  4745121  4745285  4746724  4746828  4747067  4747206  4748046  4748160  4748267  4748449  4748580  4748729  4748856  4749015  4749172  4749332  4749483  4749640  4749813  4750018  4750124  4750242  4750344  4750447  4750629  4750733  4750836  4750981  4751083  4751325  4751448  4751636  4751760  4751889  4751991  4752262  4752861  4753022  4753128  4753264  4753758  4755136  4755454  4755608  4755733  4755889  4756048  4756205  4756320  4756486  4759502  4759609  4759725  4759857  4759966  4760166  4760510  4760629  4760753  4760858  4761110  4764663  4764768  4765086, , 4767566, 4767772, , , 4743945  4744171  4744247  4745933  4746571  4759309  4764468  4764935  4773231, 4744083  4744208  4745342  4745971  4756538  4761157  4764786  4765237, 4745345, 4745348, 4745350, 4767578, 4767591, 4767742  4767755, 4767784, L, 4773257, , , 1, 0, 0, 0, 1, 4773497, 4773498, L9:R1, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4773493, 
