max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   438453   438799   438908   439141   439243   439347   439450   440378   449235   454564   473450   473555   473930   474037   474150   474573   474698   474824   474927   475053   475431   475566   475675   476380   491742  1757403  1757705  1757822  1757928  1758051  1811564  1811975  1813646  1813752  1813873  1813975  1946715  1946816  1947014  1947133  1947240  1947355  1947460  1947565  1947693  1947809  1947933  1948059  1948184  1948345  1948491  1948626  1948739  1948902  1949038  1949185  1962265  1962380  1969321  1969424  1969526  1969641  1969784  1969895  1970053  1970191  1970292  1971278  1982822  1982928  1983033  1983150  1983266  1983470  1983608  1983741  1983875  1984014  1984158  1984266  1984412  1984556  1984683  1984860  1985011  1985164  1985320  1985478  1985616  1985761  1985883  1985985  1986160  1986311  1986441  1986625  1986823  1986925  1987031  1987168  1987419  1987532  1987658  1988048  1988189  1988296  1988446  1988549  1988663  1988806  1988946  1989103  1989204  1989399  1989508  1989656  1989954  1990150  1990253  1990499, 1  176360  189431  238527  274810  319884  356875  388259  441124  472326  472830  476545  503555  584280  686447  742750, 448589   485888  1946516  1961937  1969080  1971068  1982643, 454550   491722  1949300  1962452  1970271  1971298  1990579, 457478   494066  1952957  1975004, 463153   498436  1956707  1975263, 1952441, 1952451, 1952461, 1979869, 1980039, 1980041, 1980192  1980193, 1980882, 1980883, L, 1982646, 1982648, 1990587, 0, 0, 0, 0, 0, 1990637, 1990646, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1990770, , 1997645, , , , 1991965, 1991966, 1991967, 1995644, 1995645, 1995648, 1995799  1995800, 1995808, 1995810, L, 1997649, , , 1, 0, 0, 0, 1, 1997677, 1997681, L2:R0, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 1997671, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1997925  1998039  1998183  1998289  1998391  1998495  1998600  2023746  2023853  2024014  2024125  2024229, , 2023522  2034944, 1998775  2024211, 2011179, 2011492, 1998776, 1998778, 1998780, 2032156  2032519, 2032159, 2032163, 2032314  2032317, 2032327  2033206, 2032331, L, 2034953, , , 1, 0, 0, 0, 1, 2035003, 2035009, L3:R0, 33.33, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2034994, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2035132  2035241  2035358  2036145  2036260  2036467  2036660  2036787  2036951  2037103  2037208  2037311  2037582  2038781  2038913  2045515  2045620  2045734  2253214  2253315  2253438  2253545  2253690  2253797  2253902  2254003  2254120  2254235  2254356  2254481  2254618  2254755  2254886  2255185  2255371  2255473  2255576  2255709  2255813  2256022  2256133  2256412  2256849  2257254  2257360  2257490  2257617  2258325  2258435  2258544  2258718  2258830  2258950  2259665  2259824  2259967  2260504  2260635  2260744  2261079  2261263  2261456  2261861  2261972  2262145  2262285  2262480  2262602  2262728  2262847  2263319  2263497  2263716  2263835  2263951  2264100  2264294  2264872  2265230  2265509  2265739  2266312  2266414  2266580  2266761  2266993  2267280  2267409  2267540  2267657  2267766  2267871  2267979  2268158  2268269  2268952  2269370  2269514  2269653  2269812  2269945  2270111  2270213  2270347  2270456  2271269  2271408  2271527  2271640  2271742  2271853  2272493  2277264  2277390  2301854  2301968  2302085  2302214  2302365  2302549  2302674  2302785  2302889  2303003  2303114  2303321, , 2035930  2045342  2045731  2252855  2254475  2261664  2266103  2266496  2269071  2272612  2275194  2277154  2301668  2301763  2303371  2316778, 2035358  2038924  2045692  2045752  2254466  2261500  2265845  2266438  2269037  2272555  2272632  2275299  2277336  2301722  2303346  2303386, 2050742  2051369  2051581  2052803  2053692  2055853  2071140  2103030  2113287  2114918  2120739  2122630  2129485  2141585  2142814  2144699  2146401  2153751  2156915  2165348  2165745  2167342  2170724  2175047  2207500  2220327  2220525  2239247  2239324  2241856  2248110  2280971  2282021  2283296  2283506, 2051357  2051405  2052361  2053493  2054200  2070929  2102951  2113128  2113323  2120645  2122352  2127469  2141559  2141971  2144651  2146141  2153729  2153827  2165280  2165372  2167084  2170527  2173077  2204444  2220296  2220448  2230014  2239268  2243211  2248392  2281977  2282051  2283319  2283578, 2035612, 2035613, 2035614, 2313964, 2313971, 2313977, 2314128  2314134, 2314402, 2314408, L, 2316792, , , 1, 0, 0, 0, 1, 2316862, 2316872, L4:R0, 25.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2316852, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2317080  2317239  2317790  2318071, , 2317557  2333264, 2317242  2317837, , , 2317838, 2317840, 2317841, 2329331, 2329333, 2329336, 2329487  2329489, 2329848, 2329851, L, 2333270, , , 1, 0, 0, 0, 1, 2333305, 2333310, L5:R0, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 2333299, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2333450  2333565  2333666  2338957  2339066  2365791  2365903  2366035, , 2338788  2365628  2365714, 2333743  2339035  2365653  2366003, 2349223  2353347  2355718  2362587  2380862, 2349895  2354904  2356710  2362967  2401548, 2333744, 2333745, 2333746, 2371041  2377289, 2371045, 2371050, 2371201  2371206, 2371420  2377315, 2371425, R, 2380874, , 2401554, 0, 0, 0, 0, 0, 2401594, 2401601, L5:R1, 33.33, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 2380880
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2415831  2416060  2416297  2416455  2417314  2417521  2417643  2417771  2418047  2418758  2418876  2418982  2419118  2419519  2419625  2419752  2419888  2420332  2420934  2421338  2440761  2440877  2440981  2441099  2441219  2441340  2441467  2441592  2441724  2441859  2441993  2442134  2442279  2442464  2442582  2442719  2442874  2443078  2443231  2443389  2443546  2443715  2443840  2444035  2444402  2444505  2444666  2444770  2444879  2444988  2445098  2445203  2445340  2445449  2445611  2445813  2445922  2446073  2446261  2446500  2446634  2446761  2447496  2447619  2447790  2447903  2448046  2448198  2448510  2448680  2450748  2452241  2452372  2453426  2453561  2453670  2453943, , 2415700  2440583, 2421376  2454438, 2401705  2403096  2424262  2431087, 2402139  2412672  2426071  2431406, 2402228, 2402229, 2402230, 2435848  2437263  2437816, 2435853, 2435859, 2436009  2436014, 2436982  2437412  2438073, 2436988, L, 2440596, 2440604, 2454438, 0, 0, 0, 0, 0, 2454444, 2454446, L6:R1, 42.86, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2455086  2455189  2455325  2455444  2455549  2455654  2455785  2455890  2456013  2456209  2457255  2457460  2457584  2457734  2458262  2458551  2458750  2458858  2459109  2459368  2459555  2459905  2460030  2460144  2460275  2460382  2461137  2461280  2461451  2461585  2461726  2461878  2462031  2462600  2462710  2462922  2463025  2463131  2463293  2463455  2463616  2463719  2463927  2464060  2464194  2464445  2464596  2465020  2465146  2465256  2465442  2466086  2466200  2466356  2466463  2466602  2466733  2466901  2467056  2467165  2467282  2468555  2469141  2469314  2470373  2470513  2471117  2471388  2471508  2471659  2471821  2471938  2472039  2472190  2472707  2472820  2473254  2473401  2473514  2473658  2473788  2474080  2474242  2474381  2474512  2474682  2474809  2474916  2475049  2475199  2475658  2476042  2476638  2476750  2476978  2477167  2477470  2477675  2477817  2477921  2478036  2478170  2478923  2479162  2479279  2480120  2480660  2481194  2481429  2481745  2481867  2482095  2482282  2482442  2482624  2483470  2483983  2484568  2484679  2485357  2485560  2486801  2486920  2487516  2487653  2487764  2487884  2488642  2488779  2488885  2489012  2489176  2489316  2489429  2489572  2490379  2490517  2490620  2490795  2491255  2493263  2493416  2493573  2494006  2494132  2494274  2494382  2520298  2520403  2520506  2526661  2526767  2543343  2543445  2543702  2543848  2544120  2544260  2544413  2544547  2544652  2544771  2545215  2545331  2545754  2545934  2546047  2546172  2546301  2546484  2546880  2568692  2568795  2575582  2593178  2593287  2593391  2593510  2593630  2593797  2593929  2594061  2594199  2594341  2594480  2594617  2594782  2594896  2595038  2595185  2595313  2595475  2595725  2595857  2595979  2596126  2596270  2596434  2596549  2596704  2596913  2597253  2597411  2597567  2597701  2597937  2598094  2598311  2598426  2598557  2598703  2599059  2599223  2599334  2599511  2599613  2599803  2599922  2600078  2600224  2600429  2600587  2600709  2602601  2602871  2603285  2603399  2603601  2603755  2604525  2605423  2606596  2606768  2607160  2608468  2608595  2608717  2608859  2608984  2609111  2609255  2609667  2609796  2609913  2610825  2610938  2611131  2611447  2611757  2611860  2612019  2612156  2612415  2612557  2612679  2613261  2613376, , 2454515  2454817  2457303  2468975  2470938  2473022  2474538  2480692  2480736  2480831  2480943  2481035  2481394  2481485  2482218  2482398  2486639  2487395  2491416  2493072  2520105  2526430  2526896  2543159  2568408  2575392  2592981, 2454576  2457239  2468777  2470621  2472929  2474492  2480654  2480711  2480777  2480893  2480952  2481083  2481447  2482106  2482263  2485688  2486913  2491245  2491521  2494393  2520602  2526778  2526943  2546885  2568846  2575617  2613386, 2496928  2497851  2498272  2513816  2517615  2539765  2565155  2581133  2582402, 2497308  2498193  2511243  2515738  2517933  2540407  2566379  2581633  2582831, 2457242, 2457244, 2457247, 2587859, 2587865, 2587872, 2588023  2588030, 2589331, 2589339, L, 2592996, 2593003, 2613390, 0, 0, 0, 0, 0, 2613419, 2613425, L7:R1, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2613810  2613966  2614103  2614289  2614764  2614922  2615082  2615212  2615349  2615455  2615564  2615702  2615907  2616066  2616200  2616362  2616575  2616793  2616895  2617033  2617166  2617374  2617570  2617689  2617798  2617922  2618039  2618212  2618322  2618442  2618553  2618660  2618785  2618950  2619057  2619446  2620252  2620488  2621744  2621881  2622469  2622662  2622768  2622899  2623303  2623482  2623751  2623888  2624009  2624116  2625039  2625250  2625549  2626935  2627044  2627148  2627316  2627441  2627592  2628023  2628536  2628934  2629041  2629144  2629251  2629359  2629510  2629707  2629911  2630327  2630817  2630918  2631045  2631172  2631362  2631528  2631669  2632036  2632456  2637375  2641331  2641445  2664378  2664486  2665158  2673117  2673327  2673438  2673576  2673690  2673847  2673987  2674156  2674267  2674428  2674571  2693698  2693805  2731231  2731345  2731450  2731603  2731728  2731846  2731970  2732098  2732226  2732358  2732505  2732652  2732797  2732935  2733123  2733265  2733421  2733564  2733701  2733806  2734017  2734164  2734316  2734657  2734789  2734934  2735084  2735238  2735389  2735772  2735892  2736065  2736223  2736439  2736886  2737000  2737278  2737393  2737534  2737638  2737790  2741005  2741195  2741309  2741514  2741658  2741765  2741917  2742034  2742143  2742252  2742368  2742488  2742636  2743257  2744071  2744221  2744384  2744504  2744643  2744767  2745012  2746886  2746993  2748384  2748657  2748898  2749153  2751364  2751555, , 2613661  2632357  2637133  2641192  2664173  2664966  2672744  2693430  2731044, 2632220  2632403  2637420  2641398  2664614  2665206  2674565  2693898  2751750, 2645420  2649494  2678005  2680375  2689985  2690178  2703860  2714446, 2645805  2649794  2678516  2681032  2690048  2690657  2712953  2714741, 2632229, 2632239, 2632249, 2727077, 2727081, 2727088, 2727239  2727244, 2728307, 2728312, L, 2731056, 2731061, 2751751, 0, 0, 0, 0, 0, 2751759, 2751761, L8:R1, 55.56, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 150, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2752052  2752277  2752518  2752627  2752982  2753094  2753269  2753953  2754186  2754396  2754578  2759843  2775134  2775259  2783330  2783436  2783566  2783673  2783791  2783914  2784038  2784164  2784295  2784431  2784569  2784743  2784892  2785016  2785157  2785299  2785455  2785636  2785781  2785939  2786110  2786269  2786415  2786531  2786636  2786740  2786857  2787042  2787360  2787497  2790852  2790963  2791155  2791270  2791446  2791607  2791903  2792022  2792173  2792330  2792928  2793061  2793329  2793504  2793668  2795357  2795795  2795929  2796123  2796282  2796394  2796560  2796719  2796841  2796954  2797068  2797272  2797379  2797524  2798070, , 2751907  2754002  2759670  2774903  2783155, 2753979  2754587  2759911  2775424  2798202, 2765902  2772679, 2766843  2773026, 2753980, 2753982, 2753984, 2778955, 2778959, 2778965, 2779116  2779121, 2780586, 2780592, L, 2783166, 2783172, 2798215, 0, 0, 0, 0, 0, 2798426, 2798427, L9:R1, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
