max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   425521   425649   425775   425913   426056   426250   426382   427491   428634   439476   439642   439861   439975   440373   440505   440664   440800  1323662  1324026  1324150  1324272  1324416  1324532  1324650  1329789  1331318  1487479  1488155  1489180  1490880  1491002  1491272  1491737  1491958  1492118  1492235  1492614  1495907  1496033  1496144  1518473  1522799  1523040  1523180  1523984  1524185  1703871  1703984  1704096  1704209  1704321  1704431  1704548  1704679  1704797  1704931  1705049  1705171  1705293  1705415  1705538  1705664  1705787  1705919  1706037  1706159  1706285  1706413  1706544  1706675  1706805  1706984  1707380  1707512  1710621  1711275  1711403  1711521  1711635  1746185  1746301  1746436  1746567  1746724  1768231  1768342  1768489, 1   449751   449867  1721181  1721308  1721438  1721569  1721707  1721868  1721978  1722143  1722284  1730286, 437900   438230   438686  1703533  1745977  1767989, 438094   438478   440842  1711606  1746738  1768494, 444562  1774379  1774970  1775085  1775421  1776167  1780865, 445440  1774552  1775007  1775361  1775623  1776615  1781025, 448801  1720764  1730491  1730658  1739077  1759194, 449832  1730223  1730503  1730801  1739329  1759483, 1698159, 1698166, 1698174, 1774382, 1774387, 1774538  1774542, 1774556, 204, no_go, 1, 1, 0, 0, 0, 1789603, 1789614, 1789622, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1830691, 1830748, 1824477  1826668, 1824643  1828612, 1794239  1794580  1822313, 1794573  1794591  1822344, 1790621, 1790621, 1790622, 1824479, 1824482, 1824632  1824634, 1824645, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 1830730, 1830737, 1830743, L1:R0, 0.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 1830697, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1832086  1832218  1832344  1832458  1832579  1833162  1833278  1833394  1833513  1833628  1833915  1834027  1834853  1840516  1840677  1840789  1840922  1841053  1841167  1841283  1841398  1841537  1841703  1844274  1844408  1844653  1844767  1844932  1845252  1845383  1845501  1846037  1846159  1846324  1846557  1846929  1847042  1847154  1847308  1849380  1849538  1849698  1849883  1850048  1850220  1850826  1850951  1851064  1851837  1851996  1852209  1852416  1853068  1853542  1853662  1853798  1853927  1854701  1854845  1854970  1855115  1855325  1855650  1855948  1856229  1856354  1856989  1857146  1859508  1863382  1863498  1863613  1863789  1864113  1864271  1864791  1864952  1865068  1866339  1866469  1866612  1868145  1868270  1868416  1868771  1868893  1869061  1869174  1869287, 1877675  1877799  1877964  1878095  1882479  1885290  1885401  1886269  1886406  1886644  1887891  1888011  1888124  1888480  1888664  1888795  1888937  1889078  1889593  1889707  1889815  1889929  1890620  1890876  1891011  1891132  1891316  1891579  1891819  1891976  1893959  1894074  1894385  1894534  1894661  1895026  1895197  1895357  1895768  1896522  1896881  1897172  1897603  1897726  1898205, 1831936  1844384  1844474  1846066  1849731  1849950  1851745  1854765  1855709  1863232, 1844374  1844395  1845997  1849717  1849826  1851725  1854716  1855631  1859526  1869199, 1874588, 1874746, 1876794, 1898236, 1831165, 1831166, 1831166, 1874589, 1874592, 1874742  1874744, 1874748, , , 0, 0, 0, 0, 0, , 1898296, 1898305, L1:R1, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1876798, 1876801, 1898245, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907900  1908012  1908203  1908390  1908507  1908654  1909094  1909239  1909582  1909916  1915242  1915370  1915657  1919671  1919827  1919971  1920105  1920239  1920373  1920600  1942493  1942627  1942742  1942856  1942970  1943133  1947400  1947516  1948152  1948269  1970002  1970120  1970287  1970408  1970520  1970679  1970800  1971133  1971353  1971472  1971651  1971772  1972598  1972752  1973059  1973196  1973329  1973570  1973718  1973843  1973982  1979127  1979259  1979375  1979798  1980219  2020211  2020330  2020442  2020556  2020671  2020796  2020909  2021023  2021135  2021258  2021550  2021686  2021814  2023651  2023780  2023891  2024157  2024285  2024402  2024534  2024687  2025485  2025613  2025728  2025922  2026038  2026151  2026514  2028109  2028762  2028875  2028992  2029315  2029481  2029685  2029810  2029941  2030259  2030369  2030635  2030797  2030912, 1898464  1898677  1898865  1899046  1899211  1899375  1900378  1900670  1901084  1901725  1901921  1902162  1902298  1902962  1903154  1923243  1923350  1923511  1923759  1923900  1925294  1925405  1925733  1925873  1926007  1926142  1926588  1926825  1926974  1927121  1927265  1927424  1927632  1927922  1929676  1929851  1930152  1930263  1930434  1930596  1930853  1931028  1931147  1931548  1931752  1931899  1932899  1933009  1933425  1933558  1933670  1934230  1934486  1934598  1934848  1935017  1936483  1939298  1959839  1960123  1960230  1960345  1960477  1960860  1961010  1961461  1961587  1962046  1962844  1962981  1963571  1963762  1965388  1965538  1965849  1965977  1975791  1975929  1976099  1976600  1976781  1977252  1977597  1977712  1997201  1997308  1997618  1997740  1997863  1997989, 1907707  1914977  1919475  1942272  1947230  1948001  1969833  1978946  2019989, 1909878  1915336  1920612  1943066  1947485  1948197  1973913  1979337  2031166, 2015137  2015516  2015970, 2015450  2015828  2016439, 1898430  1901507  1922863  1938923  1939507  1959545  1959590  1975523  1996922, 1901077  1903179  1936402  1939324  1939565  1959576  1965972  1977732  1998026, 1901078, 1901080, 1901082, 2015148, 2015159, 2015310  2015322, 2015461, , , 0, 0, 0, 0, 0, , 2031199, 2031204, L2:R1, 66.67, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2020014, , 2031170, 2020026
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2031335  2031962  2032084  2032288  2032408  2032719  2032891  2033091  2033236  2033353  2057700  2057823  2057949  2058125  2060735  2060854  2060966  2061250  2071683  2071798  2071933  2072748  2073269  2073398  2073583  2073695  2073830, 2036890  2037091  2037199  2037548  2039247  2039585  2067755  2067973, 2031805  2057492  2057994  2060564  2061408  2071489  2072553  2073100, 2033173  2057982  2058070  2061297  2061519  2071820  2072715  2073765, 2076852  2077077  2079056  2079266  2079569, 2077049  2077499  2079204  2079494  2079756, 2036515  2037451  2038822  2039332  2039997  2067385  2068079  2081528, 2037146  2037557  2039204  2039519  2040187  2067946  2068126, 2033174, 2033176, 2033178, 2076862, 2076872, 2077023  2077033, 2077060, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 2081801, 2081804, 2081805, L2:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 2081553, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2092948  2093073  2093185  2093309  2093435  2093841  2093966  2094631  2094757  2094872  2095110, 2081948  2082150, 2092792  2116114, 2095144, 2101859  2103379, 2102029  2103678, , 2082083, 2082273, 2082274, 2082275, 2101862, 2101866, 2102016  2102019, 2102033, 203, wrong_choice_chose_L, 1, 0, 0, 1, 0, 2116163, 2116171, 2116177, L3:R2, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, L, 2116123, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2116290  2116408  2116536  2120992  2121270  2121401  2124506  2124628  2128843  2128955  2129118  2133326  2150778  2150934  2191542  2191700  2191918  2192953  2193068  2193276  2193391  2193505  2194190  2194314  2194726  2194841  2195513  2195628  2196042  2196192  2197946  2198343  2198462  2198603  2198724  2216050  2257778  2257893  2258004  2259551  2259662  2259937  2260054  2265164, 2154382  2154733  2154866  2155488  2155686  2156149  2156299  2156649  2156766  2157584  2157811  2158319  2158438  2159145  2159286  2159899  2160109  2160546  2160695  2161449  2161577  2161703  2162241  2162421  2162646  2168273  2168749  2168946  2169322  2169460  2169767  2169913  2211966  2212092  2241440  2241957  2242129  2242421  2243111  2243256  2243452  2243945, 2120754  2121089  2128668  2133167  2150539  2191360  2192770  2215857  2257607  2259330  2264969, 2116523  2120997  2121424  2129067  2133376  2150929  2191934  2198642  2216070  2257967  2259968  2265209, 2273153, 2273326, 2154133  2167919  2168448  2168700  2211639  2240845  2244003  2277818, 2162702  2168282  2168686  2170264  2212034  2243932  2244065, 2116875, 2116877, 2116878, 2273157, 2273161, 2273312  2273316, 2273330, 202, wrong_choice_chose_R, 1, 0, 0, 1, 0, 2277872, 2277881, 2277888, L3:R3, 33.33, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, R, 2277827, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2294630  2302448  2306531  2306653  2344990  2345116  2345252  2345383  2345501  2345633  2345745  2346320  2346896  2347058  2347232  2347360  2347474  2347784  2347915  2349305  2349458  2351042  2351168  2351544  2351796  2352083  2352220  2352337  2352852  2352977  2353172  2384137  2384251  2385750  2385923  2386081  2386631  2387212  2388079  2388207  2388537  2388654  2388882  2389066  2389244  2389394  2389539  2389740  2389869  2390089  2390231  2407131  2407243  2407501  2409603  2409737  2411047  2411235  2411370  2411512  2411710  2411876  2412377  2412631  2412744  2412891  2413231  2413343  2413485  2413804  2413992  2414156  2414420  2418104  2421976  2422390  2422578  2422745  2434571  2434689  2435481  2435618  2435802  2435961  2436684  2436798  2437191  2437313  2438315  2438430  2438550  2438889  2439402  2439529  2439662  2440619  2441051  2442118, 2278121  2278272  2318137  2318251  2318575  2319032  2381810  2427242  2427361  2427569  2427708  2428151  2428272  2428751, 2294360  2302259  2306202  2344784  2352860  2383935  2385672  2386547  2387190  2388139  2388871  2389041  2389511  2406970  2408856  2408871  2409371  2411301  2411829  2411917  2422162  2434424  2434679  2435252  2435579  2435666  2435817  2435876  2436050  2436256  2439861  2446357, 2294558  2302434  2306577  2352821  2352969  2384242  2386173  2386912  2387223  2388583  2388961  2389492  2390217  2407491  2408863  2408878  2409683  2411359  2411864  2412128  2422676  2434631  2434914  2435528  2435651  2435792  2435840  2436034  2436137  2439602  2440193  2446448, 2504146  2515501  2515872  2516071  2516486  2516663  2517007  2517351, 2504307  2515800  2516047  2516347  2516612  2516996  2517036  2517403, 2278744  2317873  2368786  2381186  2426966  2478107  2478221, 2278545  2278919  2318995  2369079  2381857  2428732  2478147  2478379, 2278546, 2278547, 2278548, 2504147, 2504148, 2504299  2504300, 2504308, 204, no_go, 1, 1, 0, 0, 0, 2519341, 2519348, 2519354, L3:R3, 33.33, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2521838  2522640  2523061  2523441  2523839  2524114  2528567  2531216, 2522001  2523032  2523399  2523800  2523936  2526163  2528663  2531677, , , 2519933, 2519933, 2519934, 2521839, 2521841, 2521992  2521993, 2522003, 204, no_go, 1, 1, 0, 0, 0, 2537036, 2537044, 2537050, L3:R3, 33.33, 000(1)1, 000(1)1, , , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2542597  2542710  2542831  2542946  2543066  2543180  2543292  2543406  2543524  2543638  2543753  2543908  2544038  2544163  2544296  2547881  2547995  2548140  2548695  2548827  2550537  2550673  2550792  2551671  2551790  2551917  2553040  2553156  2553277  2553397  2553654  2553773  2556647  2556797  2556916  2557048  2557292  2557743  2557856  2557987  2558098, , 2542416, 2558359, 2539633, 2540175, , , 2537486, 2537487, 2537487, 2539634, 2539636, 2539787  2539788, 2540177, , , 0, 0, 0, 0, 0, , 2558412, 2558420, L4:R3, 42.86, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2542420, , 2558366, 2542423
