max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   565967   566530   566649   566775   566896   567123   567248   567362   567478   567597   567713   567917   568105   584850   601349   601462   601904   602077   602216   602493   602606   602722   602848   602962   603083   603517   605404   605583   617884   643745   643902   644397   644509   644635   644756   644950   645076   646291   646557   646689   648384   648505   671124   671252   696002   710636   716919   837286   837404   837522   838065   838184   838301   838445   838566   838750   838941   839065   840088   840837   841592   849012   855431   855562  1717025  1717146  1982779  1982892  1983002  1983115  1983233  1983347  1983490  1983613  1983739  1983850  1983980  1984108  1984235  1984369  1984585  1984747  1984887  1985028  1985323  1985461  1986050  1986186  1986959  1987105  1987302  1987728  1991159  1991422  1991548  1991699  1991890  1992019  1992178  1992340  1992894  1993029  1993190  1993750  1993892  1994009  1994143  1994382  1994493  1994606  1994725  1994835  1994979  1996694  1996811  1996937  1997070  1997217  1997370  1997480  1997597  2024000  2024190  2024338  2024461  2024764  2082084  2082933  2083162  2083281  2083639  2083773  2083884  2083996  2084110  2084258  2084724  2084847  2084974  2085099  2087316  2087446  2087612  2087781  2087933  2088153  2088272  2088629  2088749  2088874  2089049  2089174  2089313  2089443  2089569  2089706  2091176  2091333  2091478  2091597  2091734  2091864  2092061  2092204  2092345  2092457  2092988  2093116  2093237  2093398  2093556  2093716  2095703  2096192  2096351  2098121  2098282  2098457  2099636  2099764  2099885  2100004  2100198  2100411  2100582  2100701  2100876  2103130  2103278  2103820  2103932  2104053  2104184  2104295  2104541  2104680  2104816  2104927  2106554  2106666  2106794  2106966  2107084  2107214  2107371  2107490  2107617  2107749  2107884  2108151  2108620  2108755  2108891  2109006  2109579  2109717  2109849  2109999  2110707  2110842  2110996  2111601  2112689  2138851  2138990  2139101  2139229  2139342  2139523  2139635  2139944  2140058  2140171  2140312  2140820  2140935  2141071  2145952  2146198  2146309  2152053  2170601  2170781  2170917  2171064  2171187  2171315  2171481  2173530  2173641  2173752  2173867  2174141  2200368  2200483  2200630  2203233  2203406  2203532  2203647  2203764  2203894, 1   568672   569178   569302   593905   604661   626493   647035   647647   680721   687621   688045   688159   688291   705770   725456   726163   840824   841384   841532   841649   841790   864565  1958563  1958737  1958859  1958980  1959121  1959248  1959365  1959484  1959603  1959721  1959843  1959970  1960097  1960229  1960496  1966618  1969127  1969650  1969789  2005268  2005451  2005580  2005716  2006422  2006662  2007134  2007484  2030062  2030255  2030368  2030495  2030642  2030752  2031589  2031700  2031849  2031988  2032139  2032316  2032428  2033002  2033226  2033364  2033524  2033678  2034028  2034182  2034532  2034864  2035937  2036591  2036810  2037258  2038265  2038380  2038516  2038635  2039702  2039812  2039957  2040084  2040312  2040448  2041040  2041271  2041413  2041578  2041708  2048937  2049099  2050665  2050842  2050999  2052356  2052472  2052638  2052797  2052952  2054401  2054675  2054837  2055502  2055647  2055792  2056505  2056651  2056814  2057524  2057637  2058216  2058338  2058701  2060136  2061572  2061715  2061844  2062393  2062931  2063084  2063440  2064280  2064408  2064559  2064909  2065057  2065414  2065537  2066640  2066808  2066959  2067329  2067483  2067621  2067777  2071877  2072013  2072172  2161203  2161328  2161460  2161593  2161710  2167939  2187032  2224358  2224651  2224766  2224884  2225201  2225324  2230414  2230545  2231082  2231327  2231567  2232385  2232755  2232887  2233609  2234129  2234255  2234958  2235069  2235217  2235580  2235723, 577115   612144   664268   683259   710290   848756  1982473  1996362  2023808  2081865  2081989  2082720  2092027  2112468  2138610  2138728  2145777  2151941  2170401  2170520  2173381  2200281  2203015, 584817   617858   671098   696011   716901   855411  1994899  1997626  2024796  2081899  2082173  2091925  2111589  2112709  2138708  2141070  2146280  2152003  2170432  2171498  2173927  2200736  2203826, 588485   620828   673904   700699   720064   721264   858294  1958119  1969910  2004868  2020230  2029402  2040604  2059852  2071673  2160097  2167517  2186208  2223948, 593892   626476   680707   705734   720450   725434   864543  1969821  1969931  2007502  2020355  2040487  2058651  2067730  2072160  2161790  2168054  2187056  2235748, 1923027, 1923028, 1923031, 2215896, 2215904, 2215914, 2216065  2216074, 2216827, 2216836, R, 2223967, 2223977, 2235761, 0, 0, 0, 0, 0, 2235996, 2235996, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2242341  2242456  2242704  2244666  2244779  2244920  2245102  2245246  2245447  2245567  2245689  2245812  2245930  2246450  2246652  2246781  2246902  2247646  2247764  2247922  2248531  2248652  2248763  2248894  2249703  2249839  2250236  2250419  2250767  2250900  2251027  2251148  2251500  2251616  2251733  2252595  2252730  2252844  2253347  2253495  2253608  2253722  2253842  2254512  2254757  2254892  2255025  2255712  2255863  2256013  2256128  2256454  2256859  2256971  2257087  2257713  2257836  2258164  2258351  2258501  2259689  2259805  2259917  2260073  2260243  2260425  2260559  2260687  2260831  2261234  2261461  2261592  2262286  2262441  2262557  2263330  2263460  2263570  2264091  2264449  2264581  2264703  2265123  2265307  2265432  2265549  2266451  2266591  2266713  2267609  2267742  2268613  2268725  2269371  2269483  2269621  2270168  2270306  2271093  2271241  2272089  2272222  2272620  2272773  2273480  2273594  2274331  2274442  2274573  2275090  2275219  2275908  2276062  2276778  2276926  2277048  2277160  2277337  2277541  2277659  2277917  2278032  2278541  2278688  2278828  2279048  2279169  2279333  2279894  2280022  2280164  2280393  2280506  2280643  2281395  2281534  2281648  2282226  2282375  2282514  2282631  2282758  2282937  2283502  2283645  2284126  2284261  2284422  2284799  2285396  2285540  2285656  2285783  2285946  2286620  2287128  2287296  2287576  2287753  2288160  2288343  2288504  2288950  2289091  2289228  2289347  2289457  2289664  2290841  2290953  2291086  2291209  2291333  2291469  2291630  2291751  2291861  2291989  2292377  2292837  2292998  2293499  2293612  2294025  2294150  2294305  2294482  2294613  2294744  2294866  2295046  2295218  2295373  2295487  2295736  2296470  2296596  2296816  2296933  2297077  2297253  2297389  2297566  2297711  2297858  2298009  2298129  2298242  2298381  2298513  2298636  2298749  2299425  2299542  2299715  2299840  2299975  2300581  2300722  2301243  2301400  2301514  2301626  2302290  2302436  2302593  2303765  2303935  2304085  2304251  2304379  2304536  2304652  2304764  2305422  2305545  2305657  2305822  2305959  2306081  2306768  2306916  2307316  2307474  2307965  2308384  2308522  2308723  2308847  2308994  2309347  2309528  2310053  2310211  2310368  2310536  2310724  2310859  2311028  2311353  2311501  2311710  2312361  2312506  2316034  2316188  2316380  2316501  2316726  2316855  2316977  2317098  2317264  2317379  2317510  2317908  2318040  2318201  2321802  2321922  2322542  2323225  2323366  2323603  2323763  2323875  2324299  2325006  2325121  2325248  2325404  2325560  2325672  2325797  2325916  2326480  2326627  2326759  2327365  2327475  2327620  2328192  2328351  2328694  2328954  2329104  2329294  2330199  2330521  2330668  2332557  2332676  2332791  2333094  2333221  2333334  2333949  2334081  2334225  2334603  2334719  2334879  2335338  2335452  2335601  2336159  2336272  2336405  2336539  2336714  2336881  2338341  2338454  2338596  2338746  2338876  2339890  2340020  2340165  2340707  2340851  2341396  2341516  2341691  2341806  2341932  2346376  2346509  2346650  2346768  2346891  2347003  2347124  2347247  2347421  2347546  2348040  2349176  2349328  2349468  2349610  2349926  2350799  2350945  2351091  2351580  2351708  2351819  2351932  2381510  2406407  2418970  2419123  2419236  2419470  2419645  2419792  2422094  2422204  2422591  2422745  2423170  2423293  2423405  2423527  2423654  2423962  2424098  2424217  2424330  2424452  2424607  2425199  2425317  2426053  2426171  2426314  2426468  2427841  2427953  2428533  2428661  2428817  2428975  2429108  2429227  2430768  2430995  2431140  2432301  2432527  2432641  2432771  2433040  2433258  2437897  2438017  2438141  2438499  2438720  2460388  2460552  2460712  2460908  2461036  2461292  2461405  2461529  2461645  2461764  2464613  2465563  2465721  2465833  2466134  2466418  2466532  2466704  2466849  2467461  2467592  2467713  2468175  2468312  2468427  2468560  2468687  2468852  2468964  2469556  2469703  2469869  2469988  2470402  2470777  2471403  2471550  2471692  2471822  2472605  2472725  2472875  2473542  2473665  2473894  2474935  2475060  2475189, 2236014  2236674  2236798  2371176  2371555  2377924  2398935  2399291  2399618  2399855  2399983  2400097  2400909  2415934  2416180  2441619  2449986  2450258  2450378  2450495  2450644  2450814, 2241844  2241981  2242576  2244494  2245299  2286461  2286905  2323420  2346162  2381326  2406149  2418746  2418874  2421347  2421976  2437743  2460170, 2241887  2242444  2242664  2245289  2285766  2286555  2323312  2341895  2351897  2381725  2406243  2418813  2419814  2421522  2433019  2438727  2475375, 2236008  2236394  2236842  2370866  2377649  2398617  2415542  2441379  2445578  2449579, 2236296  2236792  2236931  2371966  2378201  2401148  2416263  2442146  2445799  2450773, 2237438, 2237440, 2237442, 2457267, 2457275, 2457285, 2457436  2457444, 2457459, 2457468, L, 2460189, , 2475377, 0, 0, 0, 0, 0, 2475393, 2475396, L1:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2460199, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2475437  2485878  2486020  2486150  2486457  2486617  2522144  2522297  2522430  2522558  2522681  2522813  2523105  2523241  2524416  2524541, 2482637  2482773  2491945  2492076  2510021  2530599, 2485651  2521912  2537043, 2486599  2524553, 2482319  2491633  2494913  2495307  2495350  2509775  2519570  2530308, 2483028  2492041  2495219  2495316  2495801  2510675  2519823  2531066, 2476453, 2476454, 2476455, 2535613, 2535621, 2535628, 2535779  2535786, 2535840, 2535847, L, 2537058, , , 1, 0, 0, 0, 1, 2537138, 2537148, L2:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2537127
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2537370  2537491  2537604  2537747  2537860  2538007  2538242  2538847  2538984  2539519  2539635  2540518  2540687  2542413  2542525  2542650  2542770  2542884  2543111  2543285  2545260  2565123  2565247  2565364  2565487  2565620  2567144  2567272  2568545  2569529  2572352  2572595  2573674  2573800  2573918  2574031  2574647  2574778  2574894  2576032  2576145  2576336  2576462  2576574  2576725  2577494  2577758  2579193  2579322  2579453  2579593  2580425  2580898  2581060  2581203  2581673  2581783  2581902  2582058  2582190  2583378  2583519  2583856  2583998  2584224  2584353  2584878  2585044  2585170, 2560317  2560981, 2542269  2564838  2572129  2578989, 2540695  2543044  2569468  2577760  2585104, 2548746  2549741  2549797  2550994  2551117  2551309  2551538  2551718  2551923  2553006  2560055  2560461  2560549  2561590  2561734  2561919  2562098  2562285  2562470  2592528, 2549722  2549772  2550614  2551031  2551251  2551473  2551669  2551907  2552985  2553598  2560369  2560474  2561022  2561650  2561777  2562011  2562231  2562437  2562763, 2540698, 2540700, 2540703, 2590890, 2590894, 2590898, 2591049  2591053, 2591065, 2591069, R, 2592538, , , 1, 0, 0, 0, 1, 2592591, 2592598, L2:R2, 50.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2592582
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2595813  2596015  2596151  2596541  2597439  2597563  2598338  2598480  2599081  2599200  2599311  2600075  2600309  2601529  2601668  2601784  2601963  2602121  2602246  2603029  2603173  2603313  2604715  2604868  2605015  2605632  2605769  2605897  2606051  2606164  2607457  2607571  2607692  2607814  2608136  2608276  2609664  2609776  2609888  2610044  2610157  2610722  2610930  2611046  2611160  2611273  2611649  2611780  2612246  2612541  2641335  2641543  2641669  2641807  2641922  2642038  2642153  2642272  2642393  2642517  2642631  2642799  2642931  2644660  2648679  2648795  2648987  2649885  2650012  2650155  2650284  2650420  2650628  2650752  2650916  2651060  2652717  2653576  2654112  2654246  2654371  2654494  2654727  2654971  2656087  2656207  2656701  2656815  2656928  2657365  2657480  2657634  2658127  2658271  2658453  2658568  2658679  2658868  2658983  2659126  2659309  2660034  2660183  2660707, , 2595520  2601318  2641159, 2600128  2612571  2660729, 2629405  2629459, 2593114  2629419  2630221, 2593271, 2593272, 2593273, 2639523, 2639531, 2639540, 2639691  2639699, 2639714, 2639723, L, 2641178, , 2660732, 0, 0, 0, 0, 0, 2660752, 2660757, L3:R2, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2641188, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2660845  2660966  2661374  2661537  2661661  2661850  2662976  2663125  2663298  2663438  2664376  2664512  2664869  2701422  2701567  2701767  2701907  2702029, 2707282  2707401  2709033  2709162  2709575  2716442  2716698  2717101  2717304  2717493  2717651  2725208  2725339  2726311  2726479  2728687  2728873  2729069  2729764  2729904  2731050  2731560  2731699  2731903  2732070  2732869  2733004  2733773  2733914  2734404  2734547  2735203  2735408  2735563  2736710  2736871  2738445  2738673  2740546, 2660813  2661749  2701216, 2661628  2664878  2702047, 2671350  2706422, 2671907  2740695, 2661629, 2661631, 2661632, 2704723, 2704727, 2704733, 2704884  2704889, 2704933, 2704938, R, 2706432, 2706439, 2740706, 0, 0, 0, 0, 0, 2740771, 2740782, L3:R3, 66.67, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2755364  2755517  2755644  2755763  2755910  2771199  2771446  2771583  2771732  2789454  2789570  2789711  2789869  2790024  2815779  2815892  2816034  2816165  2816280, 2743553  2744549  2744675  2744816  2745130  2745928  2747668  2747791  2748265  2764623  2765033  2765384  2773939  2774180  2776077  2781885  2796723  2796971, 2755106  2762297  2770980  2789209  2815561, 2755914  2762364  2771856  2789960  2816294, 2742260  2748509  2764363  2773632  2781627  2796385  2820802, 2748448  2748740  2766119  2776751  2782345  2797146, 2741550, 2741551, 2741552, 2819159, 2819168, 2819178, 2819329  2819339, 2819354, 2819363, R, 2820821, , , 1, 0, 0, 0, 1, 2820921, 2820932, L3:R4, 57.14, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2820906
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2825791  2825960  2826113  2826832  2826988  2827576  2827698  2827820  2828115  2828297  2828447  2828583  2828714  2829506  2829638  2829795  2830202  2830318  2832559  2832681  2832792  2833709  2833823  2836097  2836267  2836379  2836908  2837029  2837151  2837326  2838175  2838291  2838412  2845976  2846093  2846222  2846341  2846501  2846797  2846926  2847064  2849015  2849132  2849249  2849556  2849689  2849846  2851086  2851254  2851364  2851482  2851836  2851956  2852088  2856368  2857455  2857650  2858255  2858443  2858563  2858705  2858873  2859002  2859119  2859619  2859730  2859888  2862028  2862261  2862379  2862491  2862725  2862851  2862963  2863855  2864010  2865423  2866031  2866173  2866367  2866478  2866678  2867475  2867658  2867771  2867891  2868228  2868351  2870080  2870280  2870395  2870514  2870632  2871590  2872590  2872794  2873021  2874488  2874602  2874720  2874888  2875036  2875288  2875399  2876064  2876194  2876330  2877038  2877186  2877777  2877902  2883757  2903276  2903406  2903579  2903715  2903847  2903965  2904298, 2821500  2821770  2822360  2887228  2888953  2889192  2890120  2891143  2891295  2892086  2892219  2893744, 2825543  2883480  2883607  2903039  2907689, 2877981  2883589  2883738  2904249, 2822953  2887019, 2822307  2823162  2894046, 2822308, 2822309, 2822310, 2906363, 2906368, 2906375, 2906526  2906531, 2906543, 2906550, L, 2907702, , , 1, 0, 0, 0, 1, 2907766, 2907774, L4:R4, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2907757
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2907980  2908117  2921867  2922024, 2912086  2925197  2926449  2927263  2927410  2927725, 2921688  2941347, 2908077  2921958, 2911783  2924137, 2912632  2927812, 2908617, 2908618, 2908619, 2929809  2935055, 2929812, 2929816, 2929967  2929972, 2933678  2935310, 2933683, L, 2941356, , , 1, 0, 0, 0, 1, 2941408, 2941415, L5:R4, 44.44, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2941399
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2941551  2941689  2941829  2941945  2942673  2943402  2943536  2943667  2943937  2944415  2944530  2945420  2945546  2945907  2946069  2946192  2946954  2947086  2956747  2958294  2958435  2958557  2958715  2959042  2959177  2959302  2959448  2960412  2960576  2961452  2961612  2962070  2962181  2965343  2966623  2966752  2966884  2967101  2967235  2967353  2967529  2967642  2968378  2968520  2970423  2970544  2970683  2971050  2971204  2972074  2972208  2972320  2972432  2975241  2975364  2975702  2975823  2976480  2976637  2976752  2976900  2977518  2977630  2978809  2978925  2979194  3027659  3027792  3027958  3028100  3028275  3028564  3028761  3029290  3029623  3029736  3029847  3030670  3030805  3032902  3033033  3033147  3033736  3033874  3033986  3037253  3037379  3037497  3037810  3037927  3038070  3041551  3041741  3041914  3042302  3042427  3043118  3043281  3043416  3044522  3044639  3045538  3046128  3046250  3046405  3047592  3047723  3048703  3048824  3049755  3050339  3050453  3051512  3051627  3053166  3053524  3079964  3080117  3080262  3080397  3080509  3080656  3080799  3080918  3081038  3084248, 3063911  3064452, 2975483  3027439  3079655, 2975448  2979209  3053529  3084289, 2988986  3009929  3060915, 2990445  3010425  3064423, 2975456, 2975463, 2975470, 3078311, 3078314, 3078318, 3078469  3078473, 3078482, 3078486, L, 3079663, , 3084296, 0, 0, 0, 0, 0, 3084334, 3084342, L6:R4, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3079668, , , 
