max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts, L_reward_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   951384   951595   951853  1119907  2513317  2513442  2513551  2513664  2514007  2515796  2668976  2669104  2669207  2669342  2669508  2669614  2669723  2669829  2669931  2670043  2670160  2670300  2670439  2670563  2670723  2670828  2670932  2671046  2671217  2685654  2706306  2706409  2706515  2706632  2718565  2739849  2739962  2740073  2740222  2740374, 1   51036   94317  255050, 946202  2668719  2685432  2706076  2716108  2717295  2739622, 951370  2671229  2685599  2706649  2716259  2717440  2740292, 954847  2694549  2703194  2727714  2754147, 959834  2698658  2703425  2728122  2757197, 2671235, 2671240, 2671246, 2751949, 2751959, 2751970, 2752121  2752132, 2752339, 2752350, R, 2754167, 2754179, 2757209, 0, 0, 0, 0, 0, 2757277, 2757289, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2766123  2766231  2766440  2766550  2771208  2800470  2800582  2813840  2849528, , 2765849  2771021  2772360  2800162  2813605  2849326, 2766486  2771230  2772395  2800659  2813831  2849580, 2794068  2836781  2841483  2841831, 2794525  2837150  2841629  2841918, 2758425, 2758425, 2758426, 2859593, 2859598, 2859604, 2859755  2859761, 2860041, 2860047, , , , , 1, 1, 0, 0, 0, 2875104, 2875111, L0:R1, 100.00, 000(1)1, 000(1)1, 204, no_go, 2875094, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2876331  2876660  2891897  2947050  2947161  2960915  2961158  2961271  2961395  2975602  2975707  2975835  2975989  2976094  2976204  2976316  2976430  2976556  2976675  2976887  2977024  2977169  2977302  2977440  2977582  2977723  2977852  2977991  2978438  2978577  2978728  2978890  2979034  2979181  2979323  2979480  2979641  2979783  2979890  2980108  2980213  2980316  2980537  2980644  2980978  2981138  2981270  2981415  2981565  2981724  2981825  2981928  2982099  2982349  2982459  2982617  2982778  2983134  2983249  2983452  2983607  2983759  2983908  2984009  2984154  2984438  2984610  2984779  2985112  2985238  2985464  2985943  2986061  2986190  2986301  2987057, , 2876148  2946865  2960648  2975360, 2876650  2947200  2961361  2987124, 2913963  2925545  2931784  2938225, 2914334  2926066  2932227  2938462, 2875593, 2875594, 2875594, 2973304, 2973308, 2973314, 2973465  2973469, 2973516, 2973521, L, 2975370, , 2987293, 0, 0, 0, 0, 0, 2987299, 2987300, L1:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 2975376
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2988176  2988296  2988492  2988636  2988768  2988875  3002637  3002761  3002943  3003052  3003177  3003291  3003711  3003869  3004054  3004179  3004306  3004409  3004613  3005203  3005314  3005458  3006183  3006931  3007076  3007180  3008357  3008463  3008636  3008809  3008928  3009070  3009212  3009333  3009778  3009894  3010856  3010970  3011117  3011223  3011715  3011919  3012067  3012187  3012818  3076499  3076677  3076792  3076904  3077475  3077580  3077685  3077831  3078106  3078248  3078377  3078501  3107534  3131833  3131949  3132066  3132211  3132326  3132451  3132857, , 2988072  3002452  3008207  3076244  3077334  3107356  3131441  3131576  3144590, 2988954  3007156  3012833  3076868  3078556  3107590  3131539  3132428, 2993760  3034174  3035290  3054629  3085982  3114638, 2994344  3034996  3035370  3054863  3086660  3114964, 2987897, 2987898, 2987899, 3141411, 3141425, 3141438, 3141590  3141603, 3141779, 3141780, L, 3144592, , , 1, 0, 0, 0, 1, 3144609, 3144612, L2:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3144604, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3144792  3144925  3145034  3166571  3166686  3166827  3166978  3167088  3167195  3167315  3167494  3167642  3167765  3167896  3168329  3168453  3168565  3169027  3169171  3169303  3169447  3169674  3169815  3169930  3170039  3170192  3170375  3170500  3170658  3170830  3170937  3171201  3171316  3171441  3171553  3171660  3171803  3171951  3172113  3172277  3172428  3172598  3172768  3172935  3173098  3173199  3173762  3173907  3174024  3174426  3174543  3174677, , 3166337, 3145089  3174746, 3148174, 3148533, 3145090, 3145091, 3145092, 3157931, 3157933, 3157936, 3158086  3158088, 3159846, 3159848, L, 3166342, , 3174755, 0, 0, 0, 0, 0, 3174810, 3174820, L3:R1, 75.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 3166346
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3294793  3298240  3298395  3298519  3361623  3361767  3361892  3361994  3362104  3362217  3362334  3362448  3362564  3362673  3362856  3362991  3363420  3363550  3363666  3364179  3364290  3364793  3364930  3365044  3365201  3365356  3365517  3365660  3365824  3365969  3366129  3366286  3366441  3366587  3367004  3367120  3367324  3367475, , 3294564  3297861  3303748  3306451  3361342, 3294755  3298500  3303897  3306564  3367525, 3329841  3335436, 3330182  3335646, 3175533, 3175533, 3175534, 3355086, 3355089, 3355095, 3355245  3355249, 3356631, 3356635, L, 3361350, , 3367533, 0, 0, 0, 0, 0, 3367588, 3367599, L4:R1, 80.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 3361355
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3368801  3383612  3383726  3383827  3383987  3384172, , 3368631  3383366, 3368901  3384272, 3375841  3400308, 3376264  3409228, 3368256, 3368257, 3368257, 3394726  3395728, 3394728, 3394733, 3394884  3394887, 3395303  3396608, 3395306, R, 3400316, 3400321, 3409232, 0, 0, 0, 0, 0, 3409262, 3409268, L4:R2, 83.33, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3471624  3471744  3471943  3472048  3511755  3511882  3512029  3512163  3527599, , 3471391  3511505  3524965, 3472171  3512158  3525159, 3411269  3417608  3419003  3433202  3433322  3455952  3456082  3458154  3483945  3533250  3560612, 3413356  3417828  3421349  3433230  3433424  3456019  3456161  3458353  3484334  3533536, 3409827, 3409828, 3409829, 3545031  3553208, 3545037, 3545044, 3545195  3545201, 3545856  3555545, 3545863, R, 3560628, , , 1, 0, 0, 0, 1, 3560706, 3560715, L4:R3, 71.43, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 202, wrong_choice_chose_R, 3560694, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3579956  3580059  3580181  3582625  3582742  3582849  3582998  3583299  3583409  3583864  3608908  3609031  3609166  3609317  3624796  3625238  3625349  3625500  3625604, , 3579688  3582467  3608637  3624439  3624715  3629263, 3580274  3583840  3609280  3624481  3625616, 3568120  3618158, 3561101  3568250  3618378, 3561358, 3561359, 3561360, 3627381, 3627386, 3627394, 3627545  3627551, 3627563, 3627569, L, 3629277, , , 1, 0, 0, 0, 1, 3629345, 3629353, L5:R3, 62.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3629335, 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3629464  3629585  3629721, , 3634329  3698463  3698521  3707308, 3629711  3634337  3698477  3698533, , , 3629996, 3629997, 3629998, 3705607, 3705609, 3705613, 3705764  3705767, 3705777, 3705780, L, 3707315, , , 1, 0, 0, 0, 1, 3707355, 3707360, L6:R3, 55.56, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 3707347, 
