max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2742882  2743552  2743690  2743796  2743919  2744125  2744465  2744569  2744714  2744850  2745036  2746376  2746484  2746593  2746725  2747675  2781393  2817889  2818021  2883171  2883305  2883428  2883544  2883663  2883790  2884097, , 2743228  2746265  2747127  2747289  2817645  2818155  2882945, 2745025  2746707  2747154  2747745  2818098  2818212  2884081, 2740668, 2740668, 2740669, 2749761  2762385  2766123  2873860  2880858  2880902  2886740  2889683, 2750218  2762698  2766511  2873994  2880886  2881460  2887244, 2888062, 2888071, 2888081, 2888231  2888241, 2888255, 2888264, R, 2889703, , , 1, 0, 0, 0, 1, 2889798, 2889809, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2889784
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2893817  2893967  2894099  2894329  2929320  2929453  2929595  2929710  2930518  2930736, , 2893549  2929017  2930353, 2894446  2929729  2930770, 2890611, 2890611, 2890612, 2897075  2900025  2904036  2933487  2937105, 2890253  2897443  2900173  2905793  2933917, 2935220, 2935224, 2935230, 2935382  2935387, 2936304, 2936309, R, 2937116, , , 1, 0, 0, 0, 1, 2937176, 2937183, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2937166
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2938532, 2938533, 2938534, 2941110, 2938532, 2939241, 2939242, 2939244, 2939395  2939396, 2940317, 2940319, R, 2941114, , , 1, 0, 0, 0, 1, 2941143, 2941147, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2941136
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2941934, 2941935, 2941936, 2944480, 2941934, 2942928, 2942929, 2942931, 2943082  2943083, 2943754, 2943756, R, 2944484, , , 1, 0, 0, 0, 1, 2944513, 2944517, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2944506
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2948430  2948534  2948653  2948800  2948923  2949039  2949858  2950002  2950138  2950379  2950686  2951264  2951416  2952152  2952267  2952383  2952521  2952669  2952909  2953127  2953583, , 2948186  2949283  2949441  2949675, 2949221  2949311  2949477  2953579, 2945139, 2945140, 2945141, 2956259, 2945139, 2954802, 2954807, 2954812, 2954963  2954969, 2955446, 2955451, R, 2956270, , , 1, 0, 0, 0, 1, 2956333, 2956340, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2956322
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2968816  2968978  2969185  2969289  2969909  2970024  2970170  2970398  2970599  2970820  2970985  2971164  2974725  2974875  2974989, , 2968629  2969765  2974449, 2969287  2971121  2975091, 2957005, 2957006, 2957007, 2965032  2966008  2977224  2981338, 2956936  2965315  2966238  2978113, 2979635, 2979640, 2979645, 2979796  2979802, 2980556, 2980561, R, 2981349, , , 1, 0, 0, 0, 1, 2981411, 2981419, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2981401
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2982109, 2982110, 2982111, 2984894, 2982109, 2982919, 2982920, 2982922, 2983073  2983074, 2983971, 2983973, R, 2984898, , , 1, 0, 0, 0, 1, 2984927, 2984931, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2984921
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2988555  2988658  2988787  2988900  2989015  2989135  2989247  2989360  2989481  2989609  2989739  2989868  2991505  2991637  2991748  2991896  2992052  2992201  2992538  2993377  2993483  2993818, , 2988322, 2993813, 2985607, 2985608, 2985609, , 2985607, 2986155  2986888, 2986156, 2986158, 2986309  2986310, 2986318  2987240, 2986320, L, 2988327, , 2993824, 0, 0, 0, 0, 0, 2993859, 2993866, L2:R8, 20.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 2988331, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2997249  2997358  2997464  2997596  2997726  2997846  2998119  2998254  2998372  3001861  3001975  3002117  3002315  3027113  3027216  3027382  3027512  3027729, , 2996036  3001624  3026874, 2998411  3002270  3028286, 2994505, 2994506, 2994506, 3024896  3035569, 3025171, 3033528, 3033532, 3033538, 3033688  3033693, 3034264, 3034269, R, 3035579, , , 1, 0, 0, 0, 1, 3035636, 3035643, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3035627
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3039247  3039360  3039465  3039609  3039724  3040088  3040309, , 3038868, 3040218, 3036343, 3036344, 3036345, , 3036200, 3046724  3053432  3054127  3055360  3055534  3055695  3056817  3061780, 3046726, 3046729, 3046880  3046883, 3047083  3053465  3054195  3055411  3055576  3055771  3056833  3061804, 3047086, , , , , 1, 1, 0, 0, 0, 3062138, 3062146, L2:R8, 20.00, 000(1)1, 000(1)1, , 204, no_go, 3062129
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 3062666, 3062667, 3062667, 3065916, , 3062878  3064303, 3062879, 3062881, 3063032  3063033, 3063041  3064373, 3063043, R, 3065920, , , 1, 0, 0, 0, 1, 3065951, 3065955, L1:R9, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3065945
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3068864  3068967  3069075  3069216  3069344  3069470  3069577  3073716  3073817  3073950  3074246  3075012  3075142  3075320  3075458  3075602  3075916  3076033  3076144  3076296  3076425  3076566  3076798  3076988  3126810  3126917  3127018  3127135  3127255  3127363  3127474  3127600  3127720  3127839  3127971  3128094  3128210  3128347  3128489  3128630  3128732  3128849  3129096  3129213  3129356  3129510  3129718  3129841  3129972  3130104  3130230  3130385  3130491  3130627  3130739  3131027  3131189  3131351  3131464  3131590  3131750  3131954  3132056  3132296, , 3068614  3073501  3076839  3126506, 3069698  3076728  3077051  3132591, 3066541, 3066542, 3066543, 3120260  3121427, 3066511  3121392  3121502, 3123339, 3123344, 3123351, 3123502  3123508, 3123519, 3123525, L, 3126519, , 3132602, 0, 0, 0, 0, 0, 3132675, 3132687, L2:R8, 20.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3126526, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3132934  3138241  3138374  3138485  3138597  3138844  3138956  3149174  3149283  3149394  3149516  3150147  3151164  3151287  3155293  3155408  3155558  3155686  3157343  3157479, , 3132869  3137994  3148811  3151017  3155081  3157133, 3132979  3139011  3150247  3151434  3156072  3157594, 3133459, 3133460, 3133461, 3142432  3146795  3165923, 3143248  3147352, 3161006, 3161012, 3161019, 3161169  3161176, 3161594, 3161601, R, 3165936, , , 1, 0, 0, 0, 1, 3166008, 3166016, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3165997
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 3166734, 3166735, 3166736, 3192477  3195730  3199600, 3166734  3193139  3196368, 3197943, 3197945, 3197947, 3198098  3198100, 3198784, 3198786, R, 3199605, , , 1, 0, 0, 0, 1, 3199640, 3199644, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3199633
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3204908  3205062  3205195  3205344  3208328  3208472  3208600  3209189  3209434  3213284  3214225, , 3204670  3208134  3214026  3215321, 3205610  3209425  3215219  3215354, 3200542, 3200543, 3200544, 3200606  3202214  3221324, 3200542  3200760  3202910, 3218963  3219381  3219495, 3218967, 3218972, 3219123  3219128, 3219226  3219404  3219635, 3219231, R, 3221337, , , 1, 0, 0, 0, 1, 3221400, 3221408, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3221391
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3226213  3226364  3226467  3226576  3226696  3226808  3226916  3227033  3227171  3227310  3227437  3227555  3227806  3227930  3228033  3228142  3228293  3228402  3228691  3228821  3228951  3231120  3231234  3231343  3231498  3232284  3232580  3232727  3232828  3233084  3233298  3233478  3233656, , 3225909, 3233753, 3222056, 3222057, 3222059, 3222137, 3221737  3222342, 3223422, 3223424, 3223427, 3223578  3223580, 3224826, 3224828, L, 3225914, , 3233759, 0, 0, 0, 0, 0, 3233803, 3233810, L3:R7, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3225917, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3235761  3235891  3274329  3274544  3274665  3274805  3275392, , 3233921  3235633  3236025  3238984  3240587  3240717  3274080, 3233997  3235992  3236220  3240515  3240687  3240742  3275359, 3234495, 3234496, 3234497, 3244694  3249594  3252205  3262467  3263618  3263662  3263844  3264970  3272057  3280084, 3245547  3249603  3252576  3263498  3263628  3263795  3263855  3265005  3272232, 3276755, 3276763, 3276771, 3276921  3276929, 3277051, 3277060, R, 3280100, , , 1, 0, 0, 0, 1, 3280182, 3280191, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3280169
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3292133  3292251  3292454  3292726  3292830, , 3291768  3291846  3292515  3293827, 3291827  3292493  3292966  3294519, 3280864, 3280865, 3280866, 3297857, 3280482, 3296051, 3296054, 3296058, 3296209  3296212, 3296958, 3296962, R, 3297865, , , 1, 0, 0, 0, 1, 3297910, 3297916, L3:R7, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3297902
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 3298472, 3298473, 3298475, 3298489  3312850, 3298397  3298672, 3300135  3303243  3304932  3306088  3308167  3310454  3310669, 3300136, 3300140, 3300291  3300293, 3301221  3303674  3305376  3307096  3308391  3310464  3310681, 3301223, R, 3312860, , , 1, 0, 0, 0, 1, 3312911, 3312917, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3312903
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 3314518, 3314519, 3314520, 3316281  3330458, 3314518  3316666, 3317688  3320006  3322027  3324216  3328445, 3317689, 3317692, 3317843  3317846, 3319759  3322007  3324051  3324318  3329176, 3319761, R, 3330466, , , 1, 0, 0, 0, 1, 3330510, 3330516, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3330502
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3333380  3333483  3333611  3333835  3333945  3334048  3334285  3334494  3335176  3336370  3336483  3336595  3346214  3346385  3346532  3346724, , 3333129  3336238  3345932, 3335222  3336583  3346702, 3331125, 3331126, 3331127, 3331216  3343738  3353529, 3331125  3331403  3344451, 3348856, 3348860, 3348867, 3349018  3349023, 3349035, 3349040, R, 3353540, , , 1, 0, 0, 0, 1, 3353600, 3353608, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3353590
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3356040  3356172  3356292  3356409  3356521  3356644  3360290  3360395  3360603  3360711  3361720  3361831  3361936  3366730  3366840  3366976  3367177  3367315  3367454  3372062  3372165  3372279  3372413  3381289  3381433  3381587  3388277  3388393  3388496  3388602  3388758  3388877  3388988  3389104  3389223  3389345  3389472  3389582  3389705  3389818  3389968  3391679  3391784  3391898  3392056  3392202  3392355  3392499  3392781  3393300  3393432  3393564  3393734  3393838  3393965  3394069  3394174  3394294  3394399  3394537  3394696  3394852  3395015  3395179  3395349  3395503  3395620  3395725  3395848  3396019  3396227  3396388  3396491  3396609  3396837  3396962  3397516  3397647  3397791  3397959  3398079  3398207  3398388  3398495  3398600, , 3355849  3359991  3361591  3363224  3366628  3371873  3381027  3388086, 3356685  3360942  3361924  3363846  3367524  3372556  3381732  3398680, 3354258, 3354258, 3354259, , 3354049, 3385452, 3385458, 3385466, 3385616  3385623, 3386892, 3386899, L, 3388101, , 3398681, 0, 0, 0, 0, 0, 3398694, 3398696, L2:R8, 20.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3388108, , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3399032  3399896  3400039  3400208  3402038  3402160  3402283  3402428  3402537  3408334  3408474  3408587  3408748  3408947  3409142, , 3398864  3399758  3401890  3408164, 3399094  3400076  3402701  3409165, 3399306, 3399307, 3399308, 3414651, , 3410385, 3410390, 3410395, 3410546  3410550, 3411459, 3411464, R, 3414662, , , 1, 0, 0, 0, 1, 3414716, 3414722, L2:R8, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 3414707
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 175, 1, 0, 1, 0, 175, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3419681  3419784  3419890  3420004  3420113  3420231  3420345  3420461  3420573  3420698  3420837  3420965  3421085  3421188  3421573  3421675  3421828  3421971  3422120  3425007  3425230  3425438  3425889  3426011  3426167  3426275  3426383  3426502  3426662  3426821  3426983  3427269  3427371  3427507  3427609  3427844  3427960  3428154  3428389, , 3419530, 3428853, 3415661, 3415662, 3415663, , 3415661, 3417238, 3417239, 3417241, 3417392  3417393, 3418198, 3418200, L, 3419534, , 3428860, 0, 0, 0, 0, 0, 3428905, 3428914, L3:R7, 30.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3419537, , , 
