max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1834847  1835064  1835458  1835620, 1843959, 1844129, 1833720, 1833721, 1833722, 1834540, 1835760, 1837342  1837608  1839796, 1837344, 1837346, 1837497  1837499, 1837507  1839711  1840015, 1837510, , , 0, 0, 0, 0, 0, , 1844159, 1844164, L2:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1843966, , 1844133, 1843970
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1844251  1844649  1844769  1844879  1844990  1845105  1845240  1845362  1845471  1845588  1845698  1845821  1845973  1846096  1846226  1846352  1846478  1846604  1846728  1846854  1846991  1847132  1847268  1847405  1847586  1847716  1847839  1847999  1848355  1848481  1848992  1849134  1849301  1849433  1849804  1849909  1850034  1850171  1850389  1850862  1851179  1851340  1851519  1852519  1852687  1853155  1853290  1853397  1853609  1854433  1855214  1855347  1855456  1855674  1855827  1855937  1856151  1856493  1856631  1856737  1856978  1857091  1857222  1857360  1857498  1857631  1858062  1858170  1858336  1858456  1858764  1858910  1859023  1859129  1859235  1859343  1859452  1862470  1886285  1886402  1886534  1886664  1886877  1886990  1887145  1887268  1887398  1887532  1887676  1887796  1900665  1900774  1900882  1901004  1901263  1901380  1901494  1901623  1901744  1938723  1938831  1938939  1939064  1939201  1939307  1939412  1939521  1939819  1939926  1940064  1940187, 1865563  1865667  1865910  1868235  1868417  1876367  1876552  1876721  1877405  1877629  1877733  1878408  1878509  1878655  1878795  1879113  1879854  1879959  1880526  1880700  1880920  1881072, 1844517  1858579  1858811  1861169  1886352  1900003  1900552  1938579, 1858378  1858781  1859389  1861186  1887833  1900053  1901692  1940110, 1858386, 1858395, 1858404, 1865019  1865263  1867966  1868435  1869084  1875816  1876093  1880190  1897703  1898163  1936054  1936166, 1865062  1866177  1868384  1868498  1869271  1875917  1879992  1881366  1897779  1898458  1936109  1936386, 1940789  1941199, 1940798, 1940810, 1940961  1940971, 1940988  1941438, 1940998, 204, no_go, 1, 1, 0, 0, 0, 1956078, 1956094, 1956106, L2:R6, 100.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1986794  1987107  1987260  1987384  1987515  1987679  1987788  1988169  1988281  1988392  1988518  2004588  2004819  2004923  2005058  2005164  2005292  2005415  2005532  2005641  2005756  2005864  2005990  2006110  2006228  2006347  2006466  2006588  2006715  2006849  2006985  2007119  2007288  2007396  2007735  2008019  2008146  2008278  2008393  2008866  2008979  2009089  2009198  2009306  2009447  2010875  2010988  2011141  2011558  2011675  2012013  2012148  2012870  2012998  2013102  2013214  2013320  2013456  2013562  2013683  2013813  2013958  2014986  2015124  2015298  2015916, , 1986832  2004452, 1988467  2015905, 1956814, 1956814, 1956815, 1999598  2000081, 1999980  2000299, 2002610, 2002613, 2002617, 2002768  2002771, 2002888, 2002892, , , 0, 0, 0, 0, 0, , 2015997, 2016009, L3:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2004460, , 2015927, 2004466
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2017450  2017671  2017776  2017905  2018317  2018456  2026406  2033168  2033321  2045642  2045859  2046060  2046206  2046312  2046428  2046559  2047111  2047240  2047353  2047490  2048366  2048483  2048798  2049369, 2054719  2054998  2055355  2055477  2055704  2055820  2055936  2056052  2056171  2056296  2056424  2056623  2056757  2057028  2057208  2057468  2057620  2057790  2057953  2058102  2058322  2058445  2058582  2058755  2058977  2059103  2059312  2060069  2060210  2060597, 2017026  2017229  2026114  2026327  2027578  2045284  2045394  2048820  2049229, 2017127  2018366  2026127  2026438  2027813  2045303  2048524  2049004  2049265, 2016753, 2016754, 2016755, 2054357, 2060630, 2050955, 2050962, 2050969, 2051120  2051127, 2051140, 2051148, , , 0, 0, 0, 0, 0, , 2060715, 2060727, L3:R7, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2054372, 2054380, 2060641, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2069181  2069325  2069450  2069585  2069693  2069801  2069938  2070053  2070166  2070278  2070388  2070500  2070617  2070741  2070891  2071025  2071159  2071287  2071413  2071533  2072084  2072396  2073002  2073164  2073716  2074490  2074639  2074806  2074918  2075097  2075210  2075603  2075721  2075861  2076850  2077007  2077150  2077887  2078016  2078123  2078240  2078357  2078462  2078598, 2062700  2062824  2062975  2063077, 2068893, 2078590, 2061283, 2061284, 2061285, 2062192, 2063100, 2066065, 2066067, 2066069, 2066220  2066222, 2066230, 2066232, , , 0, 0, 0, 0, 0, , 2078659, 2078669, L4:R6, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2068898, , 2078606, 2068902
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2078849  2078969  2079277  2079388  2079549  2079756  2079976  2080081  2080662  2080819  2080945  2081057  2081162  2081272  2081462  2081586  2083795  2083925  2084038  2084384  2084669  2084920  2103566  2103681  2103856  2104182  2104286  2104409  2104529  2105022  2105140  2112738  2113174  2113305  2113411  2113526  2113636  2113767  2114055  2114195  2114324  2114443  2114732  2122823  2122930  2123041  2123147  2123271  2123377  2123493  2123607  2123714  2123822  2123940  2124050  2124280  2124393  2124540  2138791  2138905  2139015  2139126  2139234  2139433  2139537  2139647  2140465  2140599  2141827  2143036, 2089446  2089576  2089679  2089879  2090443  2092637  2093230  2093351  2093516  2093693  2093861  2094088  2128796  2130316  2130639  2148237  2148705  2148829  2148939  2149048  2149155  2149264  2149379  2149496  2149616  2149740  2149891  2150214  2150619  2150799  2150901  2151553  2151695  2151891  2152251  2152443  2152708, 2078803  2079579  2080502  2081618  2083761  2084403  2087185  2103363  2112471  2113043  2122578  2138544  2140950  2141070  2142061, 2079554  2080057  2081578  2081640  2083935  2084879  2087467  2105210  2112607  2114716  2124495  2140781  2140983  2142040  2142331, 2079555, 2079558, 2079559, 2088988  2089180  2091938  2092085  2110918  2128170  2130135  2147925, 2089100  2090395  2091962  2094047  2111127  2128736  2130825  2153009, 2145982, 2145987, 2145994, 2146144  2146149, 2146182, 2146187, , , 0, 0, 0, 0, 0, , 2153075, 2153085, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2147936, 2147943, 2153018, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2161452  2161581  2161692  2161808  2161917  2162406  2162515  2162652  2162761  2162873  2162978  2163102  2163209  2163370  2163477  2171489  2171602  2171774  2171900  2200932  2201123  2201251  2201383  2201492  2201614  2201724  2201835  2201957  2202099  2202215  2202328  2202443  2202564  2202678  2202801  2202924  2203076  2203303  2203580  2203730  2203871  2204020  2204497  2204621  2204749  2204962  2206249  2206402  2206749  2206867  2207030  2207192  2207740  2207889  2208550  2208964  2209090  2209203  2209313  2209435, 2165684  2165784  2166022  2191576  2191760, 2161377  2161450  2162447  2171262  2200816, 2161412  2161961  2163392  2171876  2209616, 2153944, 2153945, 2153946, 2165315  2169150  2169265  2191158, 2166425  2169170  2169379  2191834, 2198940, 2198946, 2198954, 2199104  2199112, 2199124, 2199131, , , 0, 0, 0, 0, 0, , 2209863, 2209864, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2200830, , 2209628, 2200838
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2209870  2210699  2210837  2210984  2211197  2211323  2211455  2223175  2223295  2223419  2223538  2223656  2223768  2223901  2224024  2224248  2224356  2224501  2224647  2225570  2225728  2225849, 2239972  2240183  2240300  2240411  2240520  2240633  2240746  2240867  2240990  2241144  2241271  2241445  2241847  2242367  2242469  2242895  2243029  2243196  2243321  2243886  2244012  2244350  2244499  2244660, 2210590  2222800  2229973  2233558, 2211470  2225791  2229995  2233612, 2210503, 2210503, 2210504, 2214273  2216397  2239321, 2214463  2216683  2244802, 2235530, 2235535, 2235542, 2235693  2235699, 2237834, 2237840, , , 0, 0, 0, 0, 0, , 2244873, 2244884, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2239334, 2239340, 2244812, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2255687  2255892  2256013  2256392  2256503  2256645  2256773  2257474  2257599  2257715  2257900  2258089  2271636  2271742  2271847  2271984  2272106  2298054  2298168  2322306  2322533  2322649  2324118  2324244  2324352  2324476  2324599  2324818  2324925  2330687  2330805  2330915  2331030  2331198  2331320  2331437  2331553  2331665  2331774  2331885  2331997  2332109  2332220  2332335  2332605  2332739  2332868  2333160  2333298  2333452  2337651  2337811  2337980  2338130  2338302  2338822  2338972  2339128  2339259  2339379  2339486  2339594, 2247613  2247732  2247831  2260848  2260949  2300371  2300497  2327449, 2254696  2255096  2255525  2271421  2271688  2297841  2297924  2321836  2322088  2322432  2323844  2330514, 2254781  2255250  2258038  2271659  2272119  2297899  2298202  2321857  2322265  2322565  2324889  2339681, 2245423, 2245424, 2245425, 2247182  2260467  2299906  2326978  2327657, 2248225  2261198  2300452  2327479  2327854, 2328947, 2328957, 2328969, 2329119  2329130, 2329195, 2329207, , , 0, 0, 0, 0, 0, , 2339703, 2339707, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2330538, , 2339684, 2330549
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2339754  2339929  2340429  2340574  2340679  2343831  2343938  2344080  2344193  2357975  2358097  2358210  2358344  2358494  2358612  2358747  2358870  2365369  2365497  2365615  2365732  2365842  2365953  2366066  2366176  2366283  2366390  2366503  2366612  2366732  2366867  2366990  2367118  2367486  2368899  2369727  2369875  2370267  2371207  2371353  2371530  2371638  2371764  2371886  2372065  2372196  2372344  2372448  2372594  2373151  2373282  2373425  2373533, 2360739  2360917  2361131  2361237  2361362, 2339760  2339868  2340331  2343173  2343690  2357748  2357812  2365124, 2339839  2340032  2340743  2343308  2344196  2357789  2358812  2373683, 2340189, 2340190, 2340192, 2345484  2360318  2361378, 2345949  2361349  2361422, 2363287  2363693, 2363294, 2363302, 2363453  2363460, 2363474  2364052, 2363481, , , 0, 0, 0, 0, 0, , 2373919, 2373920, L6:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2365141, , 2373695, 2365150
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2373927  2374374  2374916  2375065  2375184  2375314  2375470  2375974  2376148  2377549  2377763  2377876  2388984  2389114  2389223  2389380  2389505  2389626  2389799  2389930  2390817, 2384929  2396085  2396412  2396540  2396672  2396786  2396900  2397013  2397129  2397271  2397402  2397825  2398332  2398443  2399688  2399834  2399980  2400121  2400646, 2374231  2374829  2375823  2377399  2388841  2390049, 2374433  2375349  2376080  2377934  2389943  2390063, 2374434, 2374435, 2374436, 2384431  2384477  2384648  2395715, 2384445  2384570  2385308  2400870, 2394245, 2394251, 2394259, 2394410  2394417, 2394429, 2394436, , , 0, 0, 0, 0, 0, , 2400943, 2400955, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2395731, 2395738, 2400881, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2408313  2408421  2408545  2408708  2408812  2409010  2409149  2410211  2410344  2410464  2410640  2410748  2410891  2417469  2417607  2417825  2417944  2418050  2418623  2426253  2426518  2426669  2427072  2427178  2427283  2427396  2427536  2427654  2428520  2428642  2428863  2428987  2429095, 2403762  2403901  2405962  2420268  2420383  2420508  2432270  2432631  2432856  2432978  2433098  2433241  2433364  2433495  2433623  2434401  2434517  2434832  2435297  2435435  2435586  2435739  2435867  2436163  2436783  2436932  2437404, 2407889  2410022  2416897  2417200  2418374  2426037  2426943  2428373, 2409159  2410847  2417005  2417996  2418563  2426637  2427616  2429013, 2401498, 2401499, 2401500, 2401113  2403392  2405524  2419924  2423007  2431539, 2401256  2404066  2405925  2420607  2423370  2437456, 2429487  2429870, 2429496, 2429507, 2429658  2429668, 2429684  2430238, 2429694, , , 0, 0, 0, 0, 0, , 2437465, 2437467, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2431562, 2431573, 2437457, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2442009  2442127  2442242  2442371  2442488  2442643  2442753  2442896  2443008  2443532  2443672  2449569  2449687  2449792  2449935  2450349  2452766, 2446997, 2442068  2443427  2449406  2453369  2459811, 2443080  2443635  2450305  2453584  2460054, 2437939, 2437940, 2437941, 2437496  2438012  2446222  2446363  2446534, 2437683  2438057  2446301  2446373  2447116, 2456114  2457224  2457608, 2456120, 2456127, 2456278  2456284, 2456297  2457397  2458339, 2456305, , , 0, 0, 0, 0, 0, , 2460115, 2460124, L5:R5, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 2459826, , 2460063, 2459834
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2460307  2460416  2460556  2460661  2460802  2460940  2461050  2461169  2461283  2461390  2461494  2461606  2461724  2461862  2461985  2462108  2462522  2463629  2464876  2466051  2466181  2466356  2466466  2466603  2466883  2467007  2467120  2467272  2467662  2467773  2467906  2468018  2470043  2470166  2478336  2478498  2478603  2478779  2478884  2478989  2479124  2490683  2490804  2503260  2503470  2503583  2503742  2503864  2504146  2504262  2504665  2504772  2504905  2505232  2512182  2512475  2512656, 2493444  2516423  2516562  2516689  2516817  2516925  2517148  2517284  2517406  2517529  2517652  2518071  2518212  2518336  2518484  2518872  2519088  2519329  2519647  2519916, 2460257  2469881  2469960  2478184  2490553  2503124  2511948  2512339, 2468031  2469892  2470205  2479138  2490824  2505158  2512162  2512682, 2468035, 2468041, 2468046, 2474940  2492617  2492912  2499809  2515737, 2475222  2492689  2493571  2500470  2519987, 2514532, 2514544, 2514557, 2514708  2514721, 2514739, 2514751, , , 0, 0, 0, 0, 0, , 2520006, 2520009, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2515763, 2515775, 2519989, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2534942  2535058  2535175  2535285  2535399  2537456, 2520050  2539752  2539857  2544780  2545040  2545162  2545276  2545392  2545500  2545619  2545765  2545891  2546018  2546154  2546433  2546578  2546739  2546938  2547158  2547326  2547498  2547822  2547957, 2534427  2534505  2534856  2537247, 2534448  2534577  2535447  2537475, 2520887, 2520888, 2520889, 2539230  2544374, 2540014  2547972, 2541526  2542003, 2541529, 2541534, 2541685  2541689, 2541699  2542104, 2541703, , , 0, 0, 0, 0, 0, , 2548029, 2548039, L4:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 2544384, 2544389, 2547980, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
