max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, error_id, error_string, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, wrong_choice_flg, well_early_go_flg, house_light_on_ts, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, well_id, well_on_ts, R_reward_ts, well_off_ts, L_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1  1113153  1181509  1181669  1182242, 1  1154398  1154498  1155459  1155786  1155919  1156018  1156139  1156425  1157141  1157242  1157363  1157476  1157622  1157796  1157895  1158009  1158302  1158419  1158518  1158824  1158946  1159075  1159318  1159425  1159755, 276356   729661   741972   744732  1181663  1182275  1182519, 718773   741332   742549   748864  1181685  1182311  1182584, 1022004, 1022007, 1022009, 1127749  1153906  1161441, 1127759  1159796  1161453, 1214625  1214834, 1214632, 1214642, 1214793  1214801, 1214810  1215670, 1214819, 204, no_go, 1, 1, 0, 0, 0, 1229886, 1229898, 1229908, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1282461, 1234468  1234577  1234713  1234863  1235009  1235177  1235297  1235536  1235648  1236192  1236328  1236449  1236866  1236979  1237135  1237261  1237422  1237543  1237647  1259126  1259238  1259369  1259508  1259634  1284716  1284850, 1282315  1282852, 1282329  1283006, 1231242, 1231242, 1231243, 1233219  1233505  1233746  1234042  1234246  1258721  1258912  1284396, 1233303  1233703  1233814  1234186  1237673  1258854  1259646  1284953, 1310982, 1310989, 1310998, 1311148  1311156, 1311172, 1311180, 204, no_go, 1, 1, 0, 0, 0, 1326241, 1326254, 1326263, L0:R0, 0.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1390877  1390985  1391258, 1330765  1392527  1395407  1395517  1396269  1398648  1398790  1399038  1399172  1399315  1399491  1399639  1399769  1399910  1400026  1400258  1400495  1400631  1400845  1400986  1401082  1401226  1401585  1401734  1401947  1402060  1402191  1402365  1402535  1403243  1403385  1403508  1403730  1404058  1404176  1404338  1404460, , , 1326675, 1326676, 1326676, 1330342  1395224, 1330818  1404551, 1393103  1393380, 1393105, 1393108, 1393258  1393260, 1393305  1393672, 1393307, , , 0, 0, 0, 0, 0, , 1404608, 1404617, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1395230, 1395234, 1404559, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1433219  1433329  1433456  1433570  1433677  1433786  1433892  1434013  1434136  1434248  1434365  1434473  1434599  1434721  1434831  1434940  1435058  1435175  1435290  1435417  1435544  1435688  1435815  1435944  1436073  1436206  1436347  1436498  1436607  1436718  1436830  1436960  1437072  1437204  1437318  1437737  1438032  1438153  1438263  1438957  1439087  1439247  1439413  1439566  1440237  1440375  1440539  1440813  1440962  1441077  1441214  1441320  1441428  1441547  1441672  1441894  1442010  1442119  1442233  1442354  1444328  1461036  1461163  1461270  1461443  1461548  1461661  1461784  1461903  1462007  1462160  1462275  1462569  1462682  1462794  1462953  1463062  1463184  1463362  1463605  1463717  1463876  1464220  1464328  1464448  1495459  1507041  1507151  1507262  1507419  1507525  1507757  1507879, 1404737  1406445  1424161  1424282  1424475  1479999  1480250  1510708, 1432357  1432802  1433040  1433131  1444047  1447934  1460947  1461013  1506857, 1432414  1432863  1433064  1442295  1444090  1448124  1460988  1464384  1507865, 1405152, 1405153, 1405153, 1406154  1408208  1408546  1408779  1409281  1409429  1410085  1410681  1410852  1410888  1411650  1423934  1479791  1510393  1510484, 1406541  1408452  1408579  1409257  1409327  1410032  1410654  1410841  1410862  1411475  1412378  1424428  1480188  1510471  1510836, 1511760  1515225  1515278, 1511768, 1511777, 1511927  1511936, 1511949  1515248  1516102, 1511957, 204, no_go, 1, 1, 0, 0, 0, 1527024, 1527036, 1527047, L0:R1, 100.00, 000(1)1, 000(1)1, , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1531431  1531542  1531649  1531771  1531886  1532004  1532116  1532231  1532339  1532504  1532665  1532787  1532894  1573385  1573569  1573697  1573846  1573968  1624548  1624664  1624771  1624878  1624993  1625105  1625235  1625365  1626571  1626928  1627044  1627185  1627333  1627665  1627776  1628721  1628996  1629135  1629244  1629376  1629503  1629609  1629758  1630248  1630387  1630503  1630654  1630771  1631793  1631938  1632263  1632407  1632520  1632625  1632732  1632858  1633226  1633375  1633508  1633690  1633807  1633988  1634110  1634223  1634520  1634716, 1542661  1640649  1641029  1641168  1641305  1641466  1641568  1641810  1641932  1642086  1642185  1642559  1642957  1643107  1643455  1643574  1643848, 1531251  1531357  1573144  1573281  1624475  1634361  1634449, 1531281  1532821  1573189  1573950  1634240  1634401  1634658, 1527598, 1527599, 1527600, 1542290  1640291, 1542673  1643931, 1637600  1637873, 1637611, 1637623, 1637774  1637785, 1637803  1637938, 1637815, , , 0, 0, 0, 0, 0, , 1643946, 1643948, L0:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1640315, 1640329, 1643933, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1657795  1657918  1658103  1658443  1658571  1658709  1658851  1658962  1659132  1659852  1659983  1660087  1660205  1660321  1660428  1660555  1660738  1661126  1661241  1661350  1662148, 1651589  1651758  1651904  1652049  1652188  1652300, 1657491  1657651, 1657546  1662087, 1644456, 1644457, 1644457, 1651285  1651346  1652848  1666385, 1651320  1652323  1652932  1666618, 1664494, 1664500, 1664507, 1664658  1664664, 1664677, 1664683, , , 0, 0, 0, 0, 0, , 1666672, 1666680, L0:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1666398, 1666405, 1666625, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1680142  1680250  1680377  1720153  1720259  1720376  1720481  1720599  1720707  1720833  1720944  1721056  1721169  1721287  1721450  1721582  1722148  1722272  1722404  1722518  1722652, 1669157  1669506  1669633  1669900  1670020  1670139  1670259  1670387  1670515  1670650  1670790  1670932  1671085  1671239  1671541  1671725  1671868  1672149  1672281  1672429  1672589  1672741  1672894  1673024  1673127  1673252  1673488  1673672  1673771  1674362  1678020  1697406  1697660  1697767  1697917  1698082  1698237  1699276  1699407  1699557  1699792  1699930  1700139  1700242  1700363  1701366  1701876  1702056  1702171  1702673  1702778  1702919  1703524  1704801  1704993  1705631  1731414  1731554  1731749  1732313  1732450  1732571  1732690  1732810  1732940  1733071  1733202  1733396  1733503  1733618  1733756  1733911  1734070  1734248  1734380  1734516  1734655  1734826  1735248  1735390  1735695, 1679823  1680050  1719905, 1679882  1680312  1722638, 1667220, 1667221, 1667222, 1666798  1668685  1677770  1677944  1696768  1696993  1697037  1706557  1714686  1730859, 1666898  1674445  1677810  1677964  1696795  1697016  1705568  1707186  1714926  1735803, 1729612, 1729613, 1729614, 1729765  1729766, 1729773, 1729774, , , 0, 0, 0, 0, 0, , 1735841, 1735847, L0:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1730862, 1730864, 1735808, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , 1753790, 1753958, 1736470, 1736471, 1736472, 1735937, 1735977, 1745431  1749264, 1745432, 1745436, 1745586  1745588, 1745595  1749513, 1745597, , , 0, 0, 0, 0, 0, , 1753983, 1753987, L1:R4, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, L, 1753795, , 1753961, 1753799
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1759419  1759801  1759937  1760052  1760181  1760304  1760422  1760546  1760669  1760802  1760939  1761075  1761216  1761364  1761587  1761726  1761842  1761993  1762334  1762436  1762568  1762710  1762814  1763063  1763407  1763540  1763665  1764237  1764342  1764501  1764776, , , 1754350, 1754350, 1754352, 1758804, 1764974, 1758010, 1758011, 1758013, 1758164  1758165, 1758173, 1758175, , , 0, 0, 0, 0, 0, , 1765020, 1765027, L1:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1758808, 1758810, 1764981, 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1780133  1780241  1780349  1780471  1780623  1780786  1780899  1781242  1781360  1781477  1781606  1781740  1781878  1781994  1782151  1782279  1782406  1782537  1782688  1782818  1782985  1783957  1784432  1784544  1784704  1785733  1786268  1786425  1786540  1786753  1786900  1787043  1787790  1787935  1788086  1788192  1788382  1788503  1788607  1788780  1788938  1789046  1789184  1789352  1789475  1789588  1790166  1790799  1821477  1821593  1821733  1821859  1822030  1822141  1822256  1822406  1822519  1822800  1822914  1823050  1823829  1823981  1824104  1824362  1824476  1824583, 1766685  1767021  1767249  1767388  1796638  1796849  1796988  1797156  1797303  1797441  1797546  1797759  1797873  1813118  1813217  1813418  1813526  1814086  1814227  1814590  1814748  1828802  1828984  1829098  1829219  1829325  1829433  1829545  1829660  1829775  1829895  1830018  1830178  1830309  1830437  1830569  1830698  1830969  1831077  1831232  1831412  1831640  1831911  1832145  1832305  1832449  1832775  1832921, 1779810  1779995  1789989  1790692  1821219  1821335  1821634, 1779837  1789561  1790566  1790791  1821250  1821606  1824550, 1765458, 1765459, 1765460, 1766052  1766492  1794301  1796365  1812815  1828464, 1766462  1767346  1794548  1798205  1814699  1832988, 1827267, 1827270, 1827273, 1827423  1827425, 1827433, 1827435, , , 0, 0, 0, 0, 0, , 1833036, 1833043, L1:R6, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, R, 1828470, 1828473, 1832994, 
