max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, R_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, L_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   186534   186687   186843   187090   187440   194415   194698  3046807  3049428  3355025  3355136  3355256  3355369  3355515  3355643  3355757  3355885  3356002  3356115  3356229  3356353  3356473  3356597  3356835  3356973  3357112  3357251  3357388  3357530  3357661  3357798  3357930  3358089  3358201  3358354, 1   203586   203749   203890  3372595  3372712  3372826  3372941  3373060  3375039  3375158  3375638  3375855  3376098  3408677  3408876  3408985  3409096  3409210  3409339  3409470  3413745  3417696  3417891  3418920  3419182  3419467  3420286  3420425, 193457  3354857, 194741  3358296, 198835   199224  3402229, 199056   200453  3402703, 202793   203004  3372026  3372131  3386904  3408226, 202859   203877  3372050  3376205  3387220  3420680, 3325662, 3325665, 3325669, 3402238, 3402250, 3402400  3402411, 3402714, R, 3408247, 3408258, 3420693, 0, 0, 0, 0, 0, 3420915, 3420916, L0:R1, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3426387  3426500  3428034  3428276  3428411  3473375  3473487  3473605  3473723  3485995  3486150  3486277  3486391  3486589  3486717  3500015  3500132  3500290  3505113  3505303  3505498  3505609  3505723  3506091  3506217  3506329  3506448  3506572  3506683  3517374  3518011  3518179  3518668  3518822  3518970  3519159  3519292  3519464  3519588  3520324  3520453  3520596  3522621  3522762  3522942  3523085  3523201  3523745  3523872  3523985  3524105  3526413  3526578  3526717  3526829  3526974  3527091  3527942  3528056  3528170  3529625  3529778  3530353  3530467  3531649  3531780  3531913  3533570  3533709  3535554  3544262  3544961  3545086  3545246  3545364  3545477  3545590  3545713  3546163  3546291  3547860  3548004  3548395  3548518  3548632  3548943  3549054  3550757  3550922  3552323  3552490  3552603  3553146  3554820  3554935  3555069  3556477  3556606  3556937  3576322  3576444  3576761  3576875  3576992  3577113  3579972  3580113  3580232  3580362  3581807  3581955  3582779  3582902  3583043  3583159  3583464  3583597  3584206  3584338  3585100  3585216  3585342  3585957  3586611  3586904  3608566  3608845  3609011  3609161  3609353  3612175  3612332  3612455  3612582  3612727  3612839  3613214  3642385  3642501  3642628  3642740  3642861  3642979  3643091  3643724  3643835  3643962  3659074  3659215  3659333  3659449  3662989  3708034  3708148  3708277  3708403  3708518  3708631  3708762  3708900  3717393  3717576  3717740  3718400  3718535  3718697  3718858  3719007  3719514  3719666  3719800  3719965  3720092  3720530  3720676  3720819  3722720  3722871  3723025  3724060  3724215  3725435  3725552  3725676, 3420923  3446902  3447161  3447352  3447713  3447916  3448043  3448176  3448790  3448961  3449070  3450044  3450243  3450375  3492193  3492694  3492828  3539225  3570070  3570379  3570669  3570903  3571326  3571584  3571694  3572334  3572448  3572659  3573186  3588620  3588730  3589842  3590069  3591969  3592086  3592446  3593769  3593999  3594801  3594929  3639593  3669795  3693330  3693447, 3426069  3427874  3436609  3473184  3485769  3486424  3488388  3499844  3505056  3544031  3544790  3576151  3585360  3586444  3608506  3612054  3642200  3658884  3662740  3697982  3707850, 3426655  3428414  3436801  3473696  3486351  3486743  3488504  3500212  3533621  3544290  3556905  3585332  3585377  3586558  3609337  3613182  3644104  3659454  3663019  3698114  3725694, 3705759, 3706375, 3446512  3491780  3538781  3569682  3588423  3639153  3639185  3669486  3692823, 3450297  3492769  3539192  3573124  3595189  3639168  3639863  3669960  3693605, 3421812, 3421813, 3421813, 3705766, 3705774, 3705925  3705932, 3706382, L, 3707867, , 3725707, 0, 0, 0, 0, 0, 3725783, 3725796, L1:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3707875, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3743252  3743495  3754790  3755165  3755820  3755952  3756563  3756677  3757906  3758018  3758129  3758408  3773338  3773452  3773568  3773785  3773900  3822068  3822182  3822307  3822468  3822589, 3738513  3738849, 3743057  3754556  3773167  3821896  3827037, 3743461  3758351  3773868  3822583, 3824283  3825006, 3824939  3825545, 3736061  3737928  3750296  3750319  3775869  3783525, 3736278  3738784  3750310  3750725  3776552  3783552, 3726729, 3726729, 3726730, 3824290, 3824299, 3824448  3824455, 3824947, L, 3827054, , , 1, 0, 0, 0, 1, 3827139, 3827149, L2:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 3827127
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3827288  3827428  3827547  3893604  3893750  3893907  3894205  3896078  3920990  3921100  3921245  3921414  3921527  3921770  3922443  3927322  3927438  3927552  3927680  3927810  3927922  3928052  3928195  3932815, 3917212, 3893455  3894340  3920821  3927095, 3827502  3894106  3894392  3922388  3933043, 3924050, 3925594, 3837904  3876264  3916861, 3838135  3876835  3917798, 3827683, 3827684, 3827685, 3924056, 3924062, 3924212  3924217, 3925600, L, 3927107, , 3933050, 0, 0, 0, 0, 0, 3933099, 3933108, L3:R1, 75.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 3927113, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3934131  3934244  3934363  3934478  3934606  3936782  3937561  3937709  3937832  3937968  3938092  3938501  3938612  3938745  3939388  3939555  3940186  3940315  3940428  3940883  3941069  3941225  3941386  3942263  3942380  3942495  3942620  3943292  3943406  3944122  3944489  3944604  3945158  3945489  3945652  3945775  3945897  3946115  3949838  3949949  3950067  3950193  3950562  3953496  3954257  3955124  3955236  3955383  3955585  3955791  3955904  3956038  3956162  3956605  3956757  3957830  3958213  3958330  3958629  3964335  3964453  3964564  3965659  3965861  3965986  3966098  3966236  3966601  3966962  3967077  3967839  3967974  3968092  3968654  3968775  3972765  4001432  4001559  4001687  4001822  4027204  4027540  4027667  4095470  4095583  4095699  4095815  4095942  4096061  4096192  4096305  4096418  4096647  4103106  4108162  4108285  4108848  4109503  4109962  4110115  4110295  4110466  4111635  4111749  4111859, 3961958, 3933887  3945495  3949643  3953350  3953485  3954021  3954076  3954991  3955246  3964151  3965462  3972376  4001180  4026931  4095233, 3945449  3946020  3951069  3953448  3953524  3954061  3954292  3955213  3958649  3964518  3968722  3972726  4001825  4027648  4112375, 4089146, 4089321, 3961588  3979232  3979560  3980072  3983537  4012047  4065571, 3962064  3979449  3980044  3980810  3985007  4012186  4066280, 3933656, 3933656, 3933657, 4089150, 4089155, 4089306  4089311, 4089326, L, 4095244, , 4112384, 0, 0, 0, 0, 0, 4112438, 4112447, L4:R1, 80.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4095249, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4112577  4127771  4127884  4151314  4151491  4151677  4151865  4151995  4152108  4152508  4152623  4153869  4154048  4154507  4154626  4154737  4155567  4155728  4156478  4156596  4168080  4168192  4168305  4168419  4168643  4186255  4186370, 4181703, 4127562  4150523  4150665  4151271  4167886  4185997  4196436, 4127879  4150592  4150881  4156574  4168632  4186362, 4193819  4194872, 4194008  4195178, 4134990  4135149  4135395  4181431, 4135078  4135366  4135805  4181718, 4113281, 4113282, 4113283, 4193826, 4193836, 4193986  4193994, 4194016, L, 4196454, , , 1, 0, 0, 0, 1, 4196544, 4196554, L5:R1, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4196531
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4196799  4196922  4197045  4197183  4224680  4224797  4224942  4225055  4225178  4225314  4225434  4225551  4225690  4225812  4225941  4236110  4236288  4236770  4236911  4237824  4237979  4238091  4238231  4238343  4238454  4238569  4238897  4239625  4239965  4240265  4240418, , 4224399, 4197157  4240526, 4222783, 4222948, 4212368, 4212557, 4197158, 4197159, 4197160, 4222785, 4222788, 4222938  4222940, 4222951, L, 4224405, , 4240532, 0, 0, 0, 0, 0, 4240574, 4240582, L6:R1, 71.43, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 4224408, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4240685  4276254, , 4275958  4284687, 4276154, 4283249, 4283415, , , 4241123, 4241124, 4241125, 4283250, 4283253, 4283404  4283406, 4283417, L, 4284692, , , 1, 0, 0, 0, 1, 4284724, 4284729, L7:R1, 62.50, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4284718
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4284869  4284983  4285120  4285249  4285700  4297292  4297421  4297551  4297763  4297883  4297995  4298597  4298721  4298845  4298996  4299634  4299746  4299876  4300011  4301795  4302371  4302544  4302828  4302941  4303556  4303682  4305957  4306123  4306277  4307300  4307411  4309563  4309769  4309897  4311132  4311255  4311912  4312030, , 4296996  4329643, 4285625  4312100, 4326942  4327181, 4327124  4327450, , , 4285626, 4285627, 4285629, 4326948, 4326955, 4327106  4327112, 4327131, L, 4329657, , , 1, 0, 0, 0, 1, 4329732, 4329741, L8:R1, 55.56, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4329720
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 250, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4329887  4330001  4330123  4330279  4330391  4330510  4330626  4330744  4330911  4331470  4331590  4332384  4332496  4332905  4333017  4333678  4333826  4357425  4357548  4357678  4358062, 4339999, 4357250  4367094, 4333910  4357691, 4360150  4365037, 4360340  4365590, 4338859  4339154  4339220  4345558  4346165  4346764  4346927  4348279  4348715  4348943  4349168, 4338939  4339191  4340190  4346039  4346224  4346851  4347351  4348669  4348860  4349089  4350157, 4333912, 4333915, 4333918, 4360157, 4360166, 4360317  4360326, 4360348, L, 4367113, , , 1, 0, 0, 0, 1, 4367203, 4367214, L9:R1, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 4367191
