max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, L_well_all_on_ts, L_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, R_well_all_on_ts, R_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1   188971   191084   205139   205325   205735   206107   206379  3839661  3839955  3840061  3840169  3840521  3840637  3840992  3843752  3954744  3954851  3954957  3955167  3955288  3955406  3955522  3955649  3955779  3955902  3956049  3956183  3956325  3956467  3956598  3956743  3957031  3957173  3957324  3958765  3958897  3984963  3985070  3985171  3985281  3985386  3985494  3985604  3985740  3985869  3986003  3986140  3986278  3986415  3986617  3986767  3986925  3987090  3987221  3987361  3987518  3987982  3988178  3988294  3988454  3988603  3988797  3988901  3989004  3989106  3989218  3989359, 1  213325  213615  213830, 204247   204531  3954536  3984759, 204444   206446  3958998  3989378, 210550  3981737  3982393, 211620  3981995  3982604, 212332   212460  3963767, 212412   213857  3966166, 3960751, 3960758, 3960765, 3981746, 3981754, 3981905  3981914, 3982003, L, 3984778, 3984787, 3989391, 0, 0, 0, 0, 0, 3989577, 3989578, L1:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3990717  3990824  3990980  3991145  3991272  4017807  4017908  4018017  4018124  4018290  4018393  4018533  4018638  4018837  4018970  4019108  4019245  4019423  4019739  4019881  4020031  4020319  4020478  4020734  4020886  4021016  4021157  4021314  4021423  4021555  4021702  4021824  4021935  4022039  4022146  4022260  4022383  4022487  4022590  4022699  4022991, , 3990516  3991337  3991522  4004794  4007915  4017550, 3991247  3991351  3991612  4005031  4007979  4023069, 4015440, 4015913, 3994460  3995292  3996137  4000552, 3995079  3995547  3996798  4000717, 3991248, 3991249, 3991251, 4015444, 4015451, 4015602  4015607, 4015919, L, 4017561, 4017567, 4023079, 0, 0, 0, 0, 0, 4023143, 4023154, L2:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4023780  4031904  4032015  4032124  4032240  4032371  4032477  4032617  4032738  4032849  4032989  4033196  4033339  4033687  4033806  4033952  4034413  4034570  4035182  4036128  4036277  4036904  4037031  4037148  4037337  4037441  4037572  4037678  4037790  4037895  4038010  4038142  4038259  4038430  4038581  4039856  4040638  4041095, , 4023617  4031694, 4023764  4041128, 4029211, 4029571, , , 4023766, 4023767, 4023768, 4029212, 4029215, 4029366  4029368, 4029573, L, 4031699, 4031703, 4041136, 0, 0, 0, 0, 0, 4041181, 4041190, L3:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4054915  4055049  4055794  4066919  4067030  4067141  4067248  4067367  4067472  4067585  4067707  4067812  4067965  4068098  4068218  4068430  4068578  4068919  4069061  4069222  4069507  4070510  4070754  4070891  4070993  4071177  4071284  4071393  4071495  4071605  4071711  4071830  4071939  4072065  4072185  4072321  4072480  4072764  4072870, , 4054674  4055657  4066738, 4055133  4055892  4072992, 4064211, 4065079, 4045791  4046750, 4046035  4046796, 4041693, 4041693, 4041694, 4064214, 4064218, 4064369  4064372, 4065082, L, 4066745, 4066749, 4073000, 0, 0, 0, 0, 0, 4073053, 4073062, L4:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4073189  4077404  4077505  4077613  4095725  4095827  4095933  4096038  4096148  4096262  4096373  4096492  4096629  4096754  4096885  4097025  4097166  4097307  4097486  4097637  4097753  4097900  4098087  4098235  4098394  4098715  4098863  4099009  4099474  4099653  4099768  4099923  4100082  4100572  4100753  4101579  4102190  4102297  4103550  4103818  4104001  4104139  4104243  4104348  4104450  4104557  4104659  4104763  4104872  4105035  4105147  4105252  4105360  4105505  4105624  4105782  4106335  4106437  4106933  4107078, , 4073602  4077218  4095547, 4073641  4077597  4107229, 4092352  4092782, 4092525  4093107, 4081614  4081933  4085318  4085426  4089931, 4081660  4083324  4085372  4085704  4090040, 4073643, 4073644, 4073645, 4092355, 4092360, 4092511  4092515, 4092529, L, 4095557, 4095562, 4107241, 0, 0, 0, 0, 0, 4107316, 4107329, L5:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4107803  4108022  4108153  4108273  4108680  4108944  4109072  4109259  4109380  4109519  4109648  4110116  4110292  4110436  4110581  4110880  4112185  4112288  4112507  4126232  4126336  4126511  4126616  4126735  4126858  4127028  4127148  4127292  4127429  4127566  4127702  4127844  4128031  4128175  4128290  4128433  4128620  4128764  4128906  4129041  4129378  4129523  4129863  4131095  4131237  4131345  4131462  4131573  4131756  4131863  4131977  4132086  4132198  4132319  4132442  4132554  4132662  4132822  4132979  4133136  4133293  4134218  4134528  4134658  4134786  4134920  4135023  4135132  4135263  4135408, , 4107665  4112058  4126045, 4111064  4112373  4135510, 4124023, 4124472, 4114857  4116782, 4115385  4117081, 4111066, 4111069, 4111072, 4124027, 4124034, 4124184  4124189, 4124477, L, 4126056, 4126061, 4135521, 0, 0, 0, 0, 0, 4135595, 4135608, L6:R0, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4135786  4136255  4139827, , 4139649  4146582, 4139858, 4144994, 4145160, , , 4136303, 4136304, 4136305, 4144995, 4144998, 4145149  4145152, 4145162, L, 4146587, , , 1, 0, 0, 0, 1, 4146620, 4146625, L7:R0, 85.71, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4146614
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4146827  4146936  4147077  4147228  4147347  4147461, , 4157204, 4147464, 4153526  4154772, 4154483  4155175, 4149436  4150193, 4149849  4150346, 4147465, 4147467, 4147468, 4153528, 4153532, 4153683  4153687, 4154486, L, 4157212, , , 1, 0, 0, 0, 1, 4157255, 4157261, L8:R0, 75.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4157248
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4157394  4175761, , 4175495  4184924, 4157831  4175935, 4178247, 4178497, 4173100  4173510, 4173392  4173809, 4157832, 4157833, 4157834, 4178249, 4178252, 4178403  4178406, 4178500, L, 4184930, , , 1, 0, 0, 0, 1, 4184970, 4184975, L9:R0, 66.67, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4184963
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 120, 1, 0, 1, 0, 120, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4185095  4186630  4186732  4186907  4187026  4187136  4187287  4187393  4187518  4187646, , 4186485  4187765  4187941  4211691, 4185178  4187592  4187923  4187992, 4207739, 4209619, 4197241  4200348  4204575, 4197711  4201285  4204785, 4185582, 4185583, 4185584, 4207744, 4207749, 4207900  4207905, 4209625, L, 4211701, , , 1, 0, 0, 0, 1, 4211758, 4211765, L10:R0, 60.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, 203, wrong_choice_chose_L, 4211748
