max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_all_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_all_off_ts, odor_port_off_ts, L_well_all_on_ts, well_id, well_on_ts, L_reward_ts, L_well_all_off_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_well_all_on_ts, R_well_all_off_ts, error_id, error_string, house_light_on_ts, R_reward_ts
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1654177  1654289  1654398  1654509  1654617  1654730  1654849  1654966  1655073  1655191  1655308  1655431  1655553  1655660  1655788  1655913  1656042  1656174  1656304  1656432  1656570  1656707  1656849  1656972  1657084  1657233  1657372  1657510  1657655  1657808  1657976  1658145  1658306  1658434  1658595  1658718  1658897  1659032  1659156  1659303  1660180  1660296  1660411  1661170  1661340  1661926  1662038  1662169  1681323  1681439  1681549  1681654  1681764  1681879  1681985  1682093  1682208  1682401  1682505  1682613  1682719  1683097  1683206  1685872  1708532  1708835  1708955  1709114  1709244  1709369  1709475  1709586  1709691  1709856  1710101  1710210  1710484  1710602  1710732  1711232  1716588  1716709  1716832  1748492, 1675953  1722846  1724956  1738322  1739245, 1650541, 1650542, 1650543, 1649985  1740365  1740656  1743265, 1740372, 1740382, 1740533  1740541, 1650540  1740556  1743204  1743409, 1740564, 1653981  1660073  1660956  1661768  1681154  1684948  1686383  1708322  1708468  1708943  1711019  1715963  1716369  1748337, L, 1748356, 1748366, 1659319  1660375  1661279  1662119  1683256  1685191  1686457  1708427  1708855  1710728  1711218  1716054  1716947  1748564, 1748575, 0, 0, 0, 0, 0, 1748637, 1748647, L7:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1675261  1676231  1721118  1721537  1722144  1722284  1724103  1724401  1724494  1724820  1731683  1731881  1737951  1739006  1739279, 1676035  1676384  1721422  1721546  1722234  1722303  1724221  1724479  1724769  1724850  1731780  1732326  1738349  1739031  1740226, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1748884  1749302  1749886  1749992  1756570  1787921, , 1749244, 1749245, 1749248, 1783961  1785228  1786194, 1783963, 1783966, 1784117  1784119, 1784881  1785330  1786539, 1784884, 1749176  1787759, L, 1787766, 1787770, 1749185  1787931, 1787935, 0, 0, 0, 0, 0, 1787963, 1787969, L8:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1788350  1788464  1788574  1788682  1788787  1788892  1788999  1789114  1789229  1789340  1789453  1789565  1789683  1789796  1789912  1790039  1790157  1790276  1790391  1790503  1790629  1790744  1790874  1790983  1791108  1791218  1791358  1791504  1791653  1791798  1791943  1792179  1792290  1792420  1792528  1792633  1792739  1792846  1792964  1793091  1793394  1794025  1794160  1794275  1794535  1794746  1794853  1794962  1795070  1795175  1795329  1795479  1795643  1795777  1800043  1800147  1800262  1800367  1823368  1823524  1826580  1828686  1834653  1834764  1834884  1834993  1835109  1835215  1835325  1835445  1835560  1835677  1835796  1835917  1836044  1836171  1836307  1836438  1836550  1836736  1836861  1836974  1837078  1837219  1837361  1837523  1837995  1838126  1838264  1838407  1838543  1838654  1838760  1838865  1839092  1839206  1839346  1839494  1839636  1839794  1839921  1840026  1840163  1840316  1840472  1840590  1840715, 1813613, 1793377, 1793383, 1793388, 1828925, 1828938, 1828953, 1829104  1829274, 1829712, 1829713, 1788044  1793837  1793895  1795752  1795808  1796147  1799805  1823235  1826393  1826686  1827284  1828404  1828453  1828617  1834463, L, 1834465, 1834467, 1793372  1793864  1795701  1795793  1795841  1796209  1800329  1823655  1826597  1826898  1827312  1828434  1828507  1828636  1840781, 1840787, 0, 0, 0, 0, 0, 1840831, 1840839, L9:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1813149, 1813675, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1866466  1866589  1866699  1866805  1866988  1887242  1887355  1887471  1887629  1887752  1887886  1888038  1888148  1898060  1898174  1898279  1898392  1898502  1898614  1898722  1898832  1898951  1899058  1899165  1899284  1899396  1899521  1899632  1899761  1899907  1900032  1900164  1900268  1900400  1900515  1900652  1900788  1900931  1901241  1901351  1901460  1901621  1901764  1901913  1902017  1902194  1902302, 1843164  1860538  1860661  1862689  1880739  1880862  1881003, 1841529, 1841530, 1841530, 1888961  1889391  1890472  1890975  1892648, 1888969, 1888977, 1889128  1889136, 1889150  1889731  1890819  1891426  1895695, 1889159, 1866374  1887077  1897790, L, 1897810, 1897822, 1867006  1888141  1902359, 1902360, 0, 0, 0, 0, 0, 1902373, 1902375, L9:R1, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1842898  1847858  1852291  1853230  1860056  1860370  1862341  1862408  1877327  1880272  1884725  1884801, 1843628  1848376  1852312  1853498  1860321  1860615  1862383  1862681  1877441  1881129  1884781  1884876, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1902411  1904267  1904436  1904598, 1911273  1911581  1911677  1912162  1912282  1912400  1912524  1912654  1912790  1912923  1913058  1913213  1913311  1913443  1913580  1913724  1913885  1914027  1914218  1914398, 1902955, 1902956, 1902957, 1908331  1908624, 1908333, 1908337, 1908488  1908491, 1908500  1909053, 1908503, 1904162  1906045  1906117, R, 1910901, , 1904557  1906072  1906180, 1914457, 0, 0, 0, 0, 0, 1914500, 1914507, L8:R2, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1910894, 1914450, , , , 1910905
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1921181  1921286  1921406  1921517  1921648  1931205  1931438  1977552  1977698  1977832  1977946  1978056  1978168  1978284  1978390  1978506  1978625  1978746  1978869  1978984  1979113  1979239  1979368  1979503  1979633  1979773  1979916  1980054  1980186  1980332  1980479  1980635  1980773  1980915  1981054, 1916232  1928196  1967302  1967700  1970035  1974139  1974322, 1915157, 1915158, 1915159, 1975983, 1975989, 1975997, 1976148  1976156, 1976548, 1976555, 1920956  1931076  1977459, L, 1977475, 1977483, 1921701  1931388  1981136, 1981148, 0, 0, 0, 0, 0, 1981218, 1981231, L8:R2, 100.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, 1915317  1916158  1927835  1958774  1965423  1965609  1965809  1967034  1973667  1974705, 1915948  1916220  1928221  1959146  1965444  1965620  1966422  1967804  1974274  1974970, , , , 
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1981401  1982351  1982473  1982726  1983006  1983140  1983285  1983404  1983521  1983661  1983766  1983969  1984088  1984500  1984637  1984743  1984873  1984990  1985100  1985255  1985364  1985551  1985730  1988736  1988959  1997107  1997215  1997330  1997492  1997602  1997719  2000711  2000825  2000931  2001054  2001199  2001451  2001574  2001707, 1993286  2004749  2004866  2004969  2005086  2005202  2005330  2005457  2005595  2005703  2005850  2005981  2006117  2006252  2006402  2006531  2006687  2006815  2006921  2007031  2007200  2007427  2007526  2007675  2007792  2009147  2009376, 1981833, 1981834, 1981835, 2002965, 2002973, 2002983, 2003134  2003143, 2003158, 2003167, 1981407  1981973  1982236  1983633  1985583  1988376  1996942  2000433, R, 2004069, , 1981832  1982153  1983596  1985562  1985634  1988970  1997684  2001685, 2009438, 0, 0, 0, 0, 0, 2009649, 2009650, L7:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1992881  2004050, 1993486  2009424, , , , 2004079
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2035166  2035270  2035385  2035491  2035748  2035872  2035990  2039512  2039622  2039778  2039891  2040011  2040251  2040383  2040504  2040635  2051600  2051707  2051821  2052016, 2031792  2031895  2043014  2043118  2045449  2049885  2049986  2050092  2050190  2057952  2058080  2058277  2058527  2058767  2058890  2059705  2059848  2060405  2060769  2061031, 2010264, 2010265, 2010265, 2052706  2053198  2055613  2055965, 2052713, 2052721, 2052871  2052878, 2053068  2055185  2055938  2056085, 2053076, 2034944  2039361  2040103  2051322, R, 2057425, , 2036019  2040041  2040681  2052057, 2061062, 0, 0, 0, 0, 0, 2061130, 2061143, L7:R3, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2031533  2042671  2044514  2049531  2057408, 2031890  2043091  2045509  2050201  2061051, , , , 2057436
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2063381  2063497  2063612  2063730  2063925  2064056  2083792  2083908  2084041  2084163  2084271  2084732  2085927  2086070  2086187  2086393  2086851  2086979  2087567  2087690  2087797  2087914  2088040  2088146  2088267  2088376  2088489  2088603  2088750  2088886  2089349  2089515  2089620  2089788  2090009  2090353  2091143  2091312  2091464  2091574  2091701  2091815  2091983  2092176  2092336  2092443  2092666  2092989  2093277  2093446  2093581  2094298  2094429  2094539  2094648  2094765  2094937  2096361  2096473  2102870  2102985  2103098  2103208  2103327  2125714  2125932  2126064, 2080481  2080677  2105732  2105902  2106164  2106985  2110561  2110772  2132390  2132588  2132789  2132914  2133035  2133156  2133274  2133408  2133537  2133671  2133808  2133941  2134076  2134217  2134420  2134653  2134795  2134925  2135268  2135379, 2061903, 2061903, 2061904, 2127232  2127500  2127551  2127677, 2127233, 2127235, 2127385  2127386, 2127482  2127539  2127592  2129116, 2127483, 2063232  2083520  2083685  2085775  2094193  2096253  2102713  2125587, R, 2132046, , 2064068  2083649  2084290  2093685  2094994  2096499  2103286  2126240, 2135536, 0, 0, 0, 0, 0, 2135574, 2135581, L6:R4, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2080119  2105319  2106582  2106782  2110183  2132040, 2080840  2106115  2106744  2106886  2110825  2135531, , , , 2132049
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2142191  2142329  2142443  2146055  2146163, 2136172  2138972  2139234  2139550  2149634  2150142  2150262  2150375, 2136156, 2136158, 2136159, 2147878  2148243, 2147886, 2147894, 2148044  2148051, 2148176  2148397, 2148185, 2141984  2143670  2145777  2146644, R, 2149307, , 2142547  2143735  2146255  2146746, 2150441, 0, 0, 0, 0, 0, 2150500, 2150510, L5:R5, 100.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 2135885  2136510  2136551  2138537  2139248  2139317  2139572  2139634  2139783  2139856  2140094  2149291, 2136156  2136540  2136682  2139179  2139264  2139340  2139595  2139769  2139815  2139877  2140179  2150432, , , , 2149316
Inf, Mode 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 150, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, E, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
