max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1459208  1459347  1459504  1459648  1459770  1459889  1460007  1460127  1460248  1460369  1460494  1460714  1460840  1461484  1461615  1466577  1466713  1466828  1466950  1467074  1467389  1467503  1467666  1468100  1468212  1468360  1468810  1468943  1469053  1469196  1469420  1469547  1469699  1469863, 1455889  1456106  1456249  1456396, , 1456351, 1457905, 1458068, 1458963, 1469958, 1456352, 1456353, 1456354, 1457906, 1457909, 1458060, 1458070, L, 1458967, 1458970, 1469964, 0, 0, 0, 0, 0, 1470006, 1470014, L4:R6, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1470155  1470348  1471197  1471343  1471486  1472512  1472622  1472942  1473181  1473304, , 1476744, , 1475462, 1475664, 1470126  1470149, 1470137  1473203, 1473205, 1473207, 1473210, 1475465, 1475468, 1475619, 1475667, R, 1476751, , , 1, 0, 0, 0, 1, 1476791, 1476797, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1476784
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1478904  1479043  1479153  1479330  1480697  1480839  1481909  1482407  1482518, 1477143, 1485046, 1477274, 1483367, 1483566, 1478677  1480220  1480267  1480345  1480526  1481061, 1479346  1480251  1480305  1480376  1480819  1481271, 1477344, 1477345, 1477346, 1483371, 1483376, 1483527, 1483570, R, 1485056, , , 1, 0, 0, 0, 1, 1485110, 1485116, L3:R7, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1485101
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1485434, , 1485519, 1487258, 1487457, 1488447, , 1485784, 1485785, 1485786, 1487259, 1487261, 1487412, 1487459, L, 1488451, , , 1, 0, 0, 0, 1, 1488479, 1488482, L4:R6, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1488473
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1488694  1488815  1488936  1493330  1493452  1493575  1493692  1493840  1493972  1494085  1494198  1494313  1494426  1494541  1494690  1494803  1494944  1501536  1501678  1501818  1501945  1502264  1502383  1502904  1503080  1503213  1503347  1504076  1504190  1504303  1504415  1504527  1504860  1505020  1505153  1505270  1505401  1505533  1505677  1505830, , , , 1490449, 1491733, 1493143, 1488920  1505914, 1488921, 1488922, 1488923, 1490450, 1490453, 1490603, 1491735, L, 1493147, 1493150, 1505921, 0, 0, 0, 0, 0, 1505965, 1505973, L4:R6, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1506099  1506690  1506810  1506941  1507939  1508256  1508381  1508519  1509423  1509547  1509727  1509881  1510034  1510632  1510790  1512103  1512231  1512368  1514086  1514223, , 1518237, , 1516855, 1517048, 1506209  1506593  1510046  1510518  1514917, 1506227  1509986  1510075  1514252  1514948, 1509988, 1509991, 1509993, 1516860, 1516865, 1517016, 1517053, R, 1518248, , , 1, 0, 0, 0, 1, 1518308, 1518315, L4:R6, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1518298
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1520321  1520464  1524032  1524146  1524261  1524379  1524538  1524655  1524767  1524887  1525007  1525129  1525253  1525387  1525514  1525648  1525776  1526216  1533021  1533165  1533284  1533706  1534270  1534442  1534585  1534712  1535424  1535567  1535725  1536166  1536282  1536403  1536648  1536760, , , 1518739, 1522255, 1522418, 1520111  1520580  1523768, 1520556  1520777  1536772, 1519000, 1519000, 1519001, 1522257, 1522260, 1522410, 1522420, L, 1523773, 1523777, 1536778, 0, 0, 0, 0, 0, 1536822, 1536830, L5:R5, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1537018  1537956  1538330  1539396  1539548  1540008  1540151  1540265  1540397  1540525  1540635  1540786  1540930  1541050  1541925  1542057  1542196  1543191  1543322  1543501  1543719  1543831  1543947  1544204  1550281  1550411  1550528  1555240  1555384  1555510  1555757  1555900  1556016  1556131  1556253  1556384  1556508  1556631  1556758  1556883  1557317  1557852  1560617  1560764  1564132  1564264  1564394  1564852  1564965  1565094  1565209  1565688  1565861  1565981  1566969  1567143  1567277  1567396  1567699  1567830  1567949  1568082  1568206  1568321  1568457  1568568, 1547725  1547873, 1547461, 1548113, 1552855, 1553568, 1537107  1537799  1538054  1538142  1540748  1540889  1542909  1550082  1555056, 1537123  1537928  1538087  1540717  1540877  1542163  1544120  1550599  1568646, 1537532, 1537534, 1537536, 1552862, 1552869, 1553020, 1553575, L, 1555072, 1555080, 1568658, 0, 0, 0, 0, 0, 1568855, 1568857, L6:R4, 40.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1569062  1569201  1569420  1570285  1570430  1570558  1571307  1571445  1571578  1571741  1571877  1572785  1572917  1573326  1573458  1573601  1573730  1577931  1578073  1578274  1583156  1602970  1603083  1603202  1603338  1603512  1603629  1603750  1603865  1603983  1604103  1604222  1604343  1604471  1604599  1604727  1611932  1612705  1614121  1614296  1614911  1615030  1615159  1615308  1615606  1615721  1616391  1616540  1616673  1616840  1616952  1617120  1617244, , 1598108, 1598329, 1601212, 1601701, 1569133  1573622  1577595  1583004  1602774, 1573591  1573727  1578230  1583201  1617234, 1573593, 1573596, 1573599, 1601217, 1601222, 1601373, 1601707, L, 1602785, 1602791, 1617254, 0, 0, 0, 0, 0, 1617314, 1617326, L6:R4, 50.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1617738  1618624  1618758  1618894  1619021  1623015  1623134  1623244  1623369  1623489  1623621  1623737  1623895  1624015  1624141  1624268  1624393  1624518  1629429  1629562  1629706  1629831  1630229  1630357  1630473  1630596  1630743  1631053  1631170  1631291  1632012  1632138  1632284  1632424  1633226  1633338  1633980  1634219  1634353  1634492  1634616  1634735  1634890  1635061  1635178  1635296  1635474  1635590  1635740  1636576  1636689  1636802  1636937  1637104  1637216  1637367, , , , 1621150, 1621428, 1617526  1617593  1622778, 1617546  1619014  1637358, 1619015, 1619017, 1619019, 1621152, 1621155, 1621306, 1621431, L, 1622785, 1622788, 1637377, 0, 0, 0, 0, 0, 1637433, 1637443, L7:R3, 60.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1638327  1638498  1639306, 1642963  1643244  1643363  1643480  1643598  1643720  1645573  1645716  1649852  1649977  1651200, 1642588, 1651221, 1640960, 1641285, 1638023  1638127, 1638041  1639308, 1639309, 1639311, 1639313, 1640962, 1640964, 1641115, 1641287, R, 1642593, , 1651225, 0, 0, 0, 0, 0, 1651254, 1651260, L6:R4, 60.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1642596, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1659289  1659402  1659516  1659658  1659768  1659879  1659990  1660150  1660273  1660398  1660524  1660653  1667784  1667912  1668025  1668276  1668731  1668844  1668974  1669086  1669209  1669532  1669645  1669778  1670224  1670341  1670468  1670590  1670714  1670824, , , , 1657682, 1658019, 1659102, 1670950, 1651709, 1651710, 1651712, 1657683, 1657686, 1657835, 1658020, L, 1659105, 1659108, 1670956, 0, 0, 0, 0, 0, 1670991, 1670999, L7:R3, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1671177  1671318  1671429  1672644  1672839  1673329  1673464  1674238  1674372  1674505  1674634  1674776  1675096  1675313, , , , 1677591, 1677760, 1671096  1671124  1674799  1675015  1679011, 1671110  1674721  1674858  1675029, 1674723, 1674726, 1674728, 1677594, 1677599, 1677750, 1677764, L, 1679021, , , 1, 0, 0, 0, 1, 1679071, 1679077, L8:R2, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1679063
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1679223  1679383  1679514  1683507  1683620  1683736  1683861  1683977  1684091  1684202  1684316  1684432  1684549, , , , 1681828, 1682040, 1683247, 1679564  1684584, 1679836, 1679837, 1679839, 1681829, 1681832, 1681982, 1682042, L, 1683251, 1683254, 1684588, 0, 0, 0, 0, 0, 1684614, 1684618, L8:R2, 80.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1684749  1688355  1688491  1688604  1688775  1689102  1689214  1689418  1689626  1689747  1689860  1690202  1690316  1690434  1691016  1691145  1691926  1692045  1692197  1692374  1692923  1693038  1693150  1693284  1693412  1693548  1693688  1693802  1693931  1694572  1695845  1695995  1696638  1696754  1696890  1697022  1697145  1697272, 1701209  1701331  1701446  1701567  1701689  1701809  1702683  1702819  1709524  1709639  1709784  1710311, 1700612, 1710377, 1698722  1699335, 1698898  1699452, 1684690  1694361, 1693949  1697267, 1693954, 1693958, 1693962, 1698727, 1698735, 1698886, 1698905, R, 1700625, , 1710386, 0, 0, 0, 0, 0, 1710441, 1710451, L7:R3, 80.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1700633, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1713359  1713472  1713589  1713702, , , , 1715126, 1715749, 1713158  1717177, 1713779, 1711027, 1711028, 1711029, 1715127, 1715130, 1715281, 1715751, L, 1717182, , , 1, 0, 0, 0, 1, 1717214, 1717218, L8:R2, 80.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1717208
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1717399  1717537  1717648  1717934, , , , 1718987, 1719485, 1720845, 1717615, 1718004, 1718005, 1718006, 1718988, 1718991, 1719142, 1719487, L, 1720850, , , 1, 0, 0, 0, 1, 1720880, 1720884, L8:R2, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1720873
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1721099  1721284  1721410, 1737338  1737567  1737681  1737800  1737919  1738039  1742419  1742544  1742683  1743667  1743796  1744785  1744974  1745132, 1736728, 1745170, 1735139, 1735428, , 1721416, 1721417, 1721418, 1721419, 1735140, 1735143, 1735293, 1735430, R, 1736732, , 1745174, 0, 0, 0, 0, 0, 1745203, 1745208, L7:R3, 70.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1736735, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1748259  1748374  1748541  1748652  1748769  1748927  1749047  1749170  1749309  1749420  1749536  1749657  1758717  1758852  1758967  1759557  1759691  1760526  1760637  1760761  1760885  1761594  1761705  1762242  1762382  1762496  1762623  1762766  1762881  1763028  1763141  1763314, , , , 1746703, 1746894, 1748021, 1763436, 1746168, 1746169, 1746170, 1746704, 1746706, 1746856, 1746895, L, 1748024, 1748027, 1763441, 0, 0, 0, 0, 0, 1763479, 1763486, L7:R3, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1763580  1763799  1764744  1764870  1764996  1765120  1765229  1765360  1765480  1766669  1766786  1767445  1767557  1767705  1767854  1768010  1768152  1772242  1772357  1772492  1772605  1772756  1772869  1772985  1773101  1773229  1773351  1773475  1773593  1778421  1778547  1778659  1779245  1779368  1779480  1779624  1779736  1780091  1780216  1780328  1780467  1781637  1781748  1781865  1782009  1782439  1782559  1782678  1782806  1782936  1783065  1783182  1783303  1783427, , , , 1769529  1770158, 1769696  1770840, 1763586  1771990, 1768118  1783460, 1768120, 1768123, 1768126, 1769532, 1769536, 1769687, 1769699, L, 1771998, 1772003, 1783470, 0, 0, 0, 0, 0, 1783525, 1783535, L7:R3, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1784147  1784261  1785420  1785532  1785646  1786107  1786226  1786354  1786493  1786622  1786832  1786973  1791155  1791293, 1794484  1794590  1794774  1794886  1794998  1795116  1795235  1796487  1796659  1800801, 1794296, 1801680, 1792964, 1793131, 1783995  1786793  1790949, 1786766  1786935  1791476, 1786768, 1786770, 1786772, 1792967, 1792971, 1793122, 1793135, R, 1794305, , 1801686, 0, 0, 0, 0, 0, 1801723, 1801731, L7:R3, 70.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1794310, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1804956  1805068  1805179  1805307  1805447  1805562  1805674  1806016  1806158  1806278  1806408  1806534  1806664  1809437  1810392  1810545  1810672  1810799  1811310  1811470  1811604  1811747  1811997  1812129  1813047  1813214  1813352  1813482  1814315  1814429  1814921  1815041  1815194  1815325  1815458  1815604  1815752, 1801826, , , 1803247, 1803594, 1804766, 1815851, 1802825, 1802825, 1802826, 1803248, 1803250, 1803401, 1803596, L, 1804770, 1804772, 1815857, 0, 0, 0, 0, 0, 1815898, 1815906, L7:R3, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1816010  1816408  1816534  1817467  1817624  1817762, 1821470  1821688  1821803  1821923  1822044  1822195  1823037  1823347  1823467  1828092  1828210  1828998, 1821081, 1829120, 1819983, 1820146, 1816375, 1817739, 1817740, 1817742, 1817743, 1819985, 1819988, 1820138, 1820148, R, 1821086, , 1829124, 0, 0, 0, 0, 0, 1829153, 1829159, L6:R4, 80.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1821089, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1830371, 1830531, 1831564, , 1829628, 1829628, 1829629, 1830372, 1830374, 1830524, 1830532, L, 1831567, , , 1, 0, 0, 0, 1, 1831592, 1831596, L6:R4, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1831586
