max_trials, mode, repeat_wrong, win_delays, lose_delays, L_win_L_delay, L_lose_L_delay, R_win_L_delay, R_lose_L_delay, R_win_R_delay, R_lose_R_delay, L_win_R_delay, L_lose_R_delay, odor1_id, odor1_delay, odor1_duration, odor2_id, odor2_delay, odor2_duration, tone_delay, tone_duration, tone_period, L_reward_id, L_reward_delay, L_reward_duration, L_reward_num, L_bolus_delay, R_reward_id, R_reward_delay, R_reward_duration, R_reward_num, R_bolus_delay, trial_delay, error_duration, odor_port_error, well_error, choice_error, odor_port_timeout, well_timeout, debounce_up, debounce_down_odor_port, debounce_down_well, rewarded_well, odor_port_timeout_stim, odor_port_on_stim, odor_port_off_stim, odor1_on_stim, odor1_off_stim, odor2_on_stim, odor2_off_stim, tone_on_stim, tone_off_stim, L_well_on_stim, L_well_off_stim, R_well_on_stim, R_well_off_stim, L_reward_on_stim, L_reward_off_stim, R_reward_on_stim, R_reward_off_stim, reward_on_stim, reward_off_stim, well_timeout_stim, odor_port_early_go_stim, well_early_go_stim, wrong_choice_stim, odor_port_timeout_stim_delay, odor_port_on_stim_delay, odor_port_off_stim_delay, odor1_on_stim_delay, odor1_off_stim_delay, odor2_on_stim_delay, odor2_off_stim_delay, tone_on_stim_delay, tone_off_stim_delay, L_well_on_stim_delay, L_well_off_stim_delay, R_well_on_stim_delay, R_well_off_stim_delay, L_reward_on_stim_delay, L_reward_off_stim_delay, R_reward_on_stim_delay, R_reward_off_stim_delay, reward_on_stim_delay, reward_off_stim_delay, well_timeout_stim_delay, odor_port_early_go_stim_delay, well_early_go_stim_delay, wrong_choice_stim_delay, L_lick_ts, R_lick_ts, R_well_all_on_ts, R_well_all_off_ts, odor_port_all_on_ts, odor_port_all_off_ts, L_well_all_on_ts, L_well_all_off_ts, trial_start_ts, R_light_on_ts, L_light_on_ts, odor_port_on_ts, tone_on_ts, tone_off_ts, odor_port_off_ts, well_id, well_on_ts, L_reward_ts, well_off_ts, error_flg, odor_port_timeout_flg, odor_port_early_go_flg, well_early_go_flg, wrong_choice_flg, R_light_off_ts, L_light_off_ts, choices, performance, L_clicks, R_clicks, R_reward_ts, error_id, error_string, house_light_on_ts
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1831819  1831944  1832055, 1835773  1835920  1836035  1836151  1836272  1836394  1836541  1845663  1846653  1846914  1847547  1847776, 1835401, 1847851, 1833474, 1834256, , 1832086, 1832642, 1832643, 1832645, 1833475, 1833478, 1833628, 1834258, R, 1835405, , 1847855, 0, 0, 0, 0, 0, 1847881, 1847886, L6:R4, 70.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1835408, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1849468, 1849723, 1850758, , 1849070, 1849070, 1849071, 1849469, 1849472, 1849621, 1849724, L, 1850761, , , 1, 0, 0, 0, 1, 1850786, 1850789, L6:R4, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1850780
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1850962  1851081  1851217, 1853376  1853517  1853687, 1853095, 1853651, 1854971, 1855275, 1856471, 1851194, 1851944, 1851945, 1851948, 1854973, 1854977, 1855128, 1855278, L, 1856477, , , 1, 0, 0, 0, 1, 1856512, 1856516, L6:R4, 70.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1856504
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1856690  1856818  1856962  1857103  1857214  1857589  1857985  1858106  1858239  1858359  1858485  1858964  1859080  1860064  1860179  1860348  1860459  1860581  1860760  1863745  1863860  1864012  1864124  1864252  1864366  1864479  1864626  1864741  1864863  1864981  1865108  1865241  1870432  1870570  1870718  1871253  1871379  1871505  1871617  1871775  1871901  1872623  1872738  1872848  1872973  1873645  1873765  1873901  1874013  1874129  1874669  1874789  1874926  1875058  1875201  1875792  1875909  1876025  1876168  1876282  1876396, , , , 1861611, 1862207, 1863552, 1860418  1876425, 1860420, 1860423, 1860425, 1861614, 1861618, 1861769, 1862211, L, 1863560, 1863564, 1876434, 0, 0, 0, 0, 0, 1876492, 1876502, L7:R3, 70.00, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 000(1)1, , , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1876823  1876952  1877229, , 1880232, , 1878878, 1879218, 1876799, 1876893, 1877962, 1877964, 1877965, 1878879, 1878882, 1879033, 1879220, R, 1880238, , , 1, 0, 0, 0, 1, 1880268, 1880272, L6:R4, 60.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1880262
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1880590, 1880816, 1880766  1880839, 1882332, 1882862, 1883945, , 1880766, 1880767, 1880768, 1882333, 1882336, 1882487, 1882864, L, 1883950, , , 1, 0, 0, 0, 1, 1883980, 1883984, L6:R4, 50.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1883974
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1884158  1884314  1884461  1884980  1885158, 1888661  1888802  1888914  1889029  1889149  1896920  1897063, 1888262, 1897622, 1886703, 1887138, 1884818, 1884433  1885196, 1884567, 1884568, 1884570, 1886705, 1886708, 1886858, 1887140, R, 1888267, , 1897626, 0, 0, 0, 0, 0, 1897653, 1897658, L6:R4, 50.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1888270, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1897726, , , 1899426, 1900014, 1901088, , 1899039, 1899040, 1899041, 1899427, 1899429, 1899580, 1900016, L, 1901092, , , 1, 0, 0, 0, 1, 1901118, 1901122, L6:R4, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1901112
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1901294  1901411  1901527  1901641  1901841, 1905957  1906118  1906226  1906337  1906456  1906574  1908035  1911425  1911570, 1905685, 1911675, 1904209, 1904516, , 1901862, 1902501, 1902502, 1902503, 1904211, 1904214, 1904365, 1904518, R, 1905690, , 1911680, 0, 0, 0, 0, 0, 1911705, 1911710, L6:R4, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1905692, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1911778, , , 1913496, 1914147, 1915344, , 1912214, 1912215, 1912216, 1913497, 1913499, 1913650, 1914149, L, 1915348, , , 1, 0, 0, 0, 1, 1915374, 1915377, L6:R4, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1915368
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1915570  1915704  1915815, 1920751  1920861  1920971  1921087  1921206  1921350  1922169  1922286  1923004  1926453  1927497  1927732  1927884  1928553  1928683  1929551  1929693  1930829  1931134  1931288  1931463, 1920326, 1931969, 1918285  1918823, 1918490  1919198, 1916367, 1915812  1916556, 1916851, 1916852, 1916854, 1918287, 1918289, 1918440, 1918492, R, 1920331, , 1931975, 0, 0, 0, 0, 0, 1932012, 1932018, L6:R4, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1920335, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1934227, 1934437, 1935528, , 1933581, 1933582, 1933582, 1934228, 1934230, 1934380, 1934438, L, 1935532, , , 1, 0, 0, 0, 1, 1935557, 1935560, L6:R4, 40.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1935551
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1935755  1935954  1936102  1936223  1940283  1940444  1940567  1941583  1941719  1942084  1942207  1942327  1942437  1942923  1943268  1943406  1944167  1944280  1944418  1945410  1945527  1945662  1945792  1945949  1946059  1946176  1946792  1946920  1947380  1947492  1947619  1947782  1947894  1948010  1948121  1949062  1949179  1951249  1951373  1951499  1952134  1952247  1952379  1953013  1953128  1953258  1953371  1953534  1953686  1954137  1954251  1954967  1955125, , 1958280, , 1956884, 1957262, 1940050  1941237  1941454  1946717  1953998, 1936198  1940431  1941279  1946187  1953568  1955117, 1936199, 1936200, 1936201, 1956892, 1956901, 1957052, 1957271, R, 1958298, , , 1, 0, 0, 0, 1, 1958392, 1958403, L5:R5, 40.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1958379
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1958791  1958903  1959614, , 1959547, 1961383, 1961814, 1962842, , 1959548, 1959549, 1959550, 1961384, 1961388, 1961538, 1961816, L, 1962846, , , 1, 0, 0, 0, 1, 1962875, 1962880, L5:R5, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1962869
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1963067  1963218  1963381  1963502  1963959  1965182  1965324  1965524  1965672  1966588  1966721  1967340  1967453  1967581  1967708  1967820  1967985  1968118  1968233  1968519  1968651  1969377  1969505  1969649  1969768  1970590  1970766  1970882  1971468  1971586  1973254  1974116  1974228  1974430  1974569  1974681  1976278  1976424  1977231  1977351  1977465  1977620  1977754, , 1981599, , 1978923  1979401, 1979186  1980416, 1963683  1965041  1974435, 1963482  1963910  1974353  1977371, 1963483, 1963484, 1963485, 1978929, 1978937, 1979088, 1979193, R, 1981615, , , 1, 0, 0, 0, 1, 1981697, 1981706, L5:R5, 30.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 1981684
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1984483  1984831, 1988569  1988681  1988791  1988907  1989021  1989141  1989297  1989421  1990628  1993569  1993689  1995269, 1987968, 1982245  1995389, 1986673, 1986913, 1984188, 1984849, 1982325, 1982326, 1982327, 1986674, 1986677, 1986828, 1986915, R, 1987973, , 1995394, 0, 0, 0, 0, 0, 1995422, 1995427, L4:R6, 40.00, 000(1)1, <html><body bgcolor="rgb(255;255;115)" width="1000">000(1)1</body></html>, 1987975, , , 
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 1997242, 1998448, 1999628, , 1996051, 1996052, 1996053, 1997243, 1997245, 1997395, 1998449, L, 1999631, , , 1, 0, 0, 0, 1, 1999656, 1999660, L5:R5, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 1999650
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1999876  2000006  2000138  2000248  2000361  2000521  2000670  2001378  2001495  2001658  2001798  2001916, , , , 2003139  2016965, 2003515  2017164, , 2001878, 2001880, 2001882, 2001884, 2003141, 2003145, 2003295, 2003518, , , , , 1, 1, 0, 0, 0, 2018552, 2018557, L5:R5, 30.00, 000(1)1, 000(1)1, , 204, no_go, 2018545
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2018850, , , , 2036346  2037254, 2036534  2037742, 2018629  2038663, 2018854, 2019023, 2019024, 2019025, 2036347, 2036349, 2036500, 2036536, L, 2038668, , , 1, 0, 0, 0, 1, 2038700, 2038704, L5:R5, 30.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2038693
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2038876  2038988  2039105  2039231  2039380  2039545  2039727, , 2047407, , 2040786  2045293, 2040950  2046276, , 2039755, 2039756, 2039758, 2039759, 2040788, 2040791, 2040942, 2040952, R, 2047413, , , 1, 0, 0, 0, 1, 2047450, 2047454, L5:R5, 20.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2047442
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 2047749  2047923  2049197  2049333  2049694  2052617  2052771  2053044  2053305, 2051863, 2050188  2053252, 2058930  2067366, 2059359  2067528, , , 2050189, 2050190, 2050192, 2058932, 2058935, 2059086, 2059362, , , , , 1, 1, 0, 0, 0, 2074397, 2074402, L5:R5, 20.00, 000(1)1, 000(1)1, , 204, no_go, 2074390
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2082571  2083668  2083790  2084472  2098861  2100532  2100673  2100951  2101198  2101433  2101679  2101798  2102376  2102503  2103346  2103487  2103614  2103769  2103886, 2096198, 2095951, 2096344, 2106711  2111659, 2111457  2114076, 2082306  2083490  2098632, 2082548  2084405  2103809, 2074877, 2074878, 2074878, 2106715, 2106720, 2106871, 2111462, , , , , 1, 1, 0, 0, 0, 2126513, 2126520, L5:R5, 20.00, 000(1)1, 000(1)1, , 204, no_go, 2126504
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2135247, 2135605, 2136967, , 2127035, 2127036, 2127037, 2135248, 2135250, 2135400, 2135606, L, 2136970, , , 1, 0, 0, 0, 1, 2136995, 2136998, L5:R5, 20.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2136989
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, L, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2137152  2137316  2137459  2148295  2148480  2148658  2148852  2149005  2150192  2152255  2152724  2152871  2153359  2153496  2153764  2153878  2153989  2154557  2154716, , 2161076, , 2158258  2158691  2159760, 2158428  2159567  2159973, 2148136  2149977, 2137412  2148938  2150175, 2137553, 2137554, 2137555, 2158262, 2158266, 2158417, 2158432, R, 2161086, , , 1, 0, 0, 0, 1, 2161143, 2161150, L5:R5, 10.00, 000(1)1, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, , 202, wrong_choice_chose_R, 2161134
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2242543  2242715, 2161400  2161623, 2208850  2211719, 2163348  2209680  2211840, 2246174, 2249434, 2242296  2251213, 2242679, 2163349, 2163350, 2163351, 2246176, 2246180, 2246330, 2249437, L, 2251219, , , 1, 0, 0, 0, 1, 2251258, 2251264, L5:R5, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2251251
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2251430  2251581  2252125  2253262  2253599  2253833  2254033  2254583  2254694, 2263062, 2262844, 2264632, 2266439, 2266605, 2253052  2267987, 2252172  2254671, 2252173, 2252174, 2252175, 2266442, 2266445, 2266596, 2266608, L, 2267995, , , 1, 0, 0, 0, 1, 2268037, 2268043, L6:R4, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2268029
Inf, Mode 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 160, 1, 0, 200, 1, 0, 1, 0, 200, 1, 0, 1, 1, 0, 0, 1, -1, 15000, 5, 5, 5, R, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2268188  2268313  2268428, , , , 2270877, 2271038, 2272996, 2268540, 2268636, 2268637, 2268638, 2270878, 2270881, 2271031, 2271040, L, 2273000, , , 1, 0, 0, 0, 1, 2273030, 2273034, L6:R4, 10.00, <html><body bgcolor="rgb(230;180;180)" width="1000">000(1)1</body></html>, 000(1)1, , 203, wrong_choice_chose_L, 2273024
